"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2007"	"2007"	"< 1 year"	"1"	"New York"	"36"	Suppressed	241840	Suppressed
	"2007"	"2007"	"< 1 year"	"1"	"North Carolina"	"37"	Suppressed	128200	Suppressed
	"2007"	"2007"	"< 1 year"	"1"	"North Dakota"	"38"	Suppressed	8684	Suppressed
	"2007"	"2007"	"< 1 year"	"1"	"Ohio"	"39"	Suppressed	147922	Suppressed
	"2007"	"2007"	"< 1 year"	"1"	"Oklahoma"	"40"	Suppressed	53485	Suppressed
	"2007"	"2007"	"< 1 year"	"1"	"Oregon"	"41"	Suppressed	48445	Suppressed
	"2007"	"2007"	"< 1 year"	"1"	"Pennsylvania"	"42"	Suppressed	147687	Suppressed
	"2007"	"2007"	"< 1 year"	"1"	"Rhode Island"	"44"	Suppressed	12094	Suppressed
	"2007"	"2007"	"< 1 year"	"1"	"South Carolina"	"45"	Suppressed	62732	Suppressed
	"2007"	"2007"	"< 1 year"	"1"	"South Dakota"	"46"	Suppressed	11842	Suppressed
	"2007"	"2007"	"< 1 year"	"1"	"Tennessee"	"47"	Suppressed	83047	Suppressed
	"2007"	"2007"	"< 1 year"	"1"	"Texas"	"48"	Suppressed	385276	Suppressed
	"2007"	"2007"	"< 1 year"	"1"	"Utah"	"49"	Suppressed	52572	Suppressed
	"2007"	"2007"	"< 1 year"	"1"	"Vermont"	"50"	Suppressed	6480	Suppressed
	"2007"	"2007"	"< 1 year"	"1"	"Virginia"	"51"	Suppressed	104465	Suppressed
	"2007"	"2007"	"< 1 year"	"1"	"Washington"	"53"	Suppressed	88715	Suppressed
	"2007"	"2007"	"< 1 year"	"1"	"West Virginia"	"54"	Suppressed	22071	Suppressed
	"2007"	"2007"	"< 1 year"	"1"	"Wisconsin"	"55"	Suppressed	72884	Suppressed
	"2007"	"2007"	"< 1 year"	"1"	"Wyoming"	"56"	Suppressed	7956	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Alabama"	"01"	Suppressed	237393	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Alaska"	"02"	Suppressed	39569	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Arizona"	"04"	Suppressed	373503	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Arkansas"	"05"	Suppressed	154411	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"California"	"06"	Suppressed	2018510	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Colorado"	"08"	Suppressed	271047	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Connecticut"	"09"	Suppressed	166747	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Delaware"	"10"	Suppressed	44378	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"District of Columbia"	"11"	Suppressed	24123	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Florida"	"12"	Suppressed	861423	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Georgia"	"13"	Suppressed	549087	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Hawaii"	"15"	Suppressed	67472	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Idaho"	"16"	Suppressed	93947	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Illinois"	"17"	Suppressed	680035	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Indiana"	"18"	Suppressed	345177	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Iowa"	"19"	Suppressed	155496	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Kansas"	"20"	Suppressed	155170	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Kentucky"	"21"	Suppressed	219425	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Louisiana"	"22"	Suppressed	234644	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Maine"	"23"	Suppressed	56881	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Maryland"	"24"	Suppressed	290037	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Massachusetts"	"25"	Suppressed	294040	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Michigan"	"26"	Suppressed	502441	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Minnesota"	"27"	Suppressed	280024	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Mississippi"	"28"	Suppressed	164581	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Missouri"	"29"	Suppressed	305717	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Montana"	"30"	Suppressed	46929	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Nebraska"	"31"	Suppressed	102779	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Nevada"	"32"	Suppressed	150468	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"New Hampshire"	"33"	Suppressed	59997	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"New Jersey"	"34"	Suppressed	442155	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"New Mexico"	"35"	Suppressed	112876	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"New York"	"36"	Suppressed	915181	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"North Carolina"	"37"	Suppressed	488745	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"North Dakota"	"38"	Suppressed	32339	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Ohio"	"39"	Suppressed	580087	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Oklahoma"	"40"	Suppressed	200558	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Oregon"	"41"	Suppressed	184490	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Pennsylvania"	"42"	Suppressed	579034	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Rhode Island"	"44"	Suppressed	47651	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"South Carolina"	"45"	Suppressed	228986	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"South Dakota"	"46"	Suppressed	44666	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Tennessee"	"47"	Suppressed	318049	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Texas"	"48"	Suppressed	1506810	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Utah"	"49"	Suppressed	198689	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Vermont"	"50"	Suppressed	26095	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Virginia"	"51"	Suppressed	401874	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Washington"	"53"	Suppressed	330704	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"West Virginia"	"54"	Suppressed	82160	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Wisconsin"	"55"	Suppressed	282459	Suppressed
	"2007"	"2007"	"1-4 years"	"1-4"	"Wyoming"	"56"	Suppressed	28906	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Alabama"	"01"	Suppressed	626420	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Alaska"	"02"	Suppressed	99705	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Arizona"	"04"	Suppressed	867159	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Arkansas"	"05"	Suppressed	385050	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"California"	"06"	Suppressed	5079709	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Colorado"	"08"	Suppressed	646294	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Connecticut"	"09"	Suppressed	469665	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Delaware"	"10"	Suppressed	111574	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"District of Columbia"	"11"	Suppressed	53659	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Florida"	"12"	Suppressed	2200781	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Georgia"	"13"	Suppressed	1339929	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Hawaii"	"15"	Suppressed	160676	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Idaho"	"16"	Suppressed	226200	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Illinois"	"17"	Suppressed	1751586	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Indiana"	"18"	Suppressed	891933	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Iowa"	"19"	Suppressed	397416	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Kansas"	"20"	Suppressed	391051	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Kentucky"	"21"	Suppressed	560185	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Louisiana"	"22"	Suppressed	601149	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Maine"	"23"	Suppressed	158300	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Maryland"	"24"	Suppressed	748480	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Massachusetts"	"25"	Suppressed	799416	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Michigan"	"26"	Suppressed	1373717	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Minnesota"	"27"	Suppressed	700379	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Mississippi"	"28"	Suppressed	416035	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Missouri"	"29"	Suppressed	786064	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Montana"	"30"	Suppressed	121446	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Nebraska"	"31"	Suppressed	243740	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Nevada"	"32"	Suppressed	353786	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"New Hampshire"	"33"	Suppressed	168065	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"New Jersey"	"34"	Suppressed	1157512	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"New Mexico"	"35"	Suppressed	274494	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"New York"	"36"	Suppressed	2420727	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"North Carolina"	"37"	Suppressed	1216995	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"North Dakota"	"38"	Suppressed	79282	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Ohio"	"39"	Suppressed	1550154	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Oklahoma"	"40"	Suppressed	492838	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Oregon"	"41"	Suppressed	472864	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Pennsylvania"	"42"	Suppressed	1568918	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Rhode Island"	"44"	Suppressed	128989	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"South Carolina"	"45"	Suppressed	579560	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"South Dakota"	"46"	Suppressed	107134	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Tennessee"	"47"	Suppressed	819282	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Texas"	"48"	Suppressed	3568314	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Utah"	"49"	Suppressed	437285	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Vermont"	"50"	Suppressed	74886	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Virginia"	"51"	Suppressed	1000311	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Washington"	"53"	Suppressed	848718	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"West Virginia"	"54"	Suppressed	214335	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Wisconsin"	"55"	Suppressed	744631	Suppressed
	"2007"	"2007"	"5-14 years"	"5-14"	"Wyoming"	"56"	Suppressed	68855	Suppressed
	"2007"	"2007"	"15-24 years"	"15-24"	"Alabama"	"01"	33	668572	4.9
	"2007"	"2007"	"15-24 years"	"15-24"	"Alaska"	"02"	Suppressed	108803	Suppressed
	"2007"	"2007"	"15-24 years"	"15-24"	"Arizona"	"04"	57	876916	6.5
	"2007"	"2007"	"15-24 years"	"15-24"	"Arkansas"	"05"	22	398071	5.5
	"2007"	"2007"	"15-24 years"	"15-24"	"California"	"06"	134	5452319	2.5
	"2007"	"2007"	"15-24 years"	"15-24"	"Colorado"	"08"	29	679229	4.3
	"2007"	"2007"	"15-24 years"	"15-24"	"Connecticut"	"09"	42	471692	8.9
	"2007"	"2007"	"15-24 years"	"15-24"	"Delaware"	"10"	Suppressed	124481	Suppressed
	"2007"	"2007"	"15-24 years"	"15-24"	"District of Columbia"	"11"	Suppressed	97137	Suppressed
	"2007"	"2007"	"15-24 years"	"15-24"	"Florida"	"12"	198	2432043	8.1
	"2007"	"2007"	"15-24 years"	"15-24"	"Georgia"	"13"	56	1351233	4.1
	"2007"	"2007"	"15-24 years"	"15-24"	"Hawaii"	"15"	Suppressed	181281	Suppressed
	"2007"	"2007"	"15-24 years"	"15-24"	"Idaho"	"16"	Suppressed	224403	Suppressed
	"2007"	"2007"	"15-24 years"	"15-24"	"Illinois"	"17"	99	1808661	5.5
	"2007"	"2007"	"15-24 years"	"15-24"	"Indiana"	"18"	44	921675	4.8
	"2007"	"2007"	"15-24 years"	"15-24"	"Iowa"	"19"	18	437262	Unreliable
	"2007"	"2007"	"15-24 years"	"15-24"	"Kansas"	"20"	11	414472	Unreliable
	"2007"	"2007"	"15-24 years"	"15-24"	"Kentucky"	"21"	41	586333	7.0
	"2007"	"2007"	"15-24 years"	"15-24"	"Louisiana"	"22"	35	662810	5.3
	"2007"	"2007"	"15-24 years"	"15-24"	"Maine"	"23"	16	173045	Unreliable
	"2007"	"2007"	"15-24 years"	"15-24"	"Maryland"	"24"	61	790706	7.7
	"2007"	"2007"	"15-24 years"	"15-24"	"Massachusetts"	"25"	53	920232	5.8
	"2007"	"2007"	"15-24 years"	"15-24"	"Michigan"	"26"	64	1437607	4.5
	"2007"	"2007"	"15-24 years"	"15-24"	"Minnesota"	"27"	19	744199	Unreliable
	"2007"	"2007"	"15-24 years"	"15-24"	"Mississippi"	"28"	Suppressed	439902	Suppressed
	"2007"	"2007"	"15-24 years"	"15-24"	"Missouri"	"29"	60	842907	7.1
	"2007"	"2007"	"15-24 years"	"15-24"	"Montana"	"30"	Suppressed	139293	Suppressed
	"2007"	"2007"	"15-24 years"	"15-24"	"Nebraska"	"31"	Suppressed	264401	Suppressed
	"2007"	"2007"	"15-24 years"	"15-24"	"Nevada"	"32"	45	347924	12.9
	"2007"	"2007"	"15-24 years"	"15-24"	"New Hampshire"	"33"	25	180761	13.8
	"2007"	"2007"	"15-24 years"	"15-24"	"New Jersey"	"34"	37	1120773	3.3
	"2007"	"2007"	"15-24 years"	"15-24"	"New Mexico"	"35"	32	293652	10.9
	"2007"	"2007"	"15-24 years"	"15-24"	"New York"	"36"	87	2731929	3.2
	"2007"	"2007"	"15-24 years"	"15-24"	"North Carolina"	"37"	101	1268961	8.0
	"2007"	"2007"	"15-24 years"	"15-24"	"North Dakota"	"38"	Suppressed	109916	Suppressed
	"2007"	"2007"	"15-24 years"	"15-24"	"Ohio"	"39"	82	1593522	5.1
	"2007"	"2007"	"15-24 years"	"15-24"	"Oklahoma"	"40"	62	537377	11.5
	"2007"	"2007"	"15-24 years"	"15-24"	"Oregon"	"41"	27	509048	5.3
	"2007"	"2007"	"15-24 years"	"15-24"	"Pennsylvania"	"42"	75	1758553	4.3
	"2007"	"2007"	"15-24 years"	"15-24"	"Rhode Island"	"44"	Suppressed	162011	Suppressed
	"2007"	"2007"	"15-24 years"	"15-24"	"South Carolina"	"45"	18	644047	Unreliable
	"2007"	"2007"	"15-24 years"	"15-24"	"South Dakota"	"46"	Suppressed	117649	Suppressed
	"2007"	"2007"	"15-24 years"	"15-24"	"Tennessee"	"47"	56	846631	6.6
	"2007"	"2007"	"15-24 years"	"15-24"	"Texas"	"48"	157	3582610	4.4
	"2007"	"2007"	"15-24 years"	"15-24"	"Utah"	"49"	60	446967	13.4
	"2007"	"2007"	"15-24 years"	"15-24"	"Vermont"	"50"	Suppressed	92593	Suppressed
	"2007"	"2007"	"15-24 years"	"15-24"	"Virginia"	"51"	64	1114822	5.7
	"2007"	"2007"	"15-24 years"	"15-24"	"Washington"	"53"	56	910536	6.2
	"2007"	"2007"	"15-24 years"	"15-24"	"West Virginia"	"54"	38	238720	15.9
	"2007"	"2007"	"15-24 years"	"15-24"	"Wisconsin"	"55"	51	807490	6.3
	"2007"	"2007"	"15-24 years"	"15-24"	"Wyoming"	"56"	Suppressed	79638	Suppressed
	"2007"	"2007"	"25-34 years"	"25-34"	"Alabama"	"01"	41	593652	6.9
	"2007"	"2007"	"25-34 years"	"25-34"	"Alaska"	"02"	Suppressed	92158	Suppressed
	"2007"	"2007"	"25-34 years"	"25-34"	"Arizona"	"04"	83	851237	9.8
	"2007"	"2007"	"25-34 years"	"25-34"	"Arkansas"	"05"	33	368360	9.0
	"2007"	"2007"	"25-34 years"	"25-34"	"California"	"06"	229	5180534	4.4
	"2007"	"2007"	"25-34 years"	"25-34"	"Colorado"	"08"	57	684807	8.3
	"2007"	"2007"	"25-34 years"	"25-34"	"Connecticut"	"09"	47	402640	11.7
	"2007"	"2007"	"25-34 years"	"25-34"	"Delaware"	"10"	10	108223	Unreliable
	"2007"	"2007"	"25-34 years"	"25-34"	"District of Columbia"	"11"	Suppressed	107876	Suppressed
	"2007"	"2007"	"25-34 years"	"25-34"	"Florida"	"12"	317	2237326	14.2
	"2007"	"2007"	"25-34 years"	"25-34"	"Georgia"	"13"	90	1320457	6.8
	"2007"	"2007"	"25-34 years"	"25-34"	"Hawaii"	"15"	Suppressed	175506	Suppressed
	"2007"	"2007"	"25-34 years"	"25-34"	"Idaho"	"16"	15	198366	Unreliable
	"2007"	"2007"	"25-34 years"	"25-34"	"Illinois"	"17"	151	1742537	8.7
	"2007"	"2007"	"25-34 years"	"25-34"	"Indiana"	"18"	65	816321	8.0
	"2007"	"2007"	"25-34 years"	"25-34"	"Iowa"	"19"	18	360633	Unreliable
	"2007"	"2007"	"25-34 years"	"25-34"	"Kansas"	"20"	26	351287	7.4
	"2007"	"2007"	"25-34 years"	"25-34"	"Kentucky"	"21"	116	558071	20.8
	"2007"	"2007"	"25-34 years"	"25-34"	"Louisiana"	"22"	71	575856	12.3
	"2007"	"2007"	"25-34 years"	"25-34"	"Maine"	"23"	36	143628	25.1
	"2007"	"2007"	"25-34 years"	"25-34"	"Maryland"	"24"	111	726252	15.3
	"2007"	"2007"	"25-34 years"	"25-34"	"Massachusetts"	"25"	146	814747	17.9
	"2007"	"2007"	"25-34 years"	"25-34"	"Michigan"	"26"	106	1197913	8.8
	"2007"	"2007"	"25-34 years"	"25-34"	"Minnesota"	"27"	21	678304	3.1
	"2007"	"2007"	"25-34 years"	"25-34"	"Mississippi"	"28"	17	377937	Unreliable
	"2007"	"2007"	"25-34 years"	"25-34"	"Missouri"	"29"	71	745829	9.5
	"2007"	"2007"	"25-34 years"	"25-34"	"Montana"	"30"	10	112370	Unreliable
	"2007"	"2007"	"25-34 years"	"25-34"	"Nebraska"	"31"	Suppressed	228300	Suppressed
	"2007"	"2007"	"25-34 years"	"25-34"	"Nevada"	"32"	87	378966	23.0
	"2007"	"2007"	"25-34 years"	"25-34"	"New Hampshire"	"33"	30	143573	20.9
	"2007"	"2007"	"25-34 years"	"25-34"	"New Jersey"	"34"	71	1088607	6.5
	"2007"	"2007"	"25-34 years"	"25-34"	"New Mexico"	"35"	61	252740	24.1
	"2007"	"2007"	"25-34 years"	"25-34"	"New York"	"36"	219	2565014	8.5
	"2007"	"2007"	"25-34 years"	"25-34"	"North Carolina"	"37"	157	1201650	13.1
	"2007"	"2007"	"25-34 years"	"25-34"	"North Dakota"	"38"	Suppressed	79816	Suppressed
	"2007"	"2007"	"25-34 years"	"25-34"	"Ohio"	"39"	137	1414429	9.7
	"2007"	"2007"	"25-34 years"	"25-34"	"Oklahoma"	"40"	109	474358	23.0
	"2007"	"2007"	"25-34 years"	"25-34"	"Oregon"	"41"	66	499535	13.2
	"2007"	"2007"	"25-34 years"	"25-34"	"Pennsylvania"	"42"	122	1464778	8.3
	"2007"	"2007"	"25-34 years"	"25-34"	"Rhode Island"	"44"	16	126899	Unreliable
	"2007"	"2007"	"25-34 years"	"25-34"	"South Carolina"	"45"	26	570513	4.6
	"2007"	"2007"	"25-34 years"	"25-34"	"South Dakota"	"46"	Suppressed	96924	Suppressed
	"2007"	"2007"	"25-34 years"	"25-34"	"Tennessee"	"47"	111	815044	13.6
	"2007"	"2007"	"25-34 years"	"25-34"	"Texas"	"48"	233	3425969	6.8
	"2007"	"2007"	"25-34 years"	"25-34"	"Utah"	"49"	100	414291	24.1
	"2007"	"2007"	"25-34 years"	"25-34"	"Vermont"	"50"	10	66782	Unreliable
	"2007"	"2007"	"25-34 years"	"25-34"	"Virginia"	"51"	128	1032580	12.4
	"2007"	"2007"	"25-34 years"	"25-34"	"Washington"	"53"	130	872237	14.9
	"2007"	"2007"	"25-34 years"	"25-34"	"West Virginia"	"54"	98	220852	44.4
	"2007"	"2007"	"25-34 years"	"25-34"	"Wisconsin"	"55"	82	688329	11.9
	"2007"	"2007"	"25-34 years"	"25-34"	"Wyoming"	"56"	Suppressed	68450	Suppressed
	"2007"	"2007"	"35-44 years"	"35-44"	"Alabama"	"01"	41	638956	6.4
	"2007"	"2007"	"35-44 years"	"35-44"	"Alaska"	"02"	Suppressed	96454	Suppressed
	"2007"	"2007"	"35-44 years"	"35-44"	"Arizona"	"04"	121	831523	14.6
	"2007"	"2007"	"35-44 years"	"35-44"	"Arkansas"	"05"	38	378802	10.0
	"2007"	"2007"	"35-44 years"	"35-44"	"California"	"06"	379	5338861	7.1
	"2007"	"2007"	"35-44 years"	"35-44"	"Colorado"	"08"	97	706414	13.7
	"2007"	"2007"	"35-44 years"	"35-44"	"Connecticut"	"09"	77	527773	14.6
	"2007"	"2007"	"35-44 years"	"35-44"	"Delaware"	"10"	16	123116	Unreliable
	"2007"	"2007"	"35-44 years"	"35-44"	"District of Columbia"	"11"	Suppressed	82255	Suppressed
	"2007"	"2007"	"35-44 years"	"35-44"	"Florida"	"12"	367	2557593	14.3
	"2007"	"2007"	"35-44 years"	"35-44"	"Georgia"	"13"	101	1426980	7.1
	"2007"	"2007"	"35-44 years"	"35-44"	"Hawaii"	"15"	18	180064	Unreliable
	"2007"	"2007"	"35-44 years"	"35-44"	"Idaho"	"16"	12	192914	Unreliable
	"2007"	"2007"	"35-44 years"	"35-44"	"Illinois"	"17"	195	1809651	10.8
	"2007"	"2007"	"35-44 years"	"35-44"	"Indiana"	"18"	66	883042	7.5
	"2007"	"2007"	"35-44 years"	"35-44"	"Iowa"	"19"	23	387253	5.9
	"2007"	"2007"	"35-44 years"	"35-44"	"Kansas"	"20"	33	363340	9.1
	"2007"	"2007"	"35-44 years"	"35-44"	"Kentucky"	"21"	83	602631	13.8
	"2007"	"2007"	"35-44 years"	"35-44"	"Louisiana"	"22"	55	586382	9.4
	"2007"	"2007"	"35-44 years"	"35-44"	"Maine"	"23"	21	188773	11.1
	"2007"	"2007"	"35-44 years"	"35-44"	"Maryland"	"24"	188	854604	22.0
	"2007"	"2007"	"35-44 years"	"35-44"	"Massachusetts"	"25"	184	954995	19.3
	"2007"	"2007"	"35-44 years"	"35-44"	"Michigan"	"26"	121	1403148	8.6
	"2007"	"2007"	"35-44 years"	"35-44"	"Minnesota"	"27"	55	733084	7.5
	"2007"	"2007"	"35-44 years"	"35-44"	"Mississippi"	"28"	28	390145	7.2
	"2007"	"2007"	"35-44 years"	"35-44"	"Missouri"	"29"	107	796480	13.4
	"2007"	"2007"	"35-44 years"	"35-44"	"Montana"	"30"	12	119001	Unreliable
