"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2011"	"2011"	"Michigan"	"26"	756	9876187	7.7
	"2011"	"2011"	"Minnesota"	"27"	295	5344861	5.5
	"2011"	"2011"	"Mississippi"	"28"	84	2978512	2.8
	"2011"	"2011"	"Missouri"	"29"	614	6010688	10.2
	"2011"	"2011"	"Montana"	"30"	63	998199	6.3
	"2011"	"2011"	"Nebraska"	"31"	54	1842641	2.9
	"2011"	"2011"	"Nevada"	"32"	532	2723322	19.5
	"2011"	"2011"	"New Hampshire"	"33"	158	1318194	12.0
	"2011"	"2011"	"New Jersey"	"34"	478	8821155	5.4
	"2011"	"2011"	"New Mexico"	"35"	254	2082224	12.2
	"2011"	"2011"	"New York"	"36"	1417	19465197	7.3
	"2011"	"2011"	"North Carolina"	"37"	829	9656401	8.6
	"2011"	"2011"	"North Dakota"	"38"	10	683932	Unreliable
	"2011"	"2011"	"Ohio"	"39"	1333	11544951	11.5
	"2011"	"2011"	"Oklahoma"	"40"	492	3791508	13.0
	"2011"	"2011"	"Oregon"	"41"	402	3871859	10.4
	"2011"	"2011"	"Pennsylvania"	"42"	770	12742886	6.0
	"2011"	"2011"	"Rhode Island"	"44"	145	1051302	13.8
	"2011"	"2011"	"South Carolina"	"45"	249	4679230	5.3
	"2011"	"2011"	"South Dakota"	"46"	35	824082	4.2
	"2011"	"2011"	"Tennessee"	"47"	663	6403353	10.4
	"2011"	"2011"	"Texas"	"48"	1218	25674681	4.7
	"2011"	"2011"	"Utah"	"49"	394	2817222	14.0
	"2011"	"2011"	"Vermont"	"50"	60	626431	9.6
	"2011"	"2011"	"Virginia"	"51"	582	8096604	7.2
	"2011"	"2011"	"Washington"	"53"	712	6830038	10.4
	"2011"	"2011"	"West Virginia"	"54"	596	1855364	32.1
	"2011"	"2011"	"Wisconsin"	"55"	484	5711767	8.5
	"2011"	"2011"	"Wyoming"	"56"	47	568158	8.3
	"2012"	"2012"	"Alabama"	"01"	175	4822023	3.6
	"2012"	"2012"	"Alaska"	"02"	81	731449	11.1
	"2012"	"2012"	"Arizona"	"04"	565	6553255	8.6
	"2012"	"2012"	"Arkansas"	"05"	181	2949131	6.1
	"2012"	"2012"	"California"	"06"	1847	38041430	4.9
	"2012"	"2012"	"Colorado"	"08"	415	5187582	8.0
	"2012"	"2012"	"Connecticut"	"09"	202	3590347	5.6
	"2012"	"2012"	"Delaware"	"10"	86	917092	9.4
	"2012"	"2012"	"District of Columbia"	"11"	45	632323	7.1
	"2012"	"2012"	"Florida"	"12"	1383	19317568	7.2
	"2012"	"2012"	"Georgia"	"13"	551	9919945	5.6
	"2012"	"2012"	"Hawaii"	"15"	64	1392313	4.6
	"2012"	"2012"	"Idaho"	"16"	61	1595728	3.8
	"2012"	"2012"	"Illinois"	"17"	1204	12875255	9.4
	"2012"	"2012"	"Indiana"	"18"	397	6537334	6.1
	"2012"	"2012"	"Iowa"	"19"	185	3074186	6.0
	"2012"	"2012"	"Kansas"	"20"	184	2885905	6.4
	"2012"	"2012"	"Kentucky"	"21"	713	4380415	16.3
	"2012"	"2012"	"Louisiana"	"22"	180	4601893	3.9
	"2012"	"2012"	"Maine"	"23"	107	1329192	8.1
	"2012"	"2012"	"Maryland"	"24"	667	5884563	11.3
	"2012"	"2012"	"Massachusetts"	"25"	712	6646144	10.7
	"2012"	"2012"	"Michigan"	"26"	700	9883360	7.1
	"2012"	"2012"	"Minnesota"	"27"	298	5379139	5.5
	"2012"	"2012"	"Mississippi"	"28"	112	2984926	3.8
	"2012"	"2012"	"Missouri"	"29"	556	6021988	9.2
	"2012"	"2012"	"Montana"	"30"	53	1005141	5.3
	"2012"	"2012"	"Nebraska"	"31"	60	1855525	3.2
	"2012"	"2012"	"Nevada"	"32"	493	2758931	17.9
	"2012"	"2012"	"New Hampshire"	"33"	134	1320718	10.1
	"2012"	"2012"	"New Jersey"	"34"	625	8864590	7.1
	"2012"	"2012"	"New Mexico"	"35"	339	2085538	16.3
	"2012"	"2012"	"New York"	"36"	1576	19570261	8.1
	"2012"	"2012"	"North Carolina"	"37"	841	9752073	8.6
	"2012"	"2012"	"North Dakota"	"38"	Suppressed	699628	Suppressed
	"2012"	"2012"	"Ohio"	"39"	1403	11544225	12.2
	"2012"	"2012"	"Oklahoma"	"40"	538	3814820	14.1
	"2012"	"2012"	"Oregon"	"41"	369	3899353	9.5
	"2012"	"2012"	"Pennsylvania"	"42"	840	12763536	6.6
	"2012"	"2012"	"Rhode Island"	"44"	143	1050292	13.6
	"2012"	"2012"	"South Carolina"	"45"	245	4723723	5.2
	"2012"	"2012"	"South Dakota"	"46"	26	833354	3.1
	"2012"	"2012"	"Tennessee"	"47"	748	6456243	11.6
	"2012"	"2012"	"Texas"	"48"	1179	26059203	4.5
	"2012"	"2012"	"Utah"	"49"	438	2855287	15.3
	"2012"	"2012"	"Vermont"	"50"	57	626011	9.1
	"2012"	"2012"	"Virginia"	"51"	547	8185867	6.7
	"2012"	"2012"	"Washington"	"53"	717	6897012	10.4
	"2012"	"2012"	"West Virginia"	"54"	513	1855413	27.6
	"2012"	"2012"	"Wisconsin"	"55"	496	5726398	8.7
	"2012"	"2012"	"Wyoming"	"56"	47	576412	8.2
	"2013"	"2013"	"Alabama"	"01"	175	4833722	3.6
	"2013"	"2013"	"Alaska"	"02"	69	735132	9.4
	"2013"	"2013"	"Arizona"	"04"	545	6626624	8.2
	"2013"	"2013"	"Arkansas"	"05"	175	2959373	5.9
	"2013"	"2013"	"California"	"06"	2088	38332521	5.4
	"2013"	"2013"	"Colorado"	"08"	443	5268367	8.4
	"2013"	"2013"	"Connecticut"	"09"	442	3596080	12.3
	"2013"	"2013"	"Delaware"	"10"	115	925749	12.4
	"2013"	"2013"	"District of Columbia"	"11"	60	646449	9.3
	"2013"	"2013"	"Florida"	"12"	1327	19552860	6.8
	"2013"	"2013"	"Georgia"	"13"	539	9992167	5.4
	"2013"	"2013"	"Hawaii"	"15"	70	1404054	5.0
	"2013"	"2013"	"Idaho"	"16"	81	1612136	5.0
	"2013"	"2013"	"Illinois"	"17"	1139	12882135	8.8
	"2013"	"2013"	"Indiana"	"18"	387	6570902	5.9
	"2013"	"2013"	"Iowa"	"19"	190	3090416	6.1
	"2013"	"2013"	"Kansas"	"20"	171	2893957	5.9
	"2013"	"2013"	"Kentucky"	"21"	689	4395295	15.7
	"2013"	"2013"	"Louisiana"	"22"	270	4625470	5.8
	"2013"	"2013"	"Maine"	"23"	134	1328302	10.1
	"2013"	"2013"	"Maryland"	"24"	759	5928814	12.8
	"2013"	"2013"	"Massachusetts"	"25"	910	6692824	13.6
	"2013"	"2013"	"Michigan"	"26"	934	9895622	9.4
	"2013"	"2013"	"Minnesota"	"27"	314	5420380	5.8
	"2013"	"2013"	"Mississippi"	"28"	103	2991207	3.4
	"2013"	"2013"	"Missouri"	"29"	644	6044171	10.7
	"2013"	"2013"	"Montana"	"30"	68	1015165	6.7
	"2013"	"2013"	"Nebraska"	"31"	42	1868516	2.2
	"2013"	"2013"	"Nevada"	"32"	443	2790136	15.9
	"2013"	"2013"	"New Hampshire"	"33"	161	1323459	12.2
	"2013"	"2013"	"New Jersey"	"34"	711	8899339	8.0
	"2013"	"2013"	"New Mexico"	"35"	350	2085287	16.8
	"2013"	"2013"	"New York"	"36"	1732	19651127	8.8
	"2013"	"2013"	"North Carolina"	"37"	840	9848060	8.5
	"2013"	"2013"	"North Dakota"	"38"	14	723393	Unreliable
	"2013"	"2013"	"Ohio"	"39"	1695	11570808	14.6
	"2013"	"2013"	"Oklahoma"	"40"	521	3850568	13.5
	"2013"	"2013"	"Oregon"	"41"	310	3930065	7.9
	"2013"	"2013"	"Pennsylvania"	"42"	970	12773801	7.6
	"2013"	"2013"	"Rhode Island"	"44"	195	1051511	18.5
	"2013"	"2013"	"South Carolina"	"45"	250	4774839	5.2
	"2013"	"2013"	"South Dakota"	"46"	34	844877	4.0
	"2013"	"2013"	"Tennessee"	"47"	789	6495978	12.1
	"2013"	"2013"	"Texas"	"48"	1114	26448193	4.2
	"2013"	"2013"	"Utah"	"49"	444	2900872	15.3
	"2013"	"2013"	"Vermont"	"50"	75	626630	12.0
	"2013"	"2013"	"Virginia"	"51"	651	8260405	7.9
	"2013"	"2013"	"Washington"	"53"	667	6971406	9.6
	"2013"	"2013"	"West Virginia"	"54"	518	1854304	27.9
	"2013"	"2013"	"Wisconsin"	"55"	604	5742713	10.5
	"2013"	"2013"	"Wyoming"	"56"	52	582658	8.9
	"2014"	"2014"	"Alabama"	"01"	282	4849377	5.8
	"2014"	"2014"	"Alaska"	"02"	79	736732	10.7
	"2014"	"2014"	"Arizona"	"04"	616	6731484	9.2
	"2014"	"2014"	"Arkansas"	"05"	179	2966369	6.0
	"2014"	"2014"	"California"	"06"	2159	38802500	5.6
	"2014"	"2014"	"Colorado"	"08"	532	5355866	9.9
	"2014"	"2014"	"Connecticut"	"09"	531	3596677	14.8
	"2014"	"2014"	"Delaware"	"10"	125	935614	13.4
	"2014"	"2014"	"District of Columbia"	"11"	65	658893	9.9
	"2014"	"2014"	"Florida"	"12"	1446	19893297	7.3
	"2014"	"2014"	"Georgia"	"13"	724	10097343	7.2
	"2014"	"2014"	"Hawaii"	"15"	62	1419561	4.4
	"2014"	"2014"	"Idaho"	"16"	80	1634464	4.9
	"2014"	"2014"	"Illinois"	"17"	1263	12880580	9.8
	"2014"	"2014"	"Indiana"	"18"	489	6596855	7.4
	"2014"	"2014"	"Iowa"	"19"	170	3107126	5.5
	"2014"	"2014"	"Kansas"	"20"	188	2904021	6.5
	"2014"	"2014"	"Kentucky"	"21"	762	4413457	17.3
	"2014"	"2014"	"Louisiana"	"22"	266	4649676	5.7
	"2014"	"2014"	"Maine"	"23"	174	1330089	13.1
	"2014"	"2014"	"Maryland"	"24"	932	5976407	15.6
	"2014"	"2014"	"Massachusetts"	"25"	1161	6745408	17.2
	"2014"	"2014"	"Michigan"	"26"	1076	9909877	10.9
	"2014"	"2014"	"Minnesota"	"27"	331	5457173	6.1
	"2014"	"2014"	"Mississippi"	"28"	117	2994079	3.9
	"2014"	"2014"	"Missouri"	"29"	726	6063589	12.0
	"2014"	"2014"	"Montana"	"30"	54	1023579	5.3
	"2014"	"2014"	"Nebraska"	"31"	60	1881503	3.2
	"2014"	"2014"	"Nevada"	"32"	413	2839099	14.5
	"2014"	"2014"	"New Hampshire"	"33"	302	1326813	22.8
	"2014"	"2014"	"New Jersey"	"34"	757	8938175	8.5
	"2014"	"2014"	"New Mexico"	"35"	416	2085572	19.9
	"2014"	"2014"	"New York"	"36"	1787	19746227	9.0
	"2014"	"2014"	"North Carolina"	"37"	979	9943964	9.8
	"2014"	"2014"	"North Dakota"	"38"	34	739482	4.6
	"2014"	"2014"	"Ohio"	"39"	2175	11594163	18.8
	"2014"	"2014"	"Oklahoma"	"40"	504	3878051	13.0
	"2014"	"2014"	"Oregon"	"41"	347	3970239	8.7
	"2014"	"2014"	"Pennsylvania"	"42"	1110	12787209	8.7
	"2014"	"2014"	"Rhode Island"	"44"	211	1055173	20.0
	"2014"	"2014"	"South Carolina"	"45"	530	4832482	11.0
	"2014"	"2014"	"South Dakota"	"46"	33	853175	3.9
	"2014"	"2014"	"Tennessee"	"47"	892	6549352	13.6
	"2014"	"2014"	"Texas"	"48"	1219	26956958	4.5
	"2014"	"2014"	"Utah"	"49"	471	2942902	16.0
	"2014"	"2014"	"Vermont"	"50"	72	626562	11.5
	"2014"	"2014"	"Virginia"	"51"	775	8326289	9.3
	"2014"	"2014"	"Washington"	"53"	692	7061530	9.8
	"2014"	"2014"	"West Virginia"	"54"	585	1850326	31.6
	"2014"	"2014"	"Wisconsin"	"55"	640	5757564	11.1
	"2014"	"2014"	"Wyoming"	"56"	57	584153	9.8
	"2015"	"2015"	"Alabama"	"01"	292	4858979	6.0
	"2015"	"2015"	"Alaska"	"02"	92	738432	12.5
	"2015"	"2015"	"Arizona"	"04"	701	6828065	10.3
	"2015"	"2015"	"Arkansas"	"05"	208	2978204	7.0
	"2015"	"2015"	"California"	"06"	2130	39144818	5.4
	"2015"	"2015"	"Colorado"	"08"	512	5456574	9.4
	"2015"	"2015"	"Connecticut"	"09"	692	3590886	19.3
	"2015"	"2015"	"Delaware"	"10"	138	945934	14.6
	"2015"	"2015"	"District of Columbia"	"11"	100	672228	14.9
	"2015"	"2015"	"Florida"	"12"	1886	20271272	9.3
	"2015"	"2015"	"Georgia"	"13"	877	10214860	8.6
	"2015"	"2015"	"Hawaii"	"15"	65	1431603	4.5
	"2015"	"2015"	"Idaho"	"16"	91	1654930	5.5
	"2015"	"2015"	"Illinois"	"17"	1440	12859995	11.2
	"2015"	"2015"	"Indiana"	"18"	564	6619680	8.5
	"2015"	"2015"	"Iowa"	"19"	183	3123899	5.9
	"2015"	"2015"	"Kansas"	"20"	167	2911641	5.7
	"2015"	"2015"	"Kentucky"	"21"	911	4425092	20.6
	"2015"	"2015"	"Louisiana"	"22"	296	4670724	6.3
	"2015"	"2015"	"Maine"	"23"	246	1329328	18.5
	"2015"	"2015"	"Maryland"	"24"	1100	6006401	18.3
