"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Wagoner County, OK"	"40145"	12	77679	Unreliable
	"Clackamas County, OR"	"41005"	39	408062	9.6
	"Deschutes County, OR"	"41017"	24	181307	13.2
	"Jackson County, OR"	"41029"	26	216527	12.0
	"Lane County, OR"	"41039"	53	369519	14.3
	"Linn County, OR"	"41043"	11	122849	Unreliable
	"Marion County, OR"	"41047"	18	336316	Unreliable
	"Multnomah County, OR"	"41051"	109	799766	13.6
	"Washington County, OR"	"41067"	45	582779	7.7
	"Adams County, PA"	"42001"	14	102180	Unreliable
	"Allegheny County, PA"	"42003"	566	1225365	46.2
	"Armstrong County, PA"	"42005"	17	66486	Unreliable
	"Beaver County, PA"	"42007"	59	167429	35.2
	"Berks County, PA"	"42011"	87	414812	21.0
	"Blair County, PA"	"42013"	19	124650	Unreliable
	"Bucks County, PA"	"42017"	61	626399	9.7
	"Butler County, PA"	"42019"	68	186847	36.4
	"Cambria County, PA"	"42021"	43	134732	31.9
	"Carbon County, PA"	"42025"	14	63594	Unreliable
	"Centre County, PA"	"42027"	10	161464	Unreliable
	"Chester County, PA"	"42029"	41	516312	7.9
	"Columbia County, PA"	"42037"	10	66420	Unreliable
	"Crawford County, PA"	"42039"	23	86257	26.7
	"Cumberland County, PA"	"42041"	34	248506	13.7
	"Dauphin County, PA"	"42043"	26	273707	9.5
	"Delaware County, PA"	"42045"	104	563402	18.5
	"Erie County, PA"	"42049"	69	276207	25.0
	"Fayette County, PA"	"42051"	69	132733	52.0
	"Franklin County, PA"	"42055"	29	153851	18.8
	"Indiana County, PA"	"42063"	19	86364	Unreliable
	"Lackawanna County, PA"	"42069"	54	211321	25.6
	"Lancaster County, PA"	"42071"	45	538500	8.4
	"Lawrence County, PA"	"42073"	38	87294	43.5
	"Lehigh County, PA"	"42077"	34	363147	9.4
	"Luzerne County, PA"	"42079"	24	316383	7.6
	"Lycoming County, PA"	"42081"	19	115248	Unreliable
	"Mercer County, PA"	"42085"	21	112913	18.6
	"Montgomery County, PA"	"42091"	184	821725	22.4
	"Northampton County, PA"	"42095"	61	302294	20.2
	"Northumberland County, PA"	"42097"	20	92541	21.6
	"Philadelphia County, PA"	"42101"	30	1567872	1.9
	"Schuylkill County, PA"	"42107"	49	143573	34.1
	"Somerset County, PA"	"42111"	10	75061	Unreliable
	"Susquehanna County, PA"	"42115"	12	40862	Unreliable
	"Washington County, PA"	"42125"	103	207981	49.5
	"Wayne County, PA"	"42127"	13	50710	Unreliable
	"Westmoreland County, PA"	"42129"	33	355458	9.3
	"York County, PA"	"42133"	44	443744	9.9
	"Bristol County, RI"	"44001"	10	49067	Unreliable
	"Kent County, RI"	"44003"	48	164614	29.2
	"Newport County, RI"	"44005"	24	82784	29.0
	"Providence County, RI"	"44007"	171	633673	27.0
	"Washington County, RI"	"44009"	23	126288	18.2
	"Aiken County, SC"	"45003"	27	167458	16.1
	"Anderson County, SC"	"45007"	22	196569	11.2
	"Beaufort County, SC"	"45013"	12	183149	Unreliable
	"Berkeley County, SC"	"45015"	35	210898	16.6
	"Charleston County, SC"	"45019"	60	396484	15.1
	"Dorchester County, SC"	"45035"	15	153773	Unreliable
	"Florence County, SC"	"45041"	16	138742	Unreliable
	"Georgetown County, SC"	"45043"	14	61399	Unreliable
	"Greenville County, SC"	"45045"	62	498766	12.4
	"Horry County, SC"	"45051"	100	322342	31.0
	"Laurens County, SC"	"45059"	11	66777	Unreliable
	"Lexington County, SC"	"45063"	38	286196	13.3
	"Oconee County, SC"	"45073"	13	76355	Unreliable
	"Pickens County, SC"	"45077"	24	122863	19.5
	"Richland County, SC"	"45079"	36	409549	8.8
	"Spartanburg County, SC"	"45083"	55	301463	18.2
	"Sumter County, SC"	"45085"	13	107396	Unreliable
	"York County, SC"	"45091"	47	258526	18.2
	"Minnehaha County, SD"	"46099"	14	187318	Unreliable
	"Anderson County, TN"	"47001"	28	75936	36.9
	"Blount County, TN"	"47009"	20	128670	15.5
	"Carter County, TN"	"47019"	14	56502	Unreliable
	"Cheatham County, TN"	"47021"	13	39880	Unreliable
	"Coffee County, TN"	"47031"	11	54682	Unreliable
	"Davidson County, TN"	"47037"	182	684410	26.6
	"Dickson County, TN"	"47043"	19	52170	Unreliable
	"Greene County, TN"	"47059"	15	68615	Unreliable
	"Hamblen County, TN"	"47063"	22	63785	34.5
	"Hamilton County, TN"	"47065"	57	357738	15.9
	"Hawkins County, TN"	"47073"	23	56563	40.7
	"Knox County, TN"	"47093"	161	456132	35.3
	"Loudon County, TN"	"47105"	13	51454	Unreliable
	"Marshall County, TN"	"47117"	10	31915	Unreliable
	"Maury County, TN"	"47119"	15	89981	Unreliable
	"Montgomery County, TN"	"47125"	15	195734	Unreliable
	"Putnam County, TN"	"47141"	11	75931	Unreliable
	"Roane County, TN"	"47145"	19	52874	Unreliable
	"Robertson County, TN"	"47147"	10	69165	Unreliable
	"Rutherford County, TN"	"47149"	48	308251	15.6
	"Sevier County, TN"	"47155"	19	96673	Unreliable
	"Shelby County, TN"	"47157"	156	934603	16.7
	"Sullivan County, TN"	"47163"	40	156667	25.5
	"Sumner County, TN"	"47165"	19	180063	Unreliable
	"Tipton County, TN"	"47167"	16	61303	Unreliable
	"Washington County, TN"	"47179"	30	127440	23.5
	"Williamson County, TN"	"47187"	20	219107	9.1
	"Wilson County, TN"	"47189"	26	132781	19.6
	"Bexar County, TX"	"48029"	129	1928680	6.7
	"Brazoria County, TX"	"48039"	14	354195	Unreliable
	"Collin County, TX"	"48085"	47	939585	5.0
	"Comal County, TX"	"48091"	12	134788	Unreliable
	"Dallas County, TX"	"48113"	172	2574984	6.7
	"Denton County, TX"	"48121"	35	806180	4.3
	"El Paso County, TX"	"48141"	54	837918	6.4
	"Fort Bend County, TX"	"48157"	33	741237	4.5
	"Galveston County, TX"	"48167"	23	329431	7.0
	"Harris County, TX"	"48201"	253	4589928	5.5
	"Jefferson County, TX"	"48245"	13	254679	Unreliable
	"Lubbock County, TX"	"48303"	23	303137	7.6
	"Montgomery County, TX"	"48339"	41	556203	7.4
	"Nueces County, TX"	"48355"	28	361350	7.7
	"Parker County, TX"	"48367"	10	129441	Unreliable
	"Tarrant County, TX"	"48439"	96	2016872	4.8
	"Travis County, TX"	"48453"	99	1199323	8.3
	"Webb County, TX"	"48479"	19	271193	Unreliable
	"Williamson County, TX"	"48491"	25	528718	4.7
	"Box Elder County, UT"	"49003"	12	53139	Unreliable
	"Carbon County, UT"	"49007"	14	20399	Unreliable
	"Davis County, UT"	"49011"	47	342281	13.7
	"Iron County, UT"	"49021"	12	49937	Unreliable
	"Salt Lake County, UT"	"49035"	215	1121354	19.2
	"Utah County, UT"	"49049"	78	592299	13.2
	"Washington County, UT"	"49053"	20	160245	12.5
	"Weber County, UT"	"49057"	47	247560	19.0
	"Chittenden County, VT"	"50007"	27	161531	16.7
	"Rutland County, VT"	"50021"	15	59310	Unreliable
	"Windsor County, VT"	"50027"	14	55496	Unreliable
	"Arlington County, VA"	"51013"	21	230050	9.1
	"Caroline County, VA"	"51033"	10	30178	Unreliable
	"Chesterfield County, VA"	"51041"	64	339009	18.9
	"Culpeper County, VA"	"51047"	12	50083	Unreliable
	"Fairfax County, VA"	"51059"	85	1138652	7.5
	"Fauquier County, VA"	"51061"	23	69069	33.3
	"Franklin County, VA"	"51067"	11	56069	Unreliable
	"Frederick County, VA"	"51069"	18	84421	Unreliable
	"Gloucester County, VA"	"51073"	11	37214	Unreliable
	"Henrico County, VA"	"51087"	55	326501	16.8
	"Loudoun County, VA"	"51107"	26	385945	6.7
	"Orange County, VA"	"51137"	14	35533	Unreliable
	"Prince William County, VA"	"51153"	51	455210	11.2
	"Roanoke County, VA"	"51161"	15	94031	Unreliable
	"Spotsylvania County, VA"	"51177"	28	132010	21.2
	"Stafford County, VA"	"51179"	24	144361	16.6
	"Warren County, VA"	"51187"	10	39155	Unreliable
	"Wise County, VA"	"51195"	14	39228	Unreliable
	"Alexandria city, VA"	"51510"	10	155810	Unreliable
	"Chesapeake city, VA"	"51550"	40	237940	16.8
	"Hampton city, VA"	"51650"	27	135410	19.9
	"Newport News city, VA"	"51700"	35	181825	19.2
	"Norfolk city, VA"	"51710"	65	245115	26.5
	"Petersburg city, VA"	"51730"	11	31882	Unreliable
	"Portsmouth city, VA"	"51740"	28	95252	29.4
	"Richmond city, VA"	"51760"	59	223170	26.4
	"Roanoke city, VA"	"51770"	11	99660	Unreliable
	"Virginia Beach city, VA"	"51810"	80	452602	17.7
	"Winchester city, VA"	"51840"	11	27516	Unreliable
	"Benton County, WA"	"53005"	19	193686	Unreliable
	"Clallam County, WA"	"53009"	16	74570	Unreliable
	"Clark County, WA"	"53011"	47	467018	10.1
	"Cowlitz County, WA"	"53015"	17	105160	Unreliable
	"Grays Harbor County, WA"	"53027"	12	71628	Unreliable
	"King County, WA"	"53033"	237	2149970	11.0
	"Kitsap County, WA"	"53035"	32	264811	12.1
	"Lewis County, WA"	"53041"	11	77066	Unreliable
	"Mason County, WA"	"53045"	12	62198	Unreliable
	"Pierce County, WA"	"53053"	110	861312	12.8
	"Skagit County, WA"	"53057"	15	123681	Unreliable
	"Snohomish County, WA"	"53061"	103	787620	13.1
	"Spokane County, WA"	"53063"	94	499072	18.8
	"Thurston County, WA"	"53067"	17	275222	Unreliable
	"Whatcom County, WA"	"53073"	22	216800	10.1
	"Yakima County, WA"	"53077"	18	249636	Unreliable
	"Berkeley County, WV"	"54003"	83	113525	73.1
	"Cabell County, WV"	"54011"	91	95987	94.8
	"Fayette County, WV"	"54019"	10	44323	Unreliable
	"Hampshire County, WV"	"54027"	17	23301	Unreliable
	"Harrison County, WV"	"54033"	19	68400	Unreliable
	"Jefferson County, WV"	"54037"	32	56368	56.8
	"Kanawha County, WV"	"54039"	95	186241	51.0
	"Lincoln County, WV"	"54043"	13	21232	Unreliable
	"Logan County, WV"	"54045"	14	33700	Unreliable
	"McDowell County, WV"	"54047"	13	19141	Unreliable
	"Mason County, WV"	"54053"	16	26825	Unreliable
	"Mercer County, WV"	"54055"	40	60468	66.2
	"Mineral County, WV"	"54057"	11	27411	Unreliable
	"Mingo County, WV"	"54059"	20	24647	81.1
	"Monongalia County, WV"	"54061"	29	104622	27.7
	"Nicholas County, WV"	"54067"	10	25311	Unreliable
	"Putnam County, WV"	"54079"	18	56941	Unreliable
	"Raleigh County, WV"	"54081"	38	76601	49.6
	"Wayne County, WV"	"54099"	36	40531	88.8
	"Wood County, WV"	"54107"	43	85643	50.2
	"Wyoming County, WV"	"54109"	15	21763	Unreliable
	"Brown County, WI"	"55009"	21	260401	8.1
	"Columbia County, WI"	"55021"	17	56927	Unreliable
	"Dane County, WI"	"55025"	91	531273	17.1
	"Dodge County, WI"	"55027"	19	88068	Unreliable
	"Fond du Lac County, WI"	"55039"	11	102144	Unreliable
	"Jefferson County, WI"	"55055"	11	84625	Unreliable
	"Kenosha County, WI"	"55059"	34	168183	20.2
	"La Crosse County, WI"	"55063"	18	118122	Unreliable
	"Marathon County, WI"	"55073"	10	135603	Unreliable
	"Milwaukee County, WI"	"55079"	291	951448	30.6
	"Outagamie County, WI"	"55087"	16	184526	Unreliable
	"Racine County, WI"	"55101"	24	195140	12.3
	"Rock County, WI"	"55105"	38	161620	23.5
	"Sauk County, WI"	"55111"	13	63949	Unreliable
	"Sheboygan County, WI"	"55117"	17	115427	Unreliable
	"Walworth County, WI"	"55127"	18	102959	Unreliable
	"Washington County, WI"	"55131"	23	134296	17.1
	"Waukesha County, WI"	"55133"	57	398424	14.3
	"Winnebago County, WI"	"55139"	21	169886	12.4
	"Wood County, WI"	"55141"	10	73107	Unreliable
"Total"			44516	323127513	13.8
"---"
"Dataset: Multiple Cause of Death, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"MCD - ICD-10 Codes: F11.0 (Mental and behavioural disorders due to use of opioids, acute intoxication), F11.1 (Mental and"
"behavioural disorders due to use of opioids, harmful use), F11.2 (Mental and behavioural disorders due to use of opioids,"
"dependence syndrome), F11.3 (Mental and behavioural disorders due to use of opioids, withdrawal state), F11.4 (Mental and"
"behavioural disorders due to use of opioids, withdrawal state with delirium), F11.5 (Mental and behavioural disorders due to use"
"of opioids, psychotic disorder), F11.6 (Mental and behavioural disorders due to use of opioids, amnesic syndrome), F11.7 (Mental"
"and behavioural disorders due to use of opioids, residual and late-onset psychotic disorder), F11.8 (Mental and behavioural"
"disorders due to use of opioids, other mental and behavioural disorders), F11.9 (Mental and behavioural disorders due to use of"
"opioids, unspecified mental and behavioural disorder), T40.0 (Opium), T40.1 (Heroin), T40.2 (Other opioids), T40.3 (Methadone),"
"T40.4 (Other synthetic narcotics), T50.7 (Analeptics and opioid receptor antagonists), Y45.0 (Opioids and related analgesics)"
"Place of Death: All"
"Race: All"
"States: All"
"Ten-Year Age Groups: All"
"UCD - ICD-10 Codes: All"
"Weekday: All"
"Year/Month: 2016"
"Group By: County"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Feb 27, 2018 8:50:06 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on Feb 27, 2018 8:50:06 AM"
"---"
Messages:
"1. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"2. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data are not available for this area for all of the requested years. See Caveats below for more information."
"---"
Caveats:
"1. Data for Prince of Wales-Outer Ketchikan Census Area, AK (FIPS code 02201), Skagway-Hoonah-Angoon Census Area, AK (FIPS code"
"02232) and Wrangell-Petersburg Census Area, AK (FIPS code 02280) are only available for 2013 and earlier; for computational"
"purposes, counts and population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year"
"requests for this entity do not include any data for years after 2013, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Alaska2014."
"2. Data for Bedford city, Va. (FIPS code 51515) are only available for 2013 and earlier; for computational purposes, counts and"
"population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year requests for this entity do"
"not include any data for years after 2014, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Bedford."
"3. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death"
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code"
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;"
"for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Clifton Forge."
"4. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510)."
"5. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code"
"24005)."
"6. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189)."
"7. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"8. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"9. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016"
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for"
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS"
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013."
"Population figures for 2011 are bridged-race estimates of the July 1 resident population, from the county-level postcensal"
"Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population"
"figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident population, from the revised intercensal"
"county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts."
"Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age"
"Groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from"
"previously published reports, due to use of the population estimates which were available at the time of release."
"10. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
"11. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#ICD-10 Changes."
