HCPCS CODE,MODIFIER,SHORT DESCRIPTION,PROC STAT,MAC LOCALITY,NON-FACILITY PRICE,FACILITY PRICE,NON-FACILITY LIMITING CHARGE,FACILITY LIMITING CHARGE,CONV FACT,GPCI WORK,GPCI PE,GPCI MP,PROC STAT,PCTC,NOT USED FOR MEDICARE,WORK RVU,NA FLAG FOR NON-FAC PE RVU,NON-FACILITY PE RVU,NA FLAG FOR TRANS NON-FAC PE RVU,TRANSITIONED NON-FAC PE RVU,NA FLG FOR FULLY IMP NON-FAC PE RVU,FULLY IMPLEMENTED NON-FAC PE RVU,NA FLAG FOR TRANS FACILITY PE RVU,NA FLAG FOR FACILITY PE RVU,FACILITY PE RVU,TRANSITIONED FACILITY PE RVU,NA FLAG FOR FULLY IMP FAC PE RVU,FULLY IMPLEMENTED FACILITY PE RVU,MP RVU,NON-FACILITY TOTAL,TRANSITIONED NON-FAC TOTAL,FACILITY TOTAL,TRANSITIONED FACILITY TOTAL,FULLY IMPLEMENTED NON-FAC TOTAL,FULLY IMPLEMENTED FACILITY TOTAL,PCTC,GLOBAL,PRE OP,INTRA OP,POST OP,MULT SURG,BILT SURG,ASST SURG,CO SURG,TEAM SURG,PHYS SUPV,ENDOBASE,CONV FACT,NOT USED FOR MEDICARE,DIAG IMAGING FAMILY IND,OPPS NON-FACILITY PAYMENT AMOUNT<sup>1</sup>,OPPS FACILITY PAYMENT AMOUNT<sup>1</sup>,NON-FAC PE USED FOR OPPS PMT AMT,FACILITY PE USED FOR OPPS PMT AMT,MALPRACTICE USED FOR OPPS PMT AMT
,,,,441220,,,,,,1,0.899,0.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,441209,,,,,,1.014,0.989,0.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,441211,,,,,,1.014,1.013,0.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,441228,,,,,,1.002,0.987,0.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,441215,,,,,,1.014,1.005,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,441218,,,,,,1.014,1.004,0.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,441299,,,,,,1,0.916,0.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,350209,,,,,,1,0.919,1.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1451250,,,,,,1,1.006,0.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1130200,,,,,,1,0.98,0.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,920250,,,,,,1,1.004,1.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,240202,,,,,,1.025,1.15,0.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,240299,,,,,,1,1.014,0.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1140216,,,,,,1,0.832,1.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,630200,,,,,,1,0.958,0.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,360221,,,,,,1,1,1.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
