"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"San Bernardino County, CA"	"06071"	235	2157404	10.9
	"San Diego County, CA"	"06073"	567	3337685	17.0
	"San Francisco County, CA"	"06075"	196	884363	22.2
	"San Joaquin County, CA"	"06077"	180	745424	24.1
	"San Luis Obispo County, CA"	"06079"	60	283405	21.2
	"San Mateo County, CA"	"06081"	93	771410	12.1
	"Santa Barbara County, CA"	"06083"	75	448150	16.7
	"Santa Clara County, CA"	"06085"	171	1938153	8.8
	"Santa Cruz County, CA"	"06087"	48	275897	17.4
	"Shasta County, CA"	"06089"	48	179921	26.7
	"Solano County, CA"	"06095"	64	445458	14.4
	"Sonoma County, CA"	"06097"	87	504217	17.3
	"Stanislaus County, CA"	"06099"	72	547899	13.1
	"Sutter County, CA"	"06101"	10	96648	Unreliable
	"Tulare County, CA"	"06107"	36	464493	7.8
	"Tuolumne County, CA"	"06109"	14	54248	Unreliable
	"Ventura County, CA"	"06111"	168	854223	19.7
	"Yolo County, CA"	"06113"	29	219116	13.2
	"Yuba County, CA"	"06115"	18	77031	Unreliable
	"Adams County, CO"	"08001"	118	503167	23.5
	"Arapahoe County, CO"	"08005"	92	643052	14.3
	"Boulder County, CO"	"08013"	54	322514	16.7
	"Denver County, CO"	"08031"	168	704621	23.8
	"Douglas County, CO"	"08035"	30	335299	8.9
	"El Paso County, CO"	"08041"	205	699232	29.3
	"Fremont County, CO"	"08043"	14	47559	Unreliable
	"Jefferson County, CO"	"08059"	104	574613	18.1
	"Larimer County, CO"	"08069"	53	343976	15.4
	"Mesa County, CO"	"08077"	43	151616	28.4
	"Montrose County, CO"	"08085"	14	41784	Unreliable
	"Pueblo County, CO"	"08101"	57	166475	34.2
	"Weld County, CO"	"08123"	45	304633	14.8
	"Fairfield County, CT"	"09001"	179	949921	18.8
	"Hartford County, CT"	"09003"	323	895388	36.1
	"Litchfield County, CT"	"09005"	59	182177	32.4
	"Middlesex County, CT"	"09007"	50	163410	30.6
	"New Haven County, CT"	"09009"	305	860435	35.4
	"New London County, CT"	"09011"	94	269033	34.9
	"Tolland County, CT"	"09013"	47	151461	31.0
	"Windham County, CT"	"09015"	45	116359	38.7
	"Kent County, DE"	"10001"	42	176824	23.8
	"New Castle County, DE"	"10003"	244	559793	43.6
	"Sussex County, DE"	"10005"	65	225322	28.8
	"District of Columbia, DC"	"11001"	318	693972	45.8
	"Alachua County, FL"	"12001"	28	266944	10.5
	"Bay County, FL"	"12005"	36	183563	19.6
	"Brevard County, FL"	"12009"	261	589162	44.3
	"Broward County, FL"	"12011"	580	1935878	30.0
	"Charlotte County, FL"	"12015"	11	182033	Unreliable
	"Citrus County, FL"	"12017"	39	145647	26.8
	"Clay County, FL"	"12019"	61	212230	28.7
	"Collier County, FL"	"12021"	66	372880	17.7
	"Columbia County, FL"	"12023"	19	69612	Unreliable
	"Duval County, FL"	"12031"	467	937934	49.8
	"Escambia County, FL"	"12033"	60	313512	19.1
	"Flagler County, FL"	"12035"	20	110510	18.1
	"Hernando County, FL"	"12053"	40	186553	21.4
	"Highlands County, FL"	"12055"	22	102883	21.4
	"Hillsborough County, FL"	"12057"	243	1408566	17.3
	"Indian River County, FL"	"12061"	24	154383	15.5
	"Lake County, FL"	"12069"	91	346017	26.3
	"Lee County, FL"	"12071"	240	739224	32.5
	"Leon County, FL"	"12073"	32	290292	11.0
	"Levy County, FL"	"12075"	10	40355	Unreliable
	"Manatee County, FL"	"12081"	144	385571	37.3
	"Marion County, FL"	"12083"	134	354353	37.8
	"Martin County, FL"	"12085"	43	159923	26.9
	"Miami-Dade County, FL"	"12086"	342	2751796	12.4
	"Monroe County, FL"	"12087"	20	77013	26.0
	"Nassau County, FL"	"12089"	25	82721	30.2
	"Okaloosa County, FL"	"12091"	41	202970	20.2
	"Okeechobee County, FL"	"12093"	10	41605	Unreliable
	"Orange County, FL"	"12095"	237	1348975	17.6
	"Osceola County, FL"	"12097"	68	352180	19.3
	"Palm Beach County, FL"	"12099"	636	1471150	43.2
	"Pasco County, FL"	"12101"	168	525643	32.0
	"Pinellas County, FL"	"12103"	267	970637	27.5
	"Polk County, FL"	"12105"	161	686483	23.5
	"Putnam County, FL"	"12107"	16	73464	Unreliable
	"St. Johns County, FL"	"12109"	44	243812	18.0
	"St. Lucie County, FL"	"12111"	89	313506	28.4
	"Santa Rosa County, FL"	"12113"	33	174272	18.9
	"Sarasota County, FL"	"12115"	132	419119	31.5
	"Seminole County, FL"	"12117"	115	462659	24.9
	"Sumter County, FL"	"12119"	12	125165	Unreliable
	"Volusia County, FL"	"12127"	147	538692	27.3
	"Walton County, FL"	"12131"	10	68376	Unreliable
	"Barrow County, GA"	"13013"	18	79061	Unreliable
	"Bartow County, GA"	"13015"	30	105054	28.6
	"Bibb County, GA"	"13021"	21	152862	13.7
	"Carroll County, GA"	"13045"	38	117812	32.3
	"Catoosa County, GA"	"13047"	23	66550	34.6
	"Chatham County, GA"	"13051"	39	290501	13.4
	"Cherokee County, GA"	"13057"	42	247573	17.0
	"Clarke County, GA"	"13059"	14	127064	Unreliable
	"Clayton County, GA"	"13063"	39	285153	13.7
	"Cobb County, GA"	"13067"	154	755754	20.4
	"Coffee County, GA"	"13069"	12	43014	Unreliable
	"Columbia County, GA"	"13073"	27	151579	17.8
	"Coweta County, GA"	"13077"	23	143114	16.1
	"DeKalb County, GA"	"13089"	78	753253	10.4
	"Douglas County, GA"	"13097"	25	143882	17.4
	"Effingham County, GA"	"13103"	11	59982	Unreliable
	"Fayette County, GA"	"13113"	16	112549	Unreliable
	"Floyd County, GA"	"13115"	13	97613	Unreliable
	"Forsyth County, GA"	"13117"	32	227967	14.0
	"Fulton County, GA"	"13121"	168	1041423	16.1
	"Gilmer County, GA"	"13123"	11	30674	Unreliable
	"Glynn County, GA"	"13127"	16	85282	Unreliable
	"Gwinnett County, GA"	"13135"	100	920260	10.9
	"Hall County, GA"	"13139"	35	199335	17.6
	"Henry County, GA"	"13151"	34	225813	15.1
	"Houston County, GA"	"13153"	28	153479	18.2
	"Jackson County, GA"	"13157"	14	67519	Unreliable
	"Lumpkin County, GA"	"13187"	13	32873	Unreliable
	"Muscogee County, GA"	"13215"	28	194058	14.4
	"Newton County, GA"	"13217"	19	108078	Unreliable
	"Paulding County, GA"	"13223"	26	159445	16.3
	"Pickens County, GA"	"13227"	11	31588	Unreliable
	"Polk County, GA"	"13233"	10	42085	Unreliable
	"Richmond County, GA"	"13245"	59	201800	29.2
	"Rockdale County, GA"	"13247"	12	90312	Unreliable
	"Spalding County, GA"	"13255"	10	65380	Unreliable
	"Troup County, GA"	"13285"	15	69786	Unreliable
	"Walker County, GA"	"13295"	17	68939	Unreliable
	"Walton County, GA"	"13297"	16	91600	Unreliable
	"Whitfield County, GA"	"13313"	22	104658	21.0
	"Hawaii County, HI"	"15001"	24	200381	12.0
	"Honolulu County, HI"	"15003"	170	988650	17.2
	"Maui County, HI"	"15009"	31	166260	18.6
	"Ada County, ID"	"16001"	76	456849	16.6
	"Bannock County, ID"	"16005"	24	85269	28.1
	"Bonneville County, ID"	"16019"	18	114595	Unreliable
	"Canyon County, ID"	"16027"	22	216699	10.2
	"Kootenai County, ID"	"16055"	27	157637	17.1
	"Nez Perce County, ID"	"16069"	10	40385	Unreliable
	"Twin Falls County, ID"	"16083"	15	85124	Unreliable
	"Boone County, IL"	"17007"	13	53513	Unreliable
	"Champaign County, IL"	"17019"	39	209399	18.6
	"Cook County, IL"	"17031"	1285	5211263	24.7
	"DeKalb County, IL"	"17037"	21	104733	20.1
	"DuPage County, IL"	"17043"	151	930128	16.2
	"Effingham County, IL"	"17049"	11	34132	Unreliable
	"Franklin County, IL"	"17055"	20	39041	51.2
	"Iroquois County, IL"	"17075"	10	27876	Unreliable
	"Jackson County, IL"	"17077"	13	58284	Unreliable
	"Jersey County, IL"	"17083"	15	21941	Unreliable
	"Kane County, IL"	"17089"	94	534667	17.6
	"Kankakee County, IL"	"17091"	39	109605	35.6
	"Kendall County, IL"	"17093"	17	126218	Unreliable
	"Lake County, IL"	"17097"	102	703520	14.5
	"LaSalle County, IL"	"17099"	43	110067	39.1
	"Livingston County, IL"	"17105"	11	36518	Unreliable
	"McHenry County, IL"	"17111"	89	309122	28.8
	"McLean County, IL"	"17113"	35	172290	20.3
	"Macon County, IL"	"17115"	20	105801	18.9
	"Madison County, IL"	"17119"	103	265428	38.8
	"Marion County, IL"	"17121"	11	37902	Unreliable
	"Peoria County, IL"	"17143"	67	183011	36.6
	"Rock Island County, IL"	"17161"	24	144808	16.6
	"St. Clair County, IL"	"17163"	74	262479	28.2
	"Saline County, IL"	"17165"	11	24102	Unreliable
	"Sangamon County, IL"	"17167"	56	196452	28.5
	"Tazewell County, IL"	"17179"	37	133526	27.7
	"Vermilion County, IL"	"17183"	27	77909	34.7
	"Will County, IL"	"17197"	161	692661	23.2
	"Williamson County, IL"	"17199"	18	67328	Unreliable
	"Winnebago County, IL"	"17201"	116	284778	40.7
	"Allen County, IN"	"18003"	98	372877	26.3
	"Bartholomew County, IN"	"18005"	37	82040	45.1
	"Boone County, IN"	"18011"	14	65875	Unreliable
	"Clark County, IN"	"18019"	46	116973	39.3
	"Dearborn County, IN"	"18029"	19	49741	Unreliable
	"Decatur County, IN"	"18031"	10	26737	Unreliable
	"Delaware County, IN"	"18035"	54	115184	46.9
	"Elkhart County, IN"	"18039"	38	205032	18.5
	"Fayette County, IN"	"18041"	21	23209	90.5
	"Floyd County, IN"	"18043"	30	77071	38.9
	"Grant County, IN"	"18053"	28	66491	42.1
	"Greene County, IN"	"18055"	10	32177	Unreliable
	"Hamilton County, IN"	"18057"	53	323747	16.4
	"Hancock County, IN"	"18059"	13	74985	Unreliable
	"Harrison County, IN"	"18061"	10	39898	Unreliable
	"Hendricks County, IN"	"18063"	33	163685	20.2
	"Henry County, IN"	"18065"	13	48476	Unreliable
	"Howard County, IN"	"18067"	41	82363	49.8
	"Jackson County, IN"	"18071"	19	43884	Unreliable
	"Jasper County, IN"	"18073"	11	33447	Unreliable
	"Jay County, IN"	"18075"	16	20945	Unreliable
	"Jefferson County, IN"	"18077"	10	32089	Unreliable
	"Jennings County, IN"	"18079"	12	27626	Unreliable
	"Johnson County, IN"	"18081"	37	153897	24.0
	"Kosciusko County, IN"	"18085"	23	79206	29.0
	"Lake County, IN"	"18089"	174	485640	35.8
	"La Porte County, IN"	"18091"	35	110029	31.8
	"Madison County, IN"	"18095"	58	129498	44.8
	"Marion County, IN"	"18097"	376	950082	39.6
	"Marshall County, IN"	"18099"	12	46498	Unreliable
	"Monroe County, IN"	"18105"	31	146986	21.1
	"Montgomery County, IN"	"18107"	13	38525	Unreliable
	"Morgan County, IN"	"18109"	20	69713	28.7
	"Porter County, IN"	"18127"	49	168404	29.1
	"Randolph County, IN"	"18135"	17	24922	Unreliable
	"Ripley County, IN"	"18137"	11	28442	Unreliable
	"St. Joseph County, IN"	"18141"	74	270434	27.4
	"Scott County, IN"	"18143"	13	23870	Unreliable
	"Shelby County, IN"	"18145"	13	44395	Unreliable
	"Starke County, IN"	"18149"	15	22893	Unreliable
	"Tippecanoe County, IN"	"18157"	28	190587	14.7
	"Vanderburgh County, IN"	"18163"	69	181616	38.0
	"Vigo County, IN"	"18167"	22	107516	20.5
	"Wabash County, IN"	"18169"	13	31443	Unreliable
	"Washington County, IN"	"18175"	13	27827	Unreliable
	"Wayne County, IN"	"18177"	74	66185	111.8
	"Black Hawk County, IA"	"19013"	15	132648	Unreliable
	"Cerro Gordo County, IA"	"19033"	11	43006	Unreliable
	"Jasper County, IA"	"19099"	10	36966	Unreliable
	"Johnson County, IA"	"19103"	13	149210	Unreliable
	"Linn County, IA"	"19113"	34	224115	15.2
	"Polk County, IA"	"19153"	94	481830	19.5
	"Pottawattamie County, IA"	"19155"	14	93386	Unreliable
	"Scott County, IA"	"19163"	28	172509	16.2
	"Webster County, IA"	"19187"	10	36605	Unreliable
	"Butler County, KS"	"20015"	12	66878	Unreliable
	"Douglas County, KS"	"20045"	15	120793	Unreliable
	"Johnson County, KS"	"20091"	54	591178	9.1
	"Saline County, KS"	"20169"	18	54734	Unreliable
	"Sedgwick County, KS"	"20173"	99	513687	19.3
	"Shawnee County, KS"	"20177"	34	178187	19.1
	"Wyandotte County, KS"	"20209"	17	165288	Unreliable
	"Anderson County, KY"	"21005"	11	22544	Unreliable
	"Barren County, KY"	"21009"	12	43801	Unreliable
	"Bell County, KY"	"21013"	10	26894	Unreliable
	"Boone County, KY"	"21015"	49	130728	37.5
	"Boyd County, KY"	"21019"	32	47979	66.7
	"Bullitt County, KY"	"21029"	40	80246	49.8
	"Campbell County, KY"	"21037"	71	92488	76.8
	"Carter County, KY"	"21043"	18	27144	Unreliable
	"Christian County, KY"	"21047"	13	70416	Unreliable
	"Clark County, KY"	"21049"	19	36046	Unreliable
	"Daviess County, KY"	"21059"	17	100374	Unreliable
	"Estill County, KY"	"21065"	11	14277	Unreliable
	"Fayette County, KY"	"21067"	131	321959	40.7
	"Floyd County, KY"	"21071"	13	36271	Unreliable
	"Franklin County, KY"	"21073"	25	50485	49.5
	"Grant County, KY"	"21081"	10	24984	Unreliable
	"Grayson County, KY"	"21085"	11	26358	Unreliable
	"Greenup County, KY"	"21089"	16	35518	Unreliable
	"Hardin County, KY"	"21093"	23	108071	21.3
	"Harlan County, KY"	"21095"	10	26713	Unreliable
	"Harrison County, KY"	"21097"	10	18781	Unreliable
	"Henderson County, KY"	"21101"	10	45928	Unreliable
	"Hopkins County, KY"	"21107"	15	45547	Unreliable
	"Jefferson County, KY"	"21111"	366	771158	47.5
	"Jessamine County, KY"	"21113"	30	53375	56.2
	"Kenton County, KY"	"21117"	127	165399	76.8
	"Knox County, KY"	"21121"	14	31227	Unreliable
	"Laurel County, KY"	"21125"	13	60174	Unreliable
	"McCracken County, KY"	"21145"	11	65385	Unreliable
	"Madison County, KY"	"21151"	45	91226	49.3
	"Mason County, KY"	"21161"	11	17174	Unreliable
	"Montgomery County, KY"	"21173"	15	27928	Unreliable
	"Nelson County, KY"	"21179"	19	45640	Unreliable
	"Pendleton County, KY"	"21191"	10	14573	Unreliable
	"Pike County, KY"	"21195"	12	58883	Unreliable
	"Pulaski County, KY"	"21199"	17	64449	Unreliable
	"Scott County, KY"	"21209"	13	54873	Unreliable
	"Shelby County, KY"	"21211"	12	47421	Unreliable
	"Warren County, KY"	"21227"	16	128845	Unreliable
	"Whitley County, KY"	"21235"	19	36214	Unreliable
	"Ascension Parish, LA"	"22005"	30	122948	24.4
	"Bossier Parish, LA"	"22015"	17	127634	Unreliable
	"Caddo Parish, LA"	"22017"	48	246581	19.5
	"Calcasieu Parish, LA"	"22019"	31	202445	15.3
	"East Baton Rouge Parish, LA"	"22033"	92	446268	20.6
	"Iberia Parish, LA"	"22045"	11	72176	Unreliable
	"Jefferson Parish, LA"	"22051"	186	439036	42.4
	"Lafayette Parish, LA"	"22055"	50	242485	20.6
	"Lafourche Parish, LA"	"22057"	26	98426	26.4
	"Livingston Parish, LA"	"22063"	61	138228	44.1
	"Orleans Parish, LA"	"22071"	175	393292	44.5
	"Ouachita Parish, LA"	"22073"	26	155874	16.7
	"Rapides Parish, LA"	"22079"	30	131648	22.8
	"St. Bernard Parish, LA"	"22087"	29	46202	62.8
	"St. Charles Parish, LA"	"22089"	16	52749	Unreliable
	"St. John the Baptist Parish, LA"	"22095"	14	43441	Unreliable
	"St. Landry Parish, LA"	"22097"	13	83497	Unreliable
	"St. Mary Parish, LA"	"22101"	15	50973	Unreliable
	"St. Tammany Parish, LA"	"22103"	89	256327	34.7
	"Tangipahoa Parish, LA"	"22105"	41	132497	30.9
	"Terrebonne Parish, LA"	"22109"	53	112086	47.3
	"Washington Parish, LA"	"22117"	32	46633	68.6
	"Androscoggin County, ME"	"23001"	22	107651	20.4
	"Cumberland County, ME"	"23005"	98	292500	33.5
	"Kennebec County, ME"	"23011"	57	121821	46.8
	"Knox County, ME"	"23013"	10	39790	Unreliable
	"Oxford County, ME"	"23017"	11	57439	Unreliable
	"Penobscot County, ME"	"23019"	63	151957	41.5
	"Somerset County, ME"	"23025"	19	50626	Unreliable
	"Waldo County, ME"	"23027"	10	39832	Unreliable
	"Washington County, ME"	"23029"	15	31593	Unreliable
	"York County, ME"	"23031"	92	204191	45.1
	"Allegany County, MD"	"24001"	39	71615	54.5
	"Anne Arundel County, MD"	"24003"	258	573235	45.0
	"Baltimore County, MD"	"24005"	427	832468	51.3
	"Calvert County, MD"	"24009"	37	91502	40.4
	"Caroline County, MD"	"24011"	16	33193	Unreliable
	"Carroll County, MD"	"24013"	63	167781	37.5
	"Cecil County, MD"	"24015"	74	102746	72.0
	"Charles County, MD"	"24017"	48	159700	30.1
	"Dorchester County, MD"	"24019"	14	32162	Unreliable
	"Frederick County, MD"	"24021"	86	252022	34.1
	"Garrett County, MD"	"24023"	13	29233	Unreliable
	"Harford County, MD"	"24025"	110	252160	43.6
	"Howard County, MD"	"24027"	62	321113	19.3
	"Montgomery County, MD"	"24031"	136	1058810	12.8
	"Prince George's County, MD"	"24033"	162	912756	17.7
	"Queen Anne's County, MD"	"24035"	12	49770	Unreliable
	"St. Mary's County, MD"	"24037"	41	112667	36.4
	"Talbot County, MD"	"24041"	11	37103	Unreliable
	"Washington County, MD"	"24043"	57	150578	37.9
	"Wicomico County, MD"	"24045"	35	102923	34.0
	"Worcester County, MD"	"24047"	19	51690	Unreliable
	"Baltimore city, MD"	"24510"	561	611648	91.7
	"Barnstable County, MA"	"25001"	78	213444	36.5
	"Berkshire County, MA"	"25003"	36	126313	28.5
	"Bristol County, MA"	"25005"	270	561483	48.1
	"Essex County, MA"	"25009"	332	785205	42.3
	"Franklin County, MA"	"25011"	15	70702	Unreliable
	"Hampden County, MA"	"25013"	135	469818	28.7
	"Hampshire County, MA"	"25015"	35	161834	21.6
	"Middlesex County, MA"	"25017"	383	1602947	23.9
	"Norfolk County, MA"	"25021"	169	700322	24.1
	"Plymouth County, MA"	"25023"	214	515142	41.5
	"Suffolk County, MA"	"25025"	279	797939	35.0
	"Worcester County, MA"	"25027"	273	826116	33.0
	"Allegan County, MI"	"26005"	17	116447	Unreliable
	"Bay County, MI"	"26017"	27	104239	25.9
	"Berrien County, MI"	"26021"	24	154259	15.6
	"Calhoun County, MI"	"26025"	46	134128	34.3
	"Clinton County, MI"	"26037"	13	78443	Unreliable
	"Eaton County, MI"	"26045"	18	109027	Unreliable
	"Genesee County, MI"	"26049"	166	407385	40.7
	"Grand Traverse County, MI"	"26055"	21	91807	22.9
	"Huron County, MI"	"26063"	11	31280	Unreliable
	"Ingham County, MI"	"26065"	80	290186	27.6
	"Ionia County, MI"	"26067"	13	64291	Unreliable
	"Jackson County, MI"	"26075"	15	158640	Unreliable
	"Kalamazoo County, MI"	"26077"	60	262985	22.8
	"Kent County, MI"	"26081"	132	648594	20.4
	"Lapeer County, MI"	"26087"	22	88174	25.0
	"Lenawee County, MI"	"26091"	15	98623	Unreliable
	"Livingston County, MI"	"26093"	44	189651	23.2
	"Macomb County, MI"	"26099"	403	871375	46.2
	"Manistee County, MI"	"26101"	10	24427	Unreliable
	"Monroe County, MI"	"26115"	62	149649	41.4
	"Montcalm County, MI"	"26117"	16	63550	Unreliable
	"Muskegon County, MI"	"26121"	42	173693	24.2
	"Newaygo County, MI"	"26123"	11	48242	Unreliable
	"Oakland County, MI"	"26125"	191	1250836	15.3
	"Ottawa County, MI"	"26139"	55	286383	19.2
	"Saginaw County, MI"	"26145"	55	191934	28.7
	"St. Clair County, MI"	"26147"	71	159350	44.6
	"St. Joseph County, MI"	"26149"	10	60947	Unreliable
	"Shiawassee County, MI"	"26155"	22	68446	32.1
	"Tuscola County, MI"	"26157"	10	52764	Unreliable
	"Van Buren County, MI"	"26159"	25	75353	33.2
	"Washtenaw County, MI"	"26161"	75	367627	20.4
	"Wayne County, MI"	"26163"	764	1753616	43.6
	"Anoka County, MN"	"27003"	47	351373	13.4
	"Cass County, MN"	"27021"	11	29355	Unreliable
	"Dakota County, MN"	"27037"	43	421751	10.2
	"Hennepin County, MN"	"27053"	230	1252024	18.4
	"Mille Lacs County, MN"	"27095"	11	25872	Unreliable
	"Olmsted County, MN"	"27109"	17	154930	Unreliable
	"Ramsey County, MN"	"27123"	112	547974	20.4
	"St. Louis County, MN"	"27137"	38	200000	19.0
	"Scott County, MN"	"27139"	15	145827	Unreliable
	"Sherburne County, MN"	"27141"	11	94570	Unreliable
	"Stearns County, MN"	"27145"	20	157822	12.7
	"Washington County, MN"	"27163"	28	256348	10.9
	"Wright County, MN"	"27171"	10	134286	Unreliable
	"DeSoto County, MS"	"28033"	36	178751	20.1
	"Hancock County, MS"	"28045"	21	47053	44.6
	"Harrison County, MS"	"28047"	59	205027	28.8
	"Hinds County, MS"	"28049"	33	239497	13.8
	"Jackson County, MS"	"28059"	24	142152	16.9
	"Jones County, MS"	"28067"	12	67930	Unreliable
	"Lee County, MS"	"28081"	10	84933	Unreliable
	"Pearl River County, MS"	"28109"	22	55270	39.8
	"Rankin County, MS"	"28121"	15	152080	Unreliable
	"Boone County, MO"	"29019"	30	178271	16.8
	"Buchanan County, MO"	"29021"	15	89065	Unreliable
	"Butler County, MO"	"29023"	10	42666	Unreliable
	"Cass County, MO"	"29037"	16	103724	Unreliable
	"Christian County, MO"	"29043"	19	85432	Unreliable
	"Clay County, MO"	"29047"	28	242874	11.5
	"Franklin County, MO"	"29071"	37	103330	35.8
	"Greene County, MO"	"29077"	92	289805	31.7
	"Jackson County, MO"	"29095"	145	698895	20.7
	"Jasper County, MO"	"29097"	17	120217	Unreliable
	"Jefferson County, MO"	"29099"	105	223810	46.9
	"Lincoln County, MO"	"29113"	14	56183	Unreliable
	"Newton County, MO"	"29145"	10	58290	Unreliable
	"Phelps County, MO"	"29161"	16	44744	Unreliable
	"Platte County, MO"	"29165"	12	101187	Unreliable
	"Pulaski County, MO"	"29169"	10	52059	Unreliable
	"St. Charles County, MO"	"29183"	99	395504	25.0
	"St. Francois County, MO"	"29187"	18	66705	Unreliable
	"St. Louis County, MO"	"29189"	314	996726	31.5
	"Taney County, MO"	"29213"	19	55355	Unreliable
	"Warren County, MO"	"29219"	11	34373	Unreliable
	"Webster County, MO"	"29225"	10	38665	Unreliable
	"St. Louis city, MO"	"29510"	230	308626	74.5
	"Cascade County, MT"	"30013"	11	81654	Unreliable
	"Flathead County, MT"	"30029"	16	100000	Unreliable
	"Lewis and Clark County, MT"	"30049"	10	67773	Unreliable
	"Yellowstone County, MT"	"30111"	25	158980	15.7
	"Douglas County, NE"	"31055"	69	561620	12.3
	"Lancaster County, NE"	"31109"	31	314358	9.9
	"Sarpy County, NE"	"31153"	14	181439	Unreliable
	"Clark County, NV"	"32003"	551	2204079	25.0
	"Lyon County, NV"	"32019"	19	54122	Unreliable
	"Nye County, NV"	"32023"	19	44202	Unreliable
	"Washoe County, NV"	"32031"	138	460587	30.0
	"Carson City, NV"	"32510"	23	54745	42.0
	"Belknap County, NH"	"33001"	28	60785	46.1
	"Carroll County, NH"	"33003"	17	48064	Unreliable
	"Cheshire County, NH"	"33005"	23	75960	30.3
	"Coos County, NH"	"33007"	11	31634	Unreliable
	"Grafton County, NH"	"33009"	21	89386	23.5
	"Hillsborough County, NH"	"33011"	186	409697	45.4
	"Merrimack County, NH"	"33013"	42	149216	28.1
	"Rockingham County, NH"	"33015"	98	306363	32.0
	"Strafford County, NH"	"33017"	56	128613	43.5
	"Atlantic County, NJ"	"34001"	136	269918	50.4
