,Sedative-related disorders,1188,39.5171062834,5.0387205387,5986,199.1156550609,11584.7244597366,13762652.6581671,4.5779478774,
,Stimulant-related disorders,5381.894194456,179.0209468756,4.557803077,24529.6139196673,815.9422225201,7816.293543716,42066464.845089,13.9928027125,
,Miscellaneous substances and addictive disorders,2439.7772770853,81.1556716889,4.8014386598,11714.4409395973,389.6639795122,8279.471199213,20200065.6981224,6.719260464,
Type of mental disorder,Anxiety disorders,29543.4912221999,982.7216183586,4.2713633792,126190.98650144,4197.5611326454,10342.954155025,305566975.290598,101.6424464583,
,Bipolar disorders,6229.0387957563,207.1999900128,4.697405393,29260.3204327022,973.3023505261,8683.6001736265,54090482.3683562,17.9924186925,
,Depressive disorders,33400.7832044041,1111.0288719165,4.0506519672,135294.948192217,4500.3912856205,10110.2965606669,337691823.555071,112.3283138254,
,"Disruptive, impulse-control, and conduct disorders",674.2554377627,22.4281345086,4.6662663162,3146.2554377627,104.6556485932,6408.6611346529,4321074.6188185,1.4373431395,
,Eating disorders,465.9862925463,15.5003618259,5.1267014144,2388.9725850927,79.4657268966,8155.4975039742,3800350.04574786,1.2641316218,
,Obsessive-compulsive disorders,635.0765519558,21.1249053887,5.2237156316,3317.4593117347,110.3504984955,8538.305822084,5422477.82103308,1.8037090267,
,Personality disorders,2391.2835761041,79.542598679,5.3422686714,12774.8793330899,424.9379329656,6744.5666342797,16128171.4204923,5.3648035705,
,Schizophrenia and related disorders,4173.5021679571,138.8255292467,6.492568545,27096.7488981513,901.3342644297,9560.1778529637,39899422.995399,13.2719675013,
,Somatic symptom disorders,322,10.7108655078,4.3447204969,1399,46.5357169112,8631.0337125703,2779192.85544763,0.9244584129,
,Suicidal ideation or attempt,7522.756199137,250.2336332199,4.4033841901,33125.585713105,1101.874824347,6673.8571398771,50205800.1711656,16.700235197,
,Trauma- and stressor-related disorders,4415.4977643706,146.8751636773,4.9095796244,21678.2378553492,721.0953109144,8909.6584591321,39340577.0076039,13.0860754449,
,Miscellaneous mental disorders,3745.0327148481,124.5731109658,3.2119750964,12028.9518151228,400.1257300976,5425.3571649988,20318140.0726559,6.7585362014,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Beaver, Utah",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,63246.8860299173,2103.8164287352,4.3850348277,277339.797986105,9225.3083111362,11027.0844011248,697428750.360224,231.9896132414,
"Beaver, Utah",,65,1010.2580043519,3.7846153846,246,3823.437985701,14265.2559810539,927241.638768504,144.1158903899,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,45-64,28,2001.4295925661,3.75,105,7505.3609721229,16139.197276302,451897.523736457,323.0146702905,
,65-84,22,2433.6283185841,4,88,9734.5132743363,15230.7461594664,335076.415508261,370.6597516684,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,35,1057.4018126888,4.1428571429,145,4380.664652568,16162.0750953869,565672.628338543,170.8980750268,
,Female,30,960.3072983355,3.3666666667,101,3233.0345710627,12052.3003476653,361569.01042996,115.7391198559,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,29,†,3.8965517241,113,†,14459.4633160087,419324.436164252,†,
,Medicaid,14,†,4.5714285714,64,†,12359.1595941532,173028.234318145,†,
,Private insurance,21,†,3.2380952381,68,†,15804.1510346808,331887.171728297,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,62,143.1870669746,3.8709677419,240,554.272517321,14743.4894316076,914096.344759674,†,
Type of substance use disorder,Alcohol-related disorders,21,326.3910475598,3.4285714286,72,1119.0550202052,11712.620246026,245965.025166547,38.2289439177,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,11,170.966739198,5.6363636364,62,963.6307118433,18617.2993934809,204790.29332829,31.8293896998,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,26,404.1032017408,3.5384615385,92,1429.9036369288,14036.2475534636,364942.436390056,56.7209257678,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,24,373.0183400684,3.375,81,1258.9368977308,12379.8724274755,297116.938259413,46.1791946316,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Box Elder, Utah",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,63246.8860299173,2103.8164287352,4.3850348277,277339.797986105,9225.3083111362,11027.0844011248,697428750.360224,231.9896132414,
"Box Elder, Utah",,1068,2040.2315318929,4.2397003745,4528,8649.9703898982,11134.4130204664,11891553.1058581,227.1678053347,
Age group,<1,12,1287.5536480687,9.8333333333,118,12660.9442060085,10792.5533981407,129510.640777688,138.9599149975,
,1-17,39,245.793155606,4.9230769231,192,1210.058612214,7511.7262229021,292957.322693181,18.4633089238,
,18-44,398,2215.418870025,4.4497487437,1771,9858.0573337044,9340.8871974912,3717673.10460149,206.939777601,
,45-64,353,3194.5701357466,4.1444759207,1463,13239.8190045248,12188.2679754427,4302458.59533128,389.3627688083,
,65-84,266,4071.6363079749,3.6992481203,984,15061.9929588244,12965.9903851674,3448953.44245454,527.927972211,
Sex,Male,401,1512.0093510803,4.3665835411,1751,6602.3151464877,11616.2309783936,4658108.62233584,175.6384986364,
,Female,667,2582.6686285139,4.1634182909,2777,10752.729807171,10844.7443531069,7233444.48352235,280.0838102502,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,375,†,4,1500,†,12265.6473588876,4599617.75958285,†,
,Medicaid,153,†,4.5490196078,696,†,10808.2199708665,1653657.65554258,†,
,Private insurance,443,†,4.3295711061,1918,†,10985.4414879809,4866550.57917557,†,
,Uninsured,78,†,4.1153846154,321,†,7613.4303954424,593847.570844508,†,
,Other,17,†,4.2352941176,72,†,9277.6827353322,157720.606500647,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,32,38.5078219013,2.40625,77,92.6594464501,4458.1475017635,142660.72005643,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,1029,322.1665623043,4.2905733722,4415,1382.2792736381,11375.4129479535,11705299.9234442,†,
Type of substance use disorder,Alcohol-related disorders,187,357.2315509962,3.7165775401,695,1327.6787590502,7572.3159708773,1416023.08655405,27.0507017891,
,Cannabis-related disorders,36,68.7718493896,5.3055555556,191,364.8728675951,11160.2434300467,401768.763481682,7.6751058032,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,97,185.3019275221,3.1340206186,304,580.7400615126,8614.0520817551,835563.051930243,15.9620045453,
,Sedative-related disorders,16,30.5652663954,4.0625,65,124.1713947313,8004.2971558763,128068.754494021,2.4465347488,
,Stimulant-related disorders,74,141.3643570787,5.7702702703,427,815.7105469272,7269.0826031581,537912.112633697,10.2758918875,
,Miscellaneous substances and addictive disorders,36,68.7718493896,4.6388888889,167,319.024968002,6856.3477353735,246828.518473446,4.7152371382,
Type of mental disorder,Anxiety disorders,477,911.2270044129,4.4507337526,2123,4055.6287848396,11837.9429606866,5646698.79224754,107.8705330248,
,Bipolar disorders,104,198.6742315701,4.8461538462,504,962.8058914551,8802.6777433331,915478.485306639,17.4886523642,
,Depressive disorders,562,1073.6049821384,3.962633452,2227,4254.3030164097,10819.4083803717,6080507.50976891,116.1577074096,
,"Disruptive, impulse-control, and conduct disorders",14,26.744608096,5.7857142857,81,154.7366611267,12323.6163261891,172530.628566648,3.2959028897,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,52,99.337115785,4.4807692308,233,445.106691883,6540.1727427701,340088.982624045,6.49681897,
,Schizophrenia and related disorders,72,137.5436987793,6.2916666667,453,865.3791048198,9179.5481054107,660927.463589569,12.6258899954,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,136,259.8047643609,3.9705882353,540,1031.5777408447,5792.7428502078,787813.027628266,15.049821912,
,Trauma- and stressor-related disorders,68,129.9023821804,5.0294117647,342,653.3325692017,8985.5190467844,611015.295181342,11.6724032931,
,Miscellaneous mental disorders,39,74.5028368388,2.7692307692,108,206.3155481689,5242.6442411139,204463.125403444,3.905918685,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Cache, Utah",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,63246.8860299173,2103.8164287352,4.3850348277,277339.797986105,9225.3083111362,11027.0844011248,697428750.360224,231.9896132414,
"Cache, Utah",,1903,1584.9880063966,3.76037835,7156,5960.1545842217,10552.4817547434,20081372.7792768,167.2555701899,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,76,217.8836615923,4.4342105263,337,966.1420257447,8195.8516772118,622884.727468096,17.857421733,
,18-44,856,1616.8942785365,3.613317757,3093,5842.3528078427,8109.1855437128,6941462.82541814,131.1169570922,
,45-64,530,2720.5995585442,4.0377358491,2140,10985.0623684615,12450.4929491621,6598761.26305593,338.7280562115,
,65-84,436,4155.9431894004,3.6032110092,1571,14974.7402535506,13516.785556455,5893318.50261438,561.7499287594,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,717,1198.3954537857,4.0348675035,2893,4835.3668728063,11513.1335937295,8254916.78670412,137.9728695755,
,Female,1184,1965.6672311319,3.5920608108,4253,7060.796228044,9968.0325846895,11802150.5802723,195.9383501058,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,638,†,3.9529780564,2522,†,12681.0249203586,8090493.89918882,†,
,Medicaid,216,†,3.6203703704,782,†,9209.1021887346,1989166.07276667,†,
,Private insurance,868,†,3.7235023041,3232,†,9727.5083173342,8443477.21944607,†,
,Uninsured,119,†,3.2605042017,388,†,6833.3165506806,813164.669530988,†,
,Other,58,†,3.5862068966,208,†,12007.7024068377,696446.739596589,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,192,90.1408450704,2.0833333333,400,187.79342723,4240.8993136803,814252.668226626,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,1706,305.3517093252,3.9513481829,6741,1206.5509217827,11279.1176144958,19242174.6503299,†,
Type of substance use disorder,Alcohol-related disorders,232,193.2302771855,3.8103448276,884,736.2739872068,8416.3904438226,1952602.58296684,16.2630145836,
,Cannabis-related disorders,100,83.28891258,5.06,506,421.4418976546,8867.9524796878,886795.247968782,7.3860211884,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,206,171.5751599147,4.4174757282,910,757.9291044776,12831.7560023531,2643341.73648475,22.0161058809,
,Sedative-related disorders,27,22.4880063966,3.8518518519,104,86.6204690832,6457.6148283702,174355.600365996,1.4521888357,
,Stimulant-related disorders,88,73.2942430704,4.2272727273,372,309.8347547974,7347.6475935332,646592.98823092,5.3854026872,
,Miscellaneous substances and addictive disorders,43,35.8142324094,3.6279069767,156,129.9307036247,8055.9786725145,346407.082918123,2.8851869246,
Type of mental disorder,Anxiety disorders,916,762.9264392324,3.730349345,3417,2845.9821428571,10069.749594948,9223890.62897236,76.8247820244,
,Bipolar disorders,150,124.9333688699,4.26,639,532.2161513859,8375.648464332,1256347.2696498,10.4639797912,
,Depressive disorders,1110,924.5069296375,3.6657657658,4069,3389.0258528785,10070.5894073988,11178354.2422127,93.1032969267,
,"Disruptive, impulse-control, and conduct disorders",20,16.657782516,5.85,117,97.4480277186,9052.9892699568,181059.785399137,1.5080272638,
,Eating disorders,28,23.3208955224,5.5357142857,155,129.0978144989,9599.4761566823,268785.332387104,2.2386838052,
,Obsessive-compulsive disorders,26,21.6551172708,5.8461538462,152,126.5991471215,8761.2220919993,227791.77439198,1.8972529184,
,Personality disorders,110,91.617803838,4.0181818182,442,368.1369936034,6611.5382235599,727269.204591593,6.0573461203,
,Schizophrenia and related disorders,123,102.4453624733,5.918699187,728,606.3432835821,9856.5217763937,1212352.17849641,10.0975494611,
,Somatic symptom disorders,19,15.8248933902,6.3684210526,121,100.7795842217,10771.3247012306,204655.169323383,1.7045506507,
,Suicidal ideation or attempt,318,264.8587420043,3.9591194969,1259,1048.6074093817,6467.6892425702,2056725.17913731,17.1302403646,
,Trauma- and stressor-related disorders,124,103.2782515991,3.935483871,488,406.4498933902,7423.08926519,920463.068883554,7.6664368077,
,Miscellaneous mental disorders,202,168.2436034115,2.3811881188,481,400.6196695096,4546.6736023495,918428.067674595,7.649487504,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Carbon, Utah",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,63246.8860299173,2103.8164287352,4.3850348277,277339.797986105,9225.3083111362,11027.0844011248,697428750.360224,231.9896132414,
"Carbon, Utah",,581,2859.5334186436,4.0636833046,2361,11620.2382124224,11902.5941527594,6915407.20275322,340.3586574837,
Age group,<1,14,4320.987654321,11.3571428571,159,49074.074074074,16071.3500362675,224998.900507745,694.4410509498,
,1-17,*,*,*,*,*,*,*,*,
,18-44,166,2400.925658085,3.843373494,638,9227.6540352907,10183.7722851849,1690506.19934069,244.504801756,
,45-64,206,4365.3316380589,4.0922330097,843,17863.9542275905,14088.3338759485,2902196.77844539,615.0024959622,
,65-84,189,6034.4827586207,3.7248677249,704,22477.6500638569,10927.2148090115,2065243.59890318,659.4008936472,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,216,2139.2492819649,4.6851851852,1012,10022.7790432801,13996.4230433811,3023227.37737033,299.4183794563,
,Female,364,3561.2953722728,3.6923076923,1344,13149.3982976225,10643.9238593181,3874388.2847918,379.0615678301,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,280,†,3.7892857143,1061,†,11892.2039806057,3329817.11456961,†,
,Medicaid,145,†,4.1172413793,597,†,10438.9724670756,1513651.00772597,†,
,Private insurance,122,†,3.7786885246,461,†,12946.7376696239,1579501.99569412,†,
,Other,14,†,3.7142857143,52,†,9318.7541308097,130462.557831336,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,34,152.466367713,2.5294117647,86,385.6502242152,6249.0185277207,212466.629942504,†,
,Neonatal birth hospitalization,11,48.6725663717,12.0909090909,133,588.4955752212,16073.6249596052,176809.874555657,†,
,Nonmaternal/nonneonatal hospitalization,536,331.2731767614,3.9962686567,2142,1323.8566131026,12175.6169743564,6526130.69825506,†,
Type of substance use disorder,Alcohol-related disorders,69,339.6003543656,3.5507246377,245,1205.8273452111,9096.2569839979,627641.731895858,30.8909209517,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,88,433.1134954228,4.6363636364,408,2008.0716605965,12844.7238588414,1130335.69957804,55.6322324824,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,29,142.7305837189,4.5517241379,132,649.6702431342,11297.8003356265,327636.209733169,16.1254163664,
,Miscellaneous substances and addictive disorders,18,88.591396791,4.1111111111,74,364.2090756964,9235.4866808891,166238.760256004,8.181846651,
Type of mental disorder,Anxiety disorders,284,1397.7753715917,3.5845070423,1018,5010.3356629589,11026.1782604624,3131434.62597132,154.1212041525,
,Bipolar disorders,23,113.2001181219,6.8695652174,158,777.6355940545,16946.2906194122,389764.68424648,19.1832209984,
,Depressive disorders,230,1132.0011812186,3.7652173913,866,4262.2305345014,11967.990612246,2752637.84081658,135.4777950988,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,16,78.7479082587,4.75,76,374.0525642288,15347.7359544386,245563.775271017,12.0860210292,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,23,113.2001181219,4.347826087,100,492.1744266168,9713.635896155,223413.625611564,10.9958473084,
,Trauma- and stressor-related disorders,17,83.6696525249,4.8235294118,82,403.5830298258,10121.8204727083,172070.948036041,8.4688920187,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
