,Opioid-related disorders,84817.3360932579,215.5105110492,6.177022875,523918.625242317,1331.2133565483,22905.1153248408,1942750864.76185,49.362931093,
,Sedative-related disorders,8120.2724173324,20.6326222813,6.724827007,54607.4272561726,138.7508155423,20050.3490065217,162814295.995545,4.1369127766,
,Stimulant-related disorders,102190.141242956,259.6526910401,5.6680460039,579218.42170883,1471.7233978482,16948.8690989773,1732007327.13288,44.0081947164,
,Miscellaneous substances and addictive disorders,41406.5359209814,105.2089599619,5.6730489613,234901.305598185,596.8555810328,15233.2885644711,630757710.139452,16.0267844667,
Type of mental disorder,Anxiety disorders,298297.07826182,757.9365108805,5.5178412398,1645955.92015152,4182.1733369032,21162.4617211212,6312700500.23807,160.3980239855,
,Bipolar disorders,74566.0757080712,189.4633081274,6.016759253,448646.125975012,1139.955112276,16431.272188886,1225215486.0164,31.1312318565,
,Depressive disorders,328325.695914396,834.2355675886,5.6650550106,1859983.12874576,4725.9903821813,20854.0306135947,6846914113.82862,173.9717406544,
,"Disruptive, impulse-control, and conduct disorders",3664.4437547464,9.3109048536,9.8565939213,36118.9340378018,91.7738081809,22932.6026538031,84035232.5748103,2.1352328135,
,Eating disorders,4006.8002113447,10.1807908736,8.8753036092,35561.5683771533,90.3576099849,23866.1016729859,95626701.2272942,2.429757901,
,Obsessive-compulsive disorders,3732.7427025593,9.4844441537,6.7864093911,25331.9201311142,64.3653208739,21015.9639059781,78447185.9072888,1.99324736,
,Personality disorders,10645.9236925983,27.0499942731,8.1812207129,87096.6514216331,221.3019734305,18458.5595865375,196508416.833559,4.9930393111,
,Schizophrenia and related disorders,113241.273258921,287.7322702645,8.6174815037,975854.577762831,2479.5275170182,15679.6318902869,1775581479.48728,45.115360807,
,Somatic symptom disorders,5143.7574293597,13.0696605597,6.3967100253,32903.1247161594,83.6028287295,21726.4366775644,111755520.073734,2.8395715255,
,Suicidal ideation or attempt,49173.0472859994,124.9427185358,6.3530457329,312398.61823171,793.7668048448,12236.0569383665,601684206.424479,15.2880621804,
,Trauma- and stressor-related disorders,40534.9983275065,102.9944891848,6.7843015235,275001.650908496,698.7456698889,23947.0966332672,970695521.978127,24.664189852,
,Miscellaneous mental disorders,36245.0000859007,92.0941266406,4.9035074935,177727.629521765,451.5842400862,13682.7050995098,495929647.507088,12.6009677622,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Alameda, California",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,899536.392838279,2285.6123129689,5.8717723265,5281872.89817704,13420.5951284736,20739.2423615091,18655703264.0708,474.0186770311,
"Alameda, California",,32529,1973.6183488443,6.2435726663,203097.175260543,12322.4295764595,26732.1755057199,869570937.025565,527.5911208261,
Age group,<1,178,907.3300030584,13.2589726823,2360.0971374512,12030.2637243917,62369.1982304031,11101717.2850117,565.8944482114,
,1-17,642,190.6011655766,6.4968847352,4171,1238.3138031464,33983.162934861,21817190.6041807,64.7723046536,
,45-64,12024,2739.4201742895,6.5484573064,78738.6506519317,17938.9760555748,28107.6733001931,337966663.761522,769.9872729089,
,65-84,10181,4676.7910626022,6.3899375675,65055.9543743133,29884.4029060844,30172.5857112493,307187095.126229,1411.1087918997,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,15240,1885.0374533688,6.8254562504,104019.953256607,12866.2406683975,28023.7250607726,427081569.926175,528.2577132247,
,Female,17247,2053.9013646232,5.7321981796,98863.2220039367,11773.3696634155,25565.1629630501,440922365.623725,525.0832309662,
,Missing,42,†,5.0952380952,214,†,37309.5589443656,1567001.47566335,†,
Payer,Medicare,12555,†,6.4040716503,80403.1195697784,†,28965.6249383239,363663421.100657,†,
,Medicaid,11238,†,6.8078288285,76506.3803749084,†,23103.1204765539,259632867.915512,†,
,Private insurance,7556,†,5.1083906829,38599,†,27947.4057832742,211170598.098419,†,
,Uninsured,560,†,4.7285714286,2648,†,19222.3262536619,10764502.7020506,†,
,Other,619,†,7.9784738544,4938.6753158569,†,39292.3072449291,24321938.1846111,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,1426,76.045221843,3.0357643759,4329,230.8553754266,13661.7861068926,19481706.9884289,†,
,Neonatal birth hospitalization,144,7.4460933864,10.2020634545,1469.0971374512,75.9655172166,32706.739332352,4709770.46385869,†,
,Nonmaternal/nonneonatal hospitalization,30959,314.9408449558,6.3729150852,197299.078123092,2007.0912617684,27306.420090225,845379459.573277,†,
Type of substance use disorder,Alcohol-related disorders,6947,421.4924119838,6.0780464283,42224.1885375976,2561.8504492257,25640.3578912517,178123566.270525,108.0721629171,
,Cannabis-related disorders,3636,220.6055002121,5.5520820869,20187.3704681396,1224.8198460093,19185.8215271365,69759647.0726683,42.3249775497,
,Neonatal abstinence syndrome,47,2.8516112514,22.0425531915,1036,62.8567926897,69936.265008314,3287004.45539075,1.9943104018,
,Opioid-related disorders,3079,186.8108732544,6.9882288472,21516.7566204071,1305.4771334394,30298.0399909543,93287665.1321483,56.6000330861,
,Sedative-related disorders,181,10.9817369467,8.3666876693,1514.3704681396,91.8807630996,39263.8955578192,7106765.09596528,4.3118577252,
,Stimulant-related disorders,4522,274.3614059293,5.8555521663,26478.8068962097,1606.5375248506,20683.1096134629,93529021.6720795,56.7464703254,
,Miscellaneous substances and addictive disorders,1328,80.573185996,5.8286877555,7740.4973392486,469.6359426334,20280.5944787031,26932629.4677177,16.3407211104,
Type of mental disorder,Anxiety disorders,9225,559.7045488053,5.8018836464,53522.3766384124,3247.3406685519,27821.9186613466,256657199.650922,155.7205443125,
,Bipolar disorders,2660,161.3890623113,6.1846204241,16451.0903282165,998.1300910038,21810.9288957406,58017070.8626701,35.2004536262,
,Depressive disorders,11447,694.5190211571,6.2104413048,71090.9216156006,4313.2696159365,26773.9812729003,306481763.63089,185.9503926613,
,"Disruptive, impulse-control, and conduct disorders",174,10.557028888,9.0036228224,1566.6303710938,95.0515062328,28337.8989872894,4930794.42378835,2.9916401824,
,Eating disorders,245,14.864782055,7.7795918367,1906,115.6419371299,25109.6264455751,6151858.47916591,3.732491246,
,Obsessive-compulsive disorders,158,9.586267611,7.0126582278,1108,67.2252184365,27918.2320234063,4411080.6596982,2.676316434,
,Personality disorders,561,34.0373172769,8.308764898,4661.2171077728,282.8080670124,20297.4931751592,11386893.6712643,6.9087221513,
,Schizophrenia and related disorders,4631,280.9747171293,8.4120055437,38955.9976730346,2363.5608781406,21584.8037002819,99959225.9360056,60.6478411398,
,Somatic symptom disorders,233,14.1367110972,6.4463519313,1502,91.1302148841,29665.7840310199,6912127.67922765,4.1937661832,
,Suicidal ideation or attempt,1285,77.9642650639,6.0085603113,7721,468.4529887616,17773.7624957336,22839284.8070177,13.857183304,
,Trauma- and stressor-related disorders,1711,103.8107840657,7.624992064,13046.361421585,791.5564046634,28555.6331594645,48858688.3358438,29.6438266778,
,Miscellaneous mental disorders,1667,101.1411905538,4.2837308324,7140.9792976379,433.2616364025,16987.0110177866,28317347.3666504,17.1808651829,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Alpine, California",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,899536.392838279,2285.6123129689,5.8717723265,5281872.89817704,13420.5951284736,20739.2423615091,18655703264.0708,474.0186770311,
"Alpine, California",,18,1800,3.0555555556,55,5500,10467.4454343557,188414.017818403,188.4140178184,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,*,*,*,*,*,*,*,*,
,45-64,*,*,*,*,*,*,*,*,
,65-84,*,*,*,*,*,*,*,*,
Sex,Male,*,*,*,*,*,*,*,*,
,Female,*,*,*,*,*,*,*,*,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,*,†,*,*,†,*,*,†,
,Medicaid,*,†,*,*,†,*,*,†,
,Private insurance,*,†,*,*,†,*,*,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,17,166.6666666667,3.0588235294,52,509.8039215686,10994.3841604106,186904.53072698,†,
Type of substance use disorder,Alcohol-related disorders,*,*,*,*,*,*,*,*,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,*,*,*,*,*,*,*,*,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,*,*,*,*,*,*,*,*,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Amador, California",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,899536.392838279,2285.6123129689,5.8717723265,5281872.89817704,13420.5951284736,20739.2423615091,18655703264.0708,474.0186770311,
"Amador, California",,1202,3284.4222204006,4.9941231891,6002.9360733032,16402.8091737115,21709.2525675228,26094521.5861625,713.0235152106,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,276,2821.5088938867,4.021507512,1109.9360733032,11346.7192118505,14696.2667517293,4056169.6234773,414.6564734694,
,45-64,478,4068.7776642833,5.1380753138,2456,20905.6860742254,23386.4924903912,11178743.4104069,951.5443829083,
,65-84,433,4573.2995352767,5.3394919169,2312,24419.0959019856,24277.6393429832,10512217.8355117,1110.2891672488,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,571,2995.4884062533,5.5340386573,3159.9360733032,16577.1486376205,24522.8609661144,14002553.6116513,734.5794571216,
,Female,630,3592.8143712575,4.5047619048,2838,16184.7733105218,19170.8880850282,12077659.4935677,688.7744222166,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,511,†,5.4481409002,2784,†,25002.2001743631,12776124.2890995,†,
,Medicaid,317,†,5.249009695,1663.9360733032,†,18495.2406085378,5862991.2729065,†,
,Private insurance,202,†,4.4405940594,897,†,24302.1925755633,4909042.90026379,†,
,Uninsured,17,†,4.1176470588,70,†,22551.6764989847,383378.50048274,†,
,Other,155,†,3.7935483871,588,†,13954.7395058702,2162984.62340989,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,52,175.0841750842,2.6730769231,139,468.0134680135,8639.2611493837,449241.579767951,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,1147,298.7757228445,5.0853845452,5832.9360733032,1519.3894434236,22309.1834993689,25588633.4737762,†,
Type of substance use disorder,Alcohol-related disorders,233,636.6642074487,6.5665236052,1530,4180.6705467661,28407.9068404323,6619042.29382073,180.8629749384,
,Cannabis-related disorders,102,278.7113697844,5.1470588235,525,1434.5438150668,18317.6346434603,1868398.73363295,51.0533304269,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,141,385.2774817608,4.8368794326,682,1863.540727382,20596.7365758234,2904139.8571911,79.3545880042,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,73,199.4699019045,4.7525489494,346.9360733032,947.9904727251,17705.0975345196,1292472.12001993,35.3163406842,
,Miscellaneous substances and addictive disorders,48,131.1582916633,4.3125,207,565.6201327978,12828.9855796724,615791.307824276,16.826278324,
Type of mental disorder,Anxiety disorders,422,1153.0999808727,4.7322274882,1997,5456.7314260732,21933.9512395857,9256127.42310517,252.9203875483,
,Bipolar disorders,87,237.7244036396,4.091954023,356,972.7573298358,14720.4909094816,1280682.7091249,34.9941992274,
,Depressive disorders,435,1188.6220181982,4.6528735632,2024,5530.5079651338,21027.5836438421,9146998.88507131,249.9384890858,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,25,68.3116102413,4.4,110,300.5710850616,16090.7829693252,402269.574233131,10.9918729468,
,Schizophrenia and related disorders,82,224.0620815914,6.4146341463,526,1437.2762794765,14755.8344141173,1209978.42195762,33.0622297444,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,64,174.8777222177,3.78125,242,661.2563871356,13161.5279747933,842337.790386775,23.0165803314,
,Trauma- and stressor-related disorders,55,150.2855425308,5.3272727273,293,800.6120720278,24783.0053881219,1363065.2963467,37.245274103,
,Miscellaneous mental disorders,64,174.8777222177,3.203125,205,560.1552039785,9818.3820890049,628376.453696313,17.1701629559,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Butte, California",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,899536.392838279,2285.6123129689,5.8717723265,5281872.89817704,13420.5951284736,20739.2423615091,18655703264.0708,474.0186770311,
"Butte, California",,11834,5213.629274568,4.509475258,53365.130203247,23510.732218082,14426.3960787675,170721971.196134,752.1388092278,
Age group,<1,116,4725.0509164969,4.7327586207,549,22362.5254582484,6220.1115417072,721532.938838032,293.9034374086,
,1-17,77,175.7188498403,3.5194805195,271,618.4390689183,14974.6950161715,1153051.5162452,26.3133618495,
,18-44,2662,3101.1906148792,3.8380916604,10217,11902.6538362962,12116.4752210881,32254057.0385366,375.7549924105,
,45-64,5102,9395.60237192,4.4357114857,22631,41676.1813561194,14579.5029749329,74384624.1781081,1369.832127327,
,65-84,3877,9557.0291123327,5.0805081773,19697.130203247,48554.5645555428,16045.5779015751,62208705.5244069,1533.4805512955,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,5394,4786.2428791993,4.7718076016,25739.130203247,22839.0301542592,15741.757830684,84911041.7387095,753.4387632319,
,Female,6419,5616.7092506387,4.2891416108,27532,24090.8613629204,13304.6835279632,85402763.5659959,747.2853904833,
,Missing,21,†,4.4761904762,94,†,19436.4710204474,408165.891429395,†,
Payer,Medicare,5859,†,4.7315241509,27722,†,14953.6421954094,87613389.6229037,†,
,Medicaid,4328,†,4.262275925,18447.130203247,†,12877.9532244879,55735781.5555837,†,
,Private insurance,1363,†,4.2560528247,5801,†,16060.0605295101,21889862.5017222,†,
,Other,173,†,5.9190751445,1024,†,25277.8385831775,4373066.07488971,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,198,81.7168799009,2.904040404,575,237.3091209245,6700.2593336651,1326651.34806569,†,
,Neonatal birth hospitalization,108,44.226044226,3.7962962963,410,167.8951678952,3074.4098286407,332036.261493191,†,
,Nonmaternal/nonneonatal hospitalization,11528,399.3072393488,4.5437309337,52380.130203247,1814.344655464,14665.4479169479,169063283.586575,†,
Type of substance use disorder,Alcohol-related disorders,2018,889.0572820752,4.6912784936,9467,4170.8153069406,15489.8467156813,31258510.672245,137.7136102081,
,Cannabis-related disorders,1126,496.0745786009,4.2175843694,4749,2092.2363887885,14432.1700877543,16250623.5188114,71.5943269458,
,Neonatal abstinence syndrome,24,10.573525654,11.4166666667,274,120.7144178834,11860.796431946,284659.114366705,1.2541043535,
,Opioid-related disorders,2783,1226.088412297,4.6597197269,12968,5713.2283617203,14871.2533281507,41386698.0122434,182.3347138198,
,Sedative-related disorders,88,38.7695940647,5.0454545455,444,195.6102245993,14566.2780005314,1281832.46404676,5.6472868511,
,Stimulant-related disorders,1470,647.6284463085,4.0414965986,5941,2617.388162938,13323.0020008288,19584812.9412183,86.2835508596,
,Miscellaneous substances and addictive disorders,482,212.3516402182,3.4128630705,1645,724.7270708691,8709.4291703625,4197944.86011472,18.4946156969,
Type of mental disorder,Anxiety disorders,4095,1804.1078147166,4.5445665446,18610,8198.888017552,14838.5918426262,60764033.5955544,267.7041950267,
,Bipolar disorders,1442,635.2926663788,4.0762829404,5878,2589.6326580962,11385.9920560368,16418600.5448051,72.3343725265,
,Depressive disorders,3308,1457.3842859786,4.4050785973,14572,6419.8923262637,13833.7924015764,45762185.2644148,201.6115166155,
,"Disruptive, impulse-control, and conduct disorders",31,13.6574706364,13.6774193548,424,186.798953221,21636.8215522957,670741.468121169,2.9550425502,
,Eating disorders,18,7.9301442405,11.3333333333,204,89.8749680591,29898.4382053437,538171.887696187,2.3709892753,
,Obsessive-compulsive disorders,47,20.7064877391,4.3617021277,205,90.3155316281,16468.6773399418,774027.834977264,3.4100846542,
,Personality disorders,84,37.0073397891,4.2261904762,355,156.4000669657,8268.094077666,694519.902523942,3.0598016694,
,Schizophrenia and related disorders,754,332.1849309637,4.8821355481,3681.1302032471,1621.771859992,10844.0659887335,8176425.75550507,36.0223531183,
,Somatic symptom disorders,43,18.9442334634,4.2325581395,182,80.182569543,15588.0928038931,670287.990567403,2.9530446933,
,Suicidal ideation or attempt,405,178.4282454115,4.4666666667,1809,796.9794961715,10216.6763542911,4137753.92348792,18.2294363583,
,Trauma- and stressor-related disorders,705,310.5973160867,4.3134751773,3041,1339.7538130777,11096.3433896952,7822922.08973514,34.4649447522,
,Miscellaneous mental disorders,221,97.3645487307,3.6153846154,799,352.010291565,8020.321697444,1772491.09513511,7.8089500275,
,,,,,,,,,,
