,Opioid-related disorders,74228.2879674042,365.6694164219,6.1065760701,453280.687027731,2232.9881078968,11763.7970964539,873194343.029013,43.0160083954,
,Sedative-related disorders,9603.2005274408,47.3080658171,5.3576658317,51450.7393405078,253.4608077904,8509.6381447609,81719761.5200983,4.0257452143,
,Stimulant-related disorders,49930.0034447857,245.9692352007,5.0881372878,254050.712306348,1251.5252372711,7873.5433580568,393126046.990448,19.366494381,
,Miscellaneous substances and addictive disorders,37793.7319210075,186.1825494619,5.1796804753,195759.455320228,964.3661162905,8009.9412229641,302725571.28373,14.9131127793,
Type of mental disorder,Anxiety disorders,319738.558730788,1575.1220374369,5.2887909803,1691030.40546745,8330.491224458,10856.1548749047,3471097604.95771,170.996027297,
,Bipolar disorders,79062.4700968678,389.4839567618,5.2855938512,417892.105801649,2058.6540069861,7795.1448351167,616303405.42717,30.3608385391,
,Depressive disorders,309081.850641626,1522.6240971685,5.3847454142,1664327.07786249,8198.9431248155,10133.6235790873,3132087664.86985,154.2954444939,
,"Disruptive, impulse-control, and conduct disorders",7463.4526405017,36.7670661183,5.4036604042,40329.9635123513,198.6767393632,5137.5048971113,38343524.489936,1.8889098224,
,Eating disorders,1941.654476049,9.5651358612,7.3245144713,14221.6763081599,70.0599760354,11008.84095977,21375365.3256491,1.0530105945,
,Obsessive-compulsive disorders,2582.9190890762,12.7241856418,5.966422146,15410.7856542708,75.9178630022,8669.7357018075,22393225.841444,1.1031532653,
,Personality disorders,9375.1347271717,46.1845495624,6.0856694608,57053.97110043,281.0639028346,5691.2966954467,53356673.2921197,2.6284997431,
,Schizophrenia and related disorders,80201.3716558026,395.0945060526,6.995886022,561079.654912945,2764.036132267,7208.317149613,578109714.41186,28.479309935,
,Somatic symptom disorders,3095.5068815902,15.249337226,6.0190361621,18631.9678603833,91.7863122115,10497.5409608897,32495210.2842095,1.6008054216,
,Suicidal ideation or attempt,38629.1300187946,190.2979553706,4.9840995484,192531.429482018,948.4639534255,5401.5871822993,208658613.572895,10.2791099655,
,Trauma- and stressor-related disorders,44573.4244315039,219.581220935,6.4972849092,289606.237909672,1426.6817531219,11161.1931832524,497492600.919121,24.5078842627,
,Miscellaneous mental disorders,17994.5364455274,88.6461458428,5.4022402483,97210.8090351719,478.8877769268,7226.4623750096,130036840.579343,6.4059803762,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Alachua, Florida",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,779765.904790376,3841.3460846034,5.5262434443,4309176.21940058,21228.2136171504,10483.9359065249,8174961880.81782,402.7216068277,
"Alachua, Florida",,11253,4367.0443961503,5.4666448241,61516.1542053222,23873.080644723,9256.3986628389,104162254.152926,404.2310390908,
Age group,<1,50,1750.0875043752,16.94,847,29646.4823241162,20852.5904648017,1042629.52324008,364.938580063,
,1-17,495,1073.0311504194,3.496969697,1731,3752.3574169214,5385.197096995,2665672.56301251,57.7848423622,
,45-64,4033,7352.7803099362,5.535581453,22325,40701.9143117593,10171.9842748094,41023612.5803065,747.923656888,
,65-84,3504,10571.411331684,5.7448630137,20130,60731.3099619863,9939.0804648145,34826537.9487101,1050.7010785226,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,4765,3825.0664269143,5.7719106412,27503.1542053222,22077.9416128071,9982.956404151,47568787.2657797,381.8547138287,
,Female,6469,4859.9998497449,5.2443963518,33926,25487.7654819055,8718.2816263512,56398563.8408661,423.708473941,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,5230,†,5.8575525813,30635,†,9609.9488525516,50260032.498845,†,
,Medicaid,2205,†,5.9646957847,13152.1542053222,†,9614.4274299059,21199812.4829425,†,
,Private insurance,2549,†,4.8007061593,12237,†,9071.9086623067,23124295.1802197,†,
,Uninsured,1062,†,4.2401129944,4503,†,7217.9670861484,7665481.04548964,†,
,Other,207,†,4.7777777778,989,†,9239.772683235,1912632.94542964,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,215,79.8662704309,4.0186046512,864,320.9509658247,5811.0781790225,1249381.80848983,†,
,Neonatal birth hospitalization,45,16.4053955523,14.1777777778,638,232.5920524973,13753.9428989203,618927.430451413,†,
,Nonmaternal/nonneonatal hospitalization,10993,434.7636938897,5.4593063045,60014.1542053222,2373.5081750177,9305.3711374498,102293944.913985,†,
Type of substance use disorder,Alcohol-related disorders,2305,894.5203352996,5.4507592191,12564,4875.8149642968,9025.3779804437,20803496.2449226,80.7338413727,
,Cannabis-related disorders,1057,410.1986960571,4.7511825922,5022,1948.9289040671,6712.426704998,7095035.02718294,27.5342868177,
,Neonatal abstinence syndrome,23,8.9257994412,13.6956521739,315,122.2446445203,7935.9578078937,182527.029581554,0.7083476777,
,Opioid-related disorders,1138,441.6330332195,5.7908611599,6590,2557.4355790127,9107.318986749,10364129.0069204,40.2209290862,
,Sedative-related disorders,287,111.3784538963,6.787456446,1948,755.9764048432,7282.2697835938,2090011.42789143,8.1108794935,
,Stimulant-related disorders,917,355.867742937,5.5714285714,5109,1982.6917106489,7878.3227791506,7224421.98848112,28.0364094555,
,Miscellaneous substances and addictive disorders,373,144.7531822415,5.4128686327,2019,783.5299596399,6577.8211753815,2453527.29841728,9.5216054735,
Type of mental disorder,Anxiety disorders,5046,1958.2427817448,5.0781122087,25624.1542053222,9944.1765776631,9424.5035398819,47556044.8622439,184.554660285,
,Bipolar disorders,1093,424.1695125737,5.9871912168,6544,2539.5839801304,8233.9575061145,8999715.55418321,34.9259374192,
,Depressive disorders,5657,2195.3585842906,5.0267198525,28436.1542053222,11035.4525789049,8667.3182823628,49031019.5233265,190.2787159396,
,"Disruptive, impulse-control, and conduct disorders",146,56.6594225396,4.198630137,613,237.8919590189,3804.0229289745,555387.347630272,2.1553374248,
,Eating disorders,57,22.1204594846,6.5964912281,376,145.9174169513,6217.7293062761,354410.570457737,1.3753902921,
,Obsessive-compulsive disorders,74,28.7177895064,7.3513513514,544,211.1145606954,9314.6149265412,689281.50456405,2.6749515079,
,Personality disorders,227,88.093759702,6.7753303965,1538,596.8643278485,4900.417099707,1112394.6816335,4.3169616642,
,Schizophrenia and related disorders,933,362.0769947221,9.1050375134,8495,3296.7246196833,9137.5588357627,8525342.39376658,33.0849984235,
,Somatic symptom disorders,57,22.1204594846,10.1578947368,579,224.6972989755,8724.7340613954,497309.841499535,1.9299512632,
,Suicidal ideation or attempt,569,220.8165166097,5.2126537786,2966,1151.040049674,4780.06200495,2719855.28081653,10.5551664111,
,Trauma- and stressor-related disorders,825,320.1645451723,7.0545454545,5820,2258.6153368519,8208.6497434324,6772136.03833176,26.2811861158,
,Miscellaneous mental disorders,299,116.0353927352,5.9197324415,1770,686.8984787333,6391.7917598084,1911145.73618272,7.4167406713,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Baker, Florida",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,779765.904790376,3841.3460846034,5.5262434443,4309176.21940058,21228.2136171504,10483.9359065249,8174961880.81782,402.7216068277,
"Baker, Florida",,1114,4122.2616933096,5.6561938959,6301,23316.3114268798,10688.601944691,11907102.5663858,440.6121435163,
Age group,<1,18,5187.3198847262,8.0555555556,145,41786.7435158501,4442.9527419642,79973.1493553558,230.4701710529,
,1-17,24,383.8157684312,6.0416666667,145,2318.8869342716,8886.2320684833,213269.569643599,34.1067598982,
,18-44,263,2712.7385250129,4.8212927757,1268,13078.9066529138,7844.1391457863,2063008.59534179,212.7909845634,
,45-64,471,6656.302996043,5.932059448,2794,39485.5850763143,11867.3739949719,5589533.15163177,789.9283707789,
,65-84,338,9252.6690391459,5.7662721893,1949,53353.4081576786,11719.8760367258,3961318.10041333,1084.4013414764,
Sex,Male,457,3243.4350603265,6.761487965,3090,21930.447125621,12026.6578040026,5496182.61642921,390.0768358005,
,Female,656,5071.9035101283,4.8902439024,3208,24802.8452141642,9753.0008426329,6397968.55276715,494.6627920803,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,532,†,5.5488721805,2952,†,10840.2390859579,5767007.19372965,†,
,Medicaid,232,†,6.75,1566,†,8888.0487998888,2062027.3215742,†,
,Private insurance,226,†,4.8230088496,1090,†,11065.057107193,2500702.90622563,†,
,Uninsured,89,†,5.4831460674,488,†,11996.0448856755,1067647.99482512,†,
,Other,35,†,5.8571428571,205,†,14563.3471437497,509717.150031242,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,30,92.8792569659,2.9,87,269.3498452012,5677.4553422893,170323.66026868,†,
,Neonatal birth hospitalization,16,49.0797546012,8,128,392.6380368098,4119.1620910185,65906.5934562963,†,
,Nonmaternal/nonneonatal hospitalization,1068,356,5.6985018727,6086,2028.6666666667,10927.7830642892,11670872.3126608,†,
Type of substance use disorder,Alcohol-related disorders,122,451.450562463,6.4180327869,783,2897.4245115453,11896.3133482934,1451350.22849179,53.7059735232,
,Cannabis-related disorders,79,292.332741267,5.1392405063,406,1502.3682652457,8877.1715158823,701296.549754704,25.9508788394,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,159,588.3658969805,4.893081761,778,2878.9224393132,8433.133620809,1340868.24570863,49.6176822716,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,43,159.117821196,3.6046511628,155,573.5642391948,5386.9280381946,231637.905642369,8.5715625238,
,Miscellaneous substances and addictive disorders,74,273.8306690349,4.9864864865,369,1365.4529307282,7750.2872317783,573521.255151595,21.2226633789,
Type of mental disorder,Anxiety disorders,476,1761.397276495,5.0483193277,2403,8892.0959147424,10658.0369027622,5073225.56571482,187.7303717331,
,Bipolar disorders,96,355.2397868561,4.9166666667,472,1746.5956187093,10062.2519524381,965976.18743406,35.7451223888,
,Depressive disorders,472,1746.5956187093,5.5677966102,2628,9724.6891651865,10390.2414492336,4904193.96403829,181.4755019256,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,108,399.6447602131,7.2222222222,780,2886.323268206,8796.2017470843,949989.78868511,35.15355938,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,27,99.9111900533,13.0740740741,353,1306.2462995856,14375.8936589291,388149.128791087,14.3631264354,
,Trauma- and stressor-related disorders,40,148.0165778567,13.825,553,2046.3291888691,18719.1718397441,748766.873589767,27.7074775603,
,Miscellaneous mental disorders,20,74.0082889284,5.5,110,407.045589106,6244.4709858823,124889.419717645,4.6214261293,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Bay, Florida",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,779765.904790376,3841.3460846034,5.5262434443,4309176.21940058,21228.2136171504,10483.9359065249,8174961880.81782,402.7216068277,
"Bay, Florida",,6997,3846.0269996922,5.5666714306,38950,21409.5686205531,9639.4930714185,67447533.0207152,370.7375061602,
Age group,<1,67,3022.101939558,17.5373134328,1175,52999.548940009,11869.6141840755,795264.15033306,358.711840475,
,1-17,68,183.4317930458,2.8382352941,193,520.6225890858,5399.272403108,367150.523411346,9.9039821804,
,18-44,1597,2550.5070669967,4.6756418284,7467,11925.2575261518,7793.6180558442,12446408.0351831,198.776779289,
,45-64,2843,5732.4327049098,5.6239887443,15989,32239.1370097792,10346.2926730761,29414510.0695553,593.0942649371,
,65-84,2422,7959.2507394019,5.8323699422,14126,46421.2947748932,10084.3105872139,24424200.2422321,802.6355649764,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,3064,3396.7074995843,5.8211488251,17836,19772.7398702954,10159.501106903,31128711.391551,345.0885360185,
,Female,3926,4280.2786651113,5.3680590932,21075,22976.7888097859,9237.923404288,36268087.2852347,395.4088645731,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,3458,†,5.7374204743,19840,†,9938.7946730513,34368351.9794115,†,
,Medicaid,1057,†,7.1352885525,7542,†,9510.4928109368,10052590.9011601,†,
,Private insurance,1267,†,4.8105761642,6095,†,10871.8596045466,13774646.1189606,†,
,Uninsured,789,†,4.3979721166,3470,†,7082.9445401039,5588443.24214198,†,
,Other,426,†,4.7018779343,2003,†,8599.7670869501,3663500.77904075,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,244,107.0175438596,3.2172131148,785,344.298245614,3470.9247090542,846905.629009227,†,
,Neonatal birth hospitalization,57,24.7610773241,16.2807017544,928,403.1277150304,9187.6400486392,523695.482772432,†,
,Nonmaternal/nonneonatal hospitalization,6696,342.4363301626,5.5610812425,37237,1904.3162524292,9868.1200580845,66076931.9089335,†,
Type of substance use disorder,Alcohol-related disorders,1537,844.839716811,5.2426805465,8058,4429.224748252,9483.0836725317,14575499.6046811,80.116857244,
,Cannabis-related disorders,340,186.8871201794,5.6676470588,1927,1059.2102370168,9030.5627989268,3070391.35163511,16.8769587509,
,Neonatal abstinence syndrome,47,25.8343960248,21.2127659574,997,548.0189965261,11733.4430446283,551471.823097534,3.0312641435,
,Opioid-related disorders,492,270.4366562596,5.9613821138,2933,1612.1762455477,9078.7807728732,4466760.14025362,24.5523511513,
,Sedative-related disorders,43,23.6357240227,11.7674418605,506,278.132008267,13155.457368934,565684.666864162,3.1093875976,
,Stimulant-related disorders,342,187.9864561805,4.7456140351,1623,892.1111648564,7425.6467549172,2539571.19018167,13.959210183,
,Miscellaneous substances and addictive disorders,401,220.4168682116,5.0548628429,2027,1114.1770370696,8020.792816595,3216337.9194546,17.6791803321,
Type of mental disorder,Anxiety disorders,3210,1764.4342816938,5.3386292835,17137,9419.6605250429,9554.7267982066,30670673.0222431,168.5868751497,
,Bipolar disorders,504,277.032672266,5.4067460317,2725,1497.8453014379,7706.6765737586,3884164.99317435,21.3500120552,
,Depressive disorders,2739,1505.5406534453,5.6038700256,15349,8436.8541400994,9943.1856680013,27234385.5446556,149.6987024793,
,"Disruptive, impulse-control, and conduct disorders",22,12.0926960116,7.1363636364,157,86.2978760828,8339.9338922903,183478.545630386,1.0085228532,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,15,8.2450200079,3.3333333333,50,27.4834000264,5624.1561684216,84362.3425263233,0.4637128014,
,Personality disorders,38,20.8873840201,8.6052631579,327,179.7414361726,4985.1313425381,189434.991016447,1.0412635274,
,Schizophrenia and related disorders,357,196.2314761884,8.0672268908,2880,1583.0438415197,8372.1530652378,2988858.6442899,16.4287995487,
,Somatic symptom disorders,18,9.8940240095,5,90,49.4701200475,6083.3069826195,109499.525687152,0.6018838534,
,Suicidal ideation or attempt,199,109.383932105,6.2110552764,1236,679.3896486522,6212.7979242997,1236346.78693564,6.7958026633,
,Trauma- and stressor-related disorders,312,171.4964161646,5.3301282051,1663,914.0978848775,10169.4105269303,3172856.08440226,17.4401745988,
,Miscellaneous mental disorders,213,117.0792841124,3.8873239437,828,455.1251044369,4073.2781917304,867608.254838568,4.7689649468,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Bradford, Florida",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,779765.904790376,3841.3460846034,5.5262434443,4309176.21940058,21228.2136171504,10483.9359065249,8174961880.81782,402.7216068277,
"Bradford, Florida",,1303,5298.4710474951,5.4190330008,7061,28712.5894599869,10564.3255831508,13765316.2348455,559.7477323864,
Age group,<1,15,5000,9.8,147,49000,4657.7054181829,69865.5812727431,232.8852709091,
,1-17,*,*,*,*,*,*,*,*,
,18-44,275,3239.4863941571,4.5454545455,1250,14724.9381552597,9135.7262059288,2512324.70663043,295.9506074485,
,45-64,513,7799.9087729968,5.5282651072,2836,43119.9635091987,11294.8982651106,5794282.81000175,880.9917606814,
,65-84,463,10739.9675249362,5.8574514039,2712,62908.8378566458,11228.3483796109,5198725.29975987,1205.9209695569,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,515,3915.7542579075,5.9844660194,3082,23433.6982968369,11683.7476132665,6017130.02083228,457.5068446497,
,Female,788,6888.1118881119,5.0494923858,3979,34781.4685314685,9832.7236218442,7748186.21401322,677.2890047214,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,747,†,6.0147255689,4493,†,11264.8037807618,8414808.42422907,†,
,Medicaid,270,†,5.2740740741,1424,†,10086.7727673195,2723428.64717627,†,
,Private insurance,197,†,3.9340101523,775,†,8899.5282239774,1753207.06012354,†,
,Other,20,†,4.2,84,†,9118.1855108169,182363.710216338,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,17,62.962962963,2.8235294118,48,177.7777777778,4394.2492942475,74702.2380022076,†,
,Neonatal birth hospitalization,13,46.4285714286,10.2307692308,133,475,4678.0779650673,60815.0135458742,†,
,Nonmaternal/nonneonatal hospitalization,1273,374.1916519694,5.4045561665,6880,2022.3398001176,10706.833451137,13629798.9832974,†,
Type of substance use disorder,Alcohol-related disorders,175,711.6135328562,6.3828571429,1117,4542.1275211451,11986.0596392513,2097560.43686899,85.2944224491,
,Cannabis-related disorders,82,333.4417696812,3.7926829268,311,1264.6389069616,7280.5184348674,597002.511659126,24.2762895112,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,162,658.7508132726,6.7222222222,1089,4428.2693558881,10995.4859700428,1781268.72714694,72.4328532509,
,Sedative-related disorders,20,81.3272608979,4.45,89,361.9063109954,4747.105808405,94942.1161680992,3.8606911259,
,Stimulant-related disorders,62,252.1145087833,5.1451612903,319,1297.1698113207,11330.7926613991,702509.145006748,28.5665722595,
,Miscellaneous substances and addictive disorders,48,195.1854261548,5.1666666667,248,1008.4580351334,5502.9916303223,264143.598255468,10.7410376649,
