,Sedative-related disorders,597.9794388195,28.6304840308,6.1555810494,3680.9109015512,176.2372649359,10372.1159665654,6202312.08505772,2.9695870055,
,Stimulant-related disorders,5423.3654355877,259.6637399491,5.464221003,29634.4673199346,1418.8600615402,9523.9558710949,51651893.081359,24.730260006,
,Miscellaneous substances and addictive disorders,3423.0946841547,163.8933570758,5.3873667744,18441.4665670468,882.9536264554,8348.8233382712,28578812.7881832,13.6831668454,
Type of mental disorder,Anxiety disorders,22095.1636231333,1057.8879275812,5.7971712245,128089.44675567,6132.757452473,12037.7025335658,265975007.125744,127.3454018607,
,Bipolar disorders,5822.7415850649,278.7853547197,5.8526414843,34078.4189529816,1631.6307322417,9158.1717942133,53325667.7493336,25.5316417223,
,Depressive disorders,25900.2955485699,1240.0727348735,5.632673335,145887.904104739,6984.924627168,11705.8707071831,303185510.969391,145.1613110193,
,"Disruptive, impulse-control, and conduct disorders",819,39.2126633442,12.3882783883,10146,485.7773898538,12119.9222772303,9926216.34505164,4.7525443201,
,Eating disorders,256.1083916084,12.2621393648,8.1041544364,2075.5419580419,99.3742711324,9548.0366015406,2445332.29703862,1.1707935547,
,Obsessive-compulsive disorders,356,17.0448206966,7.1797752809,2556,122.377982305,9486.6829084921,3377259.11542318,1.6169880918,
,Personality disorders,1741.5776443203,83.3844906649,6.0484540271,10533.8523162227,504.347258356,6353.7679655982,11065580.2460846,5.2980570561,
,Schizophrenia and related disorders,4784.1463679931,229.058755699,7.8397321222,37506.4259582997,1795.7592849171,9032.7804941348,43214143.9938938,20.6903746049,
,Somatic symptom disorders,234.1593328602,11.2112467501,5.4371496421,1273.1593328602,60.9572262552,9713.3941595811,2274481.89621551,1.088992587,
,Suicidal ideation or attempt,5241.0585375652,250.9351208801,6.5325122272,34237.2789803721,1639.2367453955,7057.4440996698,36988477.6519633,17.7096058826,
,Trauma- and stressor-related disorders,6559.5962283832,314.0650043681,6.290544194,41263.4299691843,1975.6397897542,10395.0441598249,68187292.4646642,32.6471958946,
,Miscellaneous mental disorders,2735,130.9482713631,5.4570383912,14925,714.5897440931,6819.3224202295,18650846.8193275,8.929784828,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Bernalillo, New Mexico",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,62101.1049555963,2973.3207837935,5.8040085251,360435.342579676,17257.179176959,12446.7913764617,772959497.63006,370.0830349117,
"Bernalillo, New Mexico",,21764,3226.04074796,6.0441095387,131544,19498.5436569404,12438.6958566446,270715776.624013,401.2773968502,
Age group,<1,307,3597.3752050621,12.006514658,3686,43191.9381298336,19604.4122848354,6018554.57144447,705.2442666328,
,1-17,1100,746.0307771606,10.3327272727,11366,7708.5325574613,11408.3624955384,12549198.7450923,85.1098953868,
,45-64,7328,4287.1852475896,6.0612718341,44417,25985.7951886174,13974.4388150398,102404687.636611,599.1100793118,
,65-84,5656,5700.1189204442,5.6580622348,32002,32251.6275976054,13536.2173830124,76560845.5183182,771.5804881616,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,9971,3012.3321027413,6.4838030288,64650,19531.3680114559,13591.4265625696,135520114.255381,409.4189055648,
,Female,11756,3421.1315110191,5.6759101735,66726,19418.0351483722,11461.6896882147,134743623.974653,392.1194776187,
,Missing,37,†,4.5405405405,168,†,12217.2538913089,452038.39397843,†,
Payer,Medicare,8308,†,5.7679345209,47920,†,13122.900190279,109025054.780838,†,
,Medicaid,8860,†,6.4274266366,56947,†,11772.8487325604,104307439.770485,†,
,Private insurance,3473,†,5.6331701699,19564,†,12439.373866047,43201945.4367815,†,
,Uninsured,493,†,5.6227180527,2772,†,10903.448710198,5375400.21412763,†,
,Other,500,†,6.884,3442,†,14106.5994785731,7053299.73928655,†,
,Missing,130,†,6.9153846154,899,†,13481.8206345628,1752636.68249317,†,
Type of stay,Maternal delivery hospitalization,948,132.6987681971,3.0379746835,2880,403.1354983203,4579.2859184572,4341163.05069743,†,
,Neonatal birth hospitalization,280,38.5993934381,11.5678571429,3239,446.5122690929,16320.9928869372,4569878.00834243,†,
,Nonmaternal/nonneonatal hospitalization,20536,428.5207520397,6.1075671991,125425,2617.2192892765,12748.5749690773,261804735.564973,†,
Type of substance use disorder,Alcohol-related disorders,4918,728.9867854469,5.8629524197,28834,4274.0148376529,13267.5367727233,65249745.8482533,96.7185898275,
,Cannabis-related disorders,2504,371.1636662788,5.5275559105,13841,2051.6279173183,9926.6774920875,24856400.4401872,36.8442201193,
,Neonatal abstinence syndrome,105,15.5639716291,20.9333333333,2198,325.8058061026,29770.9849490978,3125953.41965527,4.6335476512,
,Opioid-related disorders,3110,460.9900168239,6.1469453376,19117,2833.6804346054,13511.7483424714,42021537.3450863,62.2878109572,
,Sedative-related disorders,178,26.3846376189,6.6853932584,1190,176.3916784632,12695.3439735107,2259771.2272849,3.3496205019,
,Stimulant-related disorders,1935,286.8217628792,5.6645994832,10961,1624.7304097771,9744.9365461772,18856452.2168527,27.9505987932,
,Miscellaneous substances and addictive disorders,1148,170.1660898115,5.6541811847,6491,962.149903281,8860.4484847035,10171794.8604395,15.0774787262,
Type of mental disorder,Anxiety disorders,8093,1199.6116418508,6.0836525392,49235,7298.0204110371,11604.7441247232,93917194.2013856,139.2118615272,
,Bipolar disorders,1824,270.3684214427,7.2384868421,13203,1957.0582611338,10455.5515549515,19070926.0362315,28.2685096923,
,Depressive disorders,9667,1432.9229879861,5.7857660081,55931,8290.5571160702,11340.2202072458,109625908.743446,162.4966222379,
,"Disruptive, impulse-control, and conduct disorders",422,62.5523431189,12.2109004739,5153,763.8204362359,11182.9428008148,4719201.86194387,6.9951927516,
,Eating disorders,103,15.2675150266,8.359223301,861,127.6245673586,8408.7401866987,866100.239229965,1.2838056716,
,Obsessive-compulsive disorders,147,21.7895602807,8.2448979592,1212,179.6527010902,10306.6304443133,1515074.67531406,2.2457694536,
,Personality disorders,645,95.6072542931,6.4589147287,4166,617.5191029223,6966.3560298052,4493299.63922437,6.6603417244,
,Schizophrenia and related disorders,1974,292.6026666271,8.930597771,17629,2613.1167223758,9303.4456100261,18365001.6341915,27.2221299431,
,Somatic symptom disorders,80,11.8582640984,6.2625,501,74.262378916,9797.1965187052,783775.721496414,1.1617774374,
,Suicidal ideation or attempt,2004,297.049515664,7.378243513,14786,2191.7036619802,7340.2611380648,14709883.3206818,21.8042101591,
,Trauma- and stressor-related disorders,2613,387.3205511128,6.9778032912,18233,2702.6466163185,10790.0790529245,28194476.5652919,41.7921936533,
,Miscellaneous mental disorders,1227,181.8761256087,5.4091279544,6637,983.7912352605,6141.4863010064,7535603.69133486,11.1698973391,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Catron, New Mexico",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,62101.1049555963,2973.3207837935,5.8040085251,360435.342579676,17257.179176959,12446.7913764617,772959497.63006,370.0830349117,
"Catron, New Mexico",,89,2550.1432664756,6.9438202247,618,17707.7363896848,15643.1760544623,1392242.66884714,398.9234008158,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,*,*,*,*,*,*,*,*,
,45-64,41,3537.5323554789,10.2926829268,422,36410.6988783434,20808.0879136784,853131.604460816,736.0928425029,
,65-84,40,3384.0947546531,3.925,157,13282.5719120135,12357.8511219951,494314.044879805,418.2013916073,
Sex,Male,54,2963.7760702525,8.0185185185,433,23765.0933040614,16770.6962598476,905617.598031772,497.0458825641,
,Female,35,2098.3213429257,5.2857142857,185,11091.1270983213,13903.5734518679,486625.070815377,291.7416491699,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,41,†,4.1219512195,169,†,12759.1602266224,523125.569291521,†,
,Medicaid,31,†,11.6774193548,362,†,18178.686863663,563539.292773555,†,
,Private insurance,11,†,5.1818181818,57,†,16474.4774300953,181219.251731048,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,88,327.1375464684,7,616,2289.9628252788,15683.6147814469,1380158.10076733,†,
Type of substance use disorder,Alcohol-related disorders,24,687.6790830946,12.75,306,8767.9083094556,19988.8589187561,479732.614050147,137.4592017336,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,21,601.7191977077,4.0476190476,85,2435.5300859599,10805.950867277,226924.968212818,65.0214808633,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,45,1289.3982808023,4.7777777778,215,6160.4584527221,13893.6808573071,625215.638578821,179.1448821143,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Chaves, New Mexico",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,62101.1049555963,2973.3207837935,5.8040085251,360435.342579676,17257.179176959,12446.7913764617,772959497.63006,370.0830349117,
"Chaves, New Mexico",,2455,3717.2751086413,5.1242362525,12580,19048.1958723861,9972.3788520452,24482190.0817709,370.7007568065,
Age group,<1,19,1934.8268839104,10.5263157895,200,20366.598778004,19690.4960271591,374119.424516024,380.9770107088,
,1-17,43,254.6035881343,9.0930232558,391,2315.1163479188,12228.8725000192,525841.517500825,31.1351481734,
,18-44,891,3919.0675170442,4.861952862,4332,19054.3215306795,7233.4014483878,6444960.69051357,283.4818865412,
,45-64,907,5872.0704389486,5.1764057332,4695,30396.2190858474,10981.1203680369,9959876.17380949,644.8191229969,
,65-84,595,5955.3598238414,4.9781512605,2962,29646.6820138124,12062.8441603882,7177392.27543102,718.3857747404,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1161,3529.1971912332,5.645994832,6555,19925.8291029577,10069.4242388163,11690601.5412658,355.3698374097,
,Female,1290,3891.8723224522,4.6565891473,6007,18122.8504193567,9880.5485996745,12745907.69358,384.5383362572,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,922,†,5.1030368764,4705,†,10879.6610138048,10031047.4547281,†,
,Medicaid,944,†,5.2637711864,4969,†,8604.9657268044,8123087.64610335,†,
,Private insurance,453,†,4.7086092715,2133,†,11041.1771880072,5001653.2661673,†,
,Uninsured,65,†,5.2769230769,343,†,8667.5995051967,563393.967837787,†,
,Other,35,†,6.1428571429,215,†,13110.919930215,458882.197557527,†,
,Missing,36,†,5.9722222222,215,†,8447.9319271351,304125.549376863,†,
Type of stay,Maternal delivery hospitalization,52,59.6330275229,4.9615384615,258,295.871559633,14181.2729981517,737426.195903892,†,
,Neonatal birth hospitalization,18,20.5245153934,8.8333333333,159,181.2998859749,16012.660021777,288227.880391986,†,
,Nonmaternal/nonneonatal hospitalization,2385,381.4779270633,5.0997903564,12163,1945.4574536148,9835.0255788155,23456536.005475,†,
Type of substance use disorder,Alcohol-related disorders,648,981.1789288797,5.0601851852,3279,4964.9470799328,9292.8724246029,6021781.33114265,91.1797061179,
,Cannabis-related disorders,258,390.6545735354,5.4341085271,1402,2122.8593492119,8611.3196557159,2221720.47117469,33.6405140768,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,183,277.0921975077,4.7431693989,868,1314.2952318944,8789.5679743643,1608490.93930866,24.3552070516,
,Sedative-related disorders,112,169.5864815348,5.0714285714,568,860.0457277834,5346.7408878062,598834.979434299,9.0673497484,
,Stimulant-related disorders,422,638.9776357827,5.2393364929,2211,3347.8188452978,6081.1707827386,2566254.0703157,38.8573212955,
,Miscellaneous substances and addictive disorders,142,215.0114319459,4.7605633803,676,1023.5755492634,7725.7009813928,1097049.53935777,16.6111403079,
Type of mental disorder,Anxiety disorders,925,1400.6026376755,5.3210810811,4922,7452.7201974471,9589.0508431577,8869872.02992089,134.3044990373,
,Bipolar disorders,430,651.0909558924,4.7604651163,2047,3099.4957830504,6359.5197276466,2734593.48288804,41.4062577849,
,Depressive disorders,1090,1650.4398649365,5.0055045872,5456,8261.2843147646,9558.0902715202,10418318.3959569,157.7505321678,
,"Disruptive, impulse-control, and conduct disorders",21,31.7974652878,7.380952381,155,234.695577124,6764.7927653809,142060.648072999,2.1510326314,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,217,328.5738079736,5.1889400922,1126,1704.9498054298,4363.7847406398,946941.288718834,14.3382536941,
,Schizophrenia and related disorders,356,539.0427448783,6.845505618,2437,3690.0201383947,6619.5649820794,2356565.13362027,35.6822847784,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,540,817.6491073997,5.7962962963,3130,4739.336492891,4824.9646439306,2605480.9077225,39.4512803435,
,Trauma- and stressor-related disorders,211,319.4888178914,6.1611374408,1300,1968.4145178142,7888.0007681754,1664368.16208501,25.2012804095,
,Miscellaneous mental disorders,116,175.6431415896,7.4310344828,862,1305.2102418121,9721.1779412061,1127656.64117991,17.0745823354,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Cibola, New Mexico",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,62101.1049555963,2973.3207837935,5.8040085251,360435.342579676,17257.179176959,12446.7913764617,772959497.63006,370.0830349117,
"Cibola, New Mexico",,594,2162.9100972217,5.4478114478,3236,11783.1263882314,13517.0237638196,8029112.11570888,292.3610718315,
Age group,<1,11,2849.7409326425,4.8181818182,53,13730.5699481865,8383.0886774063,92213.9754514692,238.8963094598,
,1-17,14,219.8147275867,8.8571428571,124,1946.9304443398,10291.6300244116,144082.820341763,22.6225185024,
,18-44,193,1946.9383637647,5.1502590674,994,10027.2369615656,10769.6692791129,2078546.1708688,209.6788228456,
,45-64,218,3203.5268185158,5.8256880734,1270,18662.7479794268,16835.9115722918,3670228.72275961,539.34294236,
,65-84,158,3959.8997493734,5.0316455696,795,19924.8120300751,12936.9647233369,2044040.42628723,512.2908336559,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,280,2000.428663285,5.7642857143,1614,11531.0423662213,13489.8997855227,3777171.93994636,269.855821958,
,Female,314,2331.7986038913,5.1656050955,1622,12045.1507500371,13541.210750836,4251940.17576252,315.753763238,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,228,†,5.1754385965,1180,†,13258.7502408843,3022995.05492163,†,
,Medicaid,269,†,5.7918215613,1558,†,12961.8207544547,3486729.78294831,†,
,Private insurance,64,†,5.46875,350,†,18400.6173518367,1177639.51051754,†,
,Other,11,†,4.6363636364,51,†,9605.0290169371,105655.319186308,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,22,75.3424657534,3.6818181818,81,277.397260274,6411.3264612264,141049.18214698,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,562,302.8017241379,5.5391459075,3113,1677.2629310345,13905.6120703904,7814953.98355945,†,
Type of substance use disorder,Alcohol-related disorders,168,611.7321487092,6.0178571429,1011,3681.3166806248,14255.517450473,2394926.93167947,87.2055832094,
,Cannabis-related disorders,56,203.9107162364,5.0357142857,282,1026.8361067618,10965.9818595497,614094.984134787,22.3608121522,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,51,185.7044022867,5.2941176471,270,983.1409532826,13642.3330588786,695758.986002809,25.334413065,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,39,142.0092488075,4.3076923077,168,611.7321487092,10783.2465079224,420546.613808975,15.313207363,
,Miscellaneous substances and addictive disorders,31,112.879146488,4.3548387097,135,491.5704766413,8915.1100854241,276368.412648148,10.0633001729,
Type of mental disorder,Anxiety disorders,175,637.2209882387,5.0285714286,880,3204.3112551433,13937.98970601,2439148.19855175,88.8157957452,
,Bipolar disorders,33,120.1616720679,5.3636363636,177,644.5035138186,13995.6933661294,461857.881082272,16.8174591662,
,Depressive disorders,238,866.6205440047,5.268907563,1254,4566.1435385792,12868.3782377315,3062674.02058011,111.5200094884,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,26,94.6728325383,7.5384615385,196,713.6875068274,15902.318290228,413460.27554593,15.0551751646,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,20,72.8252557987,4.55,91,331.3549138841,7121.9815911113,142439.631822226,5.1866013117,
,Trauma- and stressor-related disorders,53,192.9869278666,5.0754716981,269,979.4996904927,10418.3588963622,552173.0215072,20.1060707682,
,Miscellaneous mental disorders,19,69.1839930088,3.7368421053,71,258.5296580854,5979.5006876455,113610.513065265,4.1368573377,
,,,,,,,,,,
