,Opioid-related disorders,32754.006012932,324.6373799242,5.9410165433,194592.091583171,1928.6760447131,10636.777284696,348397067.141153,34.5309550854,
,Sedative-related disorders,6693.4031489453,66.340857976,6.0743776858,40658.2587299356,402.9794273456,7431.768253382,49743821.0294185,4.9302988221,
,Stimulant-related disorders,22721.4965658187,225.2013726251,5.6769064675,128987.810806114,1278.4471287488,8090.8227414386,183835601.134244,18.2206438704,
,Miscellaneous substances and addictive disorders,13816.756421122,136.9431147394,5.4647895804,75505.666525552,748.3653065402,7782.6487887531,107530962.625342,10.6578016605,
Type of mental disorder,Anxiety disorders,150101.696056514,1487.7148557256,5.4986566671,825357.69176257,8180.4332101637,11508.5226954911,1727448775.69811,171.2140018154,
,Bipolar disorders,34602.430142067,342.9578127297,5.8847513692,203626.698156998,2018.2214580471,8520.7369246966,294838204.195744,29.2225329854,
,Depressive disorders,147272.110387108,1459.669758658,5.4996328052,809942.529572322,8027.6476894377,10827.383615398,1594571635.01047,158.0440442879,
,"Disruptive, impulse-control, and conduct disorders",2794.4591800143,27.6969451049,8.5684463809,23944.173647675,237.3197890469,7057.6232137909,19722239.9788601,1.9547460272,
,Eating disorders,1021.9864970648,10.1292958972,8.3912727696,8575.7674637276,84.9976848378,9911.7185972194,10129642.5690643,1.0039873052,
,Obsessive-compulsive disorders,1835.2106199215,18.1894687027,6.8087311462,12495.4557077324,123.8472020893,8966.4477863612,16455320.2005014,1.6309492138,
,Personality disorders,9989.886231437,99.013552438,6.8771685487,68702.1313960062,680.9328887221,6302.966026654,62965913.5268858,6.2407905719,
,Schizophrenia and related disorders,25719.9440850204,254.9201235495,8.6869703207,223428.390916005,2214.4835474175,9039.8438150388,232504277.460115,23.044381022,
,Somatic symptom disorders,1565.8834813525,15.5200652541,6.2673707226,9813.9722861006,97.2700025869,9228.7507133381,14451148.2955364,1.4323081328,
,Suicidal ideation or attempt,26888.0259073278,266.4974256414,6.546309712,176017.345133703,1744.5746856998,5581.6966555242,150075222.583924,14.874524671,
,Trauma- and stressor-related disorders,22648.5369287485,224.4782419824,6.3683692237,144234.245539934,1429.5603276418,9526.3346784297,215748016.425353,21.3836044203,
,Miscellaneous mental disorders,14857.8354326068,147.2616437904,4.8468249494,72013.3274691285,713.7514092161,5894.6503569011,87581744.9355942,8.6805590113,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Alamance, North Carolina",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,331606.29896659,3286.6758350222,5.7007169182,1890393.63870084,18736.4085373533,11092.248921483,3678248519.82023,364.565165468,
"Alamance, North Carolina",,5825,3540.7966640529,5.2696995708,30696,18658.9346609041,11112.5051821234,64730342.6858692,393.4712127813,
Age group,<1,49,2576.2355415352,8.693877551,426,22397.476340694,9265.4696825998,454008.014447387,238.7003230533,
,1-17,146,418.0147164085,8.4794520548,1238,3544.5357459845,12032.3146574208,1756717.93998343,50.2968459926,
,45-64,2302,5200.6144948491,5.3944396177,12418,28054.4008675221,12018.8309775803,27667348.9103899,625.0530659315,
,65-84,1797,6608.318317214,5.2749026155,9479,34858.2355753318,12221.1071586835,21961329.5641543,807.6096629336,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,2417,3071.858874965,5.4931733554,13277,16874.2533235047,11498.8631346848,27792752.1965332,353.2288477229,
,Female,3399,3960.1999324238,5.1117975875,17375,20243.7404606834,10843.7758262598,36857994.033457,429.4352029437,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1639,†,5.4209884076,8885,†,11737.2150672984,19237295.495302,†,
,Medicaid,1206,†,5.9618573798,7190,†,10650.8389005204,12844911.7140276,†,
,Private insurance,2429,†,4.9983532318,12141,†,11281.8893607444,27403709.2572482,†,
,Uninsured,417,†,4.376498801,1825,†,9603.7743030436,4004773.88436918,†,
,Other,117,†,4.905982906,574,†,9101.6878433964,1064897.47767737,†,
,Missing,17,†,4.7647058824,81,†,10279.6974849806,174754.857244671,†,
Type of stay,Maternal delivery hospitalization,290,160.3095632946,2.9172413793,846,467.6616915423,4877.3727273871,1414438.09094225,†,
,Neonatal birth hospitalization,44,23.4917245061,7.75,341,182.0608649226,8572.5279736945,377191.230842558,†,
,Nonmaternal/nonneonatal hospitalization,5491,389.8473553426,5.3740666545,29509,2095.0656727014,11462.1586895072,62938713.3640844,†,
Type of substance use disorder,Alcohol-related disorders,887,539.1736722772,5.0033821871,4438,2697.6919476509,9512.2439939641,8437360.42264616,51.2875152582,
,Cannabis-related disorders,507,308.1860787425,5.2189349112,2646,1608.403085508,8458.7498850069,4288586.19169848,26.0686895812,
,Neonatal abstinence syndrome,16,9.725793412,15.75,252,153.1812462389,15748.2717116149,251972.347385838,1.5316443726,
,Opioid-related disorders,347,210.9281446225,6.0547550432,2101,1277.118247412,12477.5503399416,4329709.96795973,26.3186654264,
,Sedative-related disorders,77,46.8053807952,5.5194805195,425,258.341387506,8192.670989393,630835.666183261,3.8346108539,
,Stimulant-related disorders,367,223.0853863875,5.5367847411,2032,1235.1757633228,9242.055445526,3391834.34850803,20.6176751008,
,Miscellaneous substances and addictive disorders,207,125.8274522676,4.3574879227,902,548.291603601,8029.8990402175,1662189.10132502,10.103817382,
Type of mental disorder,Anxiety disorders,2639,1604.1480508902,5.2569154983,13873,8432.8707502842,11443.31491547,30198908.0619253,183.5677131737,
,Bipolar disorders,541,328.8533897429,5.1109057301,2765,1680.7386740096,8368.9752015581,4527615.58404292,27.5216586371,
,Depressive disorders,3004,1826.0177131012,5.0379494008,15134,9199.3848435667,10447.9794041481,31385730.1300609,190.7819545809,
,"Disruptive, impulse-control, and conduct disorders",54,32.8245527655,9.6296296296,520,316.0882858897,8088.9323201384,436802.345287472,2.6551558576,
,Eating disorders,22,13.3729659415,6.1818181818,136,82.6692440019,8119.4681471434,178628.299237155,1.0858137099,
,Obsessive-compulsive disorders,41,24.9223456182,7.5365853659,309,187.8293852691,7893.597222142,323637.48610782,1.9672695814,
,Personality disorders,104,63.2176571779,6.4615384615,672,408.4833233036,6670.3985928175,693721.453653016,4.2168697148,
,Schizophrenia and related disorders,490,297.8524232422,8.2142857143,4025,2446.6449052039,9452.0199725199,4631489.78653473,28.1530705335,
,Somatic symptom disorders,29,17.6280005592,3.6896551724,107,65.0412434427,6584.8726530016,190961.306937045,1.1607813881,
,Suicidal ideation or attempt,632,384.1688397736,5.8132911392,3674,2233.2853122284,5624.9969467348,3554998.07033636,21.6094855076,
,Trauma- and stressor-related disorders,377,229.16400727,5.575596817,2102,1277.7261095003,9769.4242919189,3683072.95805344,22.3880041946,
,Miscellaneous mental disorders,325,197.5551786811,4.2923076923,1395,847.9676131079,6178.0783102078,2007875.45081752,12.2051136448,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Alexander, North Carolina",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,331606.29896659,3286.6758350222,5.7007169182,1890393.63870084,18736.4085373533,11092.248921483,3678248519.82023,364.565165468,
"Alexander, North Carolina",,1238,3394.4778042828,5.746365105,7114,19505.9088042554,11294.8558857691,13983031.5865821,383.4013760682,
Age group,<1,14,3794.0379403794,15.7142857143,220,59620.596205962,6031.1852941615,84436.5941182608,228.8254583151,
,1-17,13,179.2361781332,5.2307692308,68,937.5430856197,3865.5220602168,50251.7867828179,6.9284140056,
,18-44,350,2972.1467391304,5.3628571429,1877,15939.1983695652,8274.1031714701,2895936.11001453,245.9184876031,
,45-64,503,4841.1934552454,5.9960238569,3016,29027.9114533205,12956.6037739481,6517171.6982959,627.2542539265,
,65-84,358,5356.8756546461,5.3994413408,1933,28924.1358671255,12388.9256909794,4435235.39737064,663.6593442123,
Sex,Male,534,2874.8317631225,6.2790262172,3353,18051.1440107671,11628.9618692692,6209865.63818979,334.3130895392,
,Female,703,3928.2521233795,5.3456614509,3758,20999.1059454626,11054.6986177969,7771453.12831126,434.2564331868,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,478,†,5.6945606695,2722,†,11684.4178560098,5585151.73517269,†,
,Medicaid,241,†,7.0622406639,1702,†,9383.5002875591,2261423.56930173,†,
,Private insurance,358,†,5.2541899441,1881,†,12588.3081821109,4506614.32919573,†,
,Uninsured,86,†,4.6511627907,400,†,10941.8813950337,941001.7999729,†,
,Other,64,†,5.359375,343,†,8695.1683874855,556490.77679907,†,
,Missing,11,†,6,66,†,12031.7614672754,132349.376140029,†,
Type of stay,Maternal delivery hospitalization,30,93.1677018634,2.1,63,195.652173913,3754.7715116341,112643.145349022,†,
,Neonatal birth hospitalization,14,37.8378378378,15.7142857143,220,594.5945945946,6031.1852941615,84436.5941182608,†,
,Nonmaternal/nonneonatal hospitalization,1194,367.1586715867,5.7211055276,6831,2100.5535055351,11546.0233225417,13785951.8471148,†,
Type of substance use disorder,Alcohol-related disorders,187,512.7361465274,5.0748663102,949,2602.0673960133,9721.5872604672,1817936.81770736,49.8460919006,
,Cannabis-related disorders,86,235.8037893121,5.4302325581,467,1280.469414055,7939.6860055043,682812.996473368,18.7220804605,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,192,526.4456691618,5.1197916667,983,2695.2921499273,9050.1586860887,1737630.46772903,47.6441684552,
,Sedative-related disorders,51,139.8371308711,5.6862745098,290,795.1523127965,4658.5945902378,237588.324102127,6.5144450139,
,Stimulant-related disorders,73,200.1590304626,5.095890411,372,1019.988484001,6457.4348230718,471392.742084238,12.9251389346,
,Miscellaneous substances and addictive disorders,55,150.8047489786,6.0181818182,331,907.5703983987,9585.4211336905,527198.162352975,14.4552702792,
Type of mental disorder,Anxiety disorders,605,1658.852238765,5.1950413223,3143,8617.8059279976,11260.1092667051,6812366.1063566,186.7885746581,
,Bipolar disorders,100,274.1904526884,6.79,679,1861.7531737545,7652.6955920066,765269.559200663,20.9829606866,
,Depressive disorders,532,1458.6932083025,5.3308270677,2836,7776.0412382441,11853.5822122574,6306105.73692093,172.9073986708,
,"Disruptive, impulse-control, and conduct disorders",12,32.9028543226,7.75,93,254.9971210002,5169.3907645022,62032.6891740266,1.7008771126,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,55,150.8047489786,6.2363636364,343,940.4732527213,5839.2943532079,321161.189426435,8.8059331915,
,Schizophrenia and related disorders,100,274.1904526884,10.66,1066,2922.8702256587,9459.6977308482,945969.773084822,25.9375880312,
,Somatic symptom disorders,15,41.1285679033,9.1333333333,137,375.6409201832,8573.6185985421,128604.278978131,3.5262065471,
,Suicidal ideation or attempt,107,293.3837843766,5.6168224299,601,1647.8846206575,5253.1880500877,562091.121359386,15.4120019018,
,Trauma- and stressor-related disorders,71,194.6752214088,5.2253521127,371,1017.2465794741,7655.9448761851,543572.086209139,14.9042276386,
,Miscellaneous mental disorders,42,115.1599901291,3.380952381,142,389.3504428176,3732.078350615,156747.290725828,4.2978610602,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Alleghany, North Carolina",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,331606.29896659,3286.6758350222,5.7007169182,1890393.63870084,18736.4085373533,11092.248921483,3678248519.82023,364.565165468,
"Alleghany, North Carolina",,319,3154.3557796895,5.8526645768,1867,18461.386334421,12181.1875499885,3885798.82844635,384.2379935179,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,64,2313.8105567607,8.640625,553,19992.7693420101,13539.0326935351,866498.092386251,313.2675677463,
,45-64,130,4310.3448275862,5.3153846154,691,22911.1405835543,12492.1646949011,1623981.41033715,538.4553747802,
,65-84,120,4758.1284694687,4.925,591,23433.7827121332,11290.5389033393,1354864.66840072,537.2183459162,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,143,2853.7218120136,5.4545454545,780,15565.7553382558,12539.0900896788,1793089.88282407,357.8307489172,
,Female,175,3430.0274402195,6.1714285714,1080,21168.1693453547,11859.2803009924,2075374.05267368,406.7765685366,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,130,†,6.0769230769,790,†,12596.7319908037,1637575.15880449,†,
,Medicaid,57,†,9.701754386,553,†,15853.1581325104,903630.013553094,†,
,Private insurance,112,†,4.0535714286,454,†,10879.8537539356,1218543.62044079,†,
,Uninsured,13,†,2.6153846154,34,†,5813.5855627639,75576.6123159308,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,309,293.1688804554,5.9449838188,1837,1742.8842504744,12445.5581118087,3845677.45654889,†,
Type of substance use disorder,Alcohol-related disorders,39,385.642242658,6.1282051282,239,2363.2947691091,11768.0955819794,458955.727697197,45.3827477205,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,40,395.5305052902,5,200,1977.6525264511,12530.5624046083,501222.496184334,49.5621967947,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,152,1503.0159201028,5.4671052632,831,8217.1462474043,13481.631071518,2049207.92287073,202.6310612944,
,Bipolar disorders,31,306.5361415999,4.8387096774,150,1483.2393948383,7866.4258120587,243859.200173818,24.1134381661,
,Depressive disorders,133,1315.13893009,5.4586466165,726,7178.8786710175,12024.1900458071,1599217.27609234,158.1348043204,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,18,177.9887273806,14.2222222222,256,2531.3952338574,25751.1580620329,463520.845116593,45.8341585204,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,13,128.5474142193,10.4615384615,136,1344.8037179867,14003.1272288555,182040.653975122,18.0006579625,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Anson, North Carolina",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,331606.29896659,3286.6758350222,5.7007169182,1890393.63870084,18736.4085373533,11092.248921483,3678248519.82023,364.565165468,
"Anson, North Carolina",,889,3470.2162541963,5.2890888639,4702,18354.2821453665,10811.2211284372,9611175.5831807,375.1727528761,
Age group,<1,22,8396.9465648855,5.6363636364,124,47328.2442748091,4427.820378589,97412.0483289587,371.8017111792,
,1-17,11,220.8835341365,4.3636363636,48,963.8554216867,3672.6505744187,40399.1563186058,8.1122803853,
,18-44,267,2947.9960251739,4.7116104869,1258,13889.8089875234,8338.2814219026,2226321.139648,245.8122048855,
,45-64,345,4920.838682071,5.4115942029,1867,26629.5820852945,12285.9476408981,4238651.93610987,604.5716639723,
,65-84,244,5663.8811513463,5.7581967213,1405,32613.7418755803,12329.4725523576,3008391.30277527,698.3266719534,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,409,3086.7924528302,5.4474327628,2228,16815.0943396226,11435.0018305961,4676915.74871382,352.9747734878,
,Female,480,3880.9831824062,5.1541666667,2474,20003.234152652,10279.7079884726,4934259.83446688,398.9537382331,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,343,†,5.8017492711,1990,†,12344.486259224,4234158.78691385,†,
,Medicaid,196,†,4.6326530612,908,†,8923.9868421078,1749101.42105313,†,
,Private insurance,249,†,5.281124498,1315,†,10660.5794388353,2654484.28027,†,
,Other,30,†,4.7666666667,143,†,9198.7526412743,275962.57923823,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,22,84.6153846154,2.3636363636,52,200,4966.3294292985,109259.247444567,†,
,Neonatal birth hospitalization,18,69.2307692308,5.5,99,380.7692307692,4159.5127651189,74871.2297721412,†,
,Nonmaternal/nonneonatal hospitalization,849,313.5155096012,5.3604240283,4551,1680.576070901,11103.7044828786,9427045.10596399,†,
Type of substance use disorder,Alcohol-related disorders,190,741.6660160824,5.0736842105,964,3762.9791552814,10527.6391954934,2000251.44714375,78.0799222087,
,Cannabis-related disorders,130,507.4556952143,5.1538461538,670,2615.3485830275,9332.4098983819,1213213.28678965,47.3578455301,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,54,210.7892887813,5.7407407407,310,1210.0866578187,9680.9937129133,522773.660497319,20.4064977944,
,Sedative-related disorders,25,97.5876336951,6,150,585.5258021703,5355.6872829349,133892.182073372,5.2264884875,
,Stimulant-related disorders,90,351.3154813022,5.5444444444,499,1947.8491685534,8870.6491059466,798358.419535195,31.1639636012,
,Miscellaneous substances and addictive disorders,54,210.7892887813,4.1666666667,225,878.2887032555,5820.0423759099,314282.288299134,12.268025931,
Type of mental disorder,Anxiety disorders,314,1225.7006792099,5.576433121,1751,6835.0378640019,13254.7332861617,4161986.25185479,162.4633559159,
,Bipolar disorders,86,335.701459911,6.2906976744,541,2111.7963931611,8416.0869230319,723783.475380746,28.252926668,
,Depressive disorders,303,1182.7621203841,5.3597359736,1624,6339.292684831,10612.4694878565,3215578.25482053,125.5202691397,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,22,85.8771176517,5.7272727273,126,491.8416738231,5652.3053600148,124350.717920326,4.8540369241,
