,Opioid-related disorders,10096.9608048075,205.4630303444,6.0077506105,60660.0224389149,1234.3706459792,11638.0428486193,117508862.48718,23.9118755096,
,Sedative-related disorders,1961.9741486939,39.9242070798,6.3672370198,12492.3544315347,254.2068893064,9637.4098242357,18908348.9355186,3.8476594554,
,Stimulant-related disorders,8579.3833137819,174.5818497479,5.6661711765,48612.2544447402,989.2106449826,8732.5813493908,74920162.7152063,15.2455020505,
,Miscellaneous substances and addictive disorders,5381.4100115565,109.5062989621,5.3720750281,28909.3383389376,588.2760540717,8228.6084401272,44281515.8408787,9.0108445589,
Type of mental disorder,Anxiety disorders,59522.8770853443,1211.2308780032,4.884016918,290710.738693002,5915.6720997744,11013.8978345084,655578887.033985,133.4037314433,
,Bipolar disorders,10975.4876135329,223.3401701936,5.7832197043,63473.6562303672,1291.6252730147,9553.6558025379,104856030.924711,21.3371511291,
,Depressive disorders,58193.091826109,1184.1710810651,5.1664082783,300649.271347969,6117.9112760911,10857.7570227835,631846451.452425,128.5744187161,
,"Disruptive, impulse-control, and conduct disorders",1329.3669228552,27.0512842121,8.2409419736,10955.2356729071,222.9280635041,8416.6613289497,11188831.1715805,2.2768149773,
,Eating disorders,386.5156071936,7.865205131,6.8997859772,2666.8749664976,54.2682320709,9365.8855140312,3620060.92636182,0.736646108,
,Obsessive-compulsive disorders,576.4048773611,11.7292614181,6.0345673654,3478.3540621914,70.7810181741,9575.9333183366,5519614.66997389,1.1231862521,
,Personality disorders,2328.9571005408,47.3919422557,7.7655930612,18085.7330998455,368.0265379385,7961.9893963083,18543131.738963,3.7733414171,
,Schizophrenia and related disorders,9091.482071893,185.0025461051,9.0720644951,82478.5117124291,1678.3550300265,10243.4688193298,93128313.124932,18.9506781252,
,Somatic symptom disorders,542.2595223775,11.0344376743,5.4158601886,2936.8017591344,59.760971704,8967.8823916246,4862919.6224204,0.9895553932,
,Suicidal ideation or attempt,8316.4913177221,169.2322611729,6.9628934464,57906.8428931846,1178.3462022398,7471.8617531499,62139673.3972909,12.6448005966,
,Trauma- and stressor-related disorders,7743.619650208,157.5748970332,5.9146159834,45800.5365522755,931.9950045709,9977.8940704724,77265016.591804,15.7226563076,
,Miscellaneous mental disorders,5117.1820879077,104.1295255999,4.5914572169,23495.3226278391,478.1062618106,6034.5155200371,30879714.7283351,6.2837123833,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Abbeville, South Carolina",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,140958.433108451,2868.3628052976,5.4447993842,767490.389790312,15617.66003602,11226.7823116946,1582509643.50616,322.0248480604,
"Abbeville, South Carolina",,587,2931.7750474478,5.0408858603,2959,14778.7433822794,12624.3436927234,7410489.74762867,370.1173582873,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,12,295.5665024631,6.5833333333,79,1945.8128078818,13550.1958974161,162602.350768993,40.0498400909,
,45-64,214,3892.3244816297,5.4252336449,1161,21116.7697344488,13648.4080869558,2920759.33060855,531.2403293213,
,65-84,218,5471.8875502008,5.4082568807,1179,29593.3734939759,13637.8088950414,2973042.33911904,746.245567048,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,214,2211.4291619303,5.8457943925,1251,12927.560194275,16473.467040485,3525321.9466638,364.2990541143,
,Female,373,3605.6065732238,4.5790884718,1708,16510.3914934751,10415.9994663937,3885167.80096486,375.5599614272,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,317,†,5.4700315457,1734,†,13457.7322097486,4266101.11049031,†,
,Medicaid,89,†,4.4943820225,400,†,8379.5791554013,745782.544830716,†,
,Private insurance,115,†,4.5739130435,526,†,14898.3247899765,1713307.3508473,†,
,Uninsured,48,†,4.3958333333,211,†,10837.9097961061,520219.670213094,†,
,Other,18,†,4.8888888889,88,†,9171.0595137361,165079.07124725,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,23,133.7209302326,2.1739130435,50,290.6976744186,4691.9646196379,107915.186251671,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,563,329.62529274,5.163410302,2907,1701.9906323185,12969.3404118102,7301738.65184915,†,
Type of substance use disorder,Alcohol-related disorders,102,509.4396164219,5.5196078431,563,2811.9069024074,15722.3984684607,1603684.643783,80.0961264501,
,Cannabis-related disorders,30,149.8351813006,3.9,117,584.3572070722,7468.2953450494,224048.860351482,11.1901338703,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,29,144.8406752572,5.0344827586,146,729.1978823294,12570.4928282816,364544.292020167,18.2071866956,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,42,209.7692538208,4.2619047619,179,894.0165817601,8085.0474539629,339571.99306644,16.9599437152,
,Miscellaneous substances and addictive disorders,21,104.8846269104,4.0952380952,86,429.5275197283,8949.6116703901,187941.845078193,9.3867668104,
Type of mental disorder,Anxiety disorders,273,1363.5001498352,4.4285714286,1209,6038.3578064129,12360.701213489,3374471.43128251,168.5381795666,
,Bipolar disorders,21,104.8846269104,6.619047619,139,694.236340026,13883.1576525234,291546.310702991,14.5612981072,
,Depressive disorders,278,1388.4726800519,4.8561151079,1350,6742.5831585256,11661.8293677422,3241988.56423234,161.9213147654,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,11,54.9395664769,5.4545454545,60,299.6703626011,6442.9627991351,70872.5907904858,3.5397358301,
,Schizophrenia and related disorders,39,194.7857356907,6.641025641,259,1293.5770652282,9439.1998170099,368128.792863384,18.3862148069,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,18,89.9011087803,4.8888888889,88,439.516531815,6115.4912835247,110078.843103445,5.4978944713,
,Trauma- and stressor-related disorders,29,144.8406752572,3.5517241379,103,514.4341224653,7012.6995335776,203368.286473749,10.1572413582,
,Miscellaneous mental disorders,29,144.8406752572,3.724137931,108,539.406652682,6112.4774880843,177261.847154445,8.8533536687,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Aiken, South Carolina",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,140958.433108451,2868.3628052976,5.4447993842,767490.389790312,15617.66003602,11226.7823116946,1582509643.50616,322.0248480604,
"Aiken, South Carolina",,4957,3235.1751054026,6.2769820456,31115,20307.1360509587,12188.5664141067,60418723.7147272,394.3214663346,
Age group,<1,15,837.5209380234,21.6666666667,325,18146.286990508,34082.0424340548,511230.636510822,285.4442414912,
,1-17,256,804.2474317489,6.87109375,1759,5526.0595017436,6525.8270186257,1670611.71676818,52.4837961977,
,18-44,1372,2741.6421877186,5.3549562682,7347,14681.3740183442,9199.9621060993,12622348.0095682,252.2300423549,
,45-64,1836,4425.4826813219,6.4809368192,11899,28681.2736519873,13748.7207406023,25242651.2797459,608.4472552787,
,65-84,1478,5265.4079087994,6.6204330176,9785,34859.2803705023,13783.4114155168,20371882.0721339,725.752834775,
Sex,Male,2040,2745.0347166155,6.7004901961,13669,18393.0782065773,13357.7615558027,27249833.5738376,366.6751920695,
,Female,2914,3693.0017996097,5.9842141386,17438,22099.7135832509,11378.0737737182,33155706.9766149,420.1924692243,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,2045,†,6.6317848411,13562,†,13406.1493284738,27415575.3767289,†,
,Medicaid,756,†,6.7142857143,5076,†,11203.239506625,8469649.06700853,†,
,Private insurance,1267,†,5.454617206,6911,†,10957.4772201293,13883123.6379039,†,
,Uninsured,453,†,6.059602649,2745,†,11752.8742606627,5324052.04008022,†,
,Other,426,†,6.2488262911,2662,†,10978.3203936325,4676764.48768747,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,143,84.5153664303,3.2307692308,462,273.0496453901,6045.9556293501,864571.654997061,†,
,Neonatal birth hospitalization,13,7.5101097631,20.5384615385,267,154.2461005199,33565.1306857179,436346.698914333,†,
,Nonmaternal/nonneonatal hospitalization,4801,315.0262467192,6.3290981046,30386,1993.8320209974,12313.6441076475,59117805.3608158,†,
Type of substance use disorder,Alcohol-related disorders,841,548.8767931498,5.9560047562,5009,3269.1127905914,12325.8169932988,10366012.0913643,67.6535490423,
,Cannabis-related disorders,398,259.7538212528,5.4924623116,2186,1426.6880735142,8343.9907535819,3320908.31992558,21.6738348274,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,299,195.1416898357,6.3913043478,1911,1247.2099306888,11731.4118990001,3507692.15780105,22.8928754213,
,Sedative-related disorders,62,40.4641631097,7.1129032258,441,287.8176763128,9505.4745627931,589339.42289317,3.8463107314,
,Stimulant-related disorders,399,260.4064690449,5.7619047619,2299,1500.4372740207,9782.977692174,3903408.09917742,25.4755067756,
,Miscellaneous substances and addictive disorders,248,161.8566524389,5.8709677419,1456,950.2551852867,8115.7886104616,2012715.57539448,13.1359437639,
Type of mental disorder,Anxiety disorders,2018,1317.0432444427,6.3949454906,12905,8422.419756954,13707.0203069343,27660766.9793934,180.5273849669,
,Bipolar disorders,499,325.6712482542,6.5891783567,3288,2145.9059404002,10076.4748359828,5028160.94315543,32.8161813784,
,Depressive disorders,2219,1448.2254506533,6.1243803515,13590,8869.4834945373,11023.6719474945,24461528.0514904,159.6476227401,
,"Disruptive, impulse-control, and conduct disorders",106,69.1806659618,8.9245283019,946,617.4048113195,7685.6684481147,814680.855500159,5.316996616,
,Eating disorders,16,10.4423646735,7.125,114,74.4018482985,7417.8770572281,118686.03291565,0.7746017733,
,Obsessive-compulsive disorders,23,15.0108992181,5.7826086957,133,86.8021563483,7464.3119809229,171679.175561227,1.1204603488,
,Personality disorders,88,57.4330057041,7.7613636364,683,445.7584419992,8012.5118381662,705101.041758628,4.6018263811,
,Schizophrenia and related disorders,460,300.2179843626,9.5456521739,4391,2865.7764550782,10279.6817912645,4728653.62398169,30.8614534726,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,500,326.3238960463,6.572,3286,2144.600644816,6299.6631634371,3149831.58171856,20.5573062727,
,Trauma- and stressor-related disorders,351,229.0793750245,6.6011396011,2317,1512.1849342784,10262.9963969366,3602311.73532476,23.5104080049,
,Miscellaneous mental disorders,198,129.2242628343,5.4646464646,1082,706.1649110441,7193.3073071458,1424274.84681486,9.2954983411,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Allendale, South Carolina",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,140958.433108451,2868.3628052976,5.4447993842,767490.389790312,15617.66003602,11226.7823116946,1582509643.50616,322.0248480604,
"Allendale, South Carolina",,240,2481.6461586186,6.1916666667,1486,15365.5257987798,13588.6912846334,3261285.90831202,337.2232352716,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,41,1175.1218114073,4.4390243902,182,5216.3943823445,7490.6129818384,307115.132255375,88.0238269577,
,45-64,110,4075.5835494628,6.9727272727,767,28417.9325676176,16490.5193045295,1813957.12349825,672.0848919964,
,65-84,84,5256.5707133917,6.0595238095,509,31852.3153942428,13383.6371903544,1124225.52398977,703.5203529348,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,123,2345.9851230212,5.9512195122,732,13961.472439443,13197.3694985162,1623276.4483175,309.6083250653,
,Female,117,2642.2764227642,6.4444444444,754,17028.0036133694,14000.080854654,1638009.45999452,369.9208355905,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,128,†,5.5625,712,†,12116.724778982,1550940.77170969,†,
,Medicaid,31,†,9.6451612903,299,†,17364.8288787513,538309.695241291,†,
,Private insurance,48,†,6.6666666667,320,†,14906.6429264913,715518.860471582,†,
,Uninsured,27,†,4.2592592593,115,†,11306.972659681,305288.261811388,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,236,236,6.2542372881,1476,1476,13751.7096407971,3245403.47522811,†,
Type of substance use disorder,Alcohol-related disorders,63,651.4321166374,6.7777777778,427,4415.2621238755,18792.3912811679,1183920.65071358,122.4196722897,
,Cannabis-related disorders,14,144.7626925861,5.7857142857,81,837.5555785338,15134.3393703126,211880.751184377,21.9088771776,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,12,124.0823079309,9.1666666667,110,1137.4211560335,21391.4131201589,256696.957441907,26.5429590985,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,69,713.4732706028,5.9420289855,410,4239.4788543067,11721.8437412856,808807.21814871,83.6322219159,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,88,909.9369248268,6.9545454545,612,6328.1977044773,13919.53582199,1224919.15233512,126.6589962088,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,29,299.8655774997,7.275862069,211,2181.7805811188,7544.3273231225,218785.492370551,22.622840696,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Anderson, South Carolina",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,140958.433108451,2868.3628052976,5.4447993842,767490.389790312,15617.66003602,11226.7823116946,1582509643.50616,322.0248480604,
"Anderson, South Carolina",,6638,4016.166309701,4.8968062669,32505,19666.3883544487,10139.1064098226,67303388.3484025,407.203375736,
Age group,<1,64,3192.0199501247,9.828125,629,31371.5710723192,12083.4137283947,773338.478617265,385.7049768665,
,1-17,65,182.2004204625,5.8307692308,379,1062.368605466,9073.0292278814,589746.899812292,16.5310974019,
,18-44,1679,3135.9731042211,4.7111375819,7910,14774.0007471049,7699.2992595481,12927123.4567812,241.4479539929,
,45-64,2781,6334.4190602009,4.9521754764,13772,31369.1547274673,10813.3190920331,30071840.3949441,684.9609456061,
,65-84,2047,6787.3603236181,4.7879824133,9801,32497.7618621307,11189.4778830397,22904861.2265823,759.4701822535,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,2908,3653.4499221066,5.2623796424,15303,19225.8404944972,10401.9872613617,30248978.9560399,380.0313954978,
,Female,3726,4348.4349835446,4.6103059581,17178,20047.6157131853,9932.3002745266,37007750.8228862,431.8996198082,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,3430,†,4.8711370262,16708,†,10795.772152278,37029498.4823137,†,
,Medicaid,1063,†,5.7930385701,6158,†,9875.5185492404,10497676.2178425,†,
,Private insurance,1104,†,4.0878623188,4513,†,10033.5232385397,11077009.6553479,†,
,Other,800,†,5.09875,4079,†,8330.9540296269,6664763.22370156,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,175,97.0066518847,3.2,560,310.421286031,4437.4723013221,776557.652731369,†,
,Neonatal birth hospitalization,60,32.0684126136,8.85,531,283.8054516301,9903.533084507,594211.985070419,†,
,Nonmaternal/nonneonatal hospitalization,6403,359.0333071661,4.9061377479,31414,1761.4668610519,10297.1448868656,65932618.7106007,†,
Type of substance use disorder,Alcohol-related disorders,1084,655.848791762,5.1273062731,5558,3362.7376241817,10759.1250447351,11662891.5484928,70.5635916101,
,Cannabis-related disorders,461,278.917244467,4.8026030369,2214,1339.5288053146,7322.7341486611,3375780.44253278,20.4243683071,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,398,240.8005711451,4.9673366834,1977,1196.1375104367,10179.5249316616,4051450.92280133,24.5123541753,
,Sedative-related disorders,75,45.37699205,5.04,378,228.7000399318,8673.5292345391,650514.69259043,3.9357866712,
,Stimulant-related disorders,698,422.3085393449,5.1232091691,3576,2163.5749809417,8160.2666464318,5695866.11920939,34.4615028812,
,Miscellaneous substances and addictive disorders,227,137.3410292712,5.449339207,1237,748.4178555439,7810.0762341869,1772887.30516042,10.7264390869,
Type of mental disorder,Anxiety disorders,2842,1719.4854854128,4.4021815623,12511,7569.4873004925,10238.5922340861,29098079.1292729,176.0511073757,
,Bipolar disorders,609,368.4611754456,4.9425287356,3010,1821.1299476047,8352.2976926614,5086549.29483082,30.7749742551,
,Depressive disorders,2904,1756.9971321741,4.4951790634,13054,7898.0167229341,9434.1094232714,27396653.7651801,165.757032013,
,"Disruptive, impulse-control, and conduct disorders",23,13.9156108953,8.0869565217,186,112.5349402839,8466.3945353423,194727.074312872,1.1781505204,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,29,17.5457702593,6.3793103448,185,111.9299137232,10565.3279021662,306394.50916282,1.8537681609,
,Personality disorders,103,62.3177357486,5.7475728155,592,358.1757239143,5835.7591306868,601083.19046074,3.636712954,
,Schizophrenia and related disorders,465,281.3373507097,8.1849462366,3806,2302.7310898948,8787.3474558972,4086116.56699221,24.7220905301,
,Somatic symptom disorders,27,16.335717138,3.2962962963,89,53.8473638993,6713.1423686054,181254.843952344,1.0966399484,
,Suicidal ideation or attempt,546,330.3445021236,5.6208791209,3069,1856.826514684,4895.8301695064,2673123.27255049,16.1731057983,
