,Opioid-related disorders,1988.3649309385,268.0730635935,7.3430597482,14600.6824892054,1968.476522863,24235.2944700781,48188609.6152723,64.9682963568,
,Sedative-related disorders,101.8980176342,13.7379780423,8.27790046,843.501647044,113.7216147553,28963.7407707144,2951347.76780702,3.9790323473,
,Stimulant-related disorders,1209.3111848057,163.0403700571,6.489822323,7848.214722624,1058.1030331489,22495.1426405126,27203627.5989708,36.676163806,
,Miscellaneous substances and addictive disorders,1313.6484500473,177.1072095517,4.6121155587,6058.6984550945,816.8389167272,14968.1646093427,19662906.2391154,26.5096986607,
Type of mental disorder,Anxiety disorders,4912.6951383433,662.3337676825,6.4089786972,31478.9495085711,4244.0189434859,23041.3431932131,113195094.686198,152.6105964963,
,Bipolar disorders,1094.6696971371,147.5843064663,5.9185687922,6478.8779072546,873.4878704715,19333.526033958,21163825.0881846,28.5332503127,
,Depressive disorders,5903.4900938117,795.9135924786,6.4662276921,38160.3786691877,5144.8149474789,21518.9838172792,127037107.794203,171.272517165,
,"Disruptive, impulse-control, and conduct disorders",127.143647809,17.1416155326,7.5632468658,961.6187957979,129.6462699515,17430.2604984739,2216146.90203719,2.987828241,
,Eating disorders,77.9369231878,10.5075227595,11.6868679815,910.8385321816,122.8000313029,27033.3425933679,2106895.5452095,2.8405346256,
,Obsessive-compulsive disorders,95.5531649832,12.8825595717,5.8165923617,555.7938095771,74.9325976038,13272.4080262127,1268220.59385353,1.7098258706,
,Personality disorders,559.9265364935,75.4897753876,7.1524490011,4004.8459966113,539.9367685613,18706.8501228138,10474461.7979693,14.1217591398,
,Schizophrenia and related disorders,1050.940121596,141.6886476249,8.0744395927,8485.7525273778,1144.0564262197,23729.2528127456,24938023.8364091,33.6216574019,
,Somatic symptom disorders,138.2083123323,18.6333630837,6.7578113093,933.9856961213,125.9207517775,18474.7291489712,2553361.13647493,3.4424633611,
,Suicidal ideation or attempt,1352.2324984746,182.309144019,6.25108893,8452.9256020513,1139.6306720215,17229.3030929619,23298023.5683729,31.4105949892,
,Trauma- and stressor-related disorders,1675.4592309778,225.8868490314,6.7529682244,11307.569979792,1524.4962728494,19224.2989716091,32209529.1710599,43.4251631953,
,Miscellaneous mental disorders,830.0636110105,111.9098872238,4.0527750101,3364.0610594945,453.5455943233,11418.5678215901,9478137.63855715,12.7785063717,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Aleutians East Borough, Alaska",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,17239.1277092747,2324.1939680171,6.4094649128,110480.765250505,14895.1114295062,23311.9886192202,401878348.963898,541.8158333127,
"Aleutians East Borough, Alaska",,32,975.015234613,6.1875,198,6032.9067641682,43157.2999707073,1381033.59906263,420.790249562,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,45-64,23,1825.3968253968,7.1739130435,165,13095.238095238,54954.8450563419,1263961.43629586,1003.1439970602,
,65-84,*,*,*,*,*,*,*,*,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,16,729.2616226071,4.8125,77,3509.5715587967,38751.8256797883,620029.210876613,282.6021927423,
,Female,16,1470.5882352941,7.5625,121,11121.3235294117,47562.7742616262,761004.388186019,699.452562671,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,*,†,*,*,†,*,*,†,
,Medicaid,22,†,6.4545454545,142,†,38873.5503687456,855218.108112403,†,
,Private insurance,*,†,*,*,†,*,*,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,29,391.8918918919,6.4827586207,188,2540.5405405405,46338.8210960517,1343825.8117855,†,
Type of substance use disorder,Alcohol-related disorders,21,639.8537477148,7.5714285714,159,4844.6069469835,58092.0697345972,1219933.46442654,371.7042853219,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,*,*,*,*,*,*,*,*,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,*,*,*,*,*,*,*,*,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Aleutians West Census Area, Alaska",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,17239.1277092747,2324.1939680171,6.4094649128,110480.765250505,14895.1114295062,23311.9886192202,401878348.963898,541.8158333127,
"Aleutians West Census Area, Alaska",,27,465.1964162646,7.962962963,215,3704.3418332185,28831.4226515715,778448.411592431,134.1227449332,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,*,*,*,*,*,*,*,*,
,45-64,12,559.4405594406,3.6666666667,44,2051.282051282,16676.2605947029,200115.127136435,93.2937655648,
,65-84,*,*,*,*,*,*,*,*,
Sex,Male,13,334.6203346203,6.4615384615,84,2162.1621621622,22551.3816339293,293167.961241081,75.461508685,
,Female,13,677.4361646691,10,130,6774.361646691,36579.3245938969,475531.21972066,247.8015735908,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,*,†,*,*,†,*,*,†,
,Medicaid,11,†,10.5454545455,116,†,43659.941854726,480259.360401986,†,
,Private insurance,*,†,*,*,†,*,*,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,25,227.2727272727,8.28,207,1881.8181818182,30222.0316891533,755550.792228834,†,
Type of substance use disorder,Alcohol-related disorders,13,223.983459683,4.7692307692,62,1068.2288077188,22780.9925785282,296152.903520867,51.0256553275,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,*,*,*,*,*,*,*,*,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,*,*,*,*,*,*,*,*,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Anchorage Municipality, Alaska",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,17239.1277092747,2324.1939680171,6.4094649128,110480.765250505,14895.1114295062,23311.9886192202,401878348.963898,541.8158333127,
"Anchorage Municipality, Alaska",,6892,2277.4737621276,6.7839988652,46755.3201789856,15450.3794178052,23428.14366252,161466766.122088,533.5698248675,
Age group,<1,135,3068.1818181818,11.2962962963,1525,34659.0909090909,28139.6576526274,3798853.7831047,863.3758597965,
,1-17,213,299.2455640006,12.5164319249,2666,3745.4867306368,25444.6045124502,5419700.7611519,76.141850281,
,18-44,2510,2045.4897358792,5.4521624333,13684.9277076721,11152.3422957339,19320.4492654114,48494327.6561827,395.1978066497,
,45-64,2568,3434.6244382623,7.1027350143,18239.8235168457,24395.2272587814,27224.6687719262,69912949.4063065,935.0651268766,
,65-84,1466,4959.4046008119,7.2575504464,10639.5689544677,35993.1290746541,23083.8571045992,33840934.5153425,1144.8218712903,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,3019,1943.5789148405,7.4313986324,22435.3924713134,14443.5096897699,25464.2260053485,76876498.3101473,494.9173274673,
,Female,3871,2628.2556150023,6.2810456491,24313.9277076721,16508.1934953369,21848.0731220635,84573891.0555079,574.2232086004,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1918,†,7.0197202903,13463.8235168457,†,23878.6858803709,45799319.5185514,†,
,Medicaid,2863,†,7.344592719,21027.5689544677,†,24726.429440556,70791767.488312,†,
,Private insurance,1299,†,6.2702078522,8145,†,21431.383793851,27839367.5482124,†,
,Uninsured,404,†,4.4752475248,1808,†,23466.7796906769,9480578.99503349,†,
,Other,407,†,5.6607560385,2303.9277076721,†,18532.2529830638,7542626.96410699,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,488,134.2134213421,3.0020491803,1465,402.9152915292,8836.2998011123,4312114.30294277,†,
,Neonatal birth hospitalization,122,32.9195898543,9.8606557377,1203,324.6087425796,23181.0319126506,2828085.89334337,†,
,Nonmaternal/nonneonatal hospitalization,6282,360.0412654746,7.0180388696,44087.3201789856,2526.7835957695,24566.4702205989,154326565.925802,†,
Type of substance use disorder,Alcohol-related disorders,1952,645.0419012874,7.2387295082,14130,4669.2838448727,29075.6901756496,56755747.2228681,187.5503847215,
,Cannabis-related disorders,922,304.6765537843,5.4121475054,4990,1648.9544505247,18818.0716012061,17350262.016312,57.3342520432,
,Neonatal abstinence syndrome,44,14.5398789225,20.2272727273,890,294.1020963862,43193.8196706243,1900528.06550746,6.2803290821,
,Opioid-related disorders,825,272.6227297962,8.2557575758,6811,2250.7071668385,25429.0267888001,20978947.1007601,69.3253069922,
,Sedative-related disorders,64,21.1489147963,6.671875,427,141.1029159066,18470.5217653682,1182113.39298356,3.9063149106,
,Stimulant-related disorders,517,170.8435773389,7.083172147,3662,1210.1144685013,23817.4358750706,12313614.3474115,40.6905594794,
,Miscellaneous substances and addictive disorders,544,179.7657757686,4.9191176471,2676,884.2889999207,15060.0153189042,8192648.33348391,27.0727533689,
Type of mental disorder,Anxiety disorders,2113,698.2446400719,6.6013966988,13948.7512245178,4609.3898619101,21688.1329275526,45827024.8759187,151.4362256983,
,Bipolar disorders,480,158.6168609723,6.19375,2973,982.4331826473,18862.8944334445,9054189.32805337,29.9197310389,
,Depressive disorders,2340,773.2571972401,6.6092175019,15465.5689544677,5110.6250014764,20290.8718347148,47480640.0932326,156.9006268447,
,"Disruptive, impulse-control, and conduct disorders",34,11.2353609855,8.1049692491,275.5689544678,91.0622552898,15748.376542264,535444.802436976,1.7693869539,
,Eating disorders,31,10.2440056045,11.1935483871,347,114.6667724112,24638.4445064464,763791.77969984,2.5239636361,
,Obsessive-compulsive disorders,40,13.2180717477,6.975,279,92.1960504402,13557.4212819693,542296.851278772,1.7920296722,
,Personality disorders,216,71.3775874375,8.7954792447,1899.8235168457,627.8000888405,19881.8450484472,4294478.53046459,14.1911813337,
,Schizophrenia and related disorders,369,121.9367118725,9.0460704607,3338,1103.048087345,25984.6938703738,9588352.03816795,31.6848812957,
,Somatic symptom disorders,56,18.5053004468,7.2321428571,405,133.8329764454,20225.4758264411,1132626.6462807,3.7427850685,
,Suicidal ideation or attempt,493,162.9127342903,8.4279918864,4155,1373.0272027917,19045.3599467648,9389362.45375507,31.0273166447,
,Trauma- and stressor-related disorders,689,227.681285854,7.2612481858,5003,1653.2503238428,19909.8673951216,13717898.6352388,45.331042097,
,Miscellaneous mental disorders,379,125.2412298094,3.9313984169,1490,492.3731726016,10493.1100673603,3976888.71552958,13.1417000936,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Bethel Census Area, Alaska",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,17239.1277092747,2324.1939680171,6.4094649128,110480.765250505,14895.1114295062,23311.9886192202,401878348.963898,541.8158333127,
"Bethel Census Area, Alaska",,491,2710.4609439691,8.0224032587,3939,21744.4107093568,16906.6573910384,8301168.77899987,458.2483455148,
Age group,<1,17,4314.7208121827,10.2352941176,174,44162.4365482233,46918.7345958013,797618.488128622,2024.4124064178,
,1-17,42,706.1197041022,5.4523809524,229,3850.0336247478,8424.9142409405,353846.398119499,59.489979509,
,18-44,264,3991.5331115815,7.4204545455,1959,29618.9900211672,12166.8870529809,3212058.18198698,485.6453253685,
,45-64,109,2859.3913955929,9.6055045872,1047,27465.8971668415,20827.3077373406,2270176.54337012,595.5342453752,
,65-84,59,4380.1039346696,8.9830508475,530,39346.6963622865,28262.1892778753,1667469.16739464,1237.913264584,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,235,2510.6837606838,10.514893617,2471,26399.5726495726,20495.3943062804,4816417.66197589,514.5745365359,
,Female,256,2924.0434037693,5.734375,1468,16767.5613934894,13612.3090508749,3484751.11702398,398.0298249028,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,66,†,7.9242424242,523,†,27994.9441265731,1847666.31235383,†,
,Medicaid,265,†,7.4867924528,1984,†,18294.128734727,4847944.11470266,†,
,Private insurance,57,†,6.4210526316,366,†,12166.4543764278,693487.899456387,†,
,Other,92,†,11.1630434783,1027,†,6573.2685177636,604740.703634252,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,35,82.5471698113,2.6,91,214.6226415094,9220.2501551574,322708.755430511,†,
,Neonatal birth hospitalization,11,25.8215962441,4.4545454545,49,115.0234741784,13821.5592948272,152037.152243099,†,
,Nonmaternal/nonneonatal hospitalization,445,272.3378212974,8.5370786517,3799,2324.9694002448,17587.4671265758,7826422.87132626,†,
Type of substance use disorder,Alcohol-related disorders,225,1242.0645873585,9.6977777778,2182,12045.2663538504,14872.8034481454,3346380.77583273,184.7298247769,
,Cannabis-related disorders,112,618.2721501518,5.6428571429,632,3488.8214187138,16297.4576609328,1825315.25802447,100.7626419003,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,29,160.0883245929,6.8275862069,198,1093.0168368755,30369.0675793569,880702.959801351,48.6173314823,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,15,82.8043058239,5.9333333333,89,491.3055478885,11642.0124960351,174630.187440526,9.6400876313,
,Miscellaneous substances and addictive disorders,31,171.1288987027,3.4516129032,107,590.6707148772,11948.6183504069,370407.168862615,20.4475389932,
Type of mental disorder,Anxiety disorders,64,353.2983715153,5.984375,383,2114.269942037,20857.0234183279,1334849.49877298,73.6875240835,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,127,701.0764559757,7.094488189,901,4973.7786364891,13857.2093872661,1759865.59218279,97.1496324694,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,62,342.2577974055,6.7096774194,416,2296.4394148496,11584.8082282703,718258.110152764,39.6499094757,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,80,441.6229643941,2.375,190,1048.8545404361,8349.4799351912,667958.394815296,36.8732208013,
,Trauma- and stressor-related disorders,56,309.1360750759,8.4285714286,472,2605.5754899255,8950.88088065,501249.329316399,27.6704018392,
,Miscellaneous mental disorders,32,176.6491857577,3.25,104,574.1098537124,9760.4241293659,312333.572139708,17.241709751,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Denali Borough, Alaska",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
