,Opioid-related disorders,8554.8779144049,463.1147476898,5.6263283067,48132.55177043,2605.635614191,10438.7949915375,89302616.7261046,48.3435990869,
,Sedative-related disorders,1692.9452000604,91.6468822844,5.9847863649,10131.9153497703,548.4870114771,8302.7750561402,14056143.1784737,7.609234482,
,Stimulant-related disorders,3015.0421138428,163.2180472705,5.6563521997,17054.1400928954,923.218760713,8748.4604022583,26376976.5440945,14.2790662348,
,Miscellaneous substances and addictive disorders,5314.656698747,287.7067236639,5.1072036858,27143.0342806707,1469.3768395294,8013.7217828247,42590180.1549841,23.0560163849,
Type of mental disorder,Anxiety disorders,44470.1021014529,2407.3704289545,5.1084743996,227174.378133282,12297.9902066903,11117.022392598,494375120.862973,267.6279096597,
,Bipolar disorders,8254.5170003668,446.8548348877,5.8374445772,48185.2855008382,2608.4903326916,9146.6199672985,75500930.0159605,40.8721135527,
,Depressive disorders,41829.4174593189,2264.4180672719,5.2910996333,221323.615378163,11981.2616052724,11021.0597826598,461004510.492991,249.5628689234,
,"Disruptive, impulse-control, and conduct disorders",1022.7105248775,55.3640076956,9.2983474795,9509.5178313018,514.7937814144,8772.6913617496,8971923.78716292,4.8569135206,
,Eating disorders,162.1209413008,8.7763495373,8.6418164925,1401.0194243051,75.843602175,10318.4865389736,1672842.75049818,0.9055864456,
,Obsessive-compulsive disorders,352.8439342928,19.1010592131,5.6865810439,2006.4756281901,108.6197212388,8769.5582029115,3094285.41832542,1.6750785051,
,Personality disorders,1648.8858286258,89.2617465888,6.8755193853,11336.9464788664,613.7208690369,6669.9672469665,10998014.4709209,5.9537292615,
,Schizophrenia and related disorders,4735.6150829318,256.3605473078,8.2601530206,39116.9052315294,2117.5773491989,10084.9001723927,47758205.3662448,25.8537052774,
,Somatic symptom disorders,366.1282202603,19.8201984931,5.9550185544,2180.3003449255,118.0296497777,9566.6097786606,3502605.81218564,1.8961210472,
,Suicidal ideation or attempt,5301.811749894,287.0113677153,6.2751151339,33269.4791490159,1801.0293771608,6702.4768558577,35535270.5477793,19.2368704948,
,Trauma- and stressor-related disorders,4532.4777454891,245.3637922731,5.9076531893,26776.3066085132,1449.5241899579,9151.2142703467,41477675.0245486,22.4537663728,
,Miscellaneous mental disorders,2327.257395259,125.9851084023,5.3070937253,12350.9731196183,668.6147782874,6945.389196504,16163708.370516,8.7501561082,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Barbour, West Virginia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,87312.2356040224,4726.6114568278,5.5600512681,485460.506291902,26280.2020244115,11438.8529616409,998751824.826565,540.6701346146,
"Barbour, West Virginia",,668,4138.7856257745,7.6896072947,5136.6576728821,31825.6361392941,12491.6495239201,8344421.88197866,517.0025949181,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,45-64,237,5418.3813443073,7.8132460389,1851.7393112183,42335.1465756347,15457.4911409125,3663425.40039628,837.5458162772,
,65-84,222,7184.4660194175,10.1978304579,2263.9183616638,73265.9663968873,14110.4730214594,3132525.010764,1013.7621394058,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,260,3317.5960188848,8.8192307692,2293,29258.6448896261,14305.9712987986,3719552.53768764,474.6143342717,
,Female,407,4901.8427074551,6.9819598842,2841.6576728821,34224.4691422628,11319.3976071858,4606994.82612465,554.8590661357,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,309,†,6.4724919094,2000,†,12766.110762847,3944728.22571973,†,
,Medicaid,246,†,9.3725921662,2305.6576728821,†,11203.3570349274,2756025.83059215,†,
,Private insurance,90,†,5.0777777778,457,†,11571.8089872005,1041462.80884804,†,
,Uninsured,11,†,20.9090909091,230,†,5895.9926173153,64855.9187904679,†,
,Other,12,†,12,144,†,44779.0915023552,537349.098028262,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,26,176.8707482993,3.6153846154,94,639.4557823129,4690.8564710525,121962.268247365,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,634,317.7944862155,7.8338449099,4966.6576728821,2489.5527182366,12912.4514572022,8186494.22386622,†,
Type of substance use disorder,Alcohol-related disorders,87,539.0334572491,7.3908045977,643,3983.8909541512,16299.7064814978,1418074.46389031,87.8608713687,
,Cannabis-related disorders,41,254.0272614622,3.487804878,143,885.9975216853,4922.8011112767,201834.845562344,12.5052568502,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,86,532.8376703841,4.9069767442,422,2614.6220570012,7977.8192642445,686092.456725024,42.5088263151,
,Sedative-related disorders,20,123.9157372986,5.15,103,638.166047088,5456.6982310835,109133.964621669,6.7617078452,
,Stimulant-related disorders,29,179.677819083,5.5172413793,160,991.3258983891,5529.5695017665,160357.515551227,9.9354098855,
,Miscellaneous substances and addictive disorders,38,235.4399008674,4.7105263158,179,1109.0458488228,6865.3102509052,260881.789534398,16.163679649,
Type of mental disorder,Anxiety disorders,302,1871.1276332094,8.0066225166,2418,14981.4126394052,12174.569218172,3676719.90388796,227.8017288654,
,Bipolar disorders,59,365.551425031,7.8260900206,461.7393112183,2860.8383594688,11209.9799520064,661388.81716838,40.9782414602,
,Depressive disorders,347,2149.9380421313,8.674116316,3009.9183616638,18648.8126497138,11595.2932522872,4023566.75854367,249.2916207276,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,22,136.3073110285,9.2727272727,204,1263.9405204461,8825.3672588227,194158.079694099,12.0296207989,
,Schizophrenia and related disorders,24,148.6988847584,11.75,282,1747.2118959108,14784.1976044569,354820.742506966,21.9839369583,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,49,303.5935563817,6.2448979592,306,1895.9107806691,6358.4735929891,311565.206056464,19.3039161125,
,Trauma- and stressor-related disorders,61,377.9429987608,6.3278688525,386,2391.5737298637,7859.7835694544,479446.797736721,29.7055017185,
,Miscellaneous mental disorders,20,123.9157372986,5.05,101,625.7744733581,6620.4683324945,132409.36664989,8.2038021468,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Berkeley, West Virginia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,87312.2356040224,4726.6114568278,5.5600512681,485460.506291902,26280.2020244115,11438.8529616409,998751824.826565,540.6701346146,
"Berkeley, West Virginia",,4362,3850.4996292504,5.3154516277,23186,20467.1445217329,11299.5982808836,49288847.7012143,435.0909899122,
Age group,<1,99,7091.6905444126,8.3737373737,829,59383.9541547278,11856.2599670761,1173769.73674053,840.8092670061,
,1-17,65,255.6337751209,7.6461538462,497,1954.6151728478,10114.1771482924,657421.514639008,25.8552528666,
,18-44,1413,3603.6725325172,4.6426043878,6560,16730.4259117572,8916.6977515536,12599293.9229452,321.3285876803,
,45-64,1608,5153.6809717637,5.4458955224,8757,28066.4081279446,12361.1882194015,19876790.6567977,637.0562051472,
,65-84,1177,7333.3333333333,5.5590484282,6543,40766.3551401869,12728.6082158808,14981571.8700918,933.4312691646,
Sex,Male,1745,3130.325589739,5.7816618911,10089,18098.4841689837,11987.0279281737,20917363.7346631,375.2330026848,
,Female,2616,4546.4815168842,5.001911315,13085,22741.0973426719,10839.1746108534,28355280.7819925,492.8010702653,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1752,†,5.4543378995,9556,†,11865.2568695462,20787930.035445,†,
,Medicaid,1425,†,5.5312280702,7882,†,9707.4575594082,13833127.0221567,†,
,Private insurance,1018,†,4.7829076621,4869,†,12274.5954831545,12495538.2018513,†,
,Uninsured,61,†,4.5737704918,279,†,7377.1893302617,450008.549145965,†,
,Other,106,†,5.6603773585,600,†,16247.5838925961,1722243.89261519,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,205,152.5297619048,2.5951219512,532,395.8333333333,4961.4359880142,1017094.37754291,†,
,Neonatal birth hospitalization,92,66.5220535069,7.5108695652,691,499.6384671005,9180.2396921056,844582.05167372,†,
,Nonmaternal/nonneonatal hospitalization,4065,410.6060606061,5.4029520295,21963,2218.4848484848,11667.2008049194,47427171.2719976,†,
Type of substance use disorder,Alcohol-related disorders,619,546.4143215282,6.1357027464,3798,3352.6358532538,12900.4953882891,7985406.64535098,70.4901543497,
,Cannabis-related disorders,297,262.1729458706,4.0303030303,1197,1056.6364182056,7609.3686109335,2259982.47744724,19.9497058494,
,Neonatal abstinence syndrome,49,43.2541223827,11.1428571429,546,481.9745065499,14315.4001259416,701454.606171139,6.19200069,
,Opioid-related disorders,548,483.7399809329,5.1697080292,2833,2500.7944634723,10062.8246101069,5514427.88633862,48.6779058502,
,Sedative-related disorders,84,74.1499240846,5.5952380952,470,414.8864799972,7870.1277559354,661090.731498575,5.8356937564,
,Stimulant-related disorders,122,107.693937361,4.4344262295,541,477.5608205925,8129.0677759473,991746.268665569,8.7545131587,
,Miscellaneous substances and addictive disorders,257,226.8634582112,4.3424124514,1116,985.1347056954,6995.4334676501,1797826.40118607,15.8700822816,
Type of mental disorder,Anxiety disorders,2168,1913.7742311359,4.8773062731,10574,9334.063062745,10766.6417509203,23342079.3159952,206.0492153878,
,Bipolar disorders,457,403.4108965079,5.2735229759,2410,2127.3966314749,9045.4901102185,4133788.98036983,36.4904927472,
,Depressive disorders,2090,1844.9207302002,5.0784688995,10614,9369.3725504043,10821.3635738389,22616649.8693234,199.6455798641,
,"Disruptive, impulse-control, and conduct disorders",38,33.5440132764,7.1052631579,270,238.3390417005,12790.3232694031,486032.28423732,4.2903877356,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,21,18.5374810212,4.7619047619,100,88.2737191483,10202.8391058996,214259.621223891,1.8913493629,
,Personality disorders,115,101.5147770206,5.7391304348,660,582.606546379,7087.0084542447,815005.972238137,7.1943608298,
,Schizophrenia and related disorders,256,225.9807210197,7.25390625,1857,1639.2429645846,8275.03247331,2118408.31316736,18.6999780478,
,Somatic symptom disorders,13,11.4755834893,9.3076923077,121,106.8112001695,28530.4381905586,370895.696477261,3.2740342544,
,Suicidal ideation or attempt,386,340.7365559126,4.8134715026,1858,1640.1257017761,6542.3973987254,2525365.395908,22.2923395705,
,Trauma- and stressor-related disorders,339,299.2479079129,5.0471976401,1711,1510.363334628,9002.3596942346,3051799.93634552,26.9393730478,
,Miscellaneous mental disorders,178,157.127220084,4.4887640449,799,705.3070159952,6496.7039639091,1156413.30557581,10.2080903356,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Boone, West Virginia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,87312.2356040224,4726.6114568278,5.5600512681,485460.506291902,26280.2020244115,11438.8529616409,998751824.826565,540.6701346146,
"Boone, West Virginia",,1242,5505.3191489362,5.9766505636,7423,32903.3687943262,13971.1292728175,17352142.5568394,769.1552551791,
Age group,<1,45,16544.1176470588,11.6444444444,524,192647.058823529,8533.5209704571,384008.443670568,1411.7957487889,
,1-17,11,230.2700439606,9,99,2072.4303956458,46988.7657866596,516876.423653256,108.2010516335,
,18-44,302,4275.1981879955,5.0927152318,1538,21772.3669309173,11883.8410554821,3588919.9987556,508.0577574682,
,45-64,480,7287.0806133293,5.6625,2718,41263.093972977,15670.3727844158,7521778.9365196,1141.9126972096,
,65-84,404,10466.3212435233,6.297029703,2544,65906.7357512953,13219.2048372287,5340558.75424041,1383.5644441037,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,521,4660.5241971554,6.2533589251,3258,29143.9305841309,14657.2610606937,7636433.01262146,683.1051983739,
,Female,721,6335.1199367367,5.7766990291,4165,36596.0811879448,13475.3253040471,9715709.54421797,853.6780198768,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,604,†,5.9784768212,3611,†,13254.9674709858,8006000.35247545,†,
,Medicaid,410,†,6.4292682927,2636,†,15376.6197682369,6304414.10497715,†,
,Private insurance,183,†,5.0655737705,927,†,13614.2276053327,2491403.65177589,†,
,Uninsured,13,†,2.3076923077,30,†,9079.0548859414,118027.713517238,†,
,Other,32,†,6.84375,219,†,13509.2729404284,432296.734093709,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,48,221.198156682,2.7916666667,134,617.5115207373,5461.6937640477,262161.300674291,†,
,Neonatal birth hospitalization,40,189.5734597156,12.325,493,2336.4928909953,8554.5453757398,342181.815029592,†,
,Nonmaternal/nonneonatal hospitalization,1154,421.6295213738,5.8890814558,6796,2483.0105955426,14512.8244723878,16747799.4411355,†,
Type of substance use disorder,Alcohol-related disorders,127,562.9432624113,7.0866141732,900,3989.3617021277,17056.9041989339,2166226.83326461,96.0206929639,
,Cannabis-related disorders,59,261.524822695,5.1186440678,302,1338.6524822695,12084.993791969,713014.633726173,31.6052585872,
,Neonatal abstinence syndrome,27,119.6808510638,17.5555555556,474,2101.0638297872,12595.4461891634,340077.047107412,15.0743371945,
,Opioid-related disorders,117,518.6170212766,6.5299145299,764,3386.524822695,16168.9228885264,1891763.97795759,83.854786257,
,Sedative-related disorders,22,97.5177304965,7,154,682.6241134752,19472.0202131671,428384.444689676,18.9886721937,
,Stimulant-related disorders,61,270.390070922,6.2131147541,379,1679.9645390071,14897.5692802832,908751.726097277,40.2815481426,
,Miscellaneous substances and addictive disorders,123,545.2127659574,5.7479674797,707,3133.8652482269,10017.2595807123,1232122.92842761,54.6153780331,
Type of mental disorder,Anxiety disorders,675,2992.0212765957,5.557037037,3751,16626.7730496453,13608.2912605458,9185596.60086842,407.1629698966,
,Bipolar disorders,81,359.0425531915,5.1851851852,420,1861.7021276596,10790.0971185387,873997.86660164,38.7410401862,
,Depressive disorders,523,2318.2624113475,5.3594646272,2803,12424.6453900709,12784.6591500302,6686376.73546583,296.3819474941,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,16,70.9219858156,5.6875,91,403.3687943262,6185.3551811232,98965.6828979713,4.3867767242,
,Schizophrenia and related disorders,35,155.1418439716,8.0571428571,282,1250,15037.7693551895,526321.927431634,23.3298726698,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,41,181.7375886525,6.8292682927,280,1241.134751773,8540.3186967288,350153.066565881,15.5209692627,
,Trauma- and stressor-related disorders,42,186.170212766,5,210,930.8510638298,9355.9551408838,392950.115917119,17.4180015921,
,Miscellaneous mental disorders,22,97.5177304965,3.5909090909,79,350.1773049645,6694.996991763,147289.933818785,6.5288091232,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Braxton, West Virginia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,87312.2356040224,4726.6114568278,5.5600512681,485460.506291902,26280.2020244115,11438.8529616409,998751824.826565,540.6701346146,
"Braxton, West Virginia",,462,3514.6443514644,5.0692640693,2342,17816.6603271205,10324.197445251,4769779.21970596,362.8588223436,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,128,3201.6008004002,5.0546875,647,16183.0915457728,7861.934407447,1006327.60415321,251.7077549158,
,45-64,168,4320.987654321,5.369047619,902,23199.5884773662,12220.4192333203,2053030.43119781,528.042806378,
,65-84,151,5590.5220288782,4.6622516556,704,26064.4205849685,10519.7028930777,1588475.13685473,588.10630761,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,188,2820.7051762941,5.3404255319,1004,15063.7659414853,9798.0961760518,1842042.08109774,276.3754060162,
,Female,274,4228.3950617284,4.8832116788,1338,20648.1481481481,10685.1720387161,2927737.13860822,451.8112868223,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,212,†,5.179245283,1098,†,10541.1310478146,2234719.78213671,†,
,Medicaid,152,†,5.5723684211,847,†,9730.5655970009,1479045.97074414,†,
,Private insurance,79,†,4.417721519,349,†,11751.6515599436,928380.473235548,†,
,Other,12,†,2.9166666667,35,†,9211.0214286155,110532.257143385,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,16,161.6161616162,2.875,46,464.6464646465,4936.5686969616,78985.0991513851,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,439,340.8385093168,5.1776765376,2273,1764.751552795,10640.484554724,4671172.71952386,†,
Type of substance use disorder,Alcohol-related disorders,48,365.1578546976,5.8125,279,2122.4800304298,9441.442329872,453189.231833857,34.4761682643,
,Cannabis-related disorders,28,213.0087485736,5.5714285714,156,1186.7630277672,7121.0637061809,199389.783773066,15.1684886857,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,28,213.0087485736,5.3214285714,149,1133.5108406238,7922.3331476281,221825.328133587,16.8752626956,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,20,152.149106124,6.1,122,928.1095473564,8247.9706143232,164959.412286464,12.5492135631,
,Miscellaneous substances and addictive disorders,21,159.7565614302,4.4761904762,94,715.1007987828,5863.3742119847,123130.858451679,9.3671250249,
Type of mental disorder,Anxiety disorders,226,1719.2848992012,4.9601769912,1121,8527.9573982503,10880.5192995994,2458997.36170946,187.0671252727,
,Bipolar disorders,31,235.8311144922,7.2258064516,224,1704.0699885888,12234.8333332453,379279.833330605,28.8535438061,
,Depressive disorders,239,1818.1818181818,4.9748953975,1189,9045.2643590719,10494.8268665716,2508263.62111062,190.8150339377,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
