,Opioid-related disorders,12813.7940921951,125.1193123912,5.8644854774,75146.3093640925,733.7603904607,12170.2949138366,155935482.772278,15.226200953,
,Sedative-related disorders,2766.6256537259,27.0145045993,5.5764549727,15427.9633844341,150.6451685089,9194.9803393028,25429873.5118805,2.4830805498,
,Stimulant-related disorders,16887.4537653517,164.8962507089,5.2596589848,88816.2200031381,867.2391873963,8824.7023197175,148991453.607943,14.5481565362,
,Miscellaneous substances and addictive disorders,9845.1658911106,96.1323693677,5.467279851,53826.2771063321,525.5825660742,8535.1014899054,84012419.8626047,8.2033284833,
Type of mental disorder,Anxiety disorders,96270.0731694076,940.0217665542,5.6298428258,541985.380769439,5292.1747985056,12943.0321066786,1245767787.30181,121.6420428055,
,Bipolar disorders,23463.0211742688,229.1028757621,5.4679228686,128293.990045474,1252.7168536437,9162.4393517851,214960183.640185,20.9896227261,
,Depressive disorders,97940.7757715884,956.3352143348,5.7716098087,565275.942118354,5519.5937034931,12073.7015103188,1182278292.02652,115.4426595972,
,"Disruptive, impulse-control, and conduct disorders",1378.5245284799,13.4604973263,6.6202780733,9126.2157093736,89.1122353048,7517.3375307326,10362834.1749776,1.0118710173,
,Eating disorders,738.0576645846,7.2067076179,7.7431677787,5714.9043272202,55.802746217,12003.1659897654,8859028.6580272,0.8650330778,
,Obsessive-compulsive disorders,842.3884617178,8.2254377071,5.6322197457,4744.5169276412,46.3274726708,9505.4948917938,8007319.21976448,0.7818685611,
,Personality disorders,2668.0697531229,26.0521630456,5.9081887846,15763.4597920045,153.9210975212,6479.1980341198,17286952.299328,1.6879712359,
,Schizophrenia and related disorders,22516.3093514855,219.8587805747,6.9489327033,156464.318409177,1527.7838704337,8668.3407097812,195101025.919121,19.0504904591,
,Somatic symptom disorders,1264.3599244944,12.3457457822,5.7528123934,7273.625443348,71.0227593416,11413.4449969102,14430702.4545149,1.4090749043,
,Suicidal ideation or attempt,12946.9970735775,126.4199627153,5.3555881289,69338.7838319481,677.0532515721,6352.0161868725,82233182.9665692,8.0295962574,
,Trauma- and stressor-related disorders,10592.5816880765,103.4304537535,6.6011063072,69922.7577902643,682.7554206247,13475.0367910913,142735427.959472,13.9372916965,
,Miscellaneous mental disorders,7827.6773485626,76.4327567952,4.5734858558,35799.7716371991,349.5641321205,6542.004953818,51202161.9862315,4.9995959468,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Appling, Georgia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,240621.997054642,2349.5350870366,5.8015323542,1395969.65208766,13630.8389015381,12107.0158321138,2912560549.04046,284.3947472323,
"Appling, Georgia",,394,2123.5313140024,5.9187817259,2332,12568.7183356688,13329.1091379065,5251669.00033516,283.047806421,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,45-64,143,2944.8105436573,5.3636363636,767,15794.8929159802,14906.6375948014,2131649.1760566,438.9722355965,
,65-84,162,5374.9170537492,5.9444444444,963,31950.8958195089,12144.5842323392,1967422.64563896,652.7613290109,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,149,1600.9455248737,7.4228187919,1106,11883.5285269152,16730.0660409516,2492779.84010179,267.839243591,
,Female,245,2649.5079485238,5.0040816327,1226,13258.3540607764,11260.7720825851,2758889.16023336,298.3550513932,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,178,†,6.4831460674,1154,†,13873.0650919705,2469405.58637075,†,
,Medicaid,64,†,6.515625,417,†,10569.9408319325,676476.213243684,†,
,Private insurance,72,†,4.375,315,†,14826.8868557624,1067535.85361489,†,
,Uninsured,37,†,5.0540540541,187,†,10511.2046534974,388914.572179405,†,
,Other,43,†,6.023255814,259,†,15100.8552308469,649336.774926417,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,385,213.4146341463,6.012987013,2315,1283.2594235033,13546.0731805054,5215238.17449461,†,
Type of substance use disorder,Alcohol-related disorders,55,296.4320362186,5.8,319,1719.3058100679,16297.8489699614,896381.69334788,48.3120455615,
,Cannabis-related disorders,24,129.352161259,3.7916666667,91,490.4602781071,6602.519363684,158460.464728415,8.5405014945,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,18,97.0141209443,4.5555555556,82,441.953217635,9072.6475088154,163307.655158677,8.801749227,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,20,107.7934677159,7.25,145,781.50264094,12804.0696397878,256081.392795756,13.8019506735,
,Miscellaneous substances and addictive disorders,13,70.0657540153,4.9230769231,64,344.9390966907,7883.2756399689,102482.583319595,5.5234765182,
Type of mental disorder,Anxiety disorders,198,1067.155330387,4.9191919192,974,5249.5418777622,12746.8483733035,2523875.97791409,136.0286718721,
,Bipolar disorders,27,145.5211814164,5.2592592593,142,765.3336207826,6694.2160311964,180743.832842302,9.7415022552,
,Depressive disorders,140,754.554274011,6.1714285714,864,4656.677805325,13033.5137728087,1824691.92819322,98.3449352265,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,30,161.6902015738,10.6,318,1713.9161366821,12296.120651067,368883.61953201,19.8816222665,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,12,64.6760806295,5.6666666667,68,366.4977902339,6872.2081257071,82466.4975084855,4.4446748684,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Atkinson, Georgia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,240621.997054642,2349.5350870366,5.8015323542,1395969.65208766,13630.8389015381,12107.0158321138,2912560549.04046,284.3947472323,
"Atkinson, Georgia",,202,2115.8479103383,5.4752475248,1106,11584.7910338326,11213.7005826495,2265167.51769521,237.2648494496,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,54,1599.5260663507,5.2037037037,281,8323.4597156398,7391.733741952,399153.622065407,118.2327079578,
,45-64,92,3914.8936170213,5.2826086957,486,20680.8510638297,11313.7567996096,1040865.62556408,442.9215427932,
,65-84,54,4663.2124352332,6.0185185185,325,28065.6303972366,14946.4927989591,807110.611143796,696.9867108323,
Sex,Male,86,1794.283329856,6.2906976744,541,11287.2939703734,12674.156696015,1089977.47585729,227.4102807964,
,Female,116,2440.0504838031,4.8706896552,565,11884.7286495582,10130.9486365337,1175190.04183792,247.2002612196,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,79,†,6.4303797468,508,†,12335.8278141274,974530.397316067,†,
,Medicaid,59,†,4.4237288136,261,†,7608.2537379436,448886.970538672,†,
,Private insurance,29,†,5.724137931,166,†,18682.670565306,541797.446393875,†,
,Uninsured,30,†,4.6,138,†,8484.5224825399,254535.674476196,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,195,224.3958573072,5.5230769231,1077,1239.3555811277,11352.8709066942,2213809.82680537,†,
Type of substance use disorder,Alcohol-related disorders,31,324.7093327747,4.4516129032,138,1445.4802555777,9415.8691064474,291891.94229987,30.5742057505,
,Cannabis-related disorders,14,146.6429244789,4.3571428571,61,638.9441709438,10896.6688352961,152553.363694146,15.9791938509,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,35,366.6073111972,5.5142857143,193,2021.5774588876,9679.5805053155,338785.317686042,35.4860498257,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,22,230.438881324,5,110,1152.1944066199,7928.5657583632,174428.446683991,18.2704982386,
Type of mental disorder,Anxiety disorders,73,764.6381062114,5.4657534247,399,4179.3233476485,12501.1019742011,912580.444116687,95.5881893911,
,Bipolar disorders,14,146.6429244789,7.4285714286,104,1089.3474389861,8280.2872529205,115924.021540887,12.1424553829,
,Depressive disorders,58,607.5206871268,6.724137931,390,4085.0528961978,13312.349166004,772116.251628235,80.875275126,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Bacon, Georgia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,240621.997054642,2349.5350870366,5.8015323542,1395969.65208766,13630.8389015381,12107.0158321138,2912560549.04046,284.3947472323,
"Bacon, Georgia",,375,3789.4098625707,5.3306666667,1999,20200.0808407437,12711.1991952981,4766699.69823679,481.6794359576,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,61,1789.3810501613,5.5409836066,338,9914.9310648284,11951.2884413461,729028.594922114,213.8540906196,
,45-64,131,5316.5584415584,5.4427480916,713,28936.6883116883,13814.8618176116,1809746.89810713,734.4752021539,
,65-84,176,11647.9152878888,5.1818181818,912,60357.3792190602,12361.3741260429,2175601.84618355,1439.8423866205,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,151,3108.2750102923,5.8410596026,882,18155.6195965417,13994.3586836483,2113148.1612309,434.9831538145,
,Female,224,4446.208813021,4.9866071429,1117,22171.4966256451,11846.2122187763,2653551.53700589,526.7073316804,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,79,†,6.0126582278,475,†,12767.0749461478,1008598.92074567,†,
,Medicaid,101,†,5.1782178218,523,†,11280.3736296456,1139317.73659421,†,
,Private insurance,43,†,5.3255813953,229,†,15719.02379795,675918.023311851,†,
,Uninsured,28,†,6.3928571429,179,†,14192.4978732638,397389.940451387,†,
,Other,124,†,4.7822580645,593,†,12463.5086865618,1545475.07713366,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,362,333.6405529954,5.4392265193,1969,1814.7465437788,13011.132610742,4710030.00508863,†,
Type of substance use disorder,Alcohol-related disorders,21,212.206952304,5.9523809524,125,1263.1366208569,17130.3328978556,359736.990854968,36.3517573621,
,Cannabis-related disorders,12,121.2611156023,3.6666666667,44,444.6240905416,7652.5413006422,91830.4956077061,9.2795569531,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,16,161.6814874697,9.375,150,1515.7639450283,13929.0142351357,222864.227762171,22.5206374052,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,12,121.2611156023,4.25,51,515.3597413096,8391.9470849562,100703.365019474,10.176168656,
,Miscellaneous substances and addictive disorders,14,141.471301536,6.0714285714,85,858.9329021827,12127.8387587582,169789.742622615,17.1574113402,
Type of mental disorder,Anxiety disorders,249,2516.168148747,5.0682730924,1262,12752.6273241713,13564.5060645781,3377562.01007996,341.3057811318,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,166,1677.445432498,5.8493975904,971,9812.0452708165,14122.8823424686,2344398.4688498,236.9036447908,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,24,242.5222312045,7.9166666667,190,1919.9676637025,6868.1007028065,164834.416867355,16.6566710658,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Baker, Georgia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,240621.997054642,2349.5350870366,5.8015323542,1395969.65208766,13630.8389015381,12107.0158321138,2912560549.04046,284.3947472323,
"Baker, Georgia",,95,3531.5985130111,5.0315789474,478,17769.5167286245,10346.3184264456,982900.250512333,365.3904276998,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,15,1861.0421836228,3.6666666667,55,6823.8213399504,7503.6837856976,112555.256785463,139.6467205775,
,45-64,43,5224.787363305,5.6976744186,245,29769.1373025516,10804.4999780593,464593.499056549,564.5121495219,
,65-84,37,7805.9071729958,4.8108108108,178,37552.7426160337,10966.2566127113,405751.494670319,856.0158115408,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,43,3348.9096573209,6.1627906977,265,20638.629283489,11880.6473764641,510867.837187957,397.8721473426,
,Female,52,3698.4352773826,4.0961538462,213,15149.3598862019,9077.5464100841,472032.413324376,335.7271787513,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,16,†,5.9375,95,†,10521.3234832556,168341.17573209,†,
,Medicaid,17,†,6.2352941176,106,†,10614.398854407,180444.780524919,†,
,Private insurance,*,†,*,*,†,*,*,†,
,Other,62,†,4.4677419355,277,†,10227.6499073439,634114.294255323,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,92,347.1698113208,5.1304347826,472,1781.1320754717,10554.6457826412,971027.412002994,†,
Type of substance use disorder,Alcohol-related disorders,24,892.1933085502,6.3333333333,152,5650.5576208178,9862.2232506613,236693.35801587,87.9900959167,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,13,483.2713754647,4.3846153846,57,2118.9591078067,7279.337217716,94631.3838303086,35.1789530968,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,37,1375.4646840149,4.6216216216,171,6356.8773234201,11319.0160593381,418803.594195509,155.6890684742,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,39,1449.814126394,5.4358974359,212,7881.0408921933,11942.1896932993,465745.398038673,173.1395531742,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,15,557.6208178439,4.4,66,2453.531598513,6202.4681647207,93037.0224708102,34.5862537066,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Baldwin, Georgia",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,240621.997054642,2349.5350870366,5.8015323542,1395969.65208766,13630.8389015381,12107.0158321138,2912560549.04046,284.3947472323,
"Baldwin, Georgia",,1082,2425.6282646221,5.9648798521,6454,14468.5811643912,11864.5635368817,12837457.746906,287.7902066247,
Age group,<1,*,*,*,*,*,*,*,*,
