,Opioid-related disorders,29034.2568047065,404.0738928559,6.588456044,191290.924729128,2662.2230816246,17357.3527854284,503957838.222019,70.1365310968,
,Sedative-related disorders,1451.4520784039,20.2000655832,7.2376331864,10505.0777310942,146.200665032,16208.9677302368,23526539.9008348,3.2742221119,
,Stimulant-related disorders,14791.4382189524,205.854555268,6.5718824934,97207.5938830933,1352.851947949,14702.624627088,217472963.828021,30.2660225388,
,Miscellaneous substances and addictive disorders,8383.3867216784,116.6727886555,5.8589089764,49117.4997161702,683.5752487539,11243.1550536581,94255716.7866089,13.117702534,
Type of mental disorder,Anxiety disorders,75174.0212168631,1046.2075746952,5.6939232962,428035.11067588,5957.0256822201,16793.0511172317,1262401180.98264,175.6901728109,
,Bipolar disorders,15933.0911758497,221.7431022932,6.2421949077,99457.4606017742,1384.1636639519,14502.0159217407,231061941.91472,32.1572199999,
,Depressive disorders,81313.878276032,1131.6568410624,5.4693429869,444733.489887248,6189.4194072501,16072.2961867397,1306900735.74488,181.883239313,
,"Disruptive, impulse-control, and conduct disorders",1277.8988961851,17.7847011939,10.1166192586,12928.0165836311,179.9210506055,18299.7558216163,23385237.7648996,3.2545568921,
,Eating disorders,928.1909624681,12.9177660045,8.2839305079,7689.0694311183,107.0098758983,16220.0339817577,15055288.9527937,2.0952660356,
,Obsessive-compulsive disorders,1130.9127401853,15.7390738975,7.0402148134,7961.8686261101,110.806461202,14634.3568784391,16550180.6382449,2.3033122435,
,Personality disorders,2825.9722064858,39.3294582416,8.3894382643,23708.3193629852,329.9520618871,13245.4203639268,37431189.8116788,5.209352071,
,Schizophrenia and related disorders,11596.0412400767,161.3837597812,9.8730992459,114488.866022909,1593.3578769971,16476.7090234661,191064597.336858,26.5907325103,
,Somatic symptom disorders,830.9087020052,11.5638749111,5.6864777862,4724.9438762965,65.7577178043,13857.6319336643,11514426.9628665,1.6024792225,
,Suicidal ideation or attempt,8968.3692147233,124.8140734422,7.0603086165,63319.4544429209,881.225878188,12280.0620403818,110132130.357852,15.3272456538,
,Trauma- and stressor-related disorders,14425.8740129752,200.7669460762,6.717601964,96907.2796015817,1348.6724312619,16464.6437952109,237516877.058227,33.05556253,
,Miscellaneous mental disorders,8974.6091483591,124.9009154886,4.4387119546,39835.7049149431,554.3991867231,8652.3926656611,77651842.3724372,10.8069176511,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Adams, Washington",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,191911.056576523,2670.8535449888,5.7504282711,1103570.76527098,15358.5517330249,16602.3964942718,3186183452.91808,443.4256953204,
"Adams, Washington",,198,910.2192800993,5.5202020202,1093,5024.594308831,17215.8241729634,3408733.18624676,156.7017508503,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,45-64,80,1838.2352941176,6.3375,507,11649.8161764705,22076.5239763288,1766121.9181063,405.8184554472,
,65-84,68,2883.7998303647,5.4852941176,373,15818.4902459711,15282.5800917601,1039215.44623969,440.7190187615,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,111,1005.5258628499,5.6306306306,625,5661.7447232539,17757.6244026978,1971096.30869946,178.5575059969,
,Female,87,812.0216539108,5.3793103448,468,4368.1164831062,16524.5618108885,1437636.8775473,134.1830201183,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,97,†,5.3402061856,518,†,16513.7822604958,1601836.87926809,†,
,Medicaid,44,†,4.9090909091,216,†,15881.5710615013,698789.126706059,†,
,Private insurance,48,†,6.1875,297,†,19049.9428379643,914397.256222289,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,188,230.3921568627,5.7127659574,1074,1316.1764705882,17793.4143348831,3345161.89495802,†,
Type of substance use disorder,Alcohol-related disorders,61,280.4210913437,5.8524590164,357,1641.1529444215,17487.6753816784,1066748.19828238,49.039130156,
,Cannabis-related disorders,18,82.7472072818,6.3888888889,115,528.662713189,17327.4049209078,311893.288576341,14.3379436665,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,24,110.329609709,6.7916666667,163,749.321932607,17874.9929166821,428999.830000371,19.7214099205,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,11,50.5677377833,5.3636363636,59,271.2269572013,8379.1545466098,92170.7000127078,4.2371488996,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,63,289.6152254861,5.0793650794,320,1471.0614627867,17224.9702915139,1085173.12836537,49.8861365497,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,77,353.9741644831,4.5974025974,354,1627.3617432078,17077.5370269881,1314970.35107808,60.4500690056,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Benton, Washington",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,191911.056576523,2670.8535449888,5.7504282711,1103570.76527098,15358.5517330249,16602.3964942718,3186183452.91808,443.4256953204,
"Benton, Washington",,4696,2461.2288324362,4.7819420784,22456,11769.4537183108,16957.3917575692,79631911.6935451,417.3602151665,
Age group,<1,44,1578.1922525108,13.5909090909,598,21449.0674318507,21321.4497189626,938143.787634357,336.4934675876,
,1-17,78,163.8862041434,5.1538461538,402,844.6442828928,16041.7425598863,1251255.91967113,26.2902029599,
,18-44,970,1469.5856374517,4.3515463918,4221,6394.9700780244,14585.8552748449,14148279.6165995,214.3516342186,
,45-64,1703,3563.3578841647,4.7633587786,8112,16973.5520589219,17902.8741945294,30488594.7532836,637.9434791029,
,65-84,1900,7137.490608565,4.7989473684,9118,34252.4417731029,17260.1055618006,32794200.5674212,1231.9384135019,
Sex,Male,1909,1997.7604989692,5.1084337349,9752,10205.4271272643,18419.0585922769,35161982.8526567,367.9686768385,
,Female,2786,2925.1800676172,4.5588657574,12701,13335.5032443669,15958.6666819137,44460845.3758116,466.8197368368,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,2387,†,4.7121910348,11248,†,16765.2932461338,40018754.9785215,†,
,Medicaid,366,†,5.8333333333,2135,†,19122.6495111896,6998889.72109539,†,
,Private insurance,1801,†,4.7245974459,8509,†,16899.5439297274,30436078.617439,†,
,Uninsured,57,†,3.298245614,188,†,10649.7399998569,607035.179991847,†,
,Other,84,†,4.380952381,368,†,18640.5827529143,1565808.9512448,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,213,80.5902383655,3.5352112676,753,284.9035187287,9715.4668126417,2069394.43109268,†,
,Neonatal birth hospitalization,39,14.9253731343,11.8974358974,464,177.573670111,16161.8444872719,630311.935003606,†,
,Nonmaternal/nonneonatal hospitalization,4444,338.3326988961,4.7792529253,21239,1616.9775409212,17311.4773464106,76932205.3274488,†,
Type of substance use disorder,Alcohol-related disorders,702,367.9264566376,5.2663817664,3697,1937.6411826058,17958.4979855795,12606865.5858768,66.0740653037,
,Cannabis-related disorders,265,138.8896168219,3.7811320755,1002,525.1599851152,13204.6904350021,3499242.96527555,18.3399439477,
,Neonatal abstinence syndrome,16,8.3857881855,12.4375,199,104.2982405568,12591.1804681716,201458.887490747,1.0558697241,
,Opioid-related disorders,446,233.75384567,5.432735426,2423,1269.9227983375,19046.1899873503,8494600.73435827,44.5212015491,
,Sedative-related disorders,14,7.3375646623,10.4285714286,146,76.5203171924,36928.7455240839,517002.437337174,2.7096705818,
,Stimulant-related disorders,189,99.0571229409,5.671957672,1072,561.8478084267,18311.7758695391,3460925.63934289,18.1391183358,
,Miscellaneous substances and addictive disorders,166,87.0025524243,7.5963855422,1261,660.9049313676,18568.7991655316,3082420.66147825,16.1553292286,
Type of mental disorder,Anxiety disorders,2089,1094.8694699658,4.5107707037,9423,4938.7051294818,16393.9586404245,34246979.5998468,179.4924480728,
,Bipolar disorders,377,197.5901341202,4.6790450928,1764,924.5331474484,16360.4636122754,6167894.78182782,32.3266619942,
,Depressive disorders,2315,1213.3187280856,4.5425485961,10516,5511.5592849019,16184.1143964871,37466224.8278676,196.3648909474,
,"Disruptive, impulse-control, and conduct disorders",22,11.530458755,5.7727272727,127,66.5621937222,13997.7386837245,307950.251041939,1.6140034856,
,Eating disorders,18,9.4340117087,5.2777777778,95,49.7906173512,14721.8667776107,264993.601996992,1.3888626355,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,16,8.3857881855,8.4375,135,70.7550878149,15590.1956669368,249443.130670989,1.3073607863,
,Schizophrenia and related disorders,107,56.0799584903,7.261682243,777,407.234838757,16389.9084120139,1753720.20008549,9.1914538341,
,Somatic symptom disorders,20,10.4822352318,4.1,82,42.9771644505,12156.8353346071,243136.706692142,1.2743080765,
,Suicidal ideation or attempt,120,62.893411391,5,600,314.4670569552,12788.5497503542,1534625.9700425,8.0431552054,
,Trauma- and stressor-related disorders,240,125.7868227821,5.5333333333,1328,696.0204193942,17851.63475172,4284392.3404128,22.4550041689,
,Miscellaneous mental disorders,203,106.3946876032,4.0935960591,831,435.536873883,10967.4489518141,2226392.13721826,11.6687830503,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Chelan, Washington",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,191911.056576523,2670.8535449888,5.7504282711,1103570.76527098,15358.5517330249,16602.3964942718,3186183452.91808,443.4256953204,
"Chelan, Washington",,2094,2767.1327007955,5.6556829035,11843,15650.0251076988,15839.4091801414,33167722.8232161,438.2974710365,
Age group,<1,19,1799.2424242424,11.8421052632,225,21306.8181818181,21694.7052798883,412199.400317877,390.3403412101,
,1-17,23,132.1991033452,4.3913043478,101,580.5264972985,15459.3814252013,355565.77277963,20.4371636268,
,18-44,355,1472.8457038543,4.5154929577,1603,6650.6244036012,11791.9093263691,4186127.81086106,173.6766299158,
,45-64,755,3862.2877020667,6.0238410596,4548,23265.8072437077,17781.4011032769,13424957.832974,686.768868067,
,65-84,942,6942.2949369887,5.6963906582,5366,39546.0240253519,15699.4394971162,14788872.0062835,1089.9013933439,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,899,2381.520040266,6.3003337041,5664,15004.3709767146,17491.5148901256,15724871.8862229,416.5639324544,
,Female,1194,3148.3190507581,5.1725293132,6176,16284.7725774555,14604.1298531228,17437331.0446287,459.7846023633,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1147,†,5.7986050567,6651,†,16092.9800203389,18458648.0833287,†,
,Medicaid,497,†,6.0201207243,2992,†,15245.3815839163,7576954.64720641,†,
,Private insurance,342,†,4.7953216374,1640,†,16364.8923847417,5596793.19558168,†,
,Uninsured,42,†,3.3333333333,140,†,13144.795638402,552081.416812884,†,
,Other,66,†,6.3636363636,420,†,14897.6587922183,983245.480286409,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,60,69.5249130939,2.8666666667,172,199.3047508691,8065.2480533322,483914.883199929,†,
,Neonatal birth hospitalization,15,16.9491525424,13.1333333333,197,222.5988700565,24396.2229577098,365943.344365647,†,
,Nonmaternal/nonneonatal hospitalization,2019,380.7996982271,5.6830113918,11474,2164.0890230102,16006.8670607481,32317864.5956505,†,
Type of substance use disorder,Alcohol-related disorders,395,521.9758437508,7.0607594937,2789,3685.5458942305,17389.1708964964,6868722.50411607,90.7672715083,
,Cannabis-related disorders,160,211.4332531649,4.94375,791,1045.2731453339,15790.8977820737,2526543.6451318,33.3872088846,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,313,413.6163015038,6.124600639,1917,2533.2346644818,15648.4265555378,4897957.51188336,64.7244431626,
,Sedative-related disorders,12,15.8574939874,6.5833333333,79,104.3951687502,22457.5473736147,269490.568483376,3.5612042245,
,Stimulant-related disorders,121,159.8963977059,5.9173553719,716,946.1638079129,15194.6139924504,1838548.2930865,24.2956404193,
,Miscellaneous substances and addictive disorders,72,95.1449639242,8.2361111111,593,783.6244945424,13641.3027962739,982173.801331726,12.9790126243,
Type of mental disorder,Anxiety disorders,732,967.3071332294,5.2609289617,3851,5088.9341121125,15069.6813504976,11031006.7485642,145.7701026583,
,Bipolar disorders,105,138.7530723895,5.9047619048,620,819.303856014,14876.1734304628,1561998.2101986,20.6411476888,
,Depressive disorders,1070,1413.9598805402,5.6934579439,6092,8050.3211142532,16039.5782415842,17162348.7184951,226.7932013439,
,"Disruptive, impulse-control, and conduct disorders",14,18.5004096519,6.4285714286,90,118.9312049053,11654.4666576249,163162.533206749,2.1561240744,
,Eating disorders,12,15.8574939874,6,72,95.1449639242,12898.3433755318,154780.120506381,2.0453540252,
,Obsessive-compulsive disorders,13,17.1789518196,7.4615384615,97,128.1814097312,15525.3750294766,201829.875383196,2.6670966961,
,Personality disorders,23,30.3935301425,8.1739130435,188,248.4340724687,14503.1847698046,333573.249705506,4.4080298346,
,Schizophrenia and related disorders,122,161.2178555382,7.9016393443,964,1273.8853503185,17080.7692461369,2083853.84802871,27.5372498881,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,61,80.6089277691,4.5737704918,279,368.6867352063,10228.7516571319,623953.851085049,8.245287035,
,Trauma- and stressor-related disorders,157,207.468879668,5.7707006369,906,1197.2407960462,14767.2711276955,2318461.5670482,30.6374919662,
,Miscellaneous mental disorders,66,87.2162169305,4.4242424242,292,385.8656870259,9581.9153772702,632406.414899831,8.3569841015,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Clallam, Washington",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,191911.056576523,2670.8535449888,5.7504282711,1103570.76527098,15358.5517330249,16602.3964942718,3186183452.91808,443.4256953204,
"Clallam, Washington",,1943,2608.8240822793,5.5846628924,10851,14569.4030451945,19543.9975746439,37973987.2875331,509.8685153674,
Age group,<1,27,3901.7341040462,6.6296296296,179,25867.0520231213,9513.3330944533,256859.993550239,371.1849617778,
,1-17,34,275.974025974,5.2352941176,178,1444.8051948052,24569.656511405,835368.321387773,67.8058702425,
,18-44,427,2078.263408936,5.1920374707,2217,10790.4214932346,16332.8051093182,6974107.7816789,339.4387122398,
,45-64,665,3211.6294793779,5.2781954887,3510,16951.6082294986,20006.9571608003,13304626.5119322,642.5493341028,
,65-84,790,3908.1824478084,6.0341772152,4767,23582.6654793707,21016.4869354227,16603024.6789839,821.3626535561,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,878,2365.5566332579,5.8997722096,5180,13956.2452850522,21095.5200484323,18521866.6025235,499.0264738259,
,Female,1063,2845.1367699802,5.3301975541,5666,15165.1410524061,18273.9275850244,19425185.0228809,519.9182330411,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1016,†,5.8690944882,5963,†,20391.1053230001,20717363.0081681,†,
,Medicaid,523,†,5.361376673,2804,†,17864.0618689901,9342904.35748185,†,
,Private insurance,294,†,5.2653061224,1548,†,20677.9841204277,6079327.33140575,†,
,Other,76,†,4.8947368421,372,†,17920.2307462229,1361937.53671294,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,63,105.527638191,2.6507936508,167,279.7319932998,6718.8007506954,423284.447293808,†,
,Neonatal birth hospitalization,18,29.0322580645,4.0555555556,73,117.7419354839,5676.3358438608,102174.045189493,†,
,Nonmaternal/nonneonatal hospitalization,1862,272.6207906296,5.6987110634,10611,1553.5871156662,20111.9918340761,37448528.7950498,†,
Type of substance use disorder,Alcohol-related disorders,342,459.1960041892,5.6374269006,1928,2588.683906657,17981.8115679191,6149779.55622836,82.5717602007,
,Cannabis-related disorders,126,169.1774752276,6.4285714286,810,1087.5694836059,19586.7700745803,2467933.02939711,33.1364030908,
,Neonatal abstinence syndrome,20,26.8535674964,6.6,132,177.2335454765,8710.3253290263,174206.506580526,2.3390330914,
,Opioid-related disorders,405,543.7847418029,5.9086419753,2393,3213.0293509493,18181.4757298806,7363497.67060167,98.8680908537,
,Sedative-related disorders,13,17.4548188727,4.1538461538,54,72.5046322404,10778.735017484,140123.555227293,1.8814086741,
,Stimulant-related disorders,160,214.8285399715,5.68125,909,1220.4946427133,16096.0339438075,2575365.4310092,34.5788747148,
,Miscellaneous substances and addictive disorders,90,120.841053734,5.9,531,712.9622170305,10992.6838580006,989341.547220057,13.2836750077,
Type of mental disorder,Anxiety disorders,594,797.5509546443,5.6313131313,3345,4491.2591637799,21907.853211734,13013264.80777,174.7262924323,
,Bipolar disorders,112,150.3799779801,4.9464285714,554,743.8438196514,15115.8176543586,1692971.57728816,22.7311632601,
,Depressive disorders,619,831.1179140149,5.8852988691,3643,4891.3773194769,23438.3467467779,14508336.6362555,194.8002985614,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,14,18.7974972475,6.4285714286,90,120.841053734,12176.5559600746,170471.783441044,2.2888877714,
,Schizophrenia and related disorders,76,102.0435564865,5.9473684211,452,606.8906254196,12913.2416441518,981406.364955539,13.1771310314,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
