,Opioid-related disorders,19108.6161727811,287.8617370118,5.5247061224,105569.488760041,1590.3515008692,12111.0902982275,231426175.942724,34.8631949035,
,Sedative-related disorders,2366.788459764,35.6544833496,5.480251423,12970.5958246443,195.3955331145,8418.6485643337,19925160.2688738,3.0016256506,
,Stimulant-related disorders,9031.0777324849,136.0486651495,5.0605417841,45702.1462210818,688.4799546661,9442.0012052557,85271446.8348798,12.8457166032,
,Miscellaneous substances and addictive disorders,9890.9760849111,149.0026033701,5.1966678738,51400.1176605584,774.3170420397,8828.5653300294,87323128.5433961,13.154792182,
Type of mental disorder,Anxiety disorders,104744.910558896,1577.9296430466,5.3237396306,557634.631449157,8400.4865750327,12434.0839310354,1302393524.22846,196.1990647399,
,Bipolar disorders,20057.16318562,302.1511229247,5.3870760565,108049.463559026,1627.7110797589,9483.9590796312,190221314.905905,28.6558888568,
,Depressive disorders,111942.158448462,1686.3525796142,5.2926757219,592473.544276295,8925.3173566729,11652.289471365,1304370782.00142,196.4969287254,
,"Disruptive, impulse-control, and conduct disorders",2796.5932493429,42.1292773476,7.0340028842,19671.2449816987,296.3374583704,6725.2774569314,18807865.5360124,2.8333107922,
,Eating disorders,680.440447867,10.2504947237,7.1697703866,4878.6017729937,73.4936935184,7983.1571553667,5432063.03019007,0.818313103,
,Obsessive-compulsive disorders,1134.2400214365,17.0867581308,5.9340855538,6730.6773257332,101.3942845852,9416.0019557059,10680006.2600857,1.6088894798,
,Personality disorders,6864.9961769374,103.4177308395,5.5388260198,38024.019450913,572.8128184867,6222.4137256373,42710624.0240977,6.434141703,
,Schizophrenia and related disorders,15094.6281054914,227.3930161507,7.4404791994,112311.266442267,1691.9130067681,9839.4017696555,148522110.493463,22.3741124552,
,Somatic symptom disorders,925.7154277912,13.9454395134,5.6043012409,5187.988120688,78.1544439699,10879.4035997237,10071231.7574312,1.5171806484,
,Suicidal ideation or attempt,14977.3246434321,225.625898216,4.8598457533,72787.4875642239,1096.5070632801,5268.5039746646,78908094.4137641,11.8871094154,
,Trauma- and stressor-related disorders,13240.3762400156,199.459640022,6.1062585771,80849.1609799783,1217.9521376747,10374.8255554365,137366593.778509,20.6935897058,
,Miscellaneous mental disorders,7506.8062146705,113.0862777727,4.252221158,31920.6002150763,480.8678630251,6463.4548964443,48519903.3848704,7.3092805579,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Adams, Indiana",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,229063.4143015,3450.7256690107,5.4481794496,1247978.58645815,18800.1726761941,12105.7987758386,2772970365.66382,417.7341043039,
"Adams, Indiana",,866,2505.9320562532,4.9965357968,4327,12520.9792233346,10401.6318251994,9007813.16062268,260.6578262811,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,58,585.3855470327,4.7413793103,275,2775.5349212757,2362.5303097787,137026.757967161,13.8299109777,
,45-64,232,2928.5533956072,5.7887931034,1343,16952.7896995708,13171.2559759757,3055731.38642636,385.7272641285,
,65-84,252,4878.9932236205,5.6904761905,1434,27763.7947725072,14725.6855413779,3710872.75642724,718.4651996955,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,363,2121.5663354763,5.4573002755,1981,11578.0245470485,10995.7755348746,3991466.51915948,233.2826720724,
,Female,502,2877.1205868867,4.6653386454,2342,13422.7418615314,9978.8326564033,5009373.99351443,287.1030486884,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,358,†,5.6145251397,2010,†,13021.0851741482,4661548.49234505,†,
,Medicaid,195,†,4.5846153846,894,†,7121.6762956169,1388726.8776453,†,
,Private insurance,240,†,4.3625,1047,†,9743.7996800303,2338511.92320728,†,
,Uninsured,60,†,4.15,249,†,6075.7758979609,364546.553877656,†,
,Other,13,†,9.7692307692,127,†,19575.3318113372,254479.313547384,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,27,69.2307692308,2.8888888889,78,200,6266.6860268714,169200.522725528,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,838,323.0531996916,5.0668257757,4246,1636.8542791056,10545.2271939612,8836900.38853951,†,
Type of substance use disorder,Alcohol-related disorders,161,465.8834423288,5.397515528,869,2514.6131141848,11078.6807928977,1783667.60765653,51.6137394426,
,Cannabis-related disorders,71,205.451704381,4.5070422535,320,925.9795127033,6113.5038054513,434058.770187046,12.5602977657,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,59,170.7274726547,5.2542372881,310,897.0426529313,10537.2690004435,621698.871026172,17.9900130513,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,29,83.9168933387,5.275862069,153,442.7339545113,9370.3201907741,271739.28553245,7.8632816,
,Miscellaneous substances and addictive disorders,18,52.0863475896,4.3333333333,78,225.7075062214,5302.7297579992,95449.1356439862,2.7619982535,
Type of mental disorder,Anxiety disorders,378,1093.8132993808,5.0661375661,1915,5541.4086463337,11464.6479050587,4333636.9081122,125.4018435127,
,Bipolar disorders,120,347.2423172637,5.4,648,1875.1085132241,7887.999517149,946559.942057882,27.3904723091,
,Depressive disorders,422,1221.1354823774,4.4194312796,1865,5396.7243474738,8492.6266336148,3583888.43938545,103.7064772089,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,92,266.2191099022,4.4456521739,409,1183.5175646739,4750.4530901226,437041.684291281,12.6466139328,
,Schizophrenia and related disorders,50,144.6842988599,6.3,315,911.5110828173,8437.2209079792,421861.04539896,12.207333914,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,62,179.4085305863,5.1451612903,319,923.0858267261,3660.2909119365,226938.036540063,6.5668741403,
,Trauma- and stressor-related disorders,86,248.856994039,4.6162790698,397,1148.7933329475,5595.7125604503,481231.280198726,13.925322073,
,Miscellaneous mental disorders,34,98.3853232247,4.7647058824,162,468.777128306,6442.2642943446,219036.986007717,6.338242549,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Allen, Indiana",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,229063.4143015,3450.7256690107,5.4481794496,1247978.58645815,18800.1726761941,12105.7987758386,2772970365.66382,417.7341043039,
"Allen, Indiana",,14574,3966.5993500591,5.0673116509,73851,20099.9951009477,9307.4029715859,135646090.907892,369.1873857783,
Age group,<1,58,1093.7205355459,16.3620689655,949,17895.5308316047,23992.6372105071,1391572.95820941,262.4124001903,
,1-17,824,912.3723896627,4.9332524272,4065,4500.9633057998,4140.2957370848,3411603.68735785,37.7749151555,
,18-44,4615,3570.4062449229,4.1486457205,19146,14812.3505883627,6412.7163493151,29594685.9520893,228.9600250051,
,45-64,5368,5820.1689236807,5.1229508197,27500,29816.4391582006,10588.4400527966,56838746.2034123,616.2650974554,
,65-84,3708,7369.8646473078,5.9805825243,22176,44076.0837159382,11968.7394264824,44380085.793397,882.0798957207,
Sex,Male,6539,3647.8352309812,5.0351735739,32925,18367.4835571274,9268.8397905381,60608943.3903285,338.1120033825,
,Female,8028,4266.5589574885,5.0935475835,40891,21731.9210675963,9336.8909446561,74956560.503699,398.3639569502,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,6129,†,5.5565345081,34056,†,10905.5093674996,66839866.9134055,†,
,Medicaid,4436,†,4.9880522994,22127,†,7108.9572030628,31535334.1527868,†,
,Private insurance,2729,†,4.4741663613,12210,†,9877.3091085509,26955176.5572353,†,
,Uninsured,930,†,3.8752688172,3604,†,6221.5744201808,5786064.2107681,†,
,Other,349,†,5.3123209169,1854,†,12959.7647544697,4522957.89930995,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,262,53.5896911434,2.9732824427,779,159.3372877889,5504.204941268,1442101.69461222,†,
,Neonatal birth hospitalization,53,10.6340288925,13.9433962264,739,148.2744783307,17511.9024563202,928130.83018497,†,
,Nonmaternal/nonneonatal hospitalization,14259,403.0698778833,5.0727961288,72333,2044.6913161465,9346.788581464,133275858.383095,†,
Type of substance use disorder,Alcohol-related disorders,2992,814.3313610112,4.7272727273,14144,3849.5664338709,8246.6252163132,24673902.647209,67.1548553615,
,Cannabis-related disorders,1405,382.3982494053,4.2491103203,5970,1624.8523480069,6066.5448986173,8523495.58255725,23.1983614917,
,Neonatal abstinence syndrome,12,3.2660348704,21.25,255,69.4032409953,19251.10935076,231013.31220912,0.6287479443,
,Opioid-related disorders,1146,311.9063301199,4.6605584642,5341,1453.6576868852,8521.6289797562,9765786.8108006,26.5795002172,
,Sedative-related disorders,94,25.5839398179,3.7446808511,352,95.8036895307,4307.2434234242,404880.881801878,1.1019625653,
,Stimulant-related disorders,750,204.1271793979,4.232,3174,863.8662232117,6201.4544611488,4651090.84586163,12.6588540732,
,Miscellaneous substances and addictive disorders,595,161.9408956556,4.5142857143,2686,731.0474718168,5560.4935245504,3308493.64710749,9.0047130165,
Type of mental disorder,Anxiety disorders,5745,1563.6141941875,5.1536988686,29608,8058.3967034821,10485.8383010221,60241141.0393719,163.9580560543,
,Bipolar disorders,1665,453.1623382632,5.0762762763,8452,2300.3772270275,7454.7179522121,12412105.3904331,33.7819741832,
,Depressive disorders,7145,1944.6515957302,4.8349895031,34546,9402.3700526376,8675.3969495814,61985711.2047592,168.706245216,
,"Disruptive, impulse-control, and conduct disorders",215,58.5164580941,6.0046511628,1291,351.3709181368,5775.0798214169,1241642.16160464,3.3793721636,
,Eating disorders,61,16.6023439244,4.4918032787,274,74.5744628733,3482.8689457068,212455.005688116,0.5782378808,
,Obsessive-compulsive disorders,95,25.8561093904,6.1578947368,585,159.2191999303,8216.4739649361,780565.026668932,2.1244604964,
,Personality disorders,744,202.4941619627,4.7701612903,3549,965.9298129106,3955.2869899624,2942733.52053205,8.0092252435,
,Schizophrenia and related disorders,1204,327.6921653267,6.8970099668,8304,2260.096130293,7081.8650291239,8526565.49506522,23.2067168594,
,Somatic symptom disorders,71,19.3240396497,5.661971831,402,109.4121681572,11732.4248132699,833002.161742163,2.2671784228,
,Suicidal ideation or attempt,2076,565.0240325733,4.3232177264,8975,2442.721913461,2855.3525260297,5927711.8440377,16.1334279868,
,Trauma- and stressor-related disorders,1257,342.1171526708,5.0739856802,6378,1735.8975335993,7529.3722022275,9464420.85819996,25.7592737922,
,Miscellaneous mental disorders,526,143.161195151,4.3935361217,2311,628.9838821179,5367.9663277372,2823550.28838978,7.6848447501,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Bartholomew, Indiana",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,229063.4143015,3450.7256690107,5.4481794496,1247978.58645815,18800.1726761941,12105.7987758386,2772970365.66382,417.7341043039,
"Bartholomew, Indiana",,2694,3354.1671854379,5.3452115813,14400,17928.7332851913,13403.3349226915,36108584.2817309,449.5702617313,
Age group,<1,43,4150.5791505792,12.6046511628,542,52316.6023166023,10910.1130951403,469134.863091035,452.8328794315,
,1-17,27,148.2783239058,15.4444444444,417,2290.0763358779,9685.6801074422,261513.36290094,14.3617641222,
,18-44,829,2991.9156922188,4.8914354644,4055,14634.7625234589,10004.1014721288,8293400.12039484,299.3142818101,
,45-64,895,4307.440562133,5.5608938547,4977,23953.2197516604,16476.2636828825,14746255.9961799,709.7052650005,
,65-84,900,7150.2343687932,4.8988888889,4409,35028.2037022324,13709.1999324046,12338279.9391641,980.2399252534,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1031,2580.9197186272,5.96314258,6148,15390.3922697574,15090.946799567,15558766.1503535,389.4852216776,
,Female,1663,4119.2935523024,4.9621166566,8252,20440.4151494884,12357.0764470097,20549818.1313772,509.0242533348,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1301,†,5.1983089931,6763,†,13928.8882145942,18121483.567187,†,
,Medicaid,287,†,7.1951219512,2065,†,13721.8005599922,3938156.76071778,†,
,Private insurance,594,†,4.4831649832,2663,†,14409.1107231309,8559011.76953978,†,
,Uninsured,92,†,3.8260869565,352,†,9872.8917923269,908306.044894074,†,
,Other,420,†,6.0880952381,2557,†,10908.6336652194,4581626.13939217,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,157,153.0214424951,2.6242038217,412,401.559454191,5850.9942513875,918606.097467841,†,
,Neonatal birth hospitalization,42,40.1146131805,12.0714285714,507,484.2406876791,11043.2092353861,463814.787886216,†,
,Nonmaternal/nonneonatal hospitalization,2495,386.8217054264,5.4032064128,13481,2090.0775193798,13918.3019624756,34726163.3963768,†,
Type of substance use disorder,Alcohol-related disorders,304,378.4954804652,5.1447368421,1564,1947.2596429194,14263.1792742205,4336006.49936303,53.9854889236,
,Cannabis-related disorders,187,232.824522523,5.5935828877,1046,1302.3232650215,9328.2022997701,1744373.830057,21.7183424644,
,Neonatal abstinence syndrome,14,17.4307129162,22.2142857143,311,387.2108369232,20034.4683371591,280482.556720228,3.4921506601,
,Opioid-related disorders,283,352.3494110909,5.74204947,1625,2023.2077491969,14387.7042368483,4071720.29902809,50.694991148,
,Sedative-related disorders,21,26.1460693742,8.1904761905,172,214.1487586842,17431.6722565347,366065.117387228,4.5576971213,
,Stimulant-related disorders,189,235.3146243681,5.0634920635,957,1191.5137329117,9065.4479246691,1713369.65776246,21.3323247312,
,Miscellaneous substances and addictive disorders,136,169.3269254713,5.3161764706,723,900.1718170273,8434.4333367734,1147082.93380118,14.2817666501,
Type of mental disorder,Anxiety disorders,1205,1500.2863617122,5.0755186722,6116,7614.731442516,14647.2445649438,17649929.7007573,219.7506125745,
,Bipolar disorders,119,148.1610597873,6.1596638655,733,912.6223262531,12811.3555001742,1524551.30452073,18.9814400822,
,Depressive disorders,1458,1815.2842451256,5.0672153635,7388,9198.4362160412,12584.8663819447,18348735.1848754,228.4510967016,
,"Disruptive, impulse-control, and conduct disorders",13,16.1856619936,8.1538461538,106,131.9753977938,9835.9195329773,127866.953928705,1.5920086896,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,94,117.0347867228,5.3191489362,500,622.5254612914,6653.6705357781,625445.030363145,7.7871091208,
,Schizophrenia and related disorders,175,217.883911452,9.0171428571,1578,1964.6903558356,11663.6621582532,2041140.87769432,25.4132433289,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,186,231.5794716004,4.7419354839,882,1098.134913718,6786.928752293,1262368.74792649,15.7171337425,
,Trauma- and stressor-related disorders,73,90.8887173485,10.4794520548,765,952.4639557758,22893.8145338074,1671248.46096794,20.8078943819,
,Miscellaneous mental disorders,146,181.7774346971,3.0547945205,446,555.2927114719,5975.9284553577,872485.55448223,10.8628894455,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Benton, Indiana",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,229063.4143015,3450.7256690107,5.4481794496,1247978.58645815,18800.1726761941,12105.7987758386,2772970365.66382,417.7341043039,
"Benton, Indiana",,319,3378.5214996823,5.3448275862,1705,18057.6149120949,13663.4921667033,4358654.00117837,461.6240204595,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,64,2168.0216802168,4.375,280,9485.0948509485,8139.0583436499,520899.733993591,176.4565494558,
,45-64,112,4261.796042618,5.6607142857,634,24124.8097412481,15801.1451559549,1769728.25746695,673.4125789448,
,65-84,137,8525.2022401991,5.4379562044,745,46359.6764156814,14638.5778435347,2005485.16456426,1247.9683662503,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,112,2383.9931885909,6.0803571429,681,14495.5300127713,16031.315539789,1795507.34045636,382.1854705101,
,Female,207,4363.4064080944,4.9468599034,1024,21585.1602023608,12382.3510179807,2563146.660722,540.2922977913,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,196,†,5.1683673469,1013,†,13419.3244174329,2630187.58581685,†,
,Medicaid,41,†,5.512195122,226,†,12050.1657545308,494056.795935766,†,
,Private insurance,45,†,5.2222222222,235,†,14026.7959351916,631205.817083623,†,
,Other,33,†,6.5454545455,216,†,16523.6647527504,545280.936840763,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,12,101.6949152542,2.3333333333,28,237.2881355932,4398.4408721674,52781.2904660084,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,305,385.101010101,5.4098360656,1650,2083.3333333333,14008.9509858547,4272730.05068568,†,
Type of substance use disorder,Alcohol-related disorders,31,328.320271129,5.935483871,184,1948.7396737979,18479.1471013531,572853.560141947,60.6707858655,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,18,190.6375767846,5.2222222222,94,995.551789875,13118.0940617698,236125.693111856,25.0080166397,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,185,1959.330650286,5.5027027027,1018,10781.6140648167,14063.0289351147,2601660.35299622,275.5412362843,
,Bipolar disorders,24,254.1834357128,4.125,99,1048.5066723152,8695.4274040251,208690.257696602,22.1023361255,
,Depressive disorders,177,1874.6028383817,5.4463276836,964,10209.701334463,13642.8424600849,2414783.11543503,255.7491119927,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
