,Opioid-related disorders,2904.7671174294,152.8062375946,5.8011625661,16851.0262648734,886.4538254005,16580.3113752813,48161943.2796586,25.335749994,
,Sedative-related disorders,288.2045151679,15.161094105,8.1892413083,2360.1763208389,124.1578581234,24895.4864065212,7174991.5896595,3.774428122,
,Stimulant-related disorders,2580.9285297953,135.7706012892,5.4053957661,13950.9401475434,733.8938333686,8675.1330904398,22389898.4928876,11.7782803595,
,Miscellaneous substances and addictive disorders,1440.6946920507,75.7882220898,5.3779701949,7748.0131138506,407.5867995258,9621.6404386345,13861846.3087609,7.2920702243,
Type of mental disorder,Anxiety disorders,21322.9043428824,1121.6984548174,4.9580558064,105720.149686417,5561.4435369309,13358.7128281487,284846555.778653,149.8444753768,
,Bipolar disorders,6687.3761221939,351.7916388136,5.0383820728,33693.5559684669,1772.4606863768,9343.9852699888,62486743.9806548,32.8713589118,
,Depressive disorders,28281.9702479628,1487.7824247672,4.9247904475,139282.776913342,7327.0166734357,12366.8627146654,349759243.35681,183.9920099639,
,"Disruptive, impulse-control, and conduct disorders",992.4067507043,52.205886258,5.0619630438,5023.5262965109,264.2642669084,6622.4504774411,6572164.56001778,3.4573089637,
,Eating disorders,281.9354777107,14.8313093104,7.01513522,1977.8154994489,104.043640302,9011.5090711701,2540664.11487454,1.3365247839,
,Obsessive-compulsive disorders,430.5656162447,22.650047042,5.8765750881,2530.2511742216,133.1047021918,10370.222630415,4465061.29745912,2.3488603042,
,Personality disorders,1617.3443554845,85.0809362215,5.3935565976,8723.2383191737,458.8888448907,6840.2769127803,11063083.2548358,5.8197716375,
,Schizophrenia and related disorders,4627.6108697675,243.4370045771,7.444450769,34450.0212979232,1812.2547959188,10051.6726798743,46515229.7527314,24.4694908818,
,Somatic symptom disorders,266.6687947101,14.0282003879,5.7025674277,1520.696782687,79.9967586008,11460.747609071,3056223.75138742,1.6077366406,
,Suicidal ideation or attempt,3885.4713102246,204.3965069126,4.8404680577,18807.4997662441,989.3747628154,6143.2575001925,23869450.76832,12.556603741,
,Trauma- and stressor-related disorders,4733.6345568187,249.0144157977,5.5408770588,26228.4871206098,1379.7582638036,10702.5190868258,50661814.1944102,26.6508153797,
,Miscellaneous mental disorders,2417.2752504009,127.1615662501,3.8935314528,9411.7372174714,495.1075577802,6341.9524416822,15330244.6764977,8.0645260557,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Adams, Nebraska",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,56225.2050221693,2957.7455575939,5.1768383116,291068.795439058,15311.77051866,12844.9519812981,722210058.648409,379.9209966019,
"Adams, Nebraska",,918,2969.7204968944,5.3071895425,4872,15760.8695652173,13852.5331953532,12716625.4733342,411.3815176415,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,78,1135.7018054747,4.0641025641,317,4615.6086196855,7976.9433898047,622201.584404765,90.5942900997,
,45-64,342,4351.6986894007,5.9795321637,2045,26021.1222801883,16066.1297279425,5494616.36695635,699.1495568083,
,65-84,281,5364.642993509,5.3309608541,1498,28598.701794578,16519.948112015,4642105.41947622,886.2362389225,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,384,2480.1395078473,5.9791666667,2296,14829.1674740037,14829.0510121447,5694355.58866358,367.781152791,
,Female,532,3448.0523689157,4.8289473684,2569,16650.4634130533,13168.3410876208,7005557.45861429,454.0512968186,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,434,†,5.6843317972,2467,†,16147.4359647364,7007987.2086956,†,
,Medicaid,201,†,5.736318408,1153,†,11506.2840292527,2312763.0898798,†,
,Private insurance,239,†,4.4309623431,1059,†,12407.1830774581,2965316.75551248,†,
,Uninsured,34,†,4.2058823529,143,†,7647.4387902601,260012.918868843,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,41,127.3291925466,2.9024390244,119,369.5652173913,4741.7388367614,194411.292307217,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,876,364.8479800083,5.4235159817,4751,1978.758850479,14292.3009792998,12520055.6578667,†,
Type of substance use disorder,Alcohol-related disorders,134,433.4886128364,5.2910447761,709,2293.6076604555,12796.2912127619,1714703.0225101,55.4704652727,
,Cannabis-related disorders,76,245.8592132505,4.4736842105,340,1099.8964803313,8215.8789063639,624406.796883657,20.1994952408,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,35,113.2246376812,5.0857142857,178,575.8281573499,17046.2378577895,596618.325022634,19.3005410528,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,34,109.9896480331,9.0588235294,308,996.3768115942,12325.6133553845,419070.854083073,13.5568987475,
,Miscellaneous substances and addictive disorders,13,42.0548654244,3.8461538462,50,161.7494824017,6368.06223143,82784.8090085905,2.6780800016,
Type of mental disorder,Anxiety disorders,305,986.6718426501,5.3409836066,1629,5269.798136646,14773.1247719699,4505803.05545082,145.7622624046,
,Bipolar disorders,93,300.8540372671,5.6666666667,527,1704.8395445134,13852.810213554,1288311.34986052,41.6767388024,
,Depressive disorders,510,1649.8447204969,5.1117647059,2607,8433.6180124224,13543.3639057793,6907115.59194748,223.4444743772,
,"Disruptive, impulse-control, and conduct disorders",38,122.9296066253,4.6315789474,176,569.3581780538,5724.4470938425,217528.989566013,7.0370402939,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,34,109.9896480331,5.1764705882,176,569.3581780538,7883.1377407444,268026.683185311,8.670635455,
,Schizophrenia and related disorders,102,329.9689440994,8.5098039216,868,2807.9710144927,14423.4363695392,1471190.509693,47.5928606914,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,38,122.9296066253,7.0789473684,269,870.2122153209,11914.6147885821,452755.361966121,14.6465890905,
,Trauma- and stressor-related disorders,62,200.5693581781,4.1935483871,260,841.0973084886,9803.9139467563,607842.664698887,19.6636472793,
,Miscellaneous mental disorders,47,152.0445134576,3.7446808511,176,569.3581780538,6680.6937789683,313992.60761151,10.1576283518,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Antelope, Nebraska",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,56225.2050221693,2957.7455575939,5.1768383116,291068.795439058,15311.77051866,12844.9519812981,722210058.648409,379.9209966019,
"Antelope, Nebraska",,117,2053.7124802528,6.1452991453,719,12620.6775495875,19448.3570426263,2275457.77398728,399.4133357885,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,24,1616.1616161616,5.125,123,8282.8282828283,12739.3065387633,305743.356930319,205.8877824447,
,45-64,35,2217.9974651458,5.7714285714,202,12801.0139416983,18652.7553698793,652846.437945776,413.7176412838,
,65-84,56,4239.2127176382,6.8571428571,384,29068.8872066616,23398.738881693,1310329.37737481,991.9223144397,
Sex,Male,49,1730.8371600141,5.1224489796,251,8866.125044154,17467.1424031098,855889.977752381,302.3277915056,
,Female,68,2372.6448011165,6.8823529412,468,16329.3789253314,20875.9970034543,1419567.79623489,495.3132575837,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,62,†,6.564516129,407,†,22913.0329426141,1420608.04244207,†,
,Medicaid,17,†,5.5882352941,95,†,13209.9626830724,224569.36561223,†,
,Private insurance,32,†,5.5,176,†,16930.4414668888,541774.126940442,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,116,271.662763466,6.1724137931,716,1676.8149882904,19543.653715522,2267063.83100055,†,
Type of substance use disorder,Alcohol-related disorders,27,473.9336492891,5.3703703704,145,2545.1992276637,19502.9069024534,526578.486366242,92.4308384003,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,47,824.9956117255,5.7234042553,269,4721.7833947692,21819.4562010613,1025514.44144988,180.0095561611,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,62,1088.2920835527,7.0483870968,437,7670.7038792347,22399.6078645246,1388775.68760052,243.7731591365,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,12,210.6371774618,5.0833333333,61,1070.7389854309,6054.3491517818,72652.189821382,12.752710167,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Banner, Nebraska",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,56225.2050221693,2957.7455575939,5.1768383116,291068.795439058,15311.77051866,12844.9519812981,722210058.648409,379.9209966019,
"Banner, Nebraska",,14,2080.2377414562,3.7857142857,53,7875.1857355126,8088.1451749648,113234.032449507,168.2526485134,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,*,*,*,*,*,*,*,*,
,45-64,*,*,*,*,*,*,*,*,
,65-84,*,*,*,*,*,*,*,*,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,*,*,*,*,*,*,*,*,
,Female,*,*,*,*,*,*,*,*,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,*,†,*,*,†,*,*,†,
,Medicaid,*,†,*,*,†,*,*,†,
,Private insurance,*,†,*,*,†,*,*,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,13,351.3513513514,3.9230769231,51,1378.3783783784,8437.0261630131,109681.34011917,†,
Type of substance use disorder,Alcohol-related disorders,*,*,*,*,*,*,*,*,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,*,*,*,*,*,*,*,*,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,*,*,*,*,*,*,*,*,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Boone, Nebraska",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,56225.2050221693,2957.7455575939,5.1768383116,291068.795439058,15311.77051866,12844.9519812981,722210058.648409,379.9209966019,
"Boone, Nebraska",,77,1443.0284857571,5.3376623377,411,7702.3988005997,17095.1270575209,1316324.7834291,246.6875531164,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,*,*,*,*,*,*,*,*,
,45-64,20,1314.0604467805,6.1,122,8015.7687253614,17348.9593293264,346979.186586529,227.9758124747,
,65-84,44,3636.3636363636,5.4545454545,240,19834.7107438016,18239.6633409177,802545.187000379,663.2604851243,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,36,1339.7841458876,5.7222222222,206,7666.5426125791,15438.786255579,555796.305200847,206.8464105697,
,Female,41,1547.7538693847,5,205,7738.7693469234,18549.4750787381,760528.478228262,287.1002182817,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,49,†,5.2448979592,257,†,18480.2480390527,905532.153913583,†,
,Medicaid,*,†,*,*,†,*,*,†,
,Private insurance,18,†,5.1111111111,92,†,16620.4984640446,299168.972352803,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,75,208.9136490251,5.4133333333,406,1130.9192200557,17382.3570301265,1303676.77725949,†,
Type of substance use disorder,Alcohol-related disorders,*,*,*,*,*,*,*,*,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,32,599.700149925,4.65625,149,2792.3538230885,14140.390121178,452492.483877697,84.7999407567,
,Bipolar disorders,*,*,*,*,*,*,*,*,
,Depressive disorders,33,618.4407796102,6.1212121212,202,3785.6071964018,19109.8809451773,630626.071190851,118.1832966999,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,*,*,*,*,*,*,*,*,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Box Butte, Nebraska",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,56225.2050221693,2957.7455575939,5.1768383116,291068.795439058,15311.77051866,12844.9519812981,722210058.648409,379.9209966019,
"Box Butte, Nebraska",,299,2578.6977145321,5.1806020067,1549,13359.2065545493,14043.2264449871,4198924.70705117,362.1323593835,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,109,3086.9442084395,3.7339449541,407,11526.4797507788,9044.9416284461,985898.637500628,279.2123017561,
,45-64,105,3252.7881040892,5.1523809524,541,16759.6034696406,17022.3182645127,1787343.41777384,553.6999435483,
,65-84,74,3744.9392712551,7.6756756757,568,28744.939271255,18382.4708316683,1360302.84154345,688.4123692022,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,137,2356.7865129881,5.1459854015,705,12127.9889901943,14565.0773125373,1995415.59181761,343.2677777082,
,Female,159,2749.9135247319,5.2389937107,833,14406.7796610169,13641.1512347439,2168943.04632429,375.1198627334,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,100,†,7.06,706,†,16194.082319091,1619408.2319091,†,
,Medicaid,49,†,4.5918367347,225,†,10676.7843105163,523162.4312153,†,
,Private insurance,104,†,3.8846153846,404,†,14665.0992895727,1525170.32611556,†,
,Uninsured,19,†,4.2631578947,81,†,12569.7812605865,238825.843951144,†,
,Other,27,†,4.9259259259,133,†,10828.0694022243,292357.873860058,†,
,Missing,*,†,*,*,†,*,*,†,
