,Opioid-related disorders,6146.3731664549,204.8342468484,5.8358668957,35869.4156908218,1195.3854002914,10353.115584883,63623758.7045467,21.2032760507,
,Sedative-related disorders,1289.276796721,42.9664835641,5.6471622248,7280.7552237869,242.638702917,7327.3394702271,9446968.76066154,3.1483001092,
,Stimulant-related disorders,6548.5819035173,218.2382692696,4.7419371728,31052.9639574029,1034.8721615767,6845.9847664225,44824645.9683831,14.9382771734,
,Miscellaneous substances and addictive disorders,4254.0559757741,141.77081805,4.6683360241,19859.3627601782,661.8338170667,6822.5528750354,29003054.1694541,9.6655679638,
Type of mental disorder,Anxiety disorders,33981.9849926004,1132.4848189113,5.6310561973,191354.467190039,6377.0856579089,11073.6763841184,376227988.963339,125.3818710247,
,Bipolar disorders,7679.7551528772,255.9357884916,5.8082955622,44606.2877729631,1486.5507044945,8708.4532193557,66826537.7656211,22.2706353194,
,Depressive disorders,38835.2566119518,1294.2251184308,5.8493322789,227160.320060823,7570.3527614393,9918.4544083653,385056782.2355,128.3241577546,
,"Disruptive, impulse-control, and conduct disorders",1464.7791551313,48.8152812911,7.7113209248,11295.3821492196,376.4303000716,5743.2591921675,8412606.34720339,2.8035881299,
,Eating disorders,199.6540994001,6.6536794909,5.7332979137,1144.6764315512,38.1475267433,7957.8374838804,1588814.87601629,0.5294890006,
,Obsessive-compulsive disorders,306.26861138,10.2067184413,6.4972452492,1989.9022802761,66.3155529031,8571.6430324081,2625225.20878055,0.8748834701,
,Personality disorders,1860.9435784965,62.0178707029,6.2575037234,11644.8613714454,388.0770568394,6238.7496993496,11609961.1908513,3.869139722,
,Schizophrenia and related disorders,9027.8891574781,300.8637494215,7.0220516765,63394.3041934759,2112.6807960215,8006.2796964581,72263793.1039983,24.0826569328,
,Somatic symptom disorders,452.4142651918,15.0771736054,5.6752309654,2567.5554470097,85.5664425161,10254.0386935222,4639073.38077856,1.5460192154,
,Suicidal ideation or attempt,4118.1306562988,137.240966105,4.7929581022,19738.0276948433,657.7902004409,5305.6427164928,21817496.0658585,7.2709063601,
,Trauma- and stressor-related disorders,4282.7817860748,142.7281354075,5.7289079017,24535.6624155287,817.6763427319,8664.0040957565,37106038.9357834,12.3659714975,
,Miscellaneous mental disorders,2343.7129204871,78.106658658,5.4017891277,12660.2429724516,421.9156995435,6374.1566543992,14939193.308124,4.9786407804,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Adams, Mississippi",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,91577.5625426136,3051.9170482536,5.7586140486,527359.838192253,17574.8123891618,10253.7827308575,938801099.896134,312.8651824904,
"Adams, Mississippi",,782,2497.6843719058,6.5319693095,5108,16314.7976620141,12371.9456773049,9674861.51965249,309.0121536827,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,16,250.626566416,9.875,158,2474.9373433584,15395.9483239646,246335.173183435,38.5863366515,
,45-64,317,3647.0317533364,6.9337539432,2198,25287.6208007363,13522.0522916113,4286490.57644079,493.1535407778,
,65-84,266,4824.0841494378,6.4887218045,1726,31302.1400072542,13212.3898665477,3514495.70450171,637.3768053141,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,316,2013.251783894,7.085443038,2239,14264.7808358817,13860.4303267827,4379895.98326334,279.0453608093,
,Female,466,2984.6922436431,6.1566523605,2869,18375.7125472362,11362.5869879595,5294965.53638915,339.1382525068,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,416,†,6.8293269231,2841,†,13477.1955515414,5606513.34944122,†,
,Medicaid,158,†,7.3227848101,1157,†,12595.6690793723,1990115.71454083,†,
,Private insurance,109,†,5.2293577982,570,†,10540.3711800663,1148900.45862722,†,
,Uninsured,89,†,5.4382022472,484,†,8712.5000336172,775412.502991933,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,19,78.8381742739,3.0526315789,58,240.6639004149,5127.6205776132,97424.7909746511,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,761,267.392832045,6.5545335085,4988,1752.6352775826,12506.4142573991,9517381.24988072,†,
Type of substance use disorder,Alcohol-related disorders,104,332.1728576448,6.3942307692,665,2123.9899070555,12318.5168137259,1281125.74862749,40.9187693196,
,Cannabis-related disorders,84,268.2934619438,5.6547619048,475,1517.1356478968,9480.9190993893,796397.204348699,25.4366860758,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,48,153.3105496822,5.9583333333,286,913.4753585231,8841.4299176961,424388.63604941,13.5548448066,
,Sedative-related disorders,17,54.2974863458,8.4117647059,143,456.7376792616,13541.3542393767,230203.022069404,7.3526149692,
,Stimulant-related disorders,76,242.7417036635,6.0394736842,459,1466.032131336,7882.5901819178,599076.85382575,19.1343337004,
,Miscellaneous substances and addictive disorders,34,108.5949726916,6.1470588235,209,667.5396850746,7679.2566404579,261094.72577557,8.3392866516,
Type of mental disorder,Anxiety disorders,278,887.9236002427,5.9532374101,1655,5286.0199942508,13859.9724904813,3853072.35235382,123.0659667301,
,Bipolar disorders,63,201.2200964579,6.9365079365,437,1395.764796065,10060.3441385544,633801.68072893,20.2434341796,
,Depressive disorders,320,1022.0703312147,6.25,2000,6387.9395700917,11532.2706595639,3690326.61106046,117.8679169268,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,26,83.0432144112,6.7692307692,176,562.1386821681,8035.9649181684,208935.087872378,6.673323577,
,Schizophrenia and related disorders,129,412.0221022709,8.488372093,1095,3497.3969146252,11044.0371341568,1424680.79030622,45.5038739757,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,42,134.1467309719,5.619047619,236,753.7768692708,5367.117280053,225418.925762227,7.1998123786,
,Trauma- and stressor-related disorders,35,111.7889424766,7.2857142857,255,814.4622951867,9687.842800047,339074.498001643,10.829937015,
,Miscellaneous mental disorders,15,47.9095467757,5.2,78,249.1296432336,5083.0572519704,76245.8587795563,2.4352696918,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Amite, Mississippi",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,91577.5625426136,3051.9170482536,5.7586140486,527359.838192253,17574.8123891618,10253.7827308575,938801099.896134,312.8651824904,
"Amite, Mississippi",,297,2935.6528615202,5.164983165,1534,15162.5976079865,8908.970308296,2645964.18156391,261.5364417875,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,61,2142.6062521953,5.2459016393,320,11239.9016508605,7723.2282941482,471116.925943042,165.4783723017,
,45-64,111,3851.492019431,4.1801801802,464,16099.9306037474,8940.771095367,992425.591585742,344.3530852136,
,65-84,124,5772.8119180633,6.0403225806,749,34869.6461824953,9514.9166059396,1179849.65913651,549.2782398215,
Sex,Male,150,3023.5839548478,5.4333333333,815,16428.1394880064,8880.14091764,1332021.13764599,268.4985159536,
,Female,147,2851.0473235066,4.8911564626,719,13944.918541505,8938.3880538634,1313943.04391791,254.8376733743,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,178,†,5.1292134831,913,†,8785.9647312451,1563901.72216163,†,
,Medicaid,45,†,5.4666666667,246,†,8202.1478237107,369096.652066981,†,
,Private insurance,35,†,4.6857142857,164,†,9040.0250923983,316400.87823394,†,
,Uninsured,32,†,4.15625,133,†,6978.7706483106,223320.66074594,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,289,264.168190128,5.2352941176,1513,1382.9981718464,9035.974493627,2611396.6286582,†,
Type of substance use disorder,Alcohol-related disorders,41,405.2584758328,4.9268292683,202,1996.6393199565,8612.7279427622,353121.845653248,34.9038099885,
,Cannabis-related disorders,26,256.9931797964,5.6923076923,148,1462.8842542256,10020.2823033493,260527.339887084,25.751442116,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,23,227.3401205891,5.8260869565,134,1324.5033112583,11982.5107097511,275597.746324277,27.2410542972,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,20,197.6870613818,5.15,103,1018.0883661164,6238.2019113639,124764.038227277,12.3321180416,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,133,1314.6189581892,5.1578947368,686,6780.6662053969,9477.7970275191,1260547.00466004,124.5969165425,
,Bipolar disorders,38,375.6054166255,4.3421052632,165,1630.9182564001,6039.5999694934,229504.79884075,22.6850646279,
,Depressive disorders,118,1166.3536621528,5.313559322,627,6197.4893743205,8642.721430153,1019841.12875805,100.8046979103,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,46,454.6802411782,6.8695652174,316,3123.455569833,5794.59138052,266551.203503919,26.3468620642,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,12,118.6122368291,11.0833333333,133,1314.6189581892,13273.5920019023,159283.104022828,15.744104381,
,Trauma- and stressor-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Attala, Mississippi",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,91577.5625426136,3051.9170482536,5.7586140486,527359.838192253,17574.8123891618,10253.7827308575,938801099.896134,312.8651824904,
"Attala, Mississippi",,479,2285.1963169696,6.5365344468,3131,14937.2644434902,12000.2566131213,5748122.91768511,274.2294221499,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,107,1683.4487098804,3.9252336449,420,6607.9295154185,6332.4775448862,677575.097302818,106.6040115329,
,45-64,155,2954.0689918048,6.4774193548,1004,19134.7436630455,15228.5386990877,2360423.49835859,449.8615396147,
,65-84,202,4926.8292682927,7.9554455446,1607,39195.1219512195,12663.290368217,2557984.65437985,623.8986961902,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,214,2140.4280856171,6.2803738318,1344,13442.6885377075,11716.7165736895,2507377.34676956,250.7878922554,
,Female,265,2417.2215634407,6.7433962264,1787,16300.2827693149,12229.2285694926,3240745.57091554,295.6075500242,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,253,†,7.6956521739,1947,†,13278.2163515694,3359388.73694707,†,
,Medicaid,79,†,5.6708860759,448,†,9038.5567260875,714045.98136091,†,
,Private insurance,85,†,5.8352941176,496,†,14256.8517757164,1211832.40093589,†,
,Uninsured,52,†,3.8269230769,199,†,7433.6682060978,386550.746717085,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,17,68.8259109312,2.7647058824,47,190.2834008097,5889.8162402948,100126.876085012,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,456,219.0201729107,6.6885964912,3050,1464.9375600384,12350.4848751718,5631821.10307835,†,
Type of substance use disorder,Alcohol-related disorders,66,314.8704737369,5.7121212121,377,1798.5783121034,11466.2573653495,756772.986113067,36.1038588862,
,Cannabis-related disorders,37,176.5182958828,3.2702702703,121,577.2625351844,6583.9585885511,243606.467776392,11.6218915021,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,35,166.9767663756,5.9714285714,209,997.0898335003,10795.8372243251,377854.302851378,18.0265399004,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,31,147.8937073613,4.3870967742,136,648.8240064882,7123.9622224218,220842.828895074,10.5358918418,
,Miscellaneous substances and addictive disorders,27,128.8106483469,4.962962963,134,639.2824769811,5953.7831123088,160752.144032337,7.6691066281,
Type of mental disorder,Anxiety disorders,183,873.049949907,6.9672131148,1275,6082.7250608272,13541.4854179323,2478091.83148162,118.2239316579,
,Bipolar disorders,28,133.5814131005,7.8928571429,221,1054.3390105434,10724.2326070361,300278.512997012,14.3255814607,
,Depressive disorders,237,1130.6712466008,7.0337552743,1667,7952.8648442345,12990.9436654544,3078853.64871271,146.8848646874,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,14,66.7907065503,7.5714285714,106,505.7010638805,8668.1045140553,121353.463196773,5.7894882495,
,Schizophrenia and related disorders,37,176.5182958828,8.7837837838,325,1550.4985449168,7828.8393200953,289667.054843525,13.8193337552,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,24,114.4983540862,5.0416666667,121,577.2625351844,5848.2865577147,140358.877385152,6.6961918508,
,Trauma- and stressor-related disorders,14,66.7907065503,3.5714285714,50,238.5382376795,4916.172891312,68826.420478368,3.2835466093,
,Miscellaneous mental disorders,11,52.4784122895,3.8181818182,42,200.3721196508,6254.9039079443,68803.942987387,3.2824742611,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Calhoun, Mississippi",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,91577.5625426136,3051.9170482536,5.7586140486,527359.838192253,17574.8123891618,10253.7827308575,938801099.896134,312.8651824904,
"Calhoun, Mississippi",,360,2516.2507863284,6.5722222222,2366,16537.3593345914,10233.8892091248,3684200.11528495,257.5103176966,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,76,1719.0680841439,5.3947368421,410,9273.9199276182,8759.583374117,665728.336432896,150.5832020884,
,45-64,150,3906.25,6.58,987,25703.125,10818.5253086703,1622778.79630055,422.5986448699,
,65-84,133,5105.56621881,7.2857142857,969,37197.6967370441,10483.2776947071,1394275.93339605,535.230684605,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,146,2117.1693735499,6.1780821918,902,13080.0464037123,10383.9530841039,1516057.15027917,219.8458744604,
,Female,214,2887.5995142356,6.8411214953,1464,19754.4191067332,10131.5091822699,2168142.96500577,292.557409932,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,222,†,7.1441441441,1586,†,10429.4849299163,2315345.65444143,†,
,Medicaid,29,†,8.1379310345,236,†,11766.9220028856,341240.738083684,†,
,Private insurance,59,†,5.4237288136,320,†,9338.4018838639,550965.711147969,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,*,*,*,*,*,*,*,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,356,238.7659289068,6.6264044944,2359,1582.1596244131,10315.7351210109,3672401.7030799,†,
Type of substance use disorder,Alcohol-related disorders,52,363.4584469141,5.9615384615,310,2166.7715104494,11387.2301733884,592135.969016201,41.3878499347,
,Cannabis-related disorders,21,146.7812958692,5.5714285714,117,817.7815055567,6996.086351561,146917.81338278,10.2689462069,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,15,104.8437827637,3.6666666667,55,384.4272034668,6636.8717463901,99553.0761958519,6.9583473961,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,14,97.8541972461,3.5,49,342.4896903614,6503.9849643517,91055.7895009239,6.3644222759,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,120,838.7502621095,6.2416666667,749,5235.1995526665,9805.3796843018,1176645.56211622,82.2426478029,
,Bipolar disorders,27,188.7188089746,7.2962962963,197,1376.948346963,8444.0306207148,227988.8267593,15.9354740169,
,Depressive disorders,189,1321.0316628224,7.0476190476,1332,9310.127909415,11014.1580831783,2081675.87772069,145.5005156721,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,29,202.6979800098,10.5517241379,306,2138.8131683791,8926.7787701684,258876.584334884,18.0944002471,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,*,*,*,*,*,*,*,*,
,Trauma- and stressor-related disorders,13,90.8646117285,7.3846153846,96,671.0002096876,5581.2405547771,72556.1272121022,5.0713725597,
,Miscellaneous mental disorders,*,*,*,*,*,*,*,*,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
