,Opioid-related disorders,17304.4953705482,299.2891113448,5.474457191,94732.7191176591,1638.4454277851,15433.7976625676,267074080.201879,46.1916758711,
,Sedative-related disorders,1227.3088066406,21.2268635531,5.2253187141,6413.0796753671,110.9171273663,10742.1312744697,13183912.3152465,2.2802175483,
,Stimulant-related disorders,7693.9807087398,133.0708928353,4.542137376,34947.1173472148,604.4262760018,9818.0872469155,75540173.8744921,13.0650163588,
,Miscellaneous substances and addictive disorders,5467.9446827629,94.570588159,4.7173661672,25794.2972508542,446.1240929979,9501.5728287471,51954074.6268324,8.9856933085,
Type of mental disorder,Anxiety disorders,87063.2318461119,1505.7981600769,4.796155423,417568.791560791,7222.0420113643,13378.68685309,1164791715.28711,201.4560204763,
,Bipolar disorders,14980.9590812747,259.1024953064,4.6242232624,69275.2994773983,1198.1477861541,10384.9083441844,155575886.967016,26.9075566551,
,Depressive disorders,91014.7929537271,1574.1422051934,4.7484666932,432180.712926178,7474.7618316678,12910.4147175219,1175038722.462,203.228286934,
,"Disruptive, impulse-control, and conduct disorders",1547.5632824507,26.7658102497,5.998733825,9283.4202087838,160.5609712986,10089.2402070555,15613737.6922647,2.7004668895,
,Eating disorders,878.4849718309,15.1937968094,5.6590080723,4971.3535470128,85.9818187937,10176.0199103971,8939480.56433554,1.5461237885,
,Obsessive-compulsive disorders,1369.1704305798,23.6804248071,5.1923772607,7109.2494096977,122.9576992912,10727.6372596027,14687963.7258342,2.5403500748,
,Personality disorders,5350.5790691674,92.5406965358,4.928824973,26372.0677362749,456.1168961072,7625.0996867093,40798698.7840216,7.0563203616,
,Schizophrenia and related disorders,10899.935554836,188.5193388231,6.1298030833,66814.4585719947,1155.5864243826,11561.2273037341,126016632.545513,21.7951492728,
,Somatic symptom disorders,996.7800878144,17.2397645987,5.1141958999,5097.728638199,88.167533426,11296.8581627728,11260483.2715151,1.9475517543,
,Suicidal ideation or attempt,12952.9066571685,224.0264069968,4.4659811738,57847.4372763896,1000.4977160728,6427.9367022336,83260464.1022198,14.400275638,
,Trauma- and stressor-related disorders,12702.4721508852,219.6950284023,6.0362738753,76675.6007955763,1326.139360469,13988.2976539919,177685961.388125,30.7315945039,
,Miscellaneous mental disorders,8344.9476704741,144.329662266,4.0827076845,34069.981980813,589.2558212316,8066.4413540793,67314030.9867399,11.6422675632,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Adams, Wisconsin",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,183979.985267436,3182.0174536635,4.9227424105,905686.076150695,15664.2522699539,13638.9080090077,2509286094.56116,433.9924333357,
"Adams, Wisconsin",,415,3511.2953718589,5.1060240964,2119,17928.7587782384,18180.1364992017,7544756.64716874,638.3582914941,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,45-64,167,4651.8105849582,5.2694610778,880,24512.5348189415,20566.4236035608,3434592.74179465,956.7110701378,
,65-84,174,5532.5914149443,5.683908046,989,31446.7408585055,19462.5772658429,3386488.44425667,1076.7848789369,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,194,3039.323202256,6.0206185567,1168,18298.6056713144,21542.8746886642,4179317.68960086,654.7575888455,
,Female,221,4065.48933039,4.3031674208,951,17494.481236203,15228.2305772302,3365438.95756788,619.1020893245,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,251,†,5.9163346614,1485,†,20578.5506621901,5165216.21620973,†,
,Medicaid,83,†,3.9638554217,329,†,12052.6186940255,1000367.35160412,†,
,Private insurance,65,†,3.4,221,†,14042.7088585026,912776.075802669,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,11,†,6.9090909091,76,†,39092.428635296,430016.714988256,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,12,155.8441558442,2.75,33,428.5714285714,8891.1747927679,106694.097513214,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,403,328.1758957655,5.17617866,2086,1698.6970684039,18456.7308924454,7438062.54965553,†,
Type of substance use disorder,Alcohol-related disorders,84,710.720027075,6.0595238095,509,4306.6249259667,21491.2652261918,1805266.27900011,152.7427260344,
,Cannabis-related disorders,*,*,*,*,*,*,*,*,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,33,279.2114392081,5.5454545455,183,1548.3543446992,16671.3826259096,550155.626655017,46.5484073657,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,*,*,*,*,*,*,*,*,
,Miscellaneous substances and addictive disorders,*,*,*,*,*,*,*,*,
Type of mental disorder,Anxiety disorders,187,1582.1981555123,5.0695187166,948,8020.9831627041,17515.7987145844,3275454.35962729,277.1346441854,
,Bipolar disorders,42,355.3600135375,5.0714285714,213,1802.1829257974,15461.3925797228,649378.48834836,54.9436067644,
,Depressive disorders,196,1658.3467298418,4.556122449,893,7555.630764024,16145.1002436587,3164439.64775711,267.7417419204,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,16,135.3752432524,8.1875,131,1108.3848041289,22776.5842552244,364425.34808359,30.8338563401,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,19,160.7581013622,2.7894736842,53,448.4304932735,4063.6957907432,77210.2200241206,6.5327201983,
,Trauma- and stressor-related disorders,28,236.9066756917,6.6428571429,186,1573.737202809,18019.1856116396,504537.19712591,42.6886536192,
,Miscellaneous mental disorders,13,109.9923851426,2.6153846154,34,287.6723919113,9040.4926672884,117526.404674749,9.9438535134,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Ashland, Wisconsin",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,183979.985267436,3182.0174536635,4.9227424105,905686.076150695,15664.2522699539,13638.9080090077,2509286094.56116,433.9924333357,
"Ashland, Wisconsin",,868,4836.7324194807,4.8652073733,4223,23531.7062298005,12718.4134428627,11039582.8684048,615.1556262345,
Age group,<1,11,5288.4615384615,10.1818181818,112,53846.1538461538,12826.644076744,141093.084844184,678.332138674,
,1-17,58,1582.9694323144,4.4482758621,258,7041.4847161572,11217.8545838532,650635.565863486,177.5752090239,
,18-44,312,5664.4880174292,4.4583333333,1391,25254.1757443718,9072.0454496663,2830478.18029587,513.8849274321,
,45-64,274,5263.1578947368,5.0291970803,1378,26469.4583173261,15290.3306161629,4189550.58882865,804.7542429559,
,65-84,213,6339.2857142857,5.0892018779,1084,32261.9047619047,15154.1100871957,3227825.44857269,960.6623358847,
Sex,Male,371,4120.8486060202,5.0619946092,1878,20859.713428857,13956.2261538888,5177759.90309277,575.1149509156,
,Female,497,5557.4192105557,4.7183098592,2345,26221.6258526221,11794.4124050545,5861822.96531212,655.4649407707,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,334,†,5.3233532934,1778,†,14712.6722728017,4914032.53911577,†,
,Medicaid,336,†,4.7529761905,1597,†,11293.5441368115,3794630.82996867,†,
,Private insurance,162,†,4.4135802469,715,†,12032.076269977,1949196.35573627,†,
,Uninsured,22,†,2.8636363636,63,†,7549.5072814853,166089.160192677,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,27,182.4324324324,2.7407407407,74,500,7407.7421517745,200009.038097911,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,832,441.8481147106,4.9194711538,4093,2173.6590546999,12953.0009502975,10776896.7906475,†,
Type of substance use disorder,Alcohol-related disorders,224,1248.1890114789,5.21875,1169,6513.9864036554,12284.6909220336,2751770.76653553,153.336162183,
,Cannabis-related disorders,121,674.2449570935,4.8595041322,588,3276.4961551321,8594.121706598,1039888.72649835,57.9454322132,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,123,685.3895018388,4.9918699187,614,3421.3752368216,10255.9956645529,1261487.46674001,70.2935175939,
,Sedative-related disorders,18,100.3009027081,5.3888888889,97,540.5104201493,8098.5253650365,145773.456570657,8.1228940472,
,Stimulant-related disorders,102,568.3717820127,4.7941176471,489,2724.8411902374,8910.1573221919,908836.046863579,50.6428199523,
,Miscellaneous substances and addictive disorders,39,217.3186225343,5.8205128205,227,1264.9058285969,10974.9801755772,428024.226847512,23.850675741,
Type of mental disorder,Anxiety disorders,328,1827.7053382369,4.7957317073,1573,8765.1844422155,13071.4733373372,4287443.2546466,238.9080159727,
,Bipolar disorders,96,534.9381477767,4.7916666667,460,2563.2452914298,10658.0800577962,1023175.68554844,57.0141360497,
,Depressive disorders,396,2206.6198595787,4.4217171717,1751,9757.0489245514,11113.102418837,4400788.55785948,245.2239249894,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,43,239.607712025,6.6046511628,284,1582.5253538393,10577.878683183,454848.783376871,25.3454130936,
,Schizophrenia and related disorders,57,317.6195252424,6.5614035088,374,2084.0298673799,12678.5291130706,722676.159445025,40.2694839767,
,Somatic symptom disorders,13,72.4395408448,4.5384615385,59,328.7640699877,7802.0216020592,101426.280826769,5.6517486251,
,Suicidal ideation or attempt,174,969.5753928452,4.5689655172,795,4429.9565362755,7853.8539932009,1366570.59481695,76.1490357081,
,Trauma- and stressor-related disorders,108,601.8054162487,6.1851851852,668,3722.2779449459,12063.3618125028,1302843.07575031,72.5979647693,
,Miscellaneous mental disorders,43,239.607712025,5.2558139535,226,1259.3335562242,13025.6169538958,560101.52901752,31.2103827604,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Barron, Wisconsin",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,183979.985267436,3182.0174536635,4.9227424105,905686.076150695,15664.2522699539,13638.9080090077,2509286094.56116,433.9924333357,
"Barron, Wisconsin",,1445,3212.3960695389,4.8359861592,6988,15535.1029300609,14278.4934940626,20632423.0989205,458.6817637926,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,36,395.3437294092,6.6666666667,240,2635.6248627279,13595.2273170584,489428.183414103,53.7478786969,
,18-44,330,2477.1055397087,3.8575757576,1273,9555.6222789371,8950.591916408,2953695.33241463,221.7156081981,
,45-64,517,4066.7033744985,4.8646034816,2515,19782.8993943207,14468.8686253293,7480405.07929524,588.405968638,
,65-84,553,5939.2116851036,4.9403254973,2732,29341.6389217055,15621.9748502608,8638952.09219426,927.8221557506,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,591,2641.4588361491,5.2165820643,3083,13779.3867882363,15936.4141666821,9418420.77250917,420.9538201711,
,Female,854,3777.423920736,4.5725995316,3905,17272.6468506723,13131.1502651187,11214002.3264113,496.0192111824,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,757,†,4.9379128137,3738,†,14949.2760341005,11316601.9578141,†,
,Medicaid,291,†,4.7628865979,1386,†,11111.7577856643,3233521.51562833,†,
,Private insurance,314,†,4.6496815287,1460,†,15371.3580827984,4826606.4379987,†,
,Uninsured,45,†,4.9111111111,221,†,13244.1624093023,595987.308418607,†,
,Other,37,†,4.6216216216,171,†,17443.0585834526,645393.167587747,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,45,95.3389830508,2.3111111111,104,220.3389830508,5383.1648943785,242242.420247033,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,1395,332.9355608592,4.9197132616,6863,1637.9474940334,14566.1073166414,20319719.7067148,†,
Type of substance use disorder,Alcohol-related disorders,250,555.7778667022,4.824,1206,2681.0724289716,12094.4666901011,3023616.67252527,67.2183689593,
,Cannabis-related disorders,80,177.8489173447,4.125,330,733.626784047,6479.6329819888,518370.638559106,11.5239571064,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,93,206.7493664132,7.247311828,674,1498.3771286292,23260.0509509406,2163184.73843748,48.0900079685,
,Sedative-related disorders,14,31.1235605353,6.4285714286,90,200.0800320128,9338.5530344511,130739.742482315,2.9064902068,
,Stimulant-related disorders,79,175.6258058779,4.417721519,349,775.8659019163,5669.1455708996,447862.500101068,9.9564825953,
,Miscellaneous substances and addictive disorders,27,60.0240096038,3.8888888889,105,233.4267040149,10707.4948125333,289102.3599384,6.4270677146,
Type of mental disorder,Anxiety disorders,742,1649.5487083722,4.5336927224,3364,7478.5469743453,13487.0354721228,10007380.3203151,222.4752194281,
,Bipolar disorders,106,235.6498154817,3.9339622642,417,927.0374816593,9225.8944694973,977944.813766714,21.7408032939,
,Depressive disorders,714,1587.3015873016,4.7086834734,3362,7474.1007514117,13450.0317069022,9603322.63872818,213.4925667762,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,12,26.6773376017,4.25,51,113.3786848073,12448.2354073935,149378.824888722,3.3208577851,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,48,106.7093504068,4.5,216,480.1920768307,7636.1709100531,366536.20368255,8.1485083741,
,Schizophrenia and related disorders,93,206.7493664132,7.5591397849,703,1562.8473611667,12406.6658637425,1153819.92532805,25.6507030663,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,84,186.741363212,5.0833333333,427,949.2685963274,6625.3054675477,556525.659274011,12.3721857471,
,Trauma- and stressor-related disorders,119,264.5502645503,4.4285714286,527,1171.5797430083,9652.2581355758,1148618.71813351,25.5350744327,
,Miscellaneous mental disorders,73,162.2871370771,4.301369863,314,698.057000578,8194.6047381135,598206.145882288,13.2987894243,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Bayfield, Wisconsin",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,183979.985267436,3182.0174536635,4.9227424105,905686.076150695,15664.2522699539,13638.9080090077,2509286094.56116,433.9924333357,
"Bayfield, Wisconsin",,587,4748.0385019817,5.0306643952,2953,23885.7882391005,14180.4222519098,8323907.86187106,673.2919082643,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,31,1468.498342018,4.3548387097,135,6395.0734249171,7075.0858982258,219327.662845,103.8975191118,
,18-44,185,6220.5783456624,4.4756756757,828,27841.291190316,9840.8982524777,1820566.17670836,612.1607857123,
,45-64,198,4760.7597980284,4.7828282828,947,22769.8966097619,15391.084270852,3047434.6856287,732.7325524474,
,65-84,165,5481.7275747508,5.4303030303,896,29767.4418604651,16581.847052158,2736004.76360607,908.9716822612,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,253,4008.2382762991,5.0276679842,1272,20152.0912547528,13701.9453778508,3466592.18059625,549.2066192326,
,Female,334,5519.7488018509,5.0329341317,1681,27780.5321434473,14542.861321182,4857315.6812748,802.7294135308,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,258,†,5.6976744186,1470,†,15838.7041622413,4086385.67385826,†,
,Medicaid,205,†,4.9804878049,1021,†,12816.2768373104,2627336.75164863,†,
,Private insurance,99,†,3.8787878788,384,†,13209.5068725924,1307741.18038665,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,11,113.4020618557,2.7272727273,30,309.2783505155,9218.9619792977,101408.581772274,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,570,425.0559284116,5.0877192982,2900,2162.5652498136,14384.3943312971,8199104.76883934,†,
Type of substance use disorder,Alcohol-related disorders,162,1310.3615627275,4.8148148148,780,6309.1482649842,13405.4737805794,2171686.75245387,175.6601757222,
,Cannabis-related disorders,62,501.49640055,5.5161290323,342,2766.3188546469,10480.8702169489,649813.953450834,52.5611868843,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,95,768.4219040686,5.1894736842,493,3987.7052495349,12028.3407543642,1142692.3716646,92.4284050525,
,Sedative-related disorders,12,97.0638194613,6.25,75,606.6488716331,9196.6887386822,110360.264864186,8.9266573537,
,Stimulant-related disorders,41,331.6347164928,4.1463414634,170,1375.0707757017,8260.2701426372,338671.075848125,27.3939234691,
,Miscellaneous substances and addictive disorders,22,177.950335679,8.5909090909,189,1528.7551565154,28872.4349065821,635193.567944807,51.378594835,
Type of mental disorder,Anxiety disorders,209,1690.5281889509,4.956937799,1036,8379.8430801585,13321.3700428268,2784166.3389508,225.2015157284,
,Bipolar disorders,66,533.8510070371,4.7121212121,311,2515.5706543719,11562.6209099243,763132.980055009,61.7271681675,
,Depressive disorders,236,1908.9217827388,5.1610169492,1218,9851.9776753215,13094.5488825641,3090313.53628512,249.9646959706,
,"Disruptive, impulse-control, and conduct disorders",11,88.9751678395,6,66,533.8510070371,9360.6117864094,102966.729650503,8.3286200478,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,17,137.5070775702,4,68,550.0283102807,8050.4171859845,136857.092161736,11.0698934047,
,Schizophrenia and related disorders,39,315.4574132492,6.5128205128,254,2054.5175119308,13772.5549203092,537129.641892061,43.4465454899,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,94,760.3332524468,4.2872340426,403,3259.7266035752,7192.8302085662,676126.03960522,54.6894798678,
,Trauma- and stressor-related disorders,67,541.9396586589,6.2089552239,416,3364.8790746582,14401.0484219434,964870.244270209,78.0449926612,
