,Opioid-related disorders,47677.7424895848,370.0013595523,4.7782359519,227815.503266994,1767.9537984478,10343.8969436201,493173654.816723,38.2725593221,
,Sedative-related disorders,3620.9830638455,28.1005053214,5.9243492688,21451.9683665687,166.477208153,10860.8359197526,39326902.9246295,3.0519497756,
,Stimulant-related disorders,25385.6981520485,197.0047728559,4.8469000761,123041.942304049,954.8624485398,8191.6148725181,207949862.531575,16.1378722728,
,Miscellaneous substances and addictive disorders,13475.3393702315,104.5748734539,4.9240697758,66353.5113119245,514.9339736848,7985.6593374737,107609469.667515,8.3509931466,
Type of mental disorder,Anxiety disorders,180190.356415012,1398.3606053985,5.0591907163,911617.378338843,7074.5729928501,11674.1486680408,2103569009.33611,163.2466959895,
,Bipolar disorders,48851.7527066554,379.1122224783,5.5936705769,273260.611745885,2120.6288842253,8549.1058189475,417638803.330253,32.4107050722,
,Depressive disorders,182999.533861887,1420.1611232144,5.1707653937,946247.656764075,7343.3199894557,11251.2283201474,2058969537.96064,159.7855704868,
,"Disruptive, impulse-control, and conduct disorders",5271.1758756193,40.9067656852,8.2044512847,43247.1056844633,335.6175662774,7613.9847240765,40134652.5948856,3.1146348904,
,Eating disorders,1572.6826256522,12.2047454273,6.9733615746,10966.8845907186,85.1081027904,9806.8256690483,15423024.3425118,1.1968981074,
,Obsessive-compulsive disorders,2338.7946172481,18.1501292408,6.2616393553,14644.6884193617,113.6495635582,9537.8811701528,22307145.1407053,1.7311377592,
,Personality disorders,9638.4155781735,74.7985680873,6.0139293587,57964.7504164537,449.833304605,6416.9697161063,61849420.8763872,4.7998014622,
,Schizophrenia and related disorders,42352.5359772615,328.6752911067,7.161406911,303303.743846523,2353.777501211,8945.7569476876,378875492.970776,29.4024926895,
,Somatic symptom disorders,2178.6111434108,16.9070313087,5.6558453599,12321.8877263965,95.6235545761,11379.4780221974,24791457.6253575,1.923931912,
,Suicidal ideation or attempt,32862.8176230687,255.0306823338,5.6578876652,185934.13047291,1442.9349518212,6107.7228605024,200716982.456939,15.5765672862,
,Trauma- and stressor-related disorders,22449.4442618266,174.2180829951,6.7684964643,151948.984112161,1179.1944787732,11975.1531199056,268835532.492161,20.8628822012,
,Miscellaneous mental disorders,13739.5475505888,106.6252512787,4.5492071266,62504.0476334568,485.0603529929,6610.4528065857,90824630.6670079,7.0484119157,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Adams, Illinois",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,429395.778044103,3332.3100752315,5.2648929943,2260722.82359994,17544.2559698716,11538.9063407211,4954757665.952,384.5121385634,
"Adams, Illinois",,3547,5323.5077818968,4.6794474204,16598,24911.0747572378,9587.6590103462,34007426.5096978,510.3997735175,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,231,1626.0734900746,6.5411255411,1511,10636.3508376742,5532.0616617458,1277906.24386327,89.9553881362,
,45-64,1112,6345.5832001826,4.3489208633,4836,27596.4391691394,10791.3533474767,11999984.9223941,684.7743050898,
,65-84,1151,8997.1077933245,5.2067767159,5993,46845.9313687172,12133.5527636047,13965719.230909,1091.6688213014,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1553,4781.5511561316,4.8770122344,7574,23319.6834877921,9356.4227928274,14530524.597261,447.382142223,
,Female,1994,5838.9458272328,4.5255767302,9024,26424.597364568,9767.7542188751,19476901.9124368,570.3338773774,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1543,†,5.2261827609,8064,†,11846.5253510887,18279188.6167299,†,
,Medicaid,1037,†,4.4349083896,4599,†,6969.9654411964,7227854.16252071,†,
,Private insurance,867,†,4.169550173,3615,†,9128.764985414,7914639.24235392,†,
,Uninsured,97,†,3.2164948454,312,†,5527.0736067371,536126.139853501,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,36,44.9438202247,3.5,126,157.3033707865,5201.7068875515,187261.447951855,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,3503,395.5957086392,4.6908364259,16432,1855.6747600226,9645.5687381186,33788427.2896295,†,
Type of substance use disorder,Alcohol-related disorders,570,855.4833480917,4.3333333333,2470,3707.0945083972,8389.2524491383,4781873.89600883,71.7686577318,
,Cannabis-related disorders,330,495.2798331057,4.203030303,1387,2081.6761470231,5897.0480528107,1946025.85742752,29.2068897541,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,171,256.6450044275,4.0643274854,695,1043.0893454802,10936.8662235999,1870204.12423559,28.0689208038,
,Sedative-related disorders,33,49.5279833106,3.7272727273,123,184.6043014303,4167.5268847221,137528.387195828,2.0640920199,
,Stimulant-related disorders,137,205.6161731378,3.9635036496,543,814.9604526558,5248.0499962153,718982.849481491,10.7908395666,
,Miscellaneous substances and addictive disorders,132,198.1119332423,4.2045454545,555,832.970628405,5835.2041965426,770246.953943624,11.5602358424,
Type of mental disorder,Anxiety disorders,1320,1981.1193324228,4.6121212121,6088,9137.1624968107,10607.8789156962,14002400.168719,210.1547399589,
,Bipolar disorders,263,394.7230185055,4.4828897338,1179,1769.4997673686,9748.0951375785,2563749.02118313,38.4779753738,
,Depressive disorders,2213,3321.3765777664,4.4690465432,9890,14843.38651338,8690.7693278473,19232672.522526,288.6531768828,
,"Disruptive, impulse-control, and conduct disorders",104,156.0881898273,7.7596153846,807,1211.1843191403,7243.2151109435,753294.371538119,11.305803352,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,19,28.5161116031,4.0526315789,77,115.5652943913,7938.0116050592,150822.220496125,2.2636122484,
,Personality disorders,571,856.9841960708,4.6795096322,2672,4010.2658001771,4832.0794017553,2759117.33840228,41.4101568146,
,Schizophrenia and related disorders,256,384.2170826517,6.01171875,1539,2309.8050398475,8344.7454820813,2136254.84341281,32.061937646,
,Somatic symptom disorders,24,36.0203514986,3.9583333333,95,142.5805580153,9048.9103345471,217173.848029129,3.2594493093,
,Suicidal ideation or attempt,670,1005.5681460025,4.9820895522,3338,5009.8305542631,4838.3181517047,3241673.16164218,48.6525861358,
,Trauma- and stressor-related disorders,136,204.1153251587,5.4411764706,740,1110.6275045401,8702.3158570433,1183514.95655789,17.7627603079,
,Miscellaneous mental disorders,126,189.1068453676,5.2222222222,658,987.5579702532,6052.0720968124,762561.084198359,11.4448826217,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Alexander, Illinois",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,429395.778044103,3332.3100752315,5.2648929943,2260722.82359994,17544.2559698716,11538.9063407211,4954757665.952,384.5121385634,
"Alexander, Illinois",,323,4436.8131868132,5.2693498452,1702,23379.1208791208,11649.9212900991,3762924.57670202,516.8852440525,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,18-44,79,3419.9134199134,3.835443038,303,13116.8831168831,5491.9414186859,433863.372076189,187.8196415914,
,45-64,123,6369.7566027965,6.1382113821,755,39098.91248058,14523.8506887076,1786433.63471104,925.1339382243,
,65-84,115,8357.5581395349,5.4086956522,622,45203.488372093,13286.8119523033,1527983.37451488,1110.4530338044,
Sex,Male,149,4028.1157069478,5.9395973154,885,23925.3852392538,11557.1883596723,1722021.06559118,465.5369195975,
,Female,174,4858.9779391231,4.6954022989,817,22814.856185423,11729.3305236255,2040903.51111083,569.9255825498,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,144,†,5.6527777778,814,†,13794.652837503,1986430.00860044,†,
,Medicaid,121,†,4.4297520661,536,†,8425.1043354335,1019437.62458745,†,
,Private insurance,41,†,6.0731707317,249,†,14697.3477125121,602591.256212999,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,13,168.8311688312,2.7692307692,36,467.5324675325,5398.680464607,70182.8460398912,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,307,377.6137761378,5.3941368078,1656,2036.9003690037,12013.5217327881,3688151.17196597,†,
Type of substance use disorder,Alcohol-related disorders,41,563.1868131868,5.4146341463,222,3049.4505494505,10013.2049408164,410541.402573473,56.393049804,
,Cannabis-related disorders,45,618.1318681319,4.6222222222,208,2857.1428571429,7646.2316026592,344080.422119666,47.2637942472,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,*,*,*,*,*,*,*,*,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,24,329.6703296703,3.2916666667,79,1085.1648351648,3914.3220641931,93943.7295406345,12.9043584534,
,Miscellaneous substances and addictive disorders,16,219.7802197802,4.625,74,1016.4835164835,5087.813735625,81405.0197699997,11.1820082102,
Type of mental disorder,Anxiety disorders,157,2156.5934065934,5.4777070064,860,11813.1868131868,13817.3080037715,2169317.35659213,297.983153378,
,Bipolar disorders,17,233.5164835165,4.4117647059,75,1030.2197802198,5491.5440256511,93356.2484360689,12.8236604995,
,Depressive disorders,152,2087.9120879121,5.9736842105,908,12472.5274725274,14048.2706611234,2135337.14049075,293.3155412762,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,30,412.0879120879,6.4666666667,194,2664.8351648352,6366.4937152925,190994.811458774,26.2355510246,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,17,233.5164835165,3.2352941176,55,755.4945054945,2541.7740844755,43210.1594360838,5.935461461,
,Trauma- and stressor-related disorders,18,247.2527472527,7,126,1730.7692307692,8947.6439613475,161057.591304255,22.1232955088,
,Miscellaneous mental disorders,14,192.3076923077,3.9285714286,55,755.4945054945,5388.3771776843,75437.2804875807,10.3622638032,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Bond, Illinois",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,429395.778044103,3332.3100752315,5.2648929943,2260722.82359994,17544.2559698716,11538.9063407211,4954757665.952,384.5121385634,
"Bond, Illinois",,645,3478.7767650073,4.880620155,3148,16978.587994175,10857.3029182983,7002960.38230241,377.7013312282,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,11,317.8272175672,6.5454545455,72,2080.3236058942,5586.2097123694,61448.3068360636,17.7544948963,
,18-44,137,2065.7418576598,4.0583941606,556,8383.5946924005,8292.6306142305,1136090.39414958,171.3043416993,
,45-64,210,4116.0329282634,5.0761904762,1066,20893.7671501372,12089.0428226774,2538698.99276226,497.5889832933,
,65-84,284,8953.341740227,5.088028169,1445,45554.8549810844,11478.8729776255,3259999.92564564,1027.7427256134,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,251,2583.1017803849,4.7330677291,1188,12225.9956776782,11242.9645574394,2821984.1039173,290.4172176513,
,Female,394,4465.0951949229,4.9746192893,1960,22212.1486854034,10611.6149197591,4180976.2783851,473.8187078859,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,370,†,5.3324324324,1973,†,12158.0391991638,4498474.5036906,†,
,Medicaid,134,†,4.9253731343,660,†,8383.3045066843,1123362.80389569,†,
,Private insurance,118,†,3.7033898305,437,†,9703.3789784225,1144998.71945385,†,
,Uninsured,13,†,3,39,†,6921.3211016285,89977.17432117,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,18,115.3846153846,3.3333333333,60,384.6153846154,5570.4333818601,100267.800873481,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,624,359.4470046083,4.9342948718,3079,1773.6175115207,11051.2336835257,6895969.81852007,†,
Type of substance use disorder,Alcohol-related disorders,49,264.2791650936,5.8775510204,288,1553.3142764684,13725.4447361815,672546.792072897,36.2734907542,
,Cannabis-related disorders,21,113.2624993258,6.4761904762,136,733.5095194434,13484.6563261849,283177.782849884,15.2730587805,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,51,275.0660697913,4.3137254902,220,1186.5595167467,8323.6011454799,424503.658419474,22.895402536,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,17,91.6886899304,5.4705882353,93,501.5910684429,11093.2232023565,188584.794440061,10.1712310253,
,Miscellaneous substances and addictive disorders,16,86.2952375816,5.25,84,453.0499973033,6288.8496894876,100621.595031801,5.4269777807,
Type of mental disorder,Anxiety disorders,317,1709.724394585,4.6971608833,1489,8030.8505474354,10545.2423658823,3342841.8299847,180.2945811976,
,Bipolar disorders,75,404.5089261636,6.4133333333,481,2594.2505797961,10768.2222506919,807616.668801894,43.5584201932,
,Depressive disorders,347,1871.5279650504,4.613832853,1601,8634.9172105064,10532.109592147,3654642.02847501,197.1113763268,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,43,231.9184510005,7.6046511628,327,1763.6589180734,8030.4744875637,345310.402965238,18.6241520395,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,41,221.1315463028,5.5609756098,228,1229.7071355375,4836.6526041148,198302.756768706,10.6953646928,
,Trauma- and stressor-related disorders,14,75.5083328839,5.8571428571,82,442.2630926056,10053.0460611239,140742.644855734,7.5908874848,
,Miscellaneous mental disorders,33,177.983927512,4.1818181818,138,744.2964241411,5095.863406257,168163.49240648,9.0698178311,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Boone, Illinois",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,429395.778044103,3332.3100752315,5.2648929943,2260722.82359994,17544.2559698716,11538.9063407211,4954757665.952,384.5121385634,
"Boone, Illinois",,1282,2490.0456443624,4.7691107644,6114,11875.3034864523,11200.9240979353,14359584.693553,278.908122629,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,91,726.5469061876,5.1758241758,471,3760.4790419162,5973.8532497495,543620.645727206,43.4028459662,
,18-44,308,1782.8200972447,4.2727272727,1316,7617.5040518638,8029.4361406402,2473066.33131717,143.1504012108,
,45-64,481,3500.2183088342,4.8336798337,2325,16918.9346528889,12680.2984560508,6099223.55736045,443.8381281735,
,65-84,397,5414.6208401528,4.8715365239,1934,26377.5231860338,13025.7398378687,5171218.7156339,705.2944238453,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,507,1979.6954314721,5.1656804734,2619,10226.4740335806,12419.7052161448,6296790.54458543,245.8723367663,
,Female,775,2995.1690821256,4.5096774194,3495,13507.2463768115,10403.6053535066,8062794.14896765,311.6055709746,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,578,†,4.8910034602,2827,†,12630.167005652,7300236.52926688,†,
,Medicaid,251,†,5.1752988048,1299,†,8703.2706271993,2184520.92742702,†,
,Private insurance,392,†,4.3112244898,1690,†,11176.5892555415,4381222.98817227,†,
,Other,36,†,4.4444444444,160,†,8049.393256248,289778.157224928,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,27,49.1803278689,2.6296296296,71,129.3260473588,5174.6911547314,139716.661177747,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,1251,300.7211538462,4.7865707434,5988,1439.4230769231,11317.3040562198,14157947.374331,†,
Type of substance use disorder,Alcohol-related disorders,224,435.0781781101,5.0580357143,1133,2200.6409633874,11778.3116718694,2638341.81449874,51.2448638341,
,Cannabis-related disorders,68,132.0773040691,4.6470588235,316,613.7710012625,6549.971914236,445398.090168047,8.6510263216,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,121,235.0199087113,4.3966942149,532,1033.3106730116,9218.1765850468,1115399.36679066,21.664550195,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,33,64.0963387394,3.7878787879,125,242.7891618918,7314.6558720776,241383.643778562,4.6884266054,
,Miscellaneous substances and addictive disorders,19,36.9039526076,7.4210526316,141,273.866174614,8152.9871058897,154906.755011905,3.0087744977,
Type of mental disorder,Anxiety disorders,590,1145.9648441294,4.7372881356,2795,5428.7656599009,11935.2007700933,7041768.45435506,136.7732049015,
,Bipolar disorders,164,318.5393804021,4.6707317073,766,1487.811984073,7838.8032625719,1285563.73506179,24.9696753435,
,Depressive disorders,514,998.3490336991,4.7451361868,2439,4737.3021268331,10642.7486065011,5470372.78374158,106.251777872,
,"Disruptive, impulse-control, and conduct disorders",29,56.3270855589,6.7586206897,196,380.6934058464,3708.3797967092,107543.014104568,2.0888222609,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,22,42.730892493,3.6818181818,81,157.3273769059,7898.2436977955,173761.361351501,3.3749900233,
,Personality disorders,16,31.0770127222,4.9375,79,153.4427503156,3622.3213783208,57957.1420531326,1.1257092756,
,Schizophrenia and related disorders,53,102.9426046421,7.1132075472,377,732.2521122657,9604.2807642546,509026.880505491,9.8868967759,
,Somatic symptom disorders,13,25.2500728367,3.4615384615,45,87.4040982811,7905.1771591666,102767.303069166,1.9960629906,
,Suicidal ideation or attempt,94,182.5774497426,4.4574468085,419,813.8292706614,4902.8347720399,460866.468571747,8.9514706919,
,Trauma- and stressor-related disorders,52,101.000291347,5.6730769231,295,572.9824220647,11061.427399668,575194.224782737,11.1720739008,
