,Neonatal abstinence syndrome,2463.0050994978,19.2329669667,16.0522665419,39536.8143511095,308.7327121411,18161.5506061514,44731991.757739,3.4930050287,
,Opioid-related disorders,47354.1170869321,369.7759983762,5.4104845934,256208.720932322,2000.6673422189,10323.8010187815,488874482.225568,38.1749382876,
,Sedative-related disorders,5553.152665755,43.3631265333,5.6487937325,31368.6139741553,244.9493573848,8454.4233907145,46948703.7895676,3.6661023126,
,Stimulant-related disorders,22027.4545556924,172.0066701923,5.6143236112,123669.258206452,965.7011097426,8936.0916413055,196839352.534359,15.3706736775,
,Miscellaneous substances and addictive disorders,17741.4771990737,138.5385864531,5.2276731258,92746.6435658662,724.2344452891,7621.1199205721,135209925.302236,10.5581918099,
Type of mental disorder,Anxiety disorders,214257.598318821,1673.0819240613,4.9803294112,1067073.41847708,8332.4991137243,10497.4570659031,2249159939.39534,175.6310566557,
,Bipolar disorders,52219.9369530517,407.7719216369,5.8964389187,307911.668584086,2404.4022287088,8799.6395160786,459516620.739204,35.8824591518,
,Depressive disorders,230585.584325185,1800.5829249962,5.2032327436,1199790.46255517,9368.8520328468,10113.5708824049,2332043651.53351,182.103230416,
,"Disruptive, impulse-control, and conduct disorders",5062.1850732425,39.5292881501,9.6300218222,48748.9527234462,380.6679075024,7881.9470380421,39899874.6440649,3.1156775565,
,Eating disorders,2047.6950547057,15.9899187189,9.6201478423,19699.1291621936,153.8253820617,10353.4970590351,21200804.7266967,1.6555157643,
,Obsessive-compulsive disorders,2827.1188580576,22.0762367155,8.0562235961,22775.9016531546,177.85109914,9310.8138910276,26322777.5351884,2.0554773147,
,Personality disorders,11780.228519187,91.9887441632,7.1562810913,84302.6266027388,658.2973104648,6512.8950373332,76723391.8612646,5.9911303535,
,Schizophrenia and related disorders,36425.2127311761,284.4350234428,10.4452488245,380470.410461573,2970.9945942557,11107.6412831545,404598196.6805,31.5940220877,
,Somatic symptom disorders,2161.9336845067,16.8819785013,6.1288615177,13250.1921627739,103.4673083794,9908.6655101504,21421877.7349044,1.6727787812,
,Suicidal ideation or attempt,29922.2650498802,233.655194377,6.8618672044,205322.609228148,1603.3109154409,6750.9299066891,202003114.001113,15.7738983957,
,Trauma- and stressor-related disorders,25912.9703319484,202.3476534849,6.3150669058,163642.14137363,1277.8389699837,9495.871370311,246066233.094867,19.2146728958,
,Miscellaneous mental disorders,17732.9601475157,138.47207901,4.6420596637,82317.4590192087,642.7956525246,6163.9632508119,109305314.677398,8.5353680628,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Adams, Pennsylvania",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,487534.609370949,3807.0311097161,5.5756875225,2718340.6382408,21226.8158560905,10737.5570054442,5234930660.24756,408.7821356208,
"Adams, Pennsylvania",,3032,3289.4665466026,5.2354881266,15874,17221.9630477471,12481.5219336019,37843974.5026812,410.5754885127,
Age group,<1,24,2534.3189017951,7.2916666667,175,18479.4086589229,8641.2723275422,207390.535861012,218.9973979525,
,1-17,23,129.3224627495,10.2173913043,235,1321.3382063537,10575.3653042585,243233.401997946,13.6763228562,
,45-64,1054,3959.8752676861,5.124288425,5401,20291.5429988353,13376.9492095958,14099304.466914,529.7105033217,
,65-84,1289,7387.2428219382,5.5259891389,7123,40821.8236002063,13146.0642967117,16945276.8784613,971.1316911262,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1184,2604.9458769691,5.7880067568,6853,15077.4443368828,13409.2171461696,15876513.1010649,349.302849183,
,Female,1848,3955.3947903512,4.8814935065,9021,19308.2339847177,11887.154438104,21967461.4016162,470.1838873658,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1664,†,5.3852163462,8961,†,12681.3832542933,21101821.735144,†,
,Medicaid,363,†,4.8374655647,1756,†,10310.6413634206,3742762.81492169,†,
,Private insurance,891,†,5.3400673401,4758,†,13522.6939476633,12048720.307368,†,
,Uninsured,54,†,2.9814814815,161,†,6822.6649365037,368423.906571199,†,
,Other,59,†,3.9491525424,233,†,9339.536429208,551032.649323272,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,114,137.3493975904,2.8421052632,324,390.3614457831,5756.3966537729,656229.218530112,†,
,Neonatal birth hospitalization,21,24.6189917937,7.3333333333,154,180.5392731536,8183.62508932,171856.126875719,†,
,Nonmaternal/nonneonatal hospitalization,2897,335.1069982649,5.3144632378,15396,1780.9138230191,12777.3176241889,37015889.1572753,†,
Type of substance use disorder,Alcohol-related disorders,308,334.1542534148,5.9675324675,1838,1994.0763564167,11674.6050911028,3595778.36805967,39.0111894813,
,Cannabis-related disorders,106,115.0011391622,5.5566037736,589,639.0157638354,6972.4959152177,739084.56701308,8.0184497305,
,Neonatal abstinence syndrome,20,21.6983281438,8.05,161,174.6715415577,9837.2522772534,196745.045545068,2.1345192795,
,Opioid-related disorders,320,347.1732503011,4.865625,1557,1689.2148459961,11087.7699058915,3548086.36988528,38.4937711682,
,Sedative-related disorders,20,21.6983281438,3.65,73,79.1988977249,5617.8170819489,112356.341638977,1.218972385,
,Stimulant-related disorders,54,58.5854859883,7.0185185185,379,411.1833183253,7749.4684755524,418471.297679827,4.5400637679,
,Miscellaneous substances and addictive disorders,62,67.2648172458,5.1290322581,318,345.0034174867,8587.0199779679,532395.238634009,5.776043295,
Type of mental disorder,Anxiety disorders,1492,1618.6952795287,4.5315013405,6761,7335.1198290172,12347.8645556446,18423013.9170217,199.8743006848,
,Bipolar disorders,216,234.3419439532,6.8194444444,1473,1598.0818677921,9728.6087005972,2101379.47932899,22.7982107486,
,Depressive disorders,1720,1866.0562203682,4.786627907,8233,8932.1167804021,12645.6111922858,21750451.2507316,235.9742142572,
,"Disruptive, impulse-control, and conduct disorders",22,23.8681609582,13.0454545455,287,311.3710088638,6995.3886221863,153898.549688098,1.669670616,
,Eating disorders,13,14.1039132935,10.2307692308,133,144.2938821564,8071.7904364659,104933.275674057,1.1384383244,
,Obsessive-compulsive disorders,16,17.3586625151,5.8125,93,100.8972258687,9812.7887187167,157004.619499467,1.703368877,
,Personality disorders,83,90.0480617968,5.5903614458,464,503.4012129365,3739.9831179815,310418.598792461,3.3677823093,
,Schizophrenia and related disorders,120,130.1899688629,11.0833333333,1330,1442.9388215638,10315.6454712854,1237877.45655425,13.4299356271,
,Somatic symptom disorders,13,14.1039132935,3,39,42.3117398804,6054.5556490581,78709.2234377553,0.853929279,
,Suicidal ideation or attempt,133,144.2938821564,8.0676691729,1073,1164.1153049157,9212.2550717479,1225229.92454247,13.2927204772,
,Trauma- and stressor-related disorders,169,183.3508728152,10.3076923077,1742,1889.9243813264,9530.0963158147,1610586.27737267,17.4735147752,
,Miscellaneous mental disorders,130,141.0391329348,3.8076923077,495,537.0336215595,6537.7037673477,849901.489755196,9.2207207073,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Allegheny, Pennsylvania",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,487534.609370949,3807.0311097161,5.5756875225,2718340.6382408,21226.8158560905,10737.5570054442,5234930660.24756,408.7821356208,
"Allegheny, Pennsylvania",,56759,4669.2667822213,6.1601860498,349646,28763.5520945847,8274.8069888934,469669769.8826,386.3728140253,
Age group,<1,409,3259.7433649478,12.1491442543,4969,39603.0923726787,11966.4208303665,4894266.1196199,390.0746090396,
,1-17,1095,503.8814981156,10.3086757991,11288,5194.3510052321,6553.9050551615,7176526.03540184,33.023914977,
,18-44,14949,3487.8593377057,6.175663924,92320,21539.8470838845,6416.3813504861,95918484.8084161,223.7943560757,
,45-64,21112,6332.7134201212,6.1429518757,129690,38901.5537824704,8870.3817630584,187271499.781689,561.7358563252,
,65-84,19193,8578.030445237,5.8030010941,111377,49778.320059353,9086.804626428,174403041.195032,779.4688673542,
Sex,Male,24213,4140.5668846992,6.510965184,157650,26959.0868282672,8497.8013729172,205757264.642445,351.8571495745,
,Female,32528,5156.5284110004,5.9005472209,191933,30426.3393847929,8108.7844304778,263762539.954583,418.1317729444,
,Missing,18,†,3.5,63,†,8331.4047539719,149965.285571494,†,
Payer,Medicare,25390,†,6.0264277275,153011,†,9078.1607646408,230494501.814229,†,
,Medicaid,10939,†,5.5669622452,60897,†,8739.0416747071,95596376.8796206,†,
,Private insurance,18873,†,6.7266465321,126952,†,7086.7422019317,133748085.577057,†,
,Uninsured,906,†,4.9249448124,4462,†,6003.0537029816,5438766.65490132,†,
,Other,366,†,5.7213114754,2094,†,8582.0917868626,3141045.59399171,†,
,Missing,285,†,7.8245614035,2230,†,4389.4503957879,1250993.36279956,†,
Type of stay,Maternal delivery hospitalization,1293,103.3986405438,3.1771075019,4108,328.5085965614,4214.5447187861,5449406.32139038,†,
,Neonatal birth hospitalization,334,25.9115593483,10.8143712575,3612,280.2172226532,10051.2042058043,3357102.20473863,†,
,Nonmaternal/nonneonatal hospitalization,55132,399.0330332069,6.2019516796,341926,2474.7835905156,8359.2697771978,460863261.356471,†,
Type of substance use disorder,Alcohol-related disorders,9706,798.4619776289,5.6049866062,54402,4475.3686901884,7970.3160013477,77359887.1090812,63.6399427676,
,Cannabis-related disorders,2812,231.3285680087,4.9014935989,13783,1133.8554953286,6284.7496517879,17672716.0208276,14.5384213724,
,Neonatal abstinence syndrome,291,23.939051668,13.5154639175,3933,323.5473890392,12606.9494170402,3668622.28035871,3.0179841347,
,Opioid-related disorders,5576,458.7084264639,5.4887015782,30605,2517.7136642626,7858.0400353042,43816431.236856,36.0454917968,
,Sedative-related disorders,749,61.6163219909,5.6368491322,4222,347.3219111425,4722.0760481482,3536834.96006303,2.9095695825,
,Stimulant-related disorders,2404,197.764536804,5.5083194676,13242,1089.3502480694,6670.0560217292,16034814.676237,13.1910053959,
,Miscellaneous substances and addictive disorders,1837,151.1204052034,5.4256940664,9967,819.933085826,5539.8267662624,10176661.769624,8.3718086567,
Type of mental disorder,Anxiety disorders,24616,2025.0298826822,5.2910708482,130245,10714.5765790519,8586.4443169305,211363913.305561,173.8780632777,
,Bipolar disorders,6322,520.0779541078,6.48782031,41016,3374.1723134584,6750.7330877098,42678134.5805011,35.1090745298,
,Depressive disorders,27849,2290.9919240663,5.5464828181,154464,12706.9473431354,7741.3850125808,215589831.215363,177.3545054491,
,"Disruptive, impulse-control, and conduct disorders",763,62.768028944,11.74836173,8964,737.4215091145,4623.6942664598,3527878.72530882,2.9022017555,
,Eating disorders,301,24.7616994917,10.8272425249,3259,268.1009257256,6794.8112094632,2045238.17404843,1.6825107327,
,Obsessive-compulsive disorders,397,32.6591185987,9.8463476071,3909,321.5730342625,6937.2666483676,2754094.85940193,2.2656501422,
,Personality disorders,1642,135.0787726424,7.6717417783,12597,1036.2894634444,4335.7767074252,7119345.35359211,5.8567139609,
,Schizophrenia and related disorders,4408,362.6231606623,13.1020871143,57754,4751.1202406738,7719.0983907799,34025785.7065578,27.9912385593,
,Somatic symptom disorders,198,16.2884269082,8.0050505051,1585,130.3896800476,6952.457690836,1376586.62278553,1.1324459893,
,Suicidal ideation or attempt,4725,388.7010966718,8.1183068783,38359,3155.5947867162,4063.0429213395,19197877.803329,15.7930923935,
,Trauma- and stressor-related disorders,3005,247.205671005,6.8176372712,20487,1685.3585962996,6320.9742724431,18994527.6886916,15.6258068642,
,Miscellaneous mental disorders,1950,160.4163256106,6.0384615385,11775,968.6678123409,4781.4915839816,9323908.5887642,7.6702931084,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Armstrong, Pennsylvania",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,487534.609370949,3807.0311097161,5.5756875225,2718340.6382408,21226.8158560905,10737.5570054442,5234930660.24756,408.7821356208,
"Armstrong, Pennsylvania",,2371,4826.4631043257,5.5491353859,13157,26782.6972010178,8862.414891892,21012785.708676,427.7411849094,
Age group,<1,29,6054.2797494781,9.724137931,282,58872.6513569937,9420.2021444287,273185.862188431,570.32539079,
,1-17,67,745.1896340785,10.2686567164,688,7652.0965409854,5246.0042533097,351482.284971748,39.092679899,
,18-44,603,4163.7895318326,4.9684908789,2996,20687.7503107305,5643.047717322,3402757.77354514,234.9646301302,
,45-64,874,5853.5931953653,5.5148741419,4820,32281.8297501841,10474.3306537206,9154564.9913518,613.1247064063,
,65-84,798,7791.4469830111,5.477443609,4371,42677.2114821323,9813.026060926,7830794.79661892,764.5767229661,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1051,4319.5922896716,6.4862036156,6817,28017.7551272039,9348.4004474141,9825168.87023224,403.8127849341,
,Female,1320,5323.8686779059,4.803030303,6340,25570.7025893361,8475.4673018514,11187616.8384438,451.2227489894,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,1162,†,5.6549053356,6571,†,9670.4216104616,11237029.9113563,†,
,Medicaid,608,†,5.0838815789,3091,†,7439.014700618,4522920.93797571,†,
,Private insurance,554,†,5.9476534296,3295,†,8754.3279266283,4849897.67135206,†,
,Uninsured,21,†,3.5238095238,74,†,6968.2204168079,146332.628752966,†,
,Other,23,†,4.9565217391,114,†,10581.2182228041,243368.019124494,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,90,208.8167053364,2.3333333333,210,487.2389791183,3337.3506798724,300361.561188517,†,
,Neonatal birth hospitalization,22,49.8866213152,9.9545454545,219,496.5986394558,9478.4066935105,208524.947257232,†,
,Nonmaternal/nonneonatal hospitalization,2259,354.3529411765,5.634351483,12728,1996.5490196078,9076.5379372423,20503899.2002303,†,
Type of substance use disorder,Alcohol-related disorders,327,665.6488549618,5.498470948,1798,3660.0508905852,8838.2046858537,2890092.93227415,58.8314082906,
,Cannabis-related disorders,127,258.524173028,5.1023622047,648,1319.0839694656,4823.5313840902,612588.485779461,12.4699946215,
,Neonatal abstinence syndrome,19,38.6768447837,10.1052631579,192,390.8396946565,9737.6303761765,185014.977147353,3.7662081862,
,Opioid-related disorders,235,478.3715012723,4.5319148936,1065,2167.9389312977,6126.9160749554,1439825.2776145,29.3094204095,
,Sedative-related disorders,38,77.3536895674,6.6578947368,253,515.0127226463,5304.811469036,201582.835823368,4.1034673959,
,Stimulant-related disorders,77,156.7430025445,5.6233766234,433,881.4249363868,5819.231799328,448080.848548255,9.1212386473,
,Miscellaneous substances and addictive disorders,106,215.7760814249,4.4528301887,472,960.8142493639,4836.1147086622,512628.159118189,10.4351788116,
Type of mental disorder,Anxiety disorders,1054,2145.5470737913,4.9117647059,5177,10538.4223918575,9518.1506139656,10032130.7471197,204.216401977,
,Bipolar disorders,270,549.6183206107,5.4740740741,1478,3008.6513994911,6914.6537371537,1866956.5090315,38.0042037462,
,Depressive disorders,1194,2430.534351145,5.4028475712,6451,13131.806615776,8706.9932570033,10396149.9488619,211.6264620633,
,"Disruptive, impulse-control, and conduct disorders",43,87.5318066158,19.1860465116,825,1679.3893129771,5172.6081316707,222422.14966184,4.5276773468,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,12,24.427480916,9.4166666667,113,230.0254452926,7178.1087743746,86137.3052924954,1.753431151,
,Personality disorders,66,134.3511450382,8.3787878788,553,1125.6997455471,5576.3379693607,368038.305977803,7.491873913,
,Schizophrenia and related disorders,146,297.2010178117,7.8219178082,1142,2324.6819338422,6706.1347904577,979095.679406823,19.9307008531,
,Somatic symptom disorders,11,22.3918575064,7.9090909091,87,177.0992366412,7238.6672027259,79625.3392299843,1.6208720454,
,Suicidal ideation or attempt,96,195.4198473282,6.53125,627,1276.3358778626,5728.7699801181,549961.918091334,11.1951535489,
,Trauma- and stressor-related disorders,95,193.3842239186,5.9578947368,566,1152.1628498728,6111.4106915051,580584.01569299,11.8185041362,
,Miscellaneous mental disorders,85,173.0279898219,2.9882352941,254,517.048346056,3518.8613404272,299103.21393631,6.088615042,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Beaver, Pennsylvania",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,487534.609370949,3807.0311097161,5.5756875225,2718340.6382408,21226.8158560905,10737.5570054442,5234930660.24756,408.7821356208,
"Beaver, Pennsylvania",,7328,4514.511369447,5.6153111354,41149,25350.3859636153,8545.1822428392,62619095.4755258,385.7732238929,
Age group,<1,58,3502.4154589372,10.224137931,593,35809.1787439613,11257.5878532587,652940.095489009,394.287497276,
,1-17,72,239.7442727757,15.3333333333,1104,3676.0788492275,9778.104390736,704023.516132989,23.4424452628,
,18-44,2180,4433.1469242501,5.0316513761,10969,22306.049822064,6327.194453214,13793283.9080065,280.493826294,
,45-64,2648,5488.3103962859,5.9856495468,15850,32851.1026363787,9363.8338733594,24795432.0966556,513.9162679625,
,65-84,2370,7136.4046973803,5.3303797468,12633,38039.7470641373,9566.8421347011,22673415.8592416,682.7285714918,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,3166,4026.9139288485,6.0638029059,19198,24418.4123834598,9091.5307725299,28783786.4258296,366.1081190246,
,Female,4160,4970.1314217443,5.2752403846,21945,26218.6379928315,8128.333917592,33813869.0971827,403.9888781025,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,3366,†,5.6256684492,18936,†,9062.3155996405,30503754.30839,†,
,Medicaid,1260,†,5.619047619,7080,†,9937.5913487738,12521365.099455,†,
,Private insurance,2339,†,5.7926464301,13549,†,7320.0512593711,17121599.895669,†,
,Other,173,†,4.2080924855,728,†,7443.7057572775,1287761.09600901,†,
,Missing,28,†,5.1071428571,143,†,6380.9076981588,178665.415548447,†,
Type of stay,Maternal delivery hospitalization,137,86.6540164453,2.5401459854,348,220.1138519924,3530.4525182932,483671.995006166,†,
,Neonatal birth hospitalization,44,27.0602706027,7.5454545455,332,204.1820418204,6324.0935186594,278260.114821013,†,
,Nonmaternal/nonneonatal hospitalization,7147,356.8147778332,5.662375822,40469,2020.4193709436,8654.9829810688,61857163.3656986,†,
