,Opioid-related disorders,11752.824163725,250.8378460218,6.250965086,73466.4935090329,1567.9786177233,11261.3590062466,132352772.244998,28.2477503641,
,Sedative-related disorders,2206.3140034811,47.0888566502,6.1660530435,13604.2491761471,290.3523878645,7528.8403192821,16610985.8264049,3.5452448254,
,Stimulant-related disorders,12874.3593538675,274.7745158311,6.1005210063,78540.2996805147,1676.2677058145,7833.6843076337,100845833.156921,21.5232962027,
,Miscellaneous substances and addictive disorders,9583.6722774954,204.5421319657,6.0066979548,57566.2246684209,1228.6228057426,8111.3147382737,77709325.7188784,16.5853241805,
Type of mental disorder,Anxiety disorders,62119.7565580417,1325.807798479,5.7130925784,354890.207073335,7574.3407606892,11432.4003359888,709980594.847827,151.5295393243,
,Bipolar disorders,15988.3390210949,341.2354737593,6.3754953747,101933.58147882,2175.5451846506,8691.8468855928,138959502.879421,29.6578098174,
,Depressive disorders,64299.2715272825,1372.3246894527,6.013673475,386668.809972235,8252.5842355934,10603.8843227323,681658369.866737,145.4847914324,
,"Disruptive, impulse-control, and conduct disorders",2931.0342206269,62.5563949802,7.5978918612,22269.6810497404,475.2967242845,6270.4276855082,18378838.1241908,3.9225535099,
,Eating disorders,451.8886931625,9.6445573298,7.5303773089,3402.8923611179,72.6271556705,10349.5708569121,4676854.04932293,0.9981702947,
,Obsessive-compulsive disorders,506.254253945,10.8048690961,7.8472972267,3972.7276029735,84.7890192927,12776.4929211917,6468153.89185173,1.3804833352,
,Personality disorders,3653.7666411827,77.9815082208,6.574500808,24021.6917348342,512.6894888093,6348.7358117641,23186586.1193431,4.9486602009,
,Schizophrenia and related disorders,16556.3465588486,353.3583291096,8.7067570684,144152.087428555,3076.6051296617,9424.6062000047,156021885.372638,33.299395204,
,Somatic symptom disorders,722.2279851798,15.4143471914,6.4087755526,4628.5970548239,98.7870914396,10512.1511111024,7581657.56576619,1.6181358851,
,Suicidal ideation or attempt,9568.6834516969,204.2222288747,6.2442940384,59749.6730330072,1275.2236462761,5677.4686739702,54320223.0794722,11.5934413405,
,Trauma- and stressor-related disorders,8054.8663986167,171.9131767204,6.9284606995,55800.8968219617,1190.9458160796,11097.7701025569,89368859.958454,19.0737919849,
,Miscellaneous mental disorders,5279.949422356,112.6887564859,5.2180763655,27551.1792916547,588.018536873,6449.0582780893,34050701.5301382,7.2673635786,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Acadia Parish, Louisiana",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,153261.504231927,3271.025335192,6.1002203855,934922.852206452,19953.8452355879,11035.9880781196,1691036991.83541,360.9141689403,
"Acadia Parish, Louisiana",,2202,3570.7915092351,6.2052679382,13664,22157.7180663888,10800.8057639721,23783374.2922665,385.6742551489,
Age group,<1,34,3815.9371492705,17.0588235294,580,65095.3984287317,23456.2033069209,797510.912435313,895.0739757972,
,1-17,27,175.1313485114,6.2222222222,168,1089.7061685153,10914.2392642466,294684.46013466,19.1142544032,
,45-64,830,5259.1560005069,6.2385542169,5178,32809.5298441262,12026.4393800711,9981944.68545906,632.4892083043,
,65-84,740,8562.8326776209,6.3689189189,4713,54535.987040037,11690.5311707662,8650993.06636701,1001.0406232778,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,894,2970.0996677741,6.7192393736,6007,19956.8106312292,11255.8383193119,10062719.4574648,334.3096165271,
,Female,1308,4143.5676497608,5.8539755352,7657,24256.3436500142,10489.7972743132,13720654.8348017,434.6518463839,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,968,†,6.4090909091,6204,†,11697.7243199476,11323397.1417093,†,
,Medicaid,592,†,6.8091216216,4031,†,10614.2157054806,6283615.69764455,†,
,Private insurance,368,†,5.2663043478,1938,†,11101.3054437114,4085280.40328579,†,
,Uninsured,183,†,5.3879781421,986,†,5796.8467954518,1060822.96356767,†,
,Other,88,†,5.4545454545,480,†,11291.1018041631,993616.958766361,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,41,45.5555555556,2.7073170732,111,123.3333333333,3692.3873414452,151387.880999251,†,
,Neonatal birth hospitalization,26,29.2792792793,11.3076923077,294,331.0810810811,14200.9317784621,369224.226240015,†,
,Nonmaternal/nonneonatal hospitalization,2135,324.8136315229,6.2103044496,13259,2017.1915411532,10895.907346617,23262762.1850273,†,
Type of substance use disorder,Alcohol-related disorders,280,454.0515997211,6.9892857143,1957,3173.4963594791,12265.1954402227,3434254.72326236,55.6903161052,
,Cannabis-related disorders,172,278.9174112572,6.4302325581,1106,1793.5038188983,8277.8757972486,1423794.63712675,23.0884368808,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,182,295.1335398187,6.3021978022,1147,1859.9899460003,9388.344820261,1708678.7572875,27.7081543984,
,Sedative-related disorders,42,68.1077399582,7.2142857143,303,491.3486954125,5136.0571644019,215714.40090488,3.4980524576,
,Stimulant-related disorders,170,275.6741855449,6.0941176471,1036,1679.990918968,7072.7738274959,1202371.5506743,19.4978116444,
,Miscellaneous substances and addictive disorders,175,283.7822498257,6.6857142857,1170,1897.2870416917,8526.139801689,1492074.46529557,24.1956713525,
Type of mental disorder,Anxiety disorders,998,1618.3696304344,5.7384769539,5727,9286.9768271523,11425.0120137808,11402161.9897532,184.8989247045,
,Bipolar disorders,261,423.2409554543,6.0421455939,1577,2557.2834741434,8988.459743324,2345987.99300755,38.0428428983,
,Depressive disorders,802,1300.5335106297,6.2643391521,5024,8146.9829892811,10823.2257874374,8680227.08152483,140.7596782967,
,"Disruptive, impulse-control, and conduct disorders",15,24.3241928422,7.9333333333,119,192.9719298815,8419.3189049574,126289.783574361,2.0479313664,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,21,34.0538699791,7.5714285714,159,257.8364441273,6285.3183199484,131991.684718916,2.1403941284,
,Schizophrenia and related disorders,161,261.0796698396,7.4037267081,1192,1932.9625245269,9741.6451470271,1568404.86867137,25.4334549868,
,Somatic symptom disorders,11,17.8377414176,14.7272727273,162,262.7012826958,15698.244767542,172680.692442962,2.8002123087,
,Suicidal ideation or attempt,103,167.0261241831,7.3009708738,752,1219.4528678223,7270.4350074752,748854.805769947,12.1435258042,
,Trauma- and stressor-related disorders,69,111.8912870741,6.115942029,422,684.3206252939,8541.9875243584,589397.139180726,9.5577397827,
,Miscellaneous mental disorders,33,53.5132242528,5.3939393939,178,288.6470883941,7652.3762542346,252528.41638974,4.0950332656,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Ascension Parish, Louisiana",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,153261.504231927,3271.025335192,6.1002203855,934922.852206452,19953.8452355879,11035.9880781196,1691036991.83541,360.9141689403,
"Ascension Parish, Louisiana",,2659,2190.9297650045,5.4693493795,14543,11982.9603506805,11357.5374970623,30199692.2046888,248.8356695947,
Age group,<1,24,1381.6925734024,10.2916666667,247,14219.9194012665,19357.3698202861,464576.875686868,267.4593412129,
,1-17,122,391.9804652358,5.7786885246,705,2265.1330163218,6374.2555210892,777659.173572885,24.9858364469,
,18-44,802,1825.9642092801,5.0922693267,4084,9298.3015345385,8843.8656467471,7092780.24869121,161.4858214264,
,45-64,875,2799.4625031994,5.4205714286,4743,15174.6864601996,12454.7230462919,10897882.6655054,348.6653015583,
,65-84,836,6273.9212007505,5.6985645933,4764,35752.3452157598,13118.1737335316,10966793.2412324,823.0238830193,
Sex,Male,1162,1940.6773999599,6.0017211704,6974,11647.4046362482,11963.7197264632,13901842.3221503,232.177204926,
,Female,1497,2434.6213895394,5.0561122244,7569,12309.718969555,10887.0072695648,16297849.8825386,265.0574076655,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,986,†,5.5040567951,5427,†,12431.5047886301,12257463.7215893,†,
,Medicaid,587,†,5.7666098807,3385,†,9505.2214731072,5579565.00471393,†,
,Private insurance,789,†,5.2015209125,4104,†,12942.6774309475,10211772.4930176,†,
,Uninsured,258,†,5.4069767442,1395,†,6823.314336453,1760415.09880487,†,
,Other,34,†,6.0588235294,206,†,9669.3487177524,328757.856403582,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,145,87.7192982456,2.924137931,424,256.5033272837,6188.8950482531,897389.781996696,†,
,Neonatal birth hospitalization,22,13.1264916468,7,154,91.8854415274,10036.4532361518,220801.97119534,†,
,Nonmaternal/nonneonatal hospitalization,2492,332.001065814,5.6039325843,13965,1860.5115907274,11669.9440014032,29081500.4514968,†,
Type of substance use disorder,Alcohol-related disorders,361,297.4522922778,5.8476454294,2111,1739.3955373916,12300.5072416053,4440483.11421953,36.5881407519,
,Cannabis-related disorders,201,165.6174812959,5.0895522388,1023,842.9188227151,7696.0690986693,1546909.88883252,12.7460358,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,255,210.1117300023,5.6235294118,1434,1181.5694934247,10336.896139393,2635908.51554523,21.719031307,
,Sedative-related disorders,43,35.4306054514,5.4418604651,234,192.8084110609,5824.5191981508,250454.325520485,2.0636624165,
,Stimulant-related disorders,184,151.6100326291,5.4347826087,1000,823.9675686365,6748.5138924446,1241726.5562098,10.2314241143,
,Miscellaneous substances and addictive disorders,148,121.9472001582,5.3783783784,796,655.8781846347,7954.7178836161,1177298.24677518,9.7005557396,
Type of mental disorder,Anxiety disorders,1235,1017.5999472661,5.3578947368,6617,5452.1934016677,11933.2233276219,14737530.8096131,121.432474289,
,Bipolar disorders,197,162.3216110214,5.1979695431,1024,843.7427902838,8577.8184821553,1689830.24098459,13.9236531507,
,Depressive disorders,1132,932.7312876965,5.2314487633,5922,4879.5359414653,10395.7992786124,11768044.7833893,96.9648724777,
,"Disruptive, impulse-control, and conduct disorders",74,60.9736000791,6.5945945946,488,402.0961734946,4569.9500260559,338176.301928138,2.7864630527,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,93,76.6289838832,5.3440860215,497,409.5118816123,4034.2782219604,375187.874642318,3.0914264085,
,Schizophrenia and related disorders,162,133.4827461191,8.8024691358,1426,1174.9777528756,9795.141055487,1586812.85098889,13.0748232671,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,132,108.76371906,5.6363636364,744,613.0318710656,4964.34986882,655294.182684235,5.3994115445,
,Trauma- and stressor-related disorders,121,99.700075805,6.1818181818,748,616.3277413401,12031.4569448238,1455806.29032368,11.9953716944,
,Miscellaneous mental disorders,174,143.3703569427,3.3735632184,587,483.6689627896,6059.1132295515,1054285.70194195,8.6869722648,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Assumption Parish, Louisiana",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,153261.504231927,3271.025335192,6.1002203855,934922.852206452,19953.8452355879,11035.9880781196,1691036991.83541,360.9141689403,
"Assumption Parish, Louisiana",,617,3109.5655679871,5.2787682334,3257,16414.6759399254,8910.8916122824,5498020.12477824,277.0900173762,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,18,433.0045706038,14.7222222222,265,6374.7895116671,35421.8271827021,637592.889288639,153.3781306925,
,18-44,142,2152.8198908429,4.4014084507,625,9475.4396604002,5714.4533698936,811452.378524893,123.0218888,
,45-64,203,3628.8880943868,5.5418719212,1125,20110.833035395,9863.9042833565,2002372.56952136,357.9500481804,
,65-84,246,7506.8660360085,4.9308943089,1213,37015.5630149527,8223.2638606986,2022922.90973184,617.3094018101,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,276,2843.6018957346,5.2789855072,1457,15011.3331959612,9412.1020635733,2597740.16954622,267.6427127082,
,Female,341,3364.2462509866,5.2785923754,1800,17758.4846093133,8505.2198100646,2900279.95523201,286.1365385983,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,371,†,5.1293800539,1903,†,8217.2707744082,3048607.45730543,†,
,Medicaid,112,†,5.2857142857,592,†,6693.9459759791,749721.949309661,†,
,Private insurance,83,†,6.6144578313,549,†,16144.7917612965,1340017.71618761,†,
,Uninsured,43,†,4.3953488372,189,†,5870.4037119094,252427.359612103,†,
,Other,*,†,*,*,†,*,*,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,19,90.0473933649,2.5263157895,48,227.4881516588,3241.5558588991,61589.5613190829,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,591,318.2552504039,5.4060913706,3195,1720.5169628433,9189.9408893211,5431255.0655888,†,
Type of substance use disorder,Alcohol-related disorders,79,398.1453482512,4.5949367089,363,1829.4526761415,6862.1649601063,542111.031848397,27.321390578,
,Cannabis-related disorders,43,216.7120249975,4.7906976744,206,1038.201794174,5682.3394976228,244340.598397782,12.3143129925,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,47,236.8712831368,5.2765957447,248,1249.8740046366,10060.7782074831,472856.575751707,23.8310944336,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,47,236.8712831368,4.7021276596,221,1113.7990121964,5202.1896649061,244502.914250586,12.3224934105,
,Miscellaneous substances and addictive disorders,22,110.8759197662,3.8636363636,85,428.3842354601,3176.11624818,69874.55745996,3.521548103,
Type of mental disorder,Anxiety disorders,317,1597.6212075396,5.4447949527,1726,8698.7198871081,9069.3448644953,2874982.322045,144.8937769401,
,Bipolar disorders,46,231.831468602,5.5217391304,254,1280.1128918456,6637.6406842572,305331.471475833,15.3881398788,
,Depressive disorders,282,1421.2276988207,5.0425531915,1422,7166.6162685213,8388.5500530045,2365571.11494726,119.2203968827,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,*,*,*,*,*,*,*,*,
,Schizophrenia and related disorders,49,246.9509122064,8.5918367347,421,2121.7619191614,6773.4864390821,331900.835515025,16.7271865495,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,51,257.0305412761,6.7843137255,346,1743.7758290495,9031.2747014901,460595.009775993,23.2131342494,
,Trauma- and stressor-related disorders,19,95.7564761617,10.0526315789,191,962.6045761516,12451.8726048188,236585.579491558,11.9234744225,
,Miscellaneous mental disorders,20,100.7962906965,4.3,86,433.424049995,4631.9294156948,92638.5883138957,4.6688130387,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Bossier Parish, Louisiana",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,153261.504231927,3271.025335192,6.1002203855,934922.852206452,19953.8452355879,11035.9880781196,1691036991.83541,360.9141689403,
"Bossier Parish, Louisiana",,4206,3374.8976939001,5.4835948645,23064,18506.5716624139,10719.7786284585,45087388.9112966,361.781561723,
Age group,<1,22,1216.814159292,7.6363636364,168,9292.0353982301,22363.0416819245,491986.91700234,272.116657634,
,1-17,58,195.8797703479,5.4482758621,316,1067.2070246538,13615.3032598937,789687.589073835,26.6696247576,
,18-44,1140,2439.3375272821,5.2543859649,5990,12817.2208670347,8631.1393882594,9839498.90261568,210.5426221298,
,45-64,1408,4743.1362641064,5.4566761364,7683,25881.7584638706,11238.7927559452,15824220.2003708,533.071254855,
,65-84,1578,9399.0112573709,5.644486692,8907,53052.5939603311,11496.8284551545,18141995.3022338,1080.5882007406,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,1537,2487.7796121848,5.8900455433,9053,14653.1352173772,11491.6791836701,17662710.905301,285.887651829,
,Female,2669,4247.0243778245,5.2495316598,14011,22294.888931322,10275.2633967761,27424678.0059956,436.3929413468,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,2034,†,5.4960668633,11179,†,10517.7065783874,21393015.1804401,†,
,Medicaid,745,†,6.3006711409,4694,†,10369.8445516134,7725534.19095203,†,
,Private insurance,941,†,5.1923485654,4886,†,12830.4537466569,12073456.9756041,†,
,Other,174,†,4.0747126437,709,†,9219.2180734967,1604143.94478841,†,
,Missing,160,†,4.325,692,†,5982.3360535548,957173.768568771,†,
Type of stay,Maternal delivery hospitalization,102,60.0353148911,2.6960784314,275,161.8599175986,5184.9069660738,528860.510539524,†,
,Neonatal birth hospitalization,17,9.9531615925,6.9411764706,118,69.0866510539,8234.3623037435,139984.159163639,†,
,Nonmaternal/nonneonatal hospitalization,4087,361.4894746152,5.5471005628,22671,2005.21846807,10868.2515883517,44418544.2415934,†,
Type of substance use disorder,Alcohol-related disorders,667,535.2013223565,5.5487256372,3701,2969.6852984128,10120.3948831483,6750303.38705992,54.1644872423,
,Cannabis-related disorders,289,231.8938263284,5.6297577855,1627,1305.5060741739,8841.502209561,2555194.13856312,20.5028977787,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,248,198.9953942195,6.3588709677,1577,1265.3860350168,11435.4888357631,2836001.23126926,22.7560960897,
,Sedative-related disorders,47,37.7128368077,6.1063829787,287,230.2890247621,6516.7465132583,306287.086123139,2.4576499777,
,Stimulant-related disorders,207,166.0969621106,5.2801932367,1093,877.0240559755,7151.6225496964,1480385.86778715,11.8786277967,
,Miscellaneous substances and addictive disorders,174,139.6177362669,4.1379310345,720,577.7285638631,8194.5031750299,1425843.5524552,11.4409798313,
Type of mental disorder,Anxiety disorders,1992,1598.3823600212,5.3845381526,10726,8606.5507999936,10880.7308411658,21674415.8356023,173.9156824066,
,Bipolar disorders,426,341.822733619,5.1009389671,2173,1743.6169017701,7528.9617804017,3207337.71845112,25.7357029709,
,Depressive disorders,1944,1559.8671224303,5.6471193416,10978,8808.7557973456,11238.3951016618,21847440.0776306,175.3040302796,
