,Opioid-related disorders,18666.0067188984,338.6346659907,5.7971707547,108210.028256957,1963.1229821929,16071.6086149993,299992754.391083,54.4240381527,
,Sedative-related disorders,1957.5329053587,35.5131395566,8.7465819499,17121.7219763122,310.6185854291,18189.3043080373,35606161.7085667,6.4595930233,
,Stimulant-related disorders,10890.5395397184,197.5738182799,7.2319347631,78759.6714861547,1428.8409646958,12330.6929940004,134287899.603291,24.3622209686,
,Miscellaneous substances and addictive disorders,7896.1526042875,143.2502966506,6.2016947827,48969.5284097353,888.3946173641,11435.6150227901,90297361.3438337,16.381552444,
Type of mental disorder,Anxiety disorders,80358.3845469443,1457.8444720613,5.2532678331,422144.116658669,7658.4474707118,13518.2518113713,1086304877.4606,197.0750867514,
,Bipolar disorders,15350.9705164638,278.4939945517,6.9509399439,106703.674141276,1935.7950308796,12856.9848461373,197367195.303677,35.8059306769,
,Depressive disorders,98650.3067999207,1789.6925783942,5.1137059606,504468.661898539,9151.9616057899,13197.7513090216,1301962215.70403,236.1991756925,
,"Disruptive, impulse-control, and conduct disorders",2738.3986134159,49.6794367305,8.8838935378,24327.6417457468,441.3468269339,13727.9408070951,37592574.0712045,6.8199636677,
,Eating disorders,1743.000019287,31.6211302311,8.4861229324,14791.3124348855,268.3407984033,14361.3789609575,25031883.805937,4.5412303442,
,Obsessive-compulsive disorders,1793.6409702697,32.5398474361,7.826845032,14038.5499172687,254.684343246,13715.9408600491,24601473.4723803,4.4631462303,
,Personality disorders,10458.4365873992,189.7346997616,7.9587707314,83236.2990075638,1510.0549751859,11879.3347998322,124239269.70453,22.5392202161,
,Schizophrenia and related disorders,14617.7989756638,265.1929546683,10.8488425671,158586.199764228,2877.0366150955,16412.9522404122,239921236.447518,43.5259929946,
,Somatic symptom disorders,1240.5260702888,22.5053562763,6.6599184061,8261.8024087642,149.8838365005,14069.1290492167,17453121.3718114,3.1663076175,
,Suicidal ideation or attempt,20052.7839881023,363.7932799584,6.6190605469,132730.591350388,2407.9697465863,9377.0412070968,188035781.773446,34.1130457704,
,Trauma- and stressor-related disorders,20366.4729560278,369.4841575242,6.53426991,133080.031409023,2414.309212725,12607.5225042615,256770766.125554,46.5827983095,
,Miscellaneous mental disorders,9452.9471485558,171.4933273349,5.2066662709,49218.3410786672,892.908523113,9578.3689158642,90543815.1310341,16.4262635582,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Aitkin, Minnesota",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,188419.174925284,3418.2600128641,5.4563684607,1028084.44345232,18651.2861246432,14114.3032600846,2659405374.91041,482.4635844338,
"Aitkin, Minnesota",,714,4581.0342615167,5.0098039216,3577,22950.0834081868,15980.4461124959,11410038.524322,732.0697115567,
Age group,<1,*,*,*,*,*,*,*,*,
,1-17,*,*,*,*,*,*,*,*,
,45-64,248,5228.7581699346,4.9637096774,1231,25954.03752899,17751.621800278,4402402.20646894,928.1893751779,
,65-84,333,7034.2205323194,4.5345345345,1510,31896.9159273341,15039.9911393802,5008317.04941361,1057.9461447853,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,330,4176.1579347001,5.3181818182,1755,22209.5671981776,16169.5569477278,5335953.7927502,675.2662354784,
,Female,383,4984.3831337845,4.7467362924,1818,23659.5523165018,15837.4811324136,6065755.27371444,789.4007383803,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,424,†,4.4339622642,1880,†,14788.4612186233,6270307.5566963,†,
,Medicaid,148,†,6.3581081081,941,†,18504.3040552018,2738637.00016987,†,
,Private insurance,114,†,5.4122807018,617,†,17610.6923252519,2007618.92507872,†,
,Uninsured,*,†,*,*,†,*,*,†,
,Other,23,†,5.5652173913,128,†,15648.1276067845,359906.934956045,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,16,144.1441441441,3.8125,61,549.5495495495,9808.3032532543,156932.852052068,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,696,339.016074038,5.0474137931,3513,1711.1544081831,16160.6897619415,11247840.0743113,†,
Type of substance use disorder,Alcohol-related disorders,138,885.4099833184,5.2101449275,719,4613.1143333761,15927.2884101263,2197965.80059743,141.0218016552,
,Cannabis-related disorders,31,198.896445528,5.7096774194,177,1135.6345438214,11054.270678989,342682.39104866,21.9865514596,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,77,494.0331066342,5.1558441558,397,2547.1577056333,16257.5061029397,1251827.96992636,80.3174624616,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,22,141.1523161812,5.4545454545,120,769.9217246247,13165.0611988117,289631.346373858,18.5827888088,
,Miscellaneous substances and addictive disorders,19,121.9042730656,3.7368421053,71,455.5370204029,11039.7861649838,209755.937134692,13.4579710724,
Type of mental disorder,Anxiety disorders,261,1674.5797510586,5.122605364,1337,8578.2112151931,15027.7153916907,3922233.71723127,251.651078996,
,Bipolar disorders,55,352.880790453,5,275,1764.4039522648,17731.6655709144,975241.606400292,62.5716416271,
,Depressive disorders,310,1988.9644552804,5.064516129,1570,10073.1425638393,15658.5256625789,4854142.95539946,311.4425096497,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,19,121.9042730656,4.4210526316,84,538.9452072373,9649.0685515572,183332.302479587,11.7626268754,
,Schizophrenia and related disorders,34,218.1444886437,8.7647058824,298,1911.9722828179,16128.7785964098,548378.472277934,35.1840415936,
,Somatic symptom disorders,49,314.3847042217,3.7142857143,182,1167.7146156807,12737.5920960201,624142.012704986,40.045041236,
,Suicidal ideation or attempt,25,160.4003592968,5.48,137,878.9939689465,8620.0622211222,215501.555528054,13.8266107743,
,Trauma- and stressor-related disorders,54,346.4647760811,5.9814814815,323,2072.3726421147,14025.8727270836,757397.127262515,48.5947085373,
,Miscellaneous mental disorders,16,102.65622995,7.25,116,744.2576671372,17127.7862455402,274044.579928644,17.5827396336,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Anoka, Minnesota",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,188419.174925284,3418.2600128641,5.4563684607,1028084.44345232,18651.2861246432,14114.3032600846,2659405374.91041,482.4635844338,
"Anoka, Minnesota",,11983,3530.299057546,5.199783026,62309,18356.7891159669,13789.4366886258,165238819.839803,486.8083534595,
Age group,<1,83,1955.2414605418,14.6385542169,1215,28621.9081272084,58725.5500134348,4874220.65111509,1148.2263017939,
,1-17,632,823.5493412908,7.4003164557,4677,6094.5257424323,17342.0956419951,10960204.4457409,142.8207144257,
,18-44,3704,3126.2924231298,5.1455183585,19059,16086.3950573519,10606.6415558948,39287000.3230343,331.5946313105,
,45-64,4332,4482.8942194259,4.8621883657,21063,21796.6761181364,14170.3459574967,61385938.6878759,635.2416198013,
,65-84,3231,7456.0391378594,5.0430207366,16294,37600.959985231,15081.4505876617,48728166.848735,1124.478858373,
Sex,Male,4993,2949.9518483726,5.5045063088,27484,16238.0285601186,14430.4743942519,72051358.6505,425.6920461222,
,Female,6988,4106.3369687853,4.9831139096,34822,20462.3448664911,13333.1864196673,93172306.7006354,547.5055630679,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,4708,†,5.3606627018,25238,†,14759.7974442954,69489126.3677429,†,
,Medicaid,2681,†,5.8735546438,15747,†,13753.7498163573,36873803.2576541,†,
,Private insurance,4107,†,4.6890674458,19258,†,12903.1353105998,52993176.7206337,†,
,Uninsured,199,†,3.9296482412,782,†,9343.5342934767,1859363.32440185,†,
,Other,287,†,4.4355400697,1273,†,13926.4885760277,3996902.22131997,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,305,76.903681291,2.6393442623,805,202.9752899647,6243.5109419494,1904270.83729455,†,
,Neonatal birth hospitalization,47,11.466211271,4.4042553191,207,50.500121981,7666.6332320976,360331.761908589,†,
,Nonmaternal/nonneonatal hospitalization,11631,405.5439330544,5.2701401427,61297,2137.2733612273,14012.055475935,162974217.2406,†,
Type of substance use disorder,Alcohol-related disorders,2411,710.3021804008,5.2911654915,12757,3758.3263854722,11884.6758396208,28653953.4493259,84.4171116224,
,Cannabis-related disorders,854,251.596043991,6.2224824356,5314,1565.5519645998,9920.9835900643,8472519.98591489,24.9608022376,
,Neonatal abstinence syndrome,21,6.186787967,19.8571428571,417,122.8519324874,57457.9745515202,1206617.46558192,3.5548030556,
,Opioid-related disorders,1378,405.971134215,5.4550072569,7517,2214.5754832323,15729.0174992763,21674586.1140028,63.8552707427,
,Sedative-related disorders,204,60.1002259651,9.5637254902,1951,574.7820630286,26623.3446988269,5431162.31856069,16.0006903235,
,Stimulant-related disorders,619,182.3629405509,6.7221324717,4161,1225.8678443168,11033.0730825074,6829472.23807211,20.1202365064,
,Miscellaneous substances and addictive disorders,478,140.8230784868,6.5418410042,3127,921.2421891802,12154.0280852161,5809625.42473332,17.1156765097,
Type of mental disorder,Anxiety disorders,5161,1520.476795126,5.1402828909,26529,7815.6808560158,13283.5275366966,68556285.6168915,201.9729537696,
,Bipolar disorders,947,278.9946764163,6.4984160507,6154,1813.0234832795,11713.4639389931,11092650.3502265,32.6799408137,
,Depressive disorders,6221,1832.7622829837,4.9574023469,30840,9085.740042954,12723.0662999146,79150195.4517688,233.1835603838,
,"Disruptive, impulse-control, and conduct disorders",151,44.4859515722,11.0662251656,1671,492.2915568021,13523.8666679881,2042103.8668662,6.0162207766,
,Eating disorders,88,25.9255876712,11.2727272727,992,292.2520792027,17259.5471715113,1518840.151093,4.4746390336,
,Obsessive-compulsive disorders,107,31.5231577366,5.7943925234,620,182.6575495017,12854.2930015849,1375409.35116958,4.0520790588,
,Personality disorders,646,190.3173822227,7.4411764706,4807,1416.1852265396,10976.3534648882,7090724.33831779,20.8899085779,
,Schizophrenia and related disorders,738,217.4214056971,10.5582655827,7792,2295.5929447048,15603.7452228923,11515563.9744945,33.925882205,
,Somatic symptom disorders,78,22.9794981631,7.0512820513,550,162.034922945,12707.9513051248,991220.201799736,2.9202234367,
,Suicidal ideation or attempt,1489,438.6727277548,6.356615178,9465,2788.4737194085,8977.8969262337,13368088.5231619,39.3835853413,
,Trauma- and stressor-related disorders,1364,401.8466089037,6.5637829912,8953,2637.6339365943,12734.3193415554,17369611.5818816,51.172430441,
,Miscellaneous mental disorders,455,134.0470726182,5.7714285714,2626,773.6431048248,10749.0535101804,4890819.34713211,14.4087915646,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Becker, Minnesota",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,188419.174925284,3418.2600128641,5.4563684607,1028084.44345232,18651.2861246432,14114.3032600846,2659405374.91041,482.4635844338,
"Becker, Minnesota",,1242,3822.1264809971,5.1441223833,6389,19661.4863825203,15686.5133515816,19482649.5826644,599.5583807559,
Age group,<1,19,4750,10.6315789474,202,50500,21055.1900589493,400048.611120037,1000.1215278001,
,1-17,26,362.3188405797,4.7307692308,123,1714.0468227425,7435.5807278286,193325.098923544,26.9405098834,
,18-44,294,3139.683895771,4.5952380952,1351,14427.5950448526,11566.2762770934,3400485.22546547,363.1445136123,
,45-64,428,4763.4947134112,5.1401869159,2200,24485.2531997774,17310.8372988601,7409038.36391214,824.6008195784,
,65-84,475,7229.8325722983,5.2905263158,2513,38249.6194824962,17010.0048068279,8079752.28324325,1229.7948680736,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,485,2983.8808908576,5.8164948454,2821,17355.7278208441,16516.1010457215,8010309.00717496,492.820783018,
,Female,757,4661.0430392217,4.71334214,3568,21969.0905732405,15155.0073652437,11472340.5754894,706.3814158912,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,587,†,5.405451448,3173,†,17189.776723734,10090398.9368319,†,
,Medicaid,268,†,5.9626865672,1598,†,14981.2619293817,4014978.19707431,†,
,Private insurance,305,†,4.4524590164,1358,†,14473.1468303907,4414309.78326916,†,
,Uninsured,20,†,2.9,58,†,7549.1188446227,150982.376892454,†,
,Other,59,†,3.3220338983,196,†,13551.1026761059,799515.057890252,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,48,132.2314049587,2.0833333333,100,275.4820936639,5538.1439885019,265830.911448093,†,
,Neonatal birth hospitalization,14,38.1471389646,3.2857142857,46,125.340599455,3097.4936726039,43364.9114164544,†,
,Nonmaternal/nonneonatal hospitalization,1180,368.519675203,5.2906779661,6243,1949.7189256715,16248.689626949,19173453.7597999,†,
Type of substance use disorder,Alcohol-related disorders,209,643.1758732113,5.2488038278,1097,3375.9039852285,15589.2193062909,3258146.8350148,100.2660974001,
,Cannabis-related disorders,89,273.8882905062,3.9101123596,348,1070.9339898446,10639.3573659549,946902.805569988,29.1399540105,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,130,400.0615479304,4.1384615385,538,1655.6393291275,13305.0929312128,1729662.08105766,53.2285607342,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,57,175.4116017849,5,285,877.0580089244,12168.2792382342,693591.916579352,21.3445735214,
,Miscellaneous substances and addictive disorders,61,187.7211878751,6.3278688525,386,1187.8750577012,15141.7787897201,923648.506172929,28.4243270095,
Type of mental disorder,Anxiety disorders,519,1597.1687951993,5.2447013487,2722,8376.6733343591,16201.4904930886,8408573.56591299,258.7651505128,
,Bipolar disorders,95,292.3526696415,5.2947368421,503,1547.9304508386,12201.8457112728,1159175.34257091,35.6724216824,
,Depressive disorders,632,1944.9146022465,5.1613924051,3262,10038.4674565317,16216.0023802431,10248513.5043136,315.387398194,
,"Disruptive, impulse-control, and conduct disorders",17,52.3157408832,8.8235294118,150,461.6094783813,16937.9827616617,287945.70694825,8.8612311724,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,*,*,*,*,*,*,*,*,
,Personality disorders,29,89.2444991537,9.6551724138,280,861.6710263117,15108.5140551884,438146.907600465,13.4835176981,
,Schizophrenia and related disorders,32,98.4766887213,11.96875,383,1178.6428681336,22860.6249881361,731539.999620358,22.5123865093,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,70,215.4177565779,6.0714285714,425,1307.8935220803,10116.7460184802,708172.221293615,21.7932673117,
,Trauma- and stressor-related disorders,93,286.1978765964,7.064516129,657,2021.84951531,14443.214975756,1343218.99274531,41.3361745729,
,Miscellaneous mental disorders,48,147.715033082,5.6041666667,269,827.8196645638,10840.8525892632,520360.924284636,16.0135689886,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Beltrami, Minnesota",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,188419.174925284,3418.2600128641,5.4563684607,1028084.44345232,18651.2861246432,14114.3032600846,2659405374.91041,482.4635844338,
"Beltrami, Minnesota",,2123,4499.4065785012,5.684879887,12069,25578.5859613428,14662.9089241674,31129355.6460074,659.7438887336,
Age group,<1,119,16391.1845730027,8.8235294118,1050,144628.099173553,11601.1125371438,1380532.39192011,1901.559768485,
,1-17,73,639.3413907865,8.1780821918,597,5228.5864424593,13663.4922161094,997434.931775992,87.3563611645,
,18-44,690,4031.7868411826,5.0695652174,3498,20439.4063339955,12291.1400969565,8480886.66690003,495.5525690604,
,45-64,601,5493.0993510648,5.4575707155,3280,29978.9781555616,16505.376325802,9919731.17180702,906.6567198434,
,65-84,640,9162.4910522548,5.69375,3644,52168.9334287759,16173.0788806316,10350770.4836042,1481.856905312,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,793,3361.451400958,6.4312736444,5100,21618.4138018735,16506.7392178018,13089844.1997168,554.8660166893,
,Female,1330,5637.2652905523,5.2398496241,6969,29538.4224134277,13563.5424408199,18039511.4462905,764.6128701857,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,835,†,5.8934131737,4921,†,16143.6721426543,13479966.2391163,†,
,Medicaid,825,†,5.8945454545,4863,†,13497.7152089456,11135615.0473801,†,
,Private insurance,300,†,5.15,1545,†,15564.4991565576,4669349.74696728,†,
,Other,111,†,4.5765765766,508,†,12308.8010846696,1366276.92039832,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,194,298.9214175655,2.6134020619,507,781.2018489985,5541.8145922863,1075112.03090353,†,
,Neonatal birth hospitalization,109,168.4698608964,7.4678899083,814,1258.114374034,6846.9251286818,746314.839026311,†,
,Nonmaternal/nonneonatal hospitalization,1820,453.8653366584,5.9054945055,10748,2680.2992518703,16103.2575692733,29307928.7760775,†,
Type of substance use disorder,Alcohol-related disorders,323,684.5540861309,7.1207430341,2300,4874.5337402509,16229.582363381,5242155.10337209,111.1002692305,
,Cannabis-related disorders,261,553.1536113937,5.6360153257,1471,3117.5822312648,12923.9797147409,3373158.70554739,71.4894605279,
,Neonatal abstinence syndrome,40,84.7744998305,14,560,1186.8429976263,12943.2233473201,517728.933892805,10.9725528546,
,Opioid-related disorders,229,485.3340115293,6.8253275109,1563,3312.5635808749,18100.2979185391,4144968.22334545,87.8469019868,
,Sedative-related disorders,14,29.6710749407,7,98,207.6975245846,18286.3407947678,256008.771126749,5.4257538811,
,Stimulant-related disorders,124,262.8009494744,5.9193548387,734,1555.6120718888,13914.7292055978,1725426.42149413,36.5680404691,
,Miscellaneous substances and addictive disorders,282,597.6602238047,5.2659574468,1485,3147.2533062055,8314.2113092663,2344607.58921309,49.6907339186,
Type of mental disorder,Anxiety disorders,864,1831.1291963377,5.9618055556,5151,10916.8362156663,15589.7100876172,13469509.5157013,285.4677330388,
,Bipolar disorders,111,235.2492370295,6.1981981982,688,1458.1213970838,14092.3070800359,1564246.08588399,33.1520448856,
