,Opioid-related disorders,15675.3098622511,389.474818491,5.5736862869,87369.2596217719,2170.8104549068,16132.9358158807,252888767.90174,62.8337224862,
,Sedative-related disorders,849.7822590764,21.1140190541,6.9743426562,5926.6726579524,147.2564037327,20669.8351463039,17564859.2053633,4.3642329312,
,Stimulant-related disorders,8638.8099617087,214.6432173514,5.7169027109,49387.2360893324,1227.09439116,14494.62997718,125216353.838145,31.1117401262,
,Miscellaneous substances and addictive disorders,5197.4952007596,129.1389782857,4.5193319974,23489.2063671583,583.6219166791,9965.3798994414,51795014.2010931,12.8691897844,
Type of mental disorder,Anxiety disorders,39955.6373691977,992.7532373401,5.073913077,202731.430947802,5037.1436331829,15505.5583197367,619534465.430348,153.9319321868,
,Bipolar disorders,9695.4093666201,240.8958952929,5.9466546782,57655.2514671037,1432.5247027031,13529.6629784108,131175621.168097,32.5924027619,
,Depressive disorders,46899.0935965611,1165.2730393482,4.8804138526,228886.986064805,5687.0146833404,14784.016744535,693356985.035076,172.2741612568,
,"Disruptive, impulse-control, and conduct disorders",485.5854972449,12.0650452886,9.3486344871,4539.5613259863,112.7916984738,15205.2463614408,7383447.11515091,1.8345198598,
,Eating disorders,650.3903314966,16.1598500147,8.6184647723,5605.366160238,139.2730980771,15771.3399562271,10257527.0222757,2.5486248822,
,Obsessive-compulsive disorders,702.3190662379,17.4500914655,6.2788240754,4409.7378617069,109.5660544113,13644.5179609663,9582805.11361218,2.3809808642,
,Personality disorders,2384.0614681101,59.2353143717,7.2244255756,17223.4746440659,427.9411201265,12031.7409258875,28684409.935692,7.1270395618,
,Schizophrenia and related disorders,8223.0055171042,204.3119791167,9.1204281299,74997.3308306229,1863.4127216142,14993.9599244673,123295415.182133,30.6344562696,
,Somatic symptom disorders,540.1951657483,13.4218982577,6.0022572157,3242.3903314966,80.5616856658,13237.4975634157,7150832.19036194,1.7767234548,
,Suicidal ideation or attempt,6318.2867767829,156.9865997665,6.2261560547,39338.639470454,977.4230686395,11235.0250360952,70986110.1223852,17.6374837871,
,Trauma- and stressor-related disorders,10074.0263193496,250.303158705,5.7189715386,57613.069799179,1431.4766406487,14149.0015752437,142537414.261525,35.4153978681,
,Miscellaneous mental disorders,6045.9708170408,150.220531987,4.2443018499,25660.9251235061,637.5812818128,9011.861787522,54485453.3745633,13.5376667191,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Benton, Oregon",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,113408.340134077,2817.7875319357,5.2275045572,592842.614879662,14729.9971645218,15327.2845275701,1738241897.03445,431.8903124022,
"Benton, Oregon",,1571,1986.6209739627,5.2807129217,8296,10490.775047737,16447.6917036105,25839323.6663721,326.7532931167,
Age group,<1,18,2670.6231454006,3.1666666667,57,8456.9732937685,3971.5195278961,71487.3515021296,106.0643197361,
,1-17,33,261.0759493671,7.5757575758,250,1977.8481012658,17331.0461074408,571924.521545546,45.2471931602,
,45-64,539,3075.2553203629,5.6066790353,3022,17241.9695327209,17910.2836920211,9653642.90999938,550.786952131,
,65-84,537,4685.4550213768,4.8268156425,2592,22615.8275892156,18468.9426588389,9917822.2077965,865.3540012038,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,704,1771.7377626777,5.4701704545,3851,9691.7075626022,17447.6324053503,12283133.2133666,309.1262920188,
,Female,867,2203.6396909313,5.1268742791,4445,11297.783651891,15635.7444671343,13556190.4530055,344.5554710504,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,715,†,5.1958041958,3715,†,17867.0437136662,12774936.2552713,†,
,Medicaid,449,†,5.5478841871,2491,†,15354.9414535304,6894368.71263518,†,
,Private insurance,310,†,4.6741935484,1449,†,14663.8292944641,4545787.08128388,†,
,Uninsured,17,†,3.0588235294,52,†,10073.9223372809,171256.679733776,†,
,Other,80,†,7.3625,589,†,18162.1867180995,1452974.93744796,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,80,130.5057096248,3.1375,251,409.4616639478,7991.5237133507,639321.897068059,†,
,Neonatal birth hospitalization,17,27.1565495208,3.2352941176,55,87.8594249201,3717.4111291186,63195.9891950166,†,
,Nonmaternal/nonneonatal hospitalization,1474,399.8914812805,5.420624152,7990,2167.6614215952,17053.4638942395,25136805.780109,†,
Type of substance use disorder,Alcohol-related disorders,428,541.2309209778,4.9626168224,2124,2685.9216732634,15685.4406318869,6713368.59044761,84.8944547914,
,Cannabis-related disorders,174,220.0331314255,5.8218390805,1013,1280.9974835291,12640.0679418426,2199371.82188062,27.8123373068,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,117,147.9533125103,6.094017094,713,901.6300155541,18332.885493657,2144947.60275787,27.1241113666,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,110,139.1014049242,7.1,781,987.6199749617,17070.05223311,1877705.74564211,23.7446824775,
,Miscellaneous substances and addictive disorders,97,122.6621479786,5.2164948454,506,639.8664626513,12092.8369750823,1173005.18658298,14.8333335852,
Type of mental disorder,Anxiety disorders,561,709.4171651134,5.2370766488,2938,3715.2720697025,17451.1431925254,9790091.33100678,123.8014053163,
,Bipolar disorders,205,259.2344364496,7.6585365854,1570,1985.3564157362,14213.3720496088,2913741.27016982,36.8459549333,
,Depressive disorders,712,900.3654573275,5.0379213483,3587,4535.9703587552,16118.4041218694,11476303.734771,145.1245429858,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,16,20.2329316253,8.1875,131,165.6571276824,13852.2241800136,221635.586880219,2.8027110469,
,Obsessive-compulsive disorders,14,17.7038151722,8.9285714286,125,158.0697783229,13081.1636668409,183136.291335773,2.3158650379,
,Personality disorders,45,56.9051201963,9.3333333333,420,531.1144551651,13359.9127462426,601196.073580917,7.6024744064,
,Schizophrenia and related disorders,155,196.0065251204,9.6258064516,1492,1886.7208740626,15088.6278411499,2338737.31537824,29.5746951198,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,158,199.8001998002,6.7848101266,1072,1355.6064188975,10979.8586368471,1734817.66462184,21.9377794942,
,Trauma- and stressor-related disorders,187,236.4723883711,6.513368984,1218,1540.2319199788,13974.0335781583,2613144.2791156,33.0447309541,
,Miscellaneous mental disorders,73,92.3127505406,4.4383561644,324,409.7168654131,9966.2673056318,727537.513311124,9.2001354761,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Clackamas, Oregon",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,113408.340134077,2817.7875319357,5.2275045572,592842.614879662,14729.9971645218,15327.2845275701,1738241897.03445,431.8903124022,
"Clackamas, Oregon",,9760,2472.1503148445,4.8553278689,47388,12003.1003196571,14405.4982148429,140597662.576867,356.1255694732,
Age group,<1,103,2484.9215922798,6.8446601942,705,17008.4439083232,12218.8415517546,1258540.67983072,303.628632046,
,1-17,276,343.843825138,7.3188405797,2020,2516.5381405026,13219.2330681651,3648508.32681358,45.4535166355,
,18-44,2652,2062.3687689556,4.6395173454,12304,9568.3956761801,11950.3283762083,31692270.8537044,246.4598402186,
,45-64,3335,2903.231422801,4.8596701649,16207,14108.7471272372,16282.9448311489,54303621.0118818,472.7315708953,
,65-84,3394,5071.5758644392,4.7589864467,16152,24135.5608021278,14641.9333248782,49694721.7046366,742.5767565918,
Sex,Male,4015,2067.5520492711,5.3584059776,21514,11078.7832597803,16367.9661940624,65717384.2691608,338.4162204693,
,Female,5737,2859.8204449496,4.5049677532,25845,12883.3988843858,13038.5641010904,74802242.2479557,372.8795218908,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,4123,†,4.7695852535,19665,†,14685.1236589718,60546764.8459408,†,
,Medicaid,2565,†,5.0951267057,13069,†,12821.0626345015,32886025.6574963,†,
,Private insurance,2638,†,4.6925701289,12379,†,15291.5420023694,40339087.8022504,†,
,Uninsured,161,†,4.2857142857,690,†,9064.7810292165,1459429.74570385,†,
,Other,272,†,5.8198529412,1583,†,19719.0840570742,5363590.86352418,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,620,163.8477801268,2.6629032258,1651,436.310782241,6589.1401406216,4085266.8871854,†,
,Neonatal birth hospitalization,92,23.7419354839,6.5869565217,606,156.3870967742,8351.7950946812,768365.148710668,†,
,Nonmaternal/nonneonatal hospitalization,9048,350.2903600465,4.9879531388,45131,1747.2319008904,15002.6558953328,135744030.540971,†,
Type of substance use disorder,Alcohol-related disorders,1815,459.7287726888,5.0446280992,9156,2319.1606847046,15460.5783191673,28060949.6492888,71.0767269573,
,Cannabis-related disorders,912,231.0042097478,4.8168859649,4393,1112.7209357697,12150.3513783382,11081120.4570445,28.0678231831,
,Neonatal abstinence syndrome,37,9.3718813165,10.8108108108,400,101.3176358543,14272.4517225224,528080.713733332,1.3375972364,
,Opioid-related disorders,1308,331.3086692435,5.3310397554,6973,1766.2196870298,14722.5290513418,19257067.9991551,48.777015079,
,Sedative-related disorders,101,25.5827030532,8.4059405941,849,215.0466821007,25176.0466457226,2542780.71121798,6.4407132539,
,Stimulant-related disorders,554,140.3249256582,5.6967509025,3156,799.3961468903,13714.4765210781,7597819.99267729,19.2448289826,
,Miscellaneous substances and addictive disorders,363,91.9457545378,4.3608815427,1583,400.9645438933,8878.9351773953,3223053.46939449,8.1638039438,
Type of mental disorder,Anxiety disorders,3644,923.0036626325,4.8707464325,17749,4495.7167969443,14522.1036769396,52918545.7987682,134.0395488294,
,Bipolar disorders,657,166.4142168907,5.899543379,3876,981.767891428,11779.1925697781,7738929.51834421,19.602251071,
,Depressive disorders,4210,1066.3681173663,4.5380047506,19105,4839.1835824903,13628.8539454991,57377475.1105513,145.3337532372,
,"Disruptive, impulse-control, and conduct disorders",37,9.3718813165,10.3243243243,382,96.7583422408,13942.9462873686,515889.012632638,1.3067163781,
,Eating disorders,68,17.2239980952,7.8235294118,532,134.7524556862,13360.2267291175,908495.417579996,2.3011651973,
,Obsessive-compulsive disorders,64,16.2108217367,6.234375,399,101.0643417646,12296.2296574543,786958.698077081,1.9933198701,
,Personality disorders,142,35.9677607283,5.6408450704,801,202.8885657982,9228.875325846,1310500.29627013,3.3194197951,
,Schizophrenia and related disorders,531,134.4991615966,8.384180791,4452,1127.6652870582,12666.0079651859,6725650.22951372,17.0356745209,
,Somatic symptom disorders,47,11.9048222129,5.2765957447,248,62.8169342297,9556.8158094518,449170.343044237,1.1377219313,
,Suicidal ideation or attempt,457,115.7553989635,6.4901531729,2966,751.2702698595,11145.0043803723,5093267.00183016,12.900944285,
,Trauma- and stressor-related disorders,770,195.0364490195,5.1896103896,3996,1012.1631821843,11771.8030841644,9064288.37480663,22.9593067209,
,Miscellaneous mental disorders,664,168.1872755181,3.9503012048,2623,664.3903971145,8286.396515987,5502167.28661539,13.9366645389,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Clatsop, Oregon",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,113408.340134077,2817.7875319357,5.2275045572,592842.614879662,14729.9971645218,15327.2845275701,1738241897.03445,431.8903124022,
"Clatsop, Oregon",,1157,3146.3301879096,5.1771823682,5990,16289.1251733608,18133.1330171903,20980034.9008892,570.5282381337,
Age group,<1,31,7808.564231738,4.0967741935,127,31989.9244332493,6149.364479609,190630.298867878,480.1770752339,
,1-17,19,278.3067233045,8.6842105263,165,2416.8741760656,13682.1289770216,259960.450563411,38.0782848342,
,18-44,304,2639.5762785448,4.7039473684,1430,12416.4278892072,13745.9063575249,4178755.53268759,362.8336834842,
,45-64,435,4046.511627907,5.4804597701,2384,22176.7441860465,20912.8360833226,9097083.69624535,846.2403438368,
,65-84,368,5053.5567151881,5.1195652174,1884,25872.0131831914,19710.8829416439,7253604.92252498,996.1006485203,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,513,2823.0244331939,5.7212475634,2935,16151.2216596962,19332.5742323615,9917610.58120146,545.7632941449,
,Female,644,3462.1794527176,4.7437888199,3055,16423.8481802053,17177.6775150431,11062424.3196877,594.7220213799,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,508,†,5.1023622047,2592,†,19086.530706663,9695957.59898483,†,
,Medicaid,395,†,5.4303797468,2145,†,16830.7506886421,6648146.52201365,†,
,Private insurance,163,†,5.4110429448,882,†,18930.3905982435,3085653.66751369,†,
,Uninsured,32,†,4.3125,138,†,16752.3806209729,536076.179871134,†,
,Other,59,†,3.9491525424,233,†,17189.8463136593,1014200.9325059,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,59,156.4986737401,3.3728813559,199,527.8514588859,9910.2166636121,584702.783153111,†,
,Neonatal birth hospitalization,28,75.2688172043,2.5,70,188.1720430108,2814.5803699516,78808.2503586459,†,
,Nonmaternal/nonneonatal hospitalization,1070,321.9981944026,5.346728972,5721,1721.6370749323,18987.4054835303,20316523.8673774,†,
Type of substance use disorder,Alcohol-related disorders,232,630.8976694858,5.4267241379,1259,3423.7076115628,19524.4385626936,4529669.74654491,123.1792278722,
,Cannabis-related disorders,119,323.6069942621,4.8403361345,576,1566.3666276888,15742.3399129849,1873338.4496452,50.9433130189,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,193,524.841595736,5.2124352332,1006,2735.7028254426,17324.6607864883,3343659.53179224,90.9270261277,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,83,225.7090800315,6.2530120482,519,1411.3615968238,18193.4218268901,1510054.01163188,41.0642050317,
,Miscellaneous substances and addictive disorders,69,187.6376689419,4.4347826087,306,832.1322709597,9003.1936808405,621220.363977992,16.8933827531,
Type of mental disorder,Anxiety disorders,387,1052.4025779784,5.1627906977,1998,5433.3342397955,19369.4301200076,7495969.45644298,203.8443819227,
,Bipolar disorders,89,242.02539907,6.0674157303,540,1468.4687134582,19208.5372039238,1709559.81114921,46.4895388233,
,Depressive disorders,393,1068.7188970168,5.4554707379,2144,5830.3646697305,18758.2909901439,7372008.35912657,200.4734005691,
,"Disruptive, impulse-control, and conduct disorders",*,*,*,*,*,*,*,*,
,Eating disorders,*,*,*,*,*,*,*,*,
,Obsessive-compulsive disorders,11,29.9132515704,10.1818181818,112,304.5712887173,30850.5919071645,339356.51097881,9.2284151682,
,Personality disorders,19,51.6683436217,7.8421052632,149,405.1885894542,16947.5788890667,322003.998892268,8.756533296,
,Schizophrenia and related disorders,61,165.8825768907,8.8524590164,540,1468.4687134582,17276.6713206733,1053876.95056107,28.6589875877,
,Somatic symptom disorders,*,*,*,*,*,*,*,*,
,Suicidal ideation or attempt,57,155.005030865,6.3859649123,364,989.8566883311,12598.7697218193,718129.874143705,19.5287268959,
,Trauma- and stressor-related disorders,113,307.2906752237,5.3274336283,602,1637.0706768553,16276.1097682888,1839200.40381664,50.0149676071,
,Miscellaneous mental disorders,67,182.1988959291,5.2686567164,353,959.9434367607,13379.3745768558,896418.096649342,24.3770727612,
,,,,,,,,,,
"Statistic is not reported because the reporting cell draws from fewer than two hospitals, contains fewer than 11 discharges, has a relative standard error (standard error / weighted estimate) greater than 0.30 or equal to 0, or because the county is missing 2% or more of total discharges in the HCUP State Inpatient Database (SID) when compared to the Medicare Hospital Service Area File.",,,,,,,,,,
"Statistics for age, sex, and expected payer type cannot be calculated because population estimates are not available for missing categories of age or sex and because population insurance coverage information is not available at the county- or region-level.",,,,,,,,,,
"Community-level statistics are from the Agency for Healthcare Research and Quality (AHRQ), Healthcare Cost and Utilization Project (HCUP), State Inpatient Databases (SID), based on data collected by individual States and provided to AHRQ by State Partners. Weighted national estimates are from the HCUP National (Nationwide) Inpatient Sample (NIS).",,,,,,,,,,
"Rates of discharges are calculated using HCUP inpatient data as numerators and Claritas county population estimates as denominators, except for the rate of maternal/neonatal stays, which uses the number of inpatient deliveries as the denominator.",,,,,,,,,,
"For more information, see ""Calculating Community-Level Statistics for HCUPnet: Methods"" PDF (74 KB)",,,,,,,,,,
"Citation: HCUPnet, Healthcare Cost and Utilization Project. Agency for Healthcare Research and Quality, Rockville, MD. https://hcupnet.ahrq.gov/. For more information about HCUP data see http://www.hcup-us.ahrq.gov/",,,,,,,,,,
,,,,,,,,,,
"2016 Columbia, Oregon",,,,,,,,,,
Stays Related to Mental and/or Substance Use Disorders,,,,,,,,,,
,,,,,,,,,,
,,Total number of discharges,"Rate of discharges per 100,000 population","Mean length of stay, days",Aggregate number of days in the hospital,"Number of inpatient days per 100,000 population","Mean cost per stay, $","Aggregate costs for all hospital stays, $","Costs for inpatient stays per capita, $",
US Total,,9955578.05705047,3087.6608648232,5.6255443763,56005546.1520072,17369.7732141365,12666.9044891831,126106356383.265,391.111052697,
State Total,,113408.340134077,2817.7875319357,5.2275045572,592842.614879662,14729.9971645218,15327.2845275701,1738241897.03445,431.8903124022,
"Columbia, Oregon",,1666,3262.9558541267,5.6326530612,9384,18379.098280387,15814.6730008335,26347245.2193887,516.0257984917,
Age group,<1,13,2439.0243902439,5.2307692308,68,12757.9737335834,7266.0674386399,94458.8767023193,177.22115704,
,1-17,44,418.648905804,6.6818181818,294,2797.3358705994,10476.5052826715,460966.232437549,43.8597747324,
,18-44,407,2602.3017902813,5.4176904177,2205,14098.4654731457,13540.9627682004,5511171.84665759,352.3767165382,
,45-64,655,4291.142557652,5.9374045802,3889,25478.2494758909,17812.8431167037,11667412.2414409,764.3744917087,
,65-84,547,6003.7317528263,5.352833638,2928,32136.9772802107,15746.3181392145,8613236.02215034,945.3667020251,
,Missing,*,†,*,*,†,*,*,†,
Sex,Male,647,2541.9400463599,5.9845440495,3872,15212.3521785251,16662.9763798414,10780945.7177573,423.5628695147,
,Female,1019,3979.6914665104,5.4092247301,5512,21527.0454989259,15276.0544667628,15566299.5016313,607.9398360332,
,Missing,*,†,*,*,†,*,*,†,
Payer,Medicare,723,†,6.1438450899,4442,†,16463.5650075903,11903157.5004878,†,
,Medicaid,471,†,5.7346072187,2701,†,15305.0906775759,7208697.70913828,†,
,Private insurance,396,†,4.9166666667,1947,†,15666.3320902546,6203867.50774085,†,
,Other,50,†,3.8,190,†,15223.1407642072,761157.038210362,†,
,Missing,*,†,*,*,†,*,*,†,
Type of stay,Maternal delivery hospitalization,103,217.2995780591,2.9126213592,300,632.9113924051,8771.492495866,903463.7270742,†,
,Neonatal birth hospitalization,*,*,*,*,*,*,*,†,
,Nonmaternal/nonneonatal hospitalization,1553,373.4968734969,5.8139085641,9029,2171.4766714767,16337.8711756015,25372713.9357091,†,
Type of substance use disorder,Alcohol-related disorders,236,462.219436719,6.5593220339,1548,3031.8461357672,20268.9555798257,4783473.51683886,93.6870523099,
,Cannabis-related disorders,151,295.7420972228,5.0529801325,763,1494.3789415958,12815.6264084632,1935159.58767795,37.9012023126,
,Neonatal abstinence syndrome,*,*,*,*,*,*,*,*,
,Opioid-related disorders,187,366.2501468918,5.5080213904,1030,2017.3136433076,15402.309637799,2880231.90226842,56.4109816732,
,Sedative-related disorders,*,*,*,*,*,*,*,*,
,Stimulant-related disorders,113,221.3169336833,6.9911504425,790,1547.2599788476,18302.2070789114,2068149.39991699,40.5058835034,
,Miscellaneous substances and addictive disorders,60,117.513416115,3.65,219,428.9239688198,9298.95184159,557937.110495398,10.9275159719,
Type of mental disorder,Anxiety disorders,624,1222.1395275961,5.5432692308,3459,6774.6484390301,16550.1855705331,10327315.7960126,202.266359748,
